VERSION,STATEID,PRECINCT,SEQ,CALL,AGE9,RACE,SEX,PRES,CLINTON,BCPERSON,XWAY2000,RELRIGHT,X6VOTE,FINSIT,JOBPERS,PARTYID,RELIGION,INCOME,PHIL3,OVER65,STATE,GEOCODE,AGE,AGEABC,PARTY,AGE65,REL5,VNS1,VNS2,WEIGHT
STATE ONLY,19.0,1.0,11.0,FIRST CALL,60-64,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,18-64,STATE,CAJUNCOUNTRY,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.615
STATE ONLY,19.0,1.0,12.0,FIRST CALL,50-59,,FEMALE,GORE,APPROVE,OMITS,GORE,YES,CLINTON,BETTER,OMITS,DEMOCRAT,CATHOLIC,LESS15K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.588
STATE ONLY,19.0,1.0,13.0,FIRST CALL,40-44,BLACK,MALE,GORE,APPROVE,OMITS,GORE,OMITS,CLINTON,BETTER,OMITS,DEMOCRAT,CATHOLIC,LESS15K,,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.578
STATE ONLY,19.0,1.0,14.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,18-64,STATE,CAJUNCOUNTRY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.514
STATE ONLY,19.0,1.0,15.0,FIRST CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.514
STATE ONLY,19.0,1.0,16.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.615
STATE ONLY,19.0,1.0,17.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,INDEPEND,CATHOLIC,LESS15K,MODERATE,18-64,STATE,CAJUNCOUNTRY,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.545
STATE ONLY,19.0,1.0,18.0,SECOND CALL,18-24,BLACK,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,YES,CLINTON,WORSE,APP/FAV,INDEPEND,CATHOLIC,LESS15K,MODERATE,18-64,STATE,CAJUNCOUNTRY,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.661
STATE ONLY,19.0,1.0,19.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,YES,OTHER,BETTER,APP/UNFAV,INDEPEND,CATHOLIC,30-50K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,IND/OTHER,40-49,CATHOLIC,,,0.514
STATE ONLY,19.0,1.0,20.0,SECOND CALL,75+,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,LESS15K,LIBERAL,65+,STATE,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,NONE,,,0.6950000000000001
STATE ONLY,19.0,1.0,21.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.514
STATE ONLY,19.0,1.0,22.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,BUSH,YES,NOVOTE,SAME,APP/UNFAV,DEMOCRAT,CATHOLIC,15-30K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.514
STATE ONLY,19.0,1.0,23.0,SECOND CALL,45-49,WHITE,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.588
STATE ONLY,19.0,1.0,24.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,CONSERV,18-64,STATE,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.514
STATE ONLY,19.0,1.0,25.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,DISAPPR,OMITS,GORE,NO,CLINTON,WORSE,OMITS,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,18-64,STATE,CAJUNCOUNTRY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.514
STATE ONLY,19.0,1.0,26.0,SECOND CALL,40-44,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,OMITS,APP/FAV,DEMOCRAT,,15-30K,MODERATE,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,,,,0.578
STATE ONLY,19.0,1.0,27.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,18-64,STATE,CAJUNCOUNTRY,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.545
STATE ONLY,19.0,1.0,28.0,SECOND CALL,,BLACK,,BUSH,APPROVE,OMITS,OMITS,YES,OMITS,BETTER,OMITS,,CATHOLIC,,,,STATE,CAJUNCOUNTRY,,,,,CATHOLIC,,,0.62
STATE ONLY,19.0,1.0,29.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,OTHER,BETTER,APP/FAV,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,STATE,CAJUNCOUNTRY,45-59,50-59,DEMOCRAT,50-64,OTHER,,,0.578
STATE ONLY,19.0,1.0,30.0,SECOND CALL,50-59,BLACK,,GORE,OMITS,FAVORABLE,GORE,YES,OMITS,OMITS,OMITS,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,18-64,STATE,CAJUNCOUNTRY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.578
STATE ONLY,19.0,1.0,31.0,SECOND CALL,45-49,BLACK,,NADER,DISAPPR,FAVORABLE,BUSH,NO,NOVOTE,SAME,DIS/FAV,REPUBLCN,ELSE,15-30K,MODERATE,18-64,STATE,CAJUNCOUNTRY,45-59,40-49,REPUBLICAN,40-49,OTHER,,,0.584
STATE ONLY,19.0,1.0,32.0,SECOND CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.514
STATE ONLY,19.0,1.0,33.0,SECOND CALL,30-39,BLACK,MALE,GORE,APPROVE,OMITS,GORE,YES,CLINTON,BETTER,OMITS,DEMOCRAT,CATHOLIC,15-30K,CONSERV,18-64,STATE,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.578
STATE ONLY,19.0,1.0,34.0,SECOND CALL,65-74,,MALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,,65+,STATE,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.797
STATE ONLY,19.0,1.0,35.0,SECOND CALL,60-64,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,OTHER,BETTER,APP/FAV,REPUBLCN,CATHOLIC,LESS15K,CONSERV,18-64,STATE,CAJUNCOUNTRY,60+,60+,REPUBLICAN,50-64,CATHOLIC,,,0.615
STATE ONLY,19.0,1.0,36.0,SECOND CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,INDEPEND,CATHOLIC,LESS15K,MODERATE,18-64,STATE,CAJUNCOUNTRY,45-59,50-59,IND/OTHER,50-64,CATHOLIC,,,0.514
STATE ONLY,19.0,1.0,37.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,OMITS,OMITS,BETTER,APP/FAV,,,,,18-64,STATE,CAJUNCOUNTRY,45-59,50-59,,50-64,,,,0.514
STATE ONLY,19.0,1.0,38.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,15-30K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,45-59,50-59,DEMOCRAT,50-64,CATHOLIC,,,0.514
STATE ONLY,19.0,1.0,39.0,THIRD CALL,60-64,,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,WORSE,DIS/UNFAV,DEMOCRAT,OTHERCHRIST,LESS15K,CONSERV,18-64,STATE,CAJUNCOUNTRY,60+,60+,DEMOCRAT,50-64,PROT/CHRIST,,,0.964
STATE ONLY,19.0,1.0,40.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,DISAPPR,FAVORABLE,GORE,YES,CLINTON,BETTER,DIS/FAV,REPUBLCN,OTHERCHRIST,LESS15K,MODERATE,18-64,STATE,CAJUNCOUNTRY,30-44,30-39,REPUBLICAN,30-39,PROT/CHRIST,,,0.514
STATE ONLY,19.0,1.0,41.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,NONE,30-50K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,NONE,,,0.578
STATE ONLY,19.0,1.0,42.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.514
STATE ONLY,19.0,1.0,43.0,THIRD CALL,40-44,BLACK,,GORE,APPROVE,FAVORABLE,GORE,OMITS,CLINTON,OMITS,APP/FAV,DEMOCRAT,CATHOLIC,,,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.578
STATE ONLY,19.0,1.0,44.0,THIRD CALL,60-64,,MALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,CONSERV,18-64,STATE,CAJUNCOUNTRY,60+,60+,DEMOCRAT,50-64,CATHOLIC,,,0.797
STATE ONLY,19.0,1.0,45.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,30-50K,MODERATE,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.514
STATE ONLY,19.0,1.0,46.0,THIRD CALL,65-74,,FEMALE,BUSH,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,LIBERAL,65+,STATE,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.855
STATE ONLY,19.0,1.0,47.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,WORSE,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,18-64,STATE,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.514
STATE ONLY,19.0,1.0,48.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,CONSERV,18-64,STATE,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,,,0.514
STATE ONLY,19.0,1.0,49.0,THIRD CALL,25-29,BLACK,FEMALE,BUSH,APPROVE,FAVORABLE,GORE,YES,DOLE,WORSE,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,MODERATE,18-64,STATE,CAJUNCOUNTRY,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.661
STATE ONLY,19.0,1.0,50.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,NOVOTE,SAME,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.545
STATE ONLY,19.0,1.0,51.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,DISAPPR,FAVORABLE,WOULDNOTVOTE,YES,CLINTON,SAME,DIS/FAV,DEMOCRAT,CATHOLIC,15-30K,CONSERV,18-64,STATE,CAJUNCOUNTRY,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.545
STATE ONLY,19.0,1.0,52.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,UNFAVORABLE,BUSH,NO,CLINTON,BETTER,APP/UNFAV,DEMOCRAT,CATHOLIC,30-50K,LIBERAL,18-64,STATE,CAJUNCOUNTRY,18-29,18-24,DEMOCRAT,18-24,CATHOLIC,,,0.759
STATE ONLY,19.0,1.0,53.0,THIRD CALL,40-44,BLACK,MALE,GORE,OMITS,FAVORABLE,GORE,YES,CLINTON,WORSE,OMITS,DEMOCRAT,CATHOLIC,LESS15K,CONSERV,18-64,STATE,CAJUNCOUNTRY,30-44,40-49,DEMOCRAT,40-49,CATHOLIC,,,0.578
NATIONAL WHITE,19.0,6.0,1.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,45-59,40-49,REPUBLICAN,40-49,CATHOLIC,,,0.8
NATIONAL WHITE,19.0,6.0,2.0,FIRST CALL,50-59,WHITE,MALE,BUSH,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,,18-64,NATIONAL,CAJUNCOUNTRY,45-59,50-59,,50-64,,,,0.902
NATIONAL WHITE,19.0,6.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,MODERATE,65+,NATIONAL,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.962
NATIONAL YELLOW,19.0,6.0,4.0,FIRST CALL,65-74,,,,APPROVE,FAVORABLE,GORE,YES,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,LIBERAL,65+,NATIONAL,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,CATHOLIC,OMITS,OMITS,0.89
NATIONAL YELLOW,19.0,6.0,5.0,FIRST CALL,30-39,WHITE,MALE,BUSH,APPROVE,FAVORABLE,WOULDNOTVOTE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,CATHOLIC,EDUCATION,HONEST,0.902
NATIONAL YELLOW,19.0,6.0,6.0,FIRST CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,REPUBLCN,CATHOLIC,15-30K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,18-29,18-24,REPUBLICAN,18-24,CATHOLIC,ECON/JOBS,HONEST,0.961
NATIONAL GREY,19.0,6.0,7.0,FIRST CALL,75+,WHITE,MALE,BUSH,,,,,,,,DEMOCRAT,,15-30K,MODERATE,65+,NATIONAL,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,,,,1.085
NATIONAL GREY,19.0,6.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,,,,,,,,DEMOCRAT,,75-100K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,45-59,50-59,DEMOCRAT,50-64,,,,0.661
NATIONAL GREY,19.0,6.0,9.0,FIRST CALL,18-24,WHITE,MALE,BUSH,,,,,,,,REPUBLCN,,15-30K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,18-29,18-24,REPUBLICAN,18-24,,,,0.961
NATIONAL PINK,19.0,6.0,10.0,FIRST CALL,25-29,BLACK,FEMALE,GORE,,,,NO,,,,DEMOCRAT,ELSE,15-30K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,18-29,25-29,DEMOCRAT,25-29,OTHER,,,0.613
NATIONAL PINK,19.0,6.0,11.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,,,,NO,,,,,,,,18-64,NATIONAL,CAJUNCOUNTRY,45-59,50-59,,50-64,,,,0.8
NATIONAL PINK,19.0,6.0,12.0,FIRST CALL,60-64,WHITE,MALE,BUSH,,,,YES,,,,INDEPEND,CATHOLIC,50-75K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,60+,60+,IND/OTHER,50-64,CATHOLIC,,,1.085
NATIONAL WHITE,19.0,6.0,13.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,WORSE,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,,,0.8
NATIONAL WHITE,19.0,6.0,14.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,LESS15K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,45-59,40-49,DEMOCRAT,40-49,PROT/CHRIST,,,0.5760000000000001
NATIONAL WHITE,19.0,6.0,15.0,SECOND CALL,30-39,BLACK,FEMALE,GORE,APPROVE,UNFAVORABLE,GORE,NO,CLINTON,WORSE,APP/UNFAV,DEMOCRAT,OTHERCHRIST,15-30K,LIBERAL,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,PROT/CHRIST,,,0.5760000000000001
NATIONAL YELLOW,19.0,6.0,16.0,SECOND CALL,50-59,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,BETTER,APP/FAV,REPUBLCN,CATHOLIC,LESS15K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,45-59,50-59,REPUBLICAN,50-64,CATHOLIC,ECON/JOBS,GOODJUDGMENT,0.65
NATIONAL YELLOW,19.0,6.0,17.0,SECOND CALL,60-64,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,YES,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,30-50K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,60+,60+,IND/OTHER,50-64,CATHOLIC,EDUCATION,CARES,1.085
NATIONAL YELLOW,19.0,6.0,18.0,SECOND CALL,45-49,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,WORSE,APP/FAV,DEMOCRAT,CATHOLIC,50-75K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,45-59,40-49,DEMOCRAT,40-49,CATHOLIC,TAXES,CARES,0.5760000000000001
NATIONAL GREY,19.0,6.0,19.0,SECOND CALL,30-39,WHITE,MALE,BUSH,,,,,,,,DEMOCRAT,,30-50K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,,,,0.902
NATIONAL GREY,19.0,6.0,20.0,SECOND CALL,50-59,BLACK,MALE,GORE,,,,,,,,DEMOCRAT,,15-30K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,45-59,50-59,DEMOCRAT,50-64,,,,0.65
NATIONAL GREY,19.0,6.0,21.0,SECOND CALL,30-39,BLACK,MALE,GORE,,,,,,,,DEMOCRAT,,15-30K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,DEMOCRAT,30-39,,,,0.65
NATIONAL PINK,19.0,6.0,22.0,SECOND CALL,75+,WHITE,MALE,BUSH,,,,NO,,,,DEMOCRAT,CATHOLIC,30-50K,MODERATE,65+,NATIONAL,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,CATHOLIC,,,1.085
NATIONAL PINK,19.0,6.0,23.0,SECOND CALL,75+,WHITE,FEMALE,GORE,,,,OMITS,,,,DEMOCRAT,CATHOLIC,15-30K,MODERATE,65+,NATIONAL,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,CATHOLIC,,,0.795
NATIONAL PINK,19.0,6.0,24.0,SECOND CALL,25-29,BLACK,FEMALE,GORE,,,,NO,,,,DEMOCRAT,ELSE,LESS15K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,18-29,25-29,DEMOCRAT,25-29,OTHER,,,0.613
NATIONAL WHITE,19.0,6.0,25.0,THIRD CALL,18-24,WHITE,FEMALE,BUSH,APPROVE,FAVORABLE,BUSH,NO,CLINTON,BETTER,APP/FAV,DEMOCRAT,OTHERCHRIST,30-50K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,18-29,18-24,DEMOCRAT,18-24,PROT/CHRIST,,,0.852
NATIONAL WHITE,19.0,6.0,26.0,THIRD CALL,30-39,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,BETTER,DIS/UNFAV,REPUBLCN,CATHOLIC,50-75K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,REPUBLICAN,30-39,CATHOLIC,,,0.902
NATIONAL WHITE,19.0,6.0,27.0,THIRD CALL,18-24,WHITE,MALE,BUSH,DISAPPR,UNFAVORABLE,BUSH,NO,DOLE,SAME,DIS/UNFAV,INDEPEND,CATHOLIC,LESS15K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,18-29,18-24,IND/OTHER,18-24,CATHOLIC,,,0.961
NATIONAL WHITE,19.0,6.0,28.0,THIRD CALL,30-39,WHITE,MALE,,APPROVE,UNFAVORABLE,OMITS,NO,PEROT,BETTER,APP/UNFAV,INDEPEND,,75-100K,MODERATE,18-64,NATIONAL,CAJUNCOUNTRY,30-44,30-39,IND/OTHER,30-39,,,,0.835
NATIONAL WHITE,19.0,6.0,29.0,THIRD CALL,25-29,BLACK,MALE,GORE,APPROVE,FAVORABLE,GORE,NO,CLINTON,SAME,APP/FAV,DEMOCRAT,CATHOLIC,LESS15K,CONSERV,18-64,NATIONAL,CAJUNCOUNTRY,18-29,25-29,DEMOCRAT,25-29,CATHOLIC,,,0.6930000000000001
NATIONAL WHITE,19.0,6.0,30.0,THIRD CALL,75+,BLACK,FEMALE,GORE,APPROVE,FAVORABLE,GORE,YES,CLINTON,BETTER,APP/FAV,DEMOCRAT,PROTESTANT,30-50K,CONSERV,65+,NATIONAL,CAJUNCOUNTRY,60+,60+,DEMOCRAT,65+,PROT/CHRIST,,,0.6930000000000001
