ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENVT10,GOVVT10,HOUVT10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,GOVTDO10,HEALTHCARE10,NECWORRY,OBAMA4,TEAPARTY,TRACK,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,WHNCLINC,XTEAPARTYID,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
873899.0, Vermont,19.0,Call 1,Complete,Election day exit poll,0.935561895370483,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,30-39,Democrat,Liberal,,Postgraduate study,No,,,Expand it,,,Strongly oppose,Generally going in the right direction,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Oppose,,Non-Tea Party supporters and Democrats,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 3,Town,Rural,Rural,Upscale,5401.0
901882.0, Vermont,19.0,Call 3,Complete,Election day exit poll,0.904240310192108,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,18-24,Democrat,Liberal,,Some college/assoc. degree,No,,,Repeal it,,,Neutral,Generally going in the right direction,Obama,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Neutral,,Non-Tea Party supporters and Democrats,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 3,Town,Rural,Rural,Upscale,5401.0
873824.0, Vermont,19.0,Call 1,Complete,Election day exit poll,0.935561895370483,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,45-49,Independent,Liberal,,Postgraduate study,No,,,Expand it,,,Strongly oppose,Generally going in the right direction,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,Oppose,,Non-Tea Party supporters and Independents/Something else,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 3,Town,Rural,Rural,Upscale,5401.0
901774.0, Vermont,19.0,Call 3,Complete,Election day exit poll,0.980967342853546,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,18-24,Independent,Liberal,,Postgraduate study,No,,,Expand it,,,Strongly oppose,Generally going in the right direction,Obama,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Oppose,,Non-Tea Party supporters and Independents/Something else,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 3,Town,Rural,Rural,Upscale,5401.0
873763.0, Vermont,19.0,Call 1,Complete,Election day exit poll,0.964824855327606,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,60-64,Democrat,Moderate,,Postgraduate study,No,,,Leave it as is,,,Strongly oppose,Generally going in the right direction,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,Oppose,,Non-Tea Party supporters and Democrats,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 3,Town,Rural,Rural,Upscale,5401.0
890043.0, Vermont,19.0,Call 2,Complete,Election day exit poll,0.904240310192108,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,18-24,Something else,Liberal,"$100,000-$199,999",College graduate,No,,Government is doing too many things better left to businesses and individuals,,Very worried,Somewhat approve,Strongly oppose,,Obama,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,Oppose,No,Non-Tea Party supporters and Independents/Something else,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Upscale,5401.0
873692.0, Vermont,19.0,Call 1,Complete,Election day exit poll,1.01494657993317,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,50-59,Democrat,Liberal,,Postgraduate study,No,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale,5401.0
890177.0, Vermont,19.0,Call 2,Complete,Election day exit poll,1.01494657993317,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,45-49,Something else,Liberal,"$30,000-$49,999",High school graduate,No,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,Yes,,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale,5401.0
901666.0, Vermont,19.0,Call 3,Complete,Election day exit poll,0.935561895370483,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,30-39,Democrat,Liberal,,College graduate,No,,,Expand it,,,Strongly oppose,Seriously off on the wrong track,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Oppose,,Non-Tea Party supporters and Democrats,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 3,Town,Rural,Rural,Upscale,5401.0
901563.0, Vermont,19.0,Call 3,Complete,Election day exit poll,0.904240310192108,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,25-29,Democrat,Liberal,,College graduate,No,,,Expand it,,,Somewhat oppose,Generally going in the right direction,Obama,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Oppose,,Non-Tea Party supporters and Democrats,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 3,Town,Rural,Rural,Upscale,5401.0
873560.0, Vermont,19.0,Call 1,Complete,Election day exit poll,0.964824855327606,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,65 or over,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,No,,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale,5401.0
901462.0, Vermont,19.0,Call 3,Complete,Election day exit poll,0.980967342853546,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,25-29,Democrat,Liberal,,Postgraduate study,No,,,Expand it,,,Strongly oppose,Generally going in the right direction,Obama,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,Oppose,,Non-Tea Party supporters and Democrats,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 3,Town,Rural,Rural,Upscale,5401.0
873417.0, Vermont,19.0,Call 1,Complete,Election day exit poll,1.01494657993317,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,30-39,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,No,,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale,5401.0
901362.0, Vermont,19.0,Call 3,Complete,Election day exit poll,1.01494657993317,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,40-44,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,No,,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale,5401.0
873348.0, Vermont,19.0,Call 1,Complete,Election day exit poll,1.01494657993317,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,50-59,,Liberal,"$75,000-$99,999",,No,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,,,,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,White,,,,,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale,5401.0
901266.0, Vermont,19.0,Call 3,Complete,Election day exit poll,1.01494657993317,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",College graduate,No,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,No,,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale,5401.0
873258.0, Vermont,19.0,Call 1,Complete,Election day exit poll,0.964824855327606,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,60-64,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,,Government should do more to solve problems,,Very worried,Strongly approve,Strongly oppose,,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Oppose,No,Non-Tea Party supporters and Democrats,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Upscale,5401.0
873188.0, Vermont,19.0,Call 1,Complete,Election day exit poll,0.935561895370483,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,45-49,Independent,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,,Government should do more to solve problems,,Very worried,Somewhat approve,Strongly oppose,,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,Oppose,Yes,Non-Tea Party supporters and Independents/Something else,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Upscale,5401.0
873104.0, Vermont,19.0,Call 1,Complete,Election day exit poll,0.935561895370483,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,40-44,Democrat,Liberal,"$50,000-$74,999",College graduate,No,,Government should do more to solve problems,,Very worried,Somewhat approve,Strongly oppose,,Obama,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Oppose,No,Non-Tea Party supporters and Democrats,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Upscale,5401.0
901088.0, Vermont,19.0,Call 3,Complete,Election day exit poll,0.904240310192108,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,25-29,Democrat,Liberal,"$30,000-$49,999",College graduate,No,,,,,,,,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,No,,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale,5401.0
900864.0, Vermont,19.0,Call 3,Complete,Election day exit poll,0.980967342853546,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,25-29,Something else,Liberal,"$50,000-$74,999",College graduate,No,,Government should do more to solve problems,,Somewhat worried,Strongly approve,Strongly oppose,,Obama,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Oppose,No,Non-Tea Party supporters and Independents/Something else,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Upscale,5401.0
900930.0, Vermont,19.0,Call 3,Complete,Election day exit poll,0.904240310192108,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,25-29,Independent,Liberal,"Under $30,000",College graduate,No,,Government should do more to solve problems,,Somewhat worried,Somewhat approve,Strongly oppose,,Obama,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,Oppose,No,Non-Tea Party supporters and Independents/Something else,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Upscale,5401.0
872930.0, Vermont,19.0,Call 1,Complete,Election day exit poll,0.964824855327606,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,65 or over,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,,Government should do more to solve problems,,Somewhat worried,Strongly approve,Strongly oppose,,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Oppose,No,Non-Tea Party supporters and Democrats,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Upscale,5401.0
872861.0, Vermont,19.0,Call 1,Complete,Election day exit poll,1.01494657993317,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,40-44,Independent,Liberal,"$30,000-$49,999",College graduate,No,,Government should do more to solve problems,,Somewhat worried,Somewhat approve,Strongly oppose,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Oppose,No,Non-Tea Party supporters and Independents/Something else,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Upscale,5401.0
865844.0, Vermont,50001.0,,Complete,Telephone survey,0.0,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,45-49,Democrat,Liberal,,Postgraduate study,No,,,Leave it as is,,,Strongly oppose,Generally going in the right direction,Obama,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,Oppose,,Non-Tea Party supporters and Democrats,National questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 3,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5477.0
900802.0, Vermont,19.0,Call 3,Complete,Election day exit poll,0.904240310192108,Patrick Leahy,Peter Shumlin,Peter Welch,Female,White,25-29,Democrat,Liberal,"Under $30,000",Postgraduate study,No,,Government should do more to solve problems,,Somewhat worried,Somewhat approve,Neutral,,Obama,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Neutral,No,Non-Tea Party supporters and Democrats,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Upscale,5401.0
872778.0, Vermont,19.0,Call 1,Complete,Election day exit poll,1.01494657993317,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,30-39,Independent,Liberal,"Under $30,000",College graduate,No,,Government should do more to solve problems,,Not at all worried,Somewhat approve,Strongly oppose,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Not worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Oppose,No,Non-Tea Party supporters and Independents/Something else,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Upscale,5401.0
900721.0, Vermont,19.0,Call 3,Complete,Election day exit poll,1.01494657993317,Patrick Leahy,Peter Shumlin,Peter Welch,Male,White,50-59,Democrat,Moderate,"$75,000-$99,999",,No,,Government should do more to solve problems,,Somewhat worried,Somewhat approve,Strongly oppose,,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,,,,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,Oppose,,Non-Tea Party supporters and Democrats,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 1,Town,Rural,Rural,Upscale,5401.0
890257.0, Vermont,19.0,Call 2,Complete,Election day exit poll,1.45924687385559,Patrick Leahy,Brian Dubie,Peter Welch,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,Yes,,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale,5401.0
890224.0, Vermont,19.0,Call 2,Complete,Election day exit poll,1.41498816013336,Patrick Leahy,Brian Dubie,Peter Welch,Female,White,50-59,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,Yes,,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,2.0,East,Version 2,Town,Rural,Rural,Upscale,5401.0
