ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENOH10,GOVOH10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FORECLOSE,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,HEALTHFAM,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,STIMULUS,TEAPARTY,TEAREAS,TIMESEN10,TRACK,UNIONHH10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,XTEAPARTYID,DECLINE10,ECONBLAME,NAFTAOH,FORECLOSE2,WRKWOMEN,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
868681.0,Ohio,72.0,Call 1,Complete,Election day exit poll,1.50800359249115,Rob Portman,John Kasich,Female,White,65 or over,Independent,Conservative,,Some college/assoc. degree,No,,I strongly favor my candidate,Unfavorable,Favorable,Worse,,To express opposition to Barack Obama,Angry,,,,,,,,Reducing the budget deficit,,,,The Tea Party movement was not a factor,,,,Omit,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,,,Taken more jobs from Ohio,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",9.0,3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very upscale,43623.0
906592.0,Ohio,25.0,Call 3,Complete,Election day exit poll,1.17754602432251,Rob Portman,John Kasich,Male,White,40-44,Independent,Moderate,,College graduate,No,,I strongly favor my candidate,Unfavorable,Favorable,About the same,,To express opposition to Barack Obama,Angry,,,,,,,,Reducing the budget deficit,,,,The Tea Party movement was not a factor,,,,Omit,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,,,Taken more jobs from Ohio,,,State questionnaire,Suburbs,Suburbs,10.0,1.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44136.0
915226.0,Ohio,92.0,Call 3,Complete,Election day exit poll,0.589228630065918,Rob Portman,John Kasich,Female,White,45-49,Independent,Conservative,,College graduate,No,,Omit,Omit,Favorable,About the same,,Omit,"Satisfied, but not enthusiastic",,,,,,,,Cutting taxes,,,,The Tea Party movement was not a factor,,,,Omit,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Positive,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,,,Omit,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,16.0,2.0,Midwest,Version 2,Suburb,Rural,Rural,Upscale,44646.0
869562.0,Ohio,25.0,Call 1,Complete,Election day exit poll,1.17754602432251,Rob Portman,John Kasich,Male,Asian,50-59,Republican,Conservative,,Postgraduate study,,,I strongly favor my candidate,Unfavorable,Favorable,Better,,Barack Obama was not a factor,Enthusiastic,,,,,,,,Cutting taxes,,,,The Tea Party movement was not a factor,,,,Omit,,Non black male,All other races,45-65,30-59,45+,45-59,50-64,Other,College graduate,More than High school graduate,Non white college degree,,,,,,,Positive,,,,Republican,Republican Men,All others,Conservative Republicans,Asian,,,,,,,,Taken more jobs from Ohio,,,State questionnaire,Suburbs,Suburbs,10.0,1.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,44136.0
870128.0,Ohio,18.0,Call 1,Complete,Election day exit poll,1.08657717704773,Lee Fisher,,Male,,60-64,,,,No high school diploma,,,,,,,Omit,,Omit,,,You will be better off,,,,Strongly approve,,Understands the needs of people like me,Omit,,,,Generally going in the right direction,,Omit,,,,45-65,60+,45+,60+,50-64,,No college degree,High school graduate or less,,,,,,,,Omit,,,Approve,,,,,,,,,,,,Omit,,Omit,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",11.0,1.0,Midwest,Version 3,High Density Urban,Urban,Urban Core,Very downscale,44104.0
886517.0,Ohio,60.0,Call 2,Complete,Election day exit poll,0.875086545944214,Rob Portman,,Female,White,50-59,,Moderate,"Under $30,000",High school graduate,No,No,,,,,Somewhat worried,,"Dissatisfied, but not angry",,,You will be worse off,,,,Strongly disapprove,,Can bring needed change,Made no difference,,,,Seriously off on the wrong track,,Omit,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,Negative,,,Disapprove,,,,,White,,,,Yes,,,Barack Obama,,Worried,,State questionnaire,Rural,Small Cities/Rural,18.0,5.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Very downscale,45640.0
886368.0,Ohio,60.0,Call 2,Complete,Election day exit poll,0.840158820152283,,Ted Strickland,Female,White,,Democrat,,,High school graduate,No,No,,,,,Omit,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Hurt the economy,,,,Seriously off on the wrong track,,Omit,,Non black female,White women,,,,,,,No college degree,High school graduate or less,White no college degree,,,,,,Women without children,Negative,,,Disapprove,Democrat,Democratic Women,White Democrats,,White,,,,,,,Omit,,Omit,,State questionnaire,Rural,Small Cities/Rural,18.0,5.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Very downscale,45640.0
870286.0,Ohio,31.0,Call 1,Complete,Election day exit poll,0.641107261180878,Lee Fisher,Ted Strickland,Female,White,65 or over,,,,,No,No,,,,,Omit,,Omit,,,Omit,,,,Somewhat disapprove,,Understands the needs of people like me,Omit,,,,Omit,,Omit,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,,,,,,,,,Women without children,Omit,,,Disapprove,,,,,White,,,,,,,George W. Bush,,Omit,,State questionnaire,Suburbs,Suburbs,7.0,4.0,Midwest,Version 3,Low Density Rural,70s Suburbs,Urban Perimeter,Downscale,43137.0
861763.0,Ohio,50017.0,,Complete,Telephone survey,0.0,Did not vote,John Kasich,Female,White,65 or over,,Conservative,,High school graduate,No,No,,,,,Not at all worried,,"Dissatisfied, but not angry",,,Omit,,,,Omit,,Can bring needed change,Made no difference,,,,Seriously off on the wrong track,,Omit,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Women without children,Negative,,,Omit,,,,,White,,,,,,,Wall Street bankers,,Not worried,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,3.0,Midwest,Version 3,Town,Rural,Rural,Upscale,45805.0
906239.0,Ohio,58.0,Call 3,Complete,Election day exit poll,2.11120510101318,Rob Portman,John Kasich,Female,White,60-64,Democrat,Conservative,"Under $30,000",High school graduate,,No,,,,,Very worried,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Hurt the economy,,,,Seriously off on the wrong track,,Omit,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,Negative,,,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,Yes,,,George W. Bush,,Worried,,State questionnaire,Rural,Small Cities/Rural,5.0,3.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Very downscale,44837.0
906238.0,Ohio,58.0,Call 3,Complete,Election day exit poll,2.11120510101318,Rob Portman,John Kasich,Female,White,60-64,Democrat,Conservative,"Under $30,000",High school graduate,,No,,,,,Very worried,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,Hurt the economy,,,,Seriously off on the wrong track,,Omit,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,Negative,,,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,Yes,,,George W. Bush,,Worried,,State questionnaire,Rural,Small Cities/Rural,5.0,3.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Very downscale,44837.0
861809.0,Ohio,50088.0,,Complete,Telephone survey,0.0,Rob Portman,John Kasich,Male,,65 or over,Republican,Moderate,,Postgraduate study,,No,,,,,Not at all worried,,Angry,,,It will not make much difference to you,,,,Strongly disapprove,,Can bring needed change,Hurt the economy,,,,Seriously off on the wrong track,,Omit,,,,65+,60+,45+,60+,65+,,College graduate,More than High school graduate,,,,,,,Men without children,Negative,,,Disapprove,Republican,Republican Men,,Moderate/Liberal Republicans,,,,,,,,Omit,,Not worried,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,18.0,4.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Downscale,43050.0
873467.0,Ohio,71.0,Call 1,Complete,Election day exit poll,0.987904250621796,Lee Fisher,Ted Strickland,Female,White,45-49,Democrat,Moderate,,Some college/assoc. degree,No,,,,,,,,,,Leave it as is,,,,,,Reducing the budget deficit,,Made no difference,Strongly oppose,,,Generally going in the right direction,,Didn't vote,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,,Non-Tea Party supporters and Democrats,,George W. Bush,,,,National questionnaire,Suburbs,Suburbs,9.0,3.0,Midwest,Version 3,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43560.0
907168.0,Ohio,71.0,Call 3,Complete,Election day exit poll,1.02946603298187,Lee Fisher,Ted Strickland,Male,White,18-24,Republican,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,,,The economy,,Not too worried,Somewhat approve,,,,Strongly oppose,,,,,Didn't vote,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,The economy,Not worried,Approve,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Oppose,,,No,Non-Tea Party supporters and Republicans,,,,,,National questionnaire,Suburbs,Suburbs,9.0,3.0,Midwest,Version 1,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43560.0
906277.0,Ohio,71.0,Call 3,Complete,Election day exit poll,0.976630568504334,Lee Fisher,Ted Strickland,Female,Other,18-24,Something else,Moderate,,Some college/assoc. degree,No,,,,,,,,,,Expand it,,,,,,Spending to create jobs,,Made no difference,Somewhat oppose,,,Generally going in the right direction,,Didn't vote,,Non black female,All other races,18-29,18-29,18-44,18-29,18-24,Other,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Other,Oppose,,,,Non-Tea Party supporters and Independents/Something else,,George W. Bush,,,,National questionnaire,Suburbs,Suburbs,9.0,3.0,Midwest,Version 3,Suburb,70s Suburbs,Urban Perimeter,Very upscale,43560.0
903531.0,Ohio,56.0,Call 3,Complete,Election day exit poll,1.50578546524048,Lee Fisher,Ted Strickland,Male,White,18-24,Democrat,Moderate,"Under $30,000",High school graduate,No,,,,,,,,,Government should do more to solve problems,,,The economy,,Somewhat worried,Somewhat approve,,,,Somewhat oppose,,,,,Didn't vote,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,Yes,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,Rural,Small Cities/Rural,18.0,5.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Very downscale,43138.0
870532.0,Ohio,83.0,Call 1,Complete,Election day exit poll,0.864620745182037,Lee Fisher,Ted Strickland,Female,Hispanic,25-29,Independent,Moderate,,Postgraduate study,Yes,,,,,,,,,,Leave it as is,,,,,,Cutting taxes,,Made no difference,Neutral,,,Generally going in the right direction,,Didn't vote,,Non black female,Latino women,18-29,18-29,18-44,18-29,25-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,,Independent/Something else,Independent Women,All others,Independents/Something else,White,Neutral,,,,Non-Tea Party supporters and Independents/Something else,,Barack Obama,,,,National questionnaire,Suburbs,Suburbs,3.0,5.0,Midwest,Version 3,Suburb,70s Suburbs,Urban Perimeter,Very upscale,45440.0
904686.0,Ohio,79.0,Call 3,Complete,Election day exit poll,1.06326913833618,Rob Portman,John Kasich,Female,White,30-39,Republican,Moderate,,High school graduate,No,,,,,,,,,,Omit,,,,,,Cutting taxes,,Made no difference,Neutral,,,Seriously off on the wrong track,,Didn't vote,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,,,,Non-Tea Party supporters and Republicans,,Barack Obama,,,,National questionnaire,Rural,Small Cities/Rural,8.0,3.0,Midwest,Version 3,Low Density Rural,Rural,Rural,Upscale,45828.0
870465.0,Ohio,61.0,Call 1,Complete,Election day exit poll,1.0840528011322,Did not vote,,Female,White,65 or over,,Conservative,,,No,,,,,,,,,,Repeal it,,,,,,Omit,,Omit,Neutral,,,Seriously off on the wrong track,,Didn't vote,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,,,,,,,,,,,,,,,,,,White,Neutral,,,,,,Barack Obama,,,,National questionnaire,Suburbs,Suburbs,14.0,1.0,Midwest,Version 3,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,44095.0
883847.0,Ohio,56.0,Call 2,Complete,Election day exit poll,1.52316749095917,Lee Fisher,Ted Strickland,Male,White,30-39,Independent,Liberal,"$30,000-$49,999",College graduate,No,,,,,,,,,Government should do more to solve problems,,,The economy,,Very worried,Somewhat approve,,,,Neutral,,,,,Didn't vote,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,,,No,Non-Tea Party supporters and Independents/Something else,,,,,,National questionnaire,Rural,Small Cities/Rural,18.0,5.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Very downscale,43138.0
885690.0,Ohio,61.0,Call 2,Complete,Election day exit poll,1.1088627576828,Lee Fisher,John Kasich,Female,White,40-44,Something else,Liberal,"$100,000-$199,999",College graduate,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,,,The economy,,Very worried,Strongly disapprove,,,,Neutral,,,,,Didn't vote,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,,,No,Non-Tea Party supporters and Independents/Something else,,,,,,National questionnaire,Suburbs,Suburbs,14.0,1.0,Midwest,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,44095.0
885691.0,Ohio,61.0,Call 2,Complete,Election day exit poll,1.1088627576828,Lee Fisher,John Kasich,Female,White,40-44,Something else,Liberal,"$100,000-$199,999",College graduate,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,,,The economy,,Very worried,Strongly disapprove,,,,Neutral,,,,,Didn't vote,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,,,No,Non-Tea Party supporters and Independents/Something else,,,,,,National questionnaire,Suburbs,Suburbs,14.0,1.0,Midwest,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,44095.0
869316.0,Ohio,28.0,Call 1,Complete,Election day exit poll,1.25100994110107,Rob Portman,John Kasich,Female,White,18-24,Republican,Moderate,"$50,000-$74,999",High school graduate,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Health care,,Somewhat worried,Strongly disapprove,,,,Neutral,,,,,Didn't vote,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,,,No,Non-Tea Party supporters and Republicans,,,,,,National questionnaire,Suburbs,Suburbs,7.0,4.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,43147.0
885613.0,Ohio,61.0,Call 2,Complete,Election day exit poll,0.982733547687531,Did not vote,Did not vote,Female,White,40-44,Something else,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,Government should do more to solve problems,,,The war in Afghanistan,,Very worried,Somewhat disapprove,,,,Neutral,,,,,Didn't vote,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,,,Yes,Non-Tea Party supporters and Independents/Something else,,,,,,National questionnaire,Suburbs,Suburbs,14.0,1.0,Midwest,Version 1,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,44095.0
910910.0,Ohio,50.0,Call 3,Complete,Election day exit poll,1.03382289409637,Lee Fisher,Ted Strickland,Male,Hispanic,25-29,Democrat,,,Some college/assoc. degree,Yes,,,,,,,,,Government should do more to solve problems,,,The war in Afghanistan,,Somewhat worried,Somewhat approve,,,,Neutral,,,,,Didn't vote,,Non black male,Latino men,18-29,18-29,18-44,18-29,25-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,,,,,,,,Something else,Worried,Approve,Democrat,Democratic Men,Non White Democrats,,Hispanic/Latino,Neutral,,,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,Suburbs,Suburbs,1.0,5.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale,45215.0
910908.0,Ohio,50.0,Call 3,Complete,Election day exit poll,1.03382289409637,Lee Fisher,Ted Strickland,Male,Hispanic,25-29,Democrat,,,Some college/assoc. degree,Yes,,,,,,,,,Government should do more to solve problems,,,The war in Afghanistan,,Somewhat worried,Somewhat approve,,,,Neutral,,,,,Didn't vote,,Non black male,Latino men,18-29,18-29,18-44,18-29,25-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,,,,,,,,Something else,Worried,Approve,Democrat,Democratic Men,Non White Democrats,,Hispanic/Latino,Neutral,,,,Non-Tea Party supporters and Democrats,,,,,,National questionnaire,Suburbs,Suburbs,1.0,5.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale,45215.0
