ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENWI10,GOVWI10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,QUALSEN10,RELIGN10,TEAPARTY,TIMESEN10,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,REL5,WHITEREL,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,XTEAPARTYID,FEINLIB,JOHNMONEY,JOHNMONEY2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
876728.0,Wisconsin,39.0,Call 1,Not complete,Election day exit poll,1.0094895362854,Russ Feingold,Tom Barrett,Female,White,40-44,,,,Postgraduate study,No,,,,,,,,,,,,,Understands the needs of people like me,,,Before that,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,,White,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,Suburbs,Suburbs,1.0,2.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,53105.0
895914.0,Wisconsin,56.0,Call 2,Not complete,Election day exit poll,0.951573610305786,Russ Feingold,Tom Barrett,Female,White,60-64,,,,Some college/assoc. degree,No,,,,,,,,,,,,,Has the right experience,,,Before that,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,White,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,1.0,Midwest,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale,53216.0
895883.0,Wisconsin,7.0,Call 2,Not complete,Election day exit poll,0.900248467922211,Russ Feingold,Tom Barrett,Male,White,65 or over,,,,Some college/assoc. degree,No,,,,,,,,,,,,,Understands the needs of people like me,,,In the last month,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,White,,,,,In the last month,In the last month or earlier,,,,,,State questionnaire,Suburbs,Suburbs,6.0,4.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,54110.0
895753.0,Wisconsin,20.0,Call 2,Not complete,Election day exit poll,1.04140901565552,Russ Feingold,Tom Barrett,Male,White,60-64,,,,High school graduate,No,,,,,,,,,,,,,Understands the needs of people like me,,,In the last month,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,White,,,,,In the last month,In the last month or earlier,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,6.0,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,53916.0
914811.0,Wisconsin,23.0,Call 3,Not complete,Election day exit poll,1.1466977596283,Russ Feingold,Tom Barrett,Male,White,30-39,,,,College graduate,No,,,,,,,,,,,,,Omit,,,Before that,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,,White,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,Rural,Small Cities/Rural,8.0,4.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale,54202.0
880310.0,Wisconsin,61.0,Call 1,Not complete,Election day exit poll,0.852388322353363,Russ Feingold,Tom Barrett,Male,Hispanic,45-49,,,,,Yes,,,,,,,,,,,,,,,,,,,Non black male,Latino men,45-65,30-59,45+,45-59,40-49,Latino 45-54,,,,,,,,,,,,,,,,,,Hispanic/Latino,,,,,,,,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",4.0,1.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Upscale,53207.0
880305.0,Wisconsin,66.0,Call 1,Not complete,Election day exit poll,0.463164448738098,Russ Feingold,Tom Barrett,Male,White,50-59,,,,Postgraduate study,No,,,,,,,,,,,,,Can bring needed change,,,Before that,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,,White,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale,53222.0
880248.0,Wisconsin,13.0,Call 1,Not complete,Election day exit poll,1.02828228473663,Russ Feingold,Tom Barrett,Female,White,65 or over,,,,Postgraduate study,No,,,,,,,,,,,,,Understands the needs of people like me,,,Before that,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,,White,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,3.0,Midwest,Version 1,Extremely High Density Urban,Urban,Urban Core,Very downscale,53703.0
879506.0,Wisconsin,16.0,Call 1,Not complete,Election day exit poll,0.648537337779999,Ron Johnson,,Male,White,65 or over,,,,,No,,,,,,,,,,,,,Omit,,,Before that,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,,,,,,,,,,,,,,,,,,White,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,Suburbs,Suburbs,2.0,3.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,53589.0
895568.0,Wisconsin,67.0,Call 2,Not complete,Election day exit poll,0.730875074863434,Ron Johnson,,Female,White,,,,,,No,,,,,,,,,,,,,Omit,,,Before that,,,Non black female,White women,,,,,,,,,,,,,,,,,,,,,,,,White,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Downscale,53214.0
894641.0,Wisconsin,40.0,Call 2,Not complete,Election day exit poll,1.56886959075928,Ron Johnson,Tom Barrett,Male,White,45-49,,,,High school graduate,No,,,,,,,,,,,,,Understands the needs of people like me,,,In the last month,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,White,,,,,In the last month,In the last month or earlier,,,,,,State questionnaire,Rural,Small Cities/Rural,8.0,4.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Very downscale,54201.0
879699.0,Wisconsin,79.0,Call 1,Not complete,Election day exit poll,0.870490372180939,Ron Johnson,Scott Walker,Female,Other,60-64,,,,Some college/assoc. degree,No,,,,,,,,,,,,,Has the right experience,,,Before that,,,Non black female,All other races,45-65,60+,45+,60+,50-64,Other,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,,,,,,Other,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,Suburbs,Suburbs,1.0,2.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,53182.0
895406.0,Wisconsin,61.0,Call 2,Not complete,Election day exit poll,0.990473449230194,Ron Johnson,Scott Walker,Female,White,50-59,,,,,No,No,,,,,,,,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,,,,,,,,,Women without children,,,,,,,,,White,,,,,,,,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",4.0,1.0,Midwest,Version 4,High Density Urban,Urban,Urban Core,Upscale,53207.0
879432.0,Wisconsin,66.0,Call 1,Not complete,Election day exit poll,0.67937159538269,Ron Johnson,Scott Walker,Male,White,25-29,,,,College graduate,No,,,,,,,,,,,,,Understands the needs of people like me,,,Before that,,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,,White,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale,53222.0
879284.0,Wisconsin,61.0,Call 1,Not complete,Election day exit poll,0.990473449230194,Ron Johnson,Scott Walker,Female,White,40-44,,,,,No,No,,,,,,,,,,,,,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,,,,,,,,,Women without children,,,,,,,,,White,,,,,,,,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",4.0,1.0,Midwest,Version 4,High Density Urban,Urban,Urban Core,Upscale,53207.0
913174.0,Wisconsin,80.0,Call 3,Not complete,Election day exit poll,0.945108950138092,Ron Johnson,Scott Walker,Male,White,30-39,,,,Some college/assoc. degree,No,,,,,,,,,,,,,Is not too extreme,,,Before that,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,White,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,Suburbs,Suburbs,2.0,3.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,53511.0
913086.0,Wisconsin,4.0,Call 3,Not complete,Election day exit poll,0.671144425868988,Ron Johnson,Scott Walker,Male,,40-44,,,,College graduate,No,,,,,,,,,,,,,Has the right experience,,,Before that,,,,,30-44,30-59,18-44,30-44,40-49,,College graduate,More than High school graduate,,,,,,,,,,,,,,,,,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,Suburbs,Suburbs,8.0,4.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,54313.0
878894.0,Wisconsin,27.0,Call 1,Not complete,Election day exit poll,2.10832238197327,Ron Johnson,Scott Walker,Female,White,65 or over,,,,,No,,,,,,,,,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,7.0,5.0,Midwest,Version 2,Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,54880.0
878861.0,Wisconsin,27.0,Call 1,Not complete,Election day exit poll,2.24235677719116,Ron Johnson,Scott Walker,Male,White,50-59,,,,,No,,,,,,,,,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,7.0,5.0,Midwest,Version 2,Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,54880.0
912715.0,Wisconsin,80.0,Call 3,Not complete,Election day exit poll,0.937244594097137,Ron Johnson,Scott Walker,Male,White,60-64,,,,High school graduate,No,,,,,,,,,,,,,Understands the needs of people like me,,,Before that,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,White,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,Suburbs,Suburbs,2.0,3.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,53511.0
878341.0,Wisconsin,4.0,Call 1,Not complete,Election day exit poll,0.712515830993652,Ron Johnson,Scott Walker,Male,White,40-44,,,,Postgraduate study,No,,,,,,,,,,,,,Is not too extreme,,,Before that,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,,White,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,Suburbs,Suburbs,8.0,4.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,54313.0
878210.0,Wisconsin,4.0,Call 1,Not complete,Election day exit poll,0.712515830993652,Ron Johnson,Scott Walker,Male,White,40-44,,,,Postgraduate study,No,,,,,,,,,,,,,Understands the needs of people like me,,,Before that,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,,White,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,Suburbs,Suburbs,8.0,4.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale,54313.0
878149.0,Wisconsin,27.0,Call 1,Not complete,Election day exit poll,2.09458160400391,Ron Johnson,Scott Walker,Male,,65 or over,,,,,No,,,,,,,,,,,,,,,,,,,,,65+,60+,45+,60+,65+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,7.0,5.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,54880.0
877519.0,Wisconsin,26.0,Call 1,Not complete,Election day exit poll,0.996830105781555,Ron Johnson,Scott Walker,Male,White,65 or over,,,,Postgraduate study,No,,,,,,,,,,,,,Omit,,,Before that,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,,White,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,Suburbs,Suburbs,7.0,5.0,Midwest,Version 1,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,54864.0
896062.0,Wisconsin,18.0,Call 2,Not complete,Election day exit poll,0.807832777500153,Ron Johnson,Scott Walker,Female,White,60-64,,,,,No,,,,,,,,,,,,,,,,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,2.0,3.0,Midwest,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,53532.0
915209.0,Wisconsin,101.0,Call 3,Not complete,Election day exit poll,1.07515847682953,Ron Johnson,Scott Walker,Male,White,40-44,,,,,No,,,,,,,,,,,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,5.0,2.0,Midwest,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,53040.0
895613.0,Wisconsin,66.0,Call 2,Not complete,Election day exit poll,0.533717751502991,Ron Johnson,Scott Walker,Female,White,65 or over,,,,High school graduate,No,,,,,,,,,,,,,Can bring needed change,,,Before that,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,White,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale,53222.0
881005.0,Wisconsin,109.0,Call 1,Not complete,Election day exit poll,1.32911610603333,Ron Johnson,Scott Walker,Male,White,45-49,,,,,No,,,,,,,,,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,National questionnaire,Rural,Small Cities/Rural,8.0,4.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Very downscale,54929.0
895261.0,Wisconsin,22.0,Call 2,Not complete,Election day exit poll,0.870490372180939,Ron Johnson,Scott Walker,Female,White,65 or over,,,,Some college/assoc. degree,No,,,,,,,,,,,,,Understands the needs of people like me,,,In the last month,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,White,,,,,In the last month,In the last month or earlier,,,,,,State questionnaire,Rural,Small Cities/Rural,6.0,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,53078.0
914702.0,Wisconsin,101.0,Call 3,Not complete,Election day exit poll,1.07515847682953,Ron Johnson,Scott Walker,Male,White,45-49,,,,,,,,,,,,,,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,5.0,2.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,53040.0
914481.0,Wisconsin,86.0,Call 3,Not complete,Election day exit poll,0.832875430583954,Ron Johnson,Scott Walker,Male,White,30-39,,,,,No,,,,,,,,,,,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,,,,,,,,,,,,,,,,,,White,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,3.0,5.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,54017.0
880073.0,Wisconsin,66.0,Call 1,Not complete,Election day exit poll,0.562924861907959,Ron Johnson,Scott Walker,Male,White,65 or over,,,,Some college/assoc. degree,No,,,,,,,,,,,,,Omit,,,Before that,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,White,,,,,Before that,In the last month or earlier,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",4.0,1.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Upscale,53222.0
894999.0,Wisconsin,94.0,Call 2,Not complete,Election day exit poll,1.16136705875397,Russ Feingold,Tom Barrett,Male,White,60-64,,,,No high school diploma,No,,I strongly favor my candidate,Favorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,7.0,5.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,54470.0
894998.0,Wisconsin,94.0,Call 2,Not complete,Election day exit poll,1.16136705875397,Russ Feingold,Tom Barrett,Male,White,60-64,,,,No high school diploma,No,,I strongly favor my candidate,Favorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,7.0,5.0,Midwest,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,54470.0
880240.0,Wisconsin,67.0,Call 1,Not complete,Election day exit poll,0.85787695646286,Russ Feingold,Tom Barrett,Female,White,60-64,,,,College graduate,No,,I strongly favor my candidate,Favorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,,White,,,,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,1.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Downscale,53214.0
915202.0,Wisconsin,40.0,Call 3,Not complete,Election day exit poll,1.5606963634491,Ron Johnson,Scott Walker,Male,White,18-24,,,,No high school diploma,No,,I like my candidate but with reservations,Favorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,8.0,4.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Very downscale,54201.0
913749.0,Wisconsin,99.0,Call 3,Not complete,Election day exit poll,1.30705547332764,Ron Johnson,Scott Walker,Male,White,40-44,,,,Some college/assoc. degree,No,,I like my candidate but with reservations,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,5.0,2.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,53027.0
880430.0,Wisconsin,20.0,Call 1,Not complete,Election day exit poll,0.865769982337952,Ron Johnson,Scott Walker,Female,White,50-59,,,,High school graduate,No,,I strongly favor my candidate,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,6.0,2.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale,53916.0
913837.0,Wisconsin,99.0,Call 3,Not complete,Election day exit poll,1.30705547332764,Ron Johnson,Scott Walker,Male,White,40-44,,,,High school graduate,No,,I like my candidate but with reservations,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,5.0,2.0,Midwest,Version 2,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,53027.0
878135.0,Wisconsin,21.0,Call 1,Not complete,Election day exit poll,0.935452342033386,Ron Johnson,Scott Walker,Female,White,65 or over,,,,High school graduate,No,,I strongly favor my candidate,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,6.0,2.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Upscale,53032.0
