ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENCA10,GOVCA10,CAPROP19,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,TEAPARTY,TEAREAS,TIMESEN10,TRACK,UNFAIRCA10,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,UNFAIRBOXER,UNFAIRFIORINA,WHNCLINC,XTEAPARTYID,BALLOTDRAW,CADEFCT,IMMDEPORT,JOBSCAL,OUTSIDER,UNFAIRCA10G,JOBSBOXER,JOBSFIORINA,UNFAIRBROWN,UNFAIRWHIT,WRKWOMEN,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
918999.0,California,24.0,Call 3,Complete,Election day exit poll,0.560000002384186,Barbara Boxer,Meg Whitman,No,Male,Hispanic,18-24,Republican,Conservative,,College graduate,Yes,I like my candidate but with reservations,Favorable,Favorable,Better,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Both of them,Didn't vote,Yes,Non black male,Latino men,18-29,18-29,18-44,18-29,18-24,Latino 18-29,College graduate,More than High school graduate,Non white college degree,,,,,,Positive,,,,Republican,Republican Men,All others,Conservative Republicans,White,,,,Barbara Boxer did,Carly Fiorina did,,,,,,,,,,,,,All others,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 2,High Density Urban,Urban,Urban Core,Very upscale
898284.0,California,24.0,Call 2,Complete,Election day exit poll,0.610000014305115,Other,Jerry Brown,No,Female,Hispanic,65 or over,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,Yes,,,,,,,,,,,,,,Can bring needed change,,,,Seriously off on the wrong track,,Other,,Non black female,Latino women,65+,60+,45+,60+,65+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,White,,,,,,No,,Governor,,Offered a chance to apply for legal status,Only Barbara Boxer,An insider who knows how to get things done,Neither of them,Barbara Boxer will,Carly Fiorina will not,Jerry Brown did not,Meg Whitman did not,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
882533.0,California,24.0,Call 1,Complete,Election day exit poll,0.740000009536743,Barbara Boxer,Other,No,Male,White,40-44,Something else,Liberal,,Postgraduate study,No,I strongly favor my candidate,Unfavorable,Unfavorable,Worse,Barack Obama was not a factor,Angry,,,,,,,Spending to create jobs,,,Against the Tea Party movement,,,Only Carly Fiorina,Other,Yes,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,Barbara Boxer did not,Carly Fiorina did,,,,,,,,,,,,,All others,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 2,High Density Urban,Urban,Urban Core,Very upscale
918969.0,California,24.0,Call 3,Complete,Election day exit poll,0.680000007152557,Carly Fiorina,Jerry Brown,Yes,Male,Hispanic,50-59,Republican,Moderate,"$200,000 or more",Postgraduate study,Yes,,,,,,,,,,,,,,Can bring needed change,,,,Seriously off on the wrong track,,McCain,,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,,,,,Republican,Republican Men,All others,Moderate/Liberal Republicans,Hispanic/Latino,,,,,,No,,Governor,,Offered a chance to apply for legal status,Neither of them,An insider who knows how to get things done,Neither of them,Barbara Boxer will not,Carly Fiorina will not,Jerry Brown did not,Meg Whitman did not,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
881973.0,California,24.0,Call 1,Complete,Election day exit poll,0.779999971389771,Carly Fiorina,Meg Whitman,No,Male,White,60-64,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,,,,,,,Can bring needed change,,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,,No,,U.S. Senate,,Offered a chance to apply for legal status,Only Carly Fiorina,An outisder who wants to shake things up,Both of them,Barbara Boxer will not,Carly Fiorina will,Jerry Brown did,Meg Whitman did,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
882232.0,California,24.0,Call 1,Complete,Election day exit poll,0.389999985694885,Barbara Boxer,Jerry Brown,No,Female,White,50-59,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,,,,,,,,,,Has the right experience,,,,Seriously off on the wrong track,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,No,,"Proposition 19, to legalize marijuana",,Offered a chance to apply for legal status,Neither of them,An insider who knows how to get things done,Both of them,Barbara Boxer will not,Carly Fiorina will not,Jerry Brown did,Meg Whitman did,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
918945.0,California,24.0,Call 3,Complete,Election day exit poll,0.839999973773956,Carly Fiorina,Meg Whitman,No,Female,White,18-24,Republican,Conservative,"Under $30,000",College graduate,No,,,,,,,,,,,,,,Omit,,,,Seriously off on the wrong track,,McCain,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,,No,,"Proposition 19, to legalize marijuana",,Deported to the country they came from,Only Carly Fiorina,An insider who knows how to get things done,Both of them,Barbara Boxer will not,Carly Fiorina will,Jerry Brown did,Meg Whitman did,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
898397.0,California,24.0,Call 2,Complete,Election day exit poll,1.00999999046326,Carly Fiorina,Meg Whitman,Yes,Female,White,25-29,Republican,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,,,,,,,,,,Can bring needed change,,,,Seriously off on the wrong track,,McCain,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,,,No,,Governor,,Deported to the country they came from,Neither of them,An outisder who wants to shake things up,Only Jerry Brown,Barbara Boxer will not,Carly Fiorina will not,Jerry Brown did,Meg Whitman did not,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
898364.0,California,24.0,Call 2,Complete,Election day exit poll,0.740000009536743,Carly Fiorina,Meg Whitman,No,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",College graduate,No,,,,,,,,,,,,,,Can bring needed change,,,,Seriously off on the wrong track,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,,No,,Governor,,Deported to the country they came from,Only Carly Fiorina,An outisder who wants to shake things up,Only Jerry Brown,Barbara Boxer will not,Carly Fiorina will,Jerry Brown did,Meg Whitman did not,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
898325.0,California,24.0,Call 2,Complete,Election day exit poll,0.730000019073486,Carly Fiorina,Meg Whitman,No,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",College graduate,No,,,,,,,,,,,,,,Understands the needs of people like me,,,,Seriously off on the wrong track,,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,,No,,U.S. Senate,,Offered a chance to apply for legal status,Only Carly Fiorina,An insider who knows how to get things done,Only Jerry Brown,Barbara Boxer will not,Carly Fiorina will,Jerry Brown did,Meg Whitman did not,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
882820.0,California,24.0,Call 1,Complete,Election day exit poll,0.600000023841858,Barbara Boxer,Meg Whitman,Yes,Male,White,40-44,Independent,Liberal,,Some college/assoc. degree,No,I dislike the other candidate,Unfavorable,Favorable,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,Spending to create jobs,,,The Tea Party movement was not a factor,,,Both of them,McCain,Yes,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,Positive,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,Barbara Boxer did,Carly Fiorina did,,,,,,,,,,,,,All others,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 2,High Density Urban,Urban,Urban Core,Very upscale
882730.0,California,24.0,Call 1,Complete,Election day exit poll,0.730000019073486,Carly Fiorina,Meg Whitman,No,Male,White,40-44,Republican,Moderate,,College graduate,No,I like my candidate but with reservations,Unfavorable,Favorable,About the same,To express opposition to Barack Obama,Angry,,,,,,,Cutting taxes,,,The Tea Party movement was not a factor,,,Both of them,McCain,Yes,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,,,Barbara Boxer did,Carly Fiorina did,,,,,,,,,,,,,All others,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 2,High Density Urban,Urban,Urban Core,Very upscale
882638.0,California,24.0,Call 1,Complete,Election day exit poll,0.730000019073486,Carly Fiorina,Meg Whitman,No,Male,White,50-59,Republican,Conservative,,Postgraduate study,No,I strongly favor my candidate,Unfavorable,Favorable,Better,To express opposition to Barack Obama,Angry,,,,,,,Reducing the budget deficit,,,In favor of the Tea Party movement,,,Only Barbara Boxer,McCain,Yes,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,Barbara Boxer did,Carly Fiorina did not,,,,,,,,,,,,,All others,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 2,High Density Urban,Urban,Urban Core,Very upscale
918859.0,California,24.0,Call 3,Complete,Election day exit poll,0.529999971389771,Barbara Boxer,Jerry Brown,Yes,Female,Hispanic,18-24,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,Yes,,,,,,,,,,,,,,Is not too extreme,,,,Seriously off on the wrong track,,Obama,,Non black female,Latino women,18-29,18-29,18-44,18-29,18-24,Latino 18-29,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Hispanic/Latino,,,,,,No,,"Proposition 19, to legalize marijuana",,Offered a chance to apply for legal status,Only Barbara Boxer,An outisder who wants to shake things up,Both of them,Barbara Boxer will,Carly Fiorina will not,Jerry Brown did,Meg Whitman did,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
882382.0,California,24.0,Call 1,Complete,Election day exit poll,0.469999998807907,Barbara Boxer,Jerry Brown,Yes,Female,Hispanic,40-44,Independent,Liberal,"$100,000-$199,999",College graduate,Yes,,,,,,,,,,,,,,Is not too extreme,,,,Seriously off on the wrong track,,Obama,,Non black female,Latino women,30-44,30-59,18-44,30-44,40-49,Latino 30-44,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,,,,,Independent/Something else,Independent Women,All others,Independents/Something else,Hispanic/Latino,,,,,,No,,Governor,,Offered a chance to apply for legal status,Only Barbara Boxer,An outisder who wants to shake things up,Both of them,Barbara Boxer will,Carly Fiorina will not,Jerry Brown did,Meg Whitman did,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
898432.0,California,24.0,Call 2,Complete,Election day exit poll,0.709999978542328,Other,Jerry Brown,Yes,Male,Black,30-39,Something else,Moderate,"Under $30,000",College graduate,No,,,,,,,,,,,,,,Understands the needs of people like me,,,,Seriously off on the wrong track,,Obama,,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,,,,Independent/Something else,Independent Men,All others,Independents/Something else,Black,,,,,,No,,"Proposition 19, to legalize marijuana",,Offered a chance to apply for legal status,Neither of them,An insider who knows how to get things done,Both of them,Barbara Boxer will not,Carly Fiorina will not,Jerry Brown did,Meg Whitman did,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
882450.0,California,24.0,Call 1,Complete,Election day exit poll,0.469999998807907,Barbara Boxer,Jerry Brown,Yes,Female,White,40-44,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,,,,,,,,,,,,,,Understands the needs of people like me,,,,Seriously off on the wrong track,,Obama,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,No,,U.S. Senate,,Offered a chance to apply for legal status,Only Barbara Boxer,An insider who knows how to get things done,Both of them,Barbara Boxer will,Carly Fiorina will not,Jerry Brown did,Meg Whitman did,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
898500.0,California,24.0,Call 2,Complete,Election day exit poll,0.529999971389771,Barbara Boxer,Jerry Brown,Yes,Male,White,18-24,Democrat,Liberal,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,,,,,,,Can bring needed change,,,,Generally going in the right direction,,Obama,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,No,,"Proposition 19, to legalize marijuana",,Offered a chance to apply for legal status,Both of them,An insider who knows how to get things done,Both of them,Barbara Boxer will,Carly Fiorina will,Jerry Brown did,Meg Whitman did,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
882296.0,California,24.0,Call 1,Complete,Election day exit poll,0.469999998807907,Barbara Boxer,Jerry Brown,Yes,Female,White,45-49,Democrat,Liberal,"$100,000-$199,999",College graduate,No,,,,,,,,,,,,,,Understands the needs of people like me,,,,Generally going in the right direction,,Obama,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,No,,U.S. Senate,,Offered a chance to apply for legal status,Only Barbara Boxer,An insider who knows how to get things done,Both of them,Barbara Boxer will,Carly Fiorina will not,Jerry Brown did,Meg Whitman did,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
918811.0,California,24.0,Call 3,Complete,Election day exit poll,0.469999998807907,Barbara Boxer,Jerry Brown,Yes,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,,,,,,Understands the needs of people like me,,,,Generally going in the right direction,,Obama,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,Yes,,Governor,,Offered a chance to apply for legal status,Omit,Omit,Both of them,Omit,Omit,Jerry Brown did,Meg Whitman did,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
882157.0,California,24.0,Call 1,Complete,Election day exit poll,0.600000023841858,Barbara Boxer,Meg Whitman,Yes,Male,White,30-39,Democrat,Moderate,"$100,000-$199,999",College graduate,No,,,,,,,,,,,,,,Has the right experience,,,,Generally going in the right direction,,Obama,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,,No,,Governor,,Offered a chance to apply for legal status,Neither of them,An outisder who wants to shake things up,Both of them,Barbara Boxer will not,Carly Fiorina will not,Jerry Brown did,Meg Whitman did,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",27.0,4.0,West,Version 3,High Density Urban,Urban,Urban Core,Very upscale
