ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENAZ10,GOVAZ10,AZPROP106,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,CHILD,DESCRIBG10,FAVDEM2,FAVREP2,FINSIT2,FORECLOSE,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,HEALTHFAM,ISSUE10,NECWORRY,OBAMA4,PRIORITY,QUALGOV10,TEAPARTY,TIMESEN10,TRACK,VOTE2008,WORK,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,WHTEVANG,XTEAPARTYID,IMMAZLAW,IMMDEPORT,IMMLAW,FORECLOSE2,IMMAZLAW2,LATINOS,WRKWOMEN,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
862360.0,Arizona,50003.0,,Complete,Telephone survey,1.19000005722046,John McCain,Jan Brewer,No,Female,White,65 or over,Republican,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,No,No,,,,,Not very worried,,"Dissatisfied, but not angry",,,,,,Strongly disapprove,,Understands the needs of people like me,,,Seriously off on the wrong track,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,No,All others,,,Deported to the country they came from,,Not worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Low Density Rural,No Answer,Urban Perimeter,Upscale
917471.0,Arizona,32.0,Call 3,Complete,Election day exit poll,0.569999992847443,John McCain,Jan Brewer,Yes,Male,White,40-44,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Yes,Yes,,,,,Somewhat worried,,Angry,,,,,,Strongly disapprove,,Understands the needs of people like me,,,Seriously off on the wrong track,McCain,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Dads - Men with children,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,Yes,White Born-again/Evangelical Christians,,,Deported to the country they came from,,Worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
881374.0,Arizona,32.0,Call 1,Complete,Election day exit poll,0.479999989271164,John McCain,Jan Brewer,No,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,Yes,Yes,,,,,Somewhat worried,,Angry,,,,,,Strongly disapprove,,Understands the needs of people like me,,,Seriously off on the wrong track,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,No,White Born-again/Evangelical Christians,,,Deported to the country they came from,,Worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
881373.0,Arizona,32.0,Call 1,Complete,Election day exit poll,0.479999989271164,John McCain,Jan Brewer,No,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,Yes,Yes,,,,,Somewhat worried,,Angry,,,,,,Strongly disapprove,,Understands the needs of people like me,,,Seriously off on the wrong track,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,No,White Born-again/Evangelical Christians,,,Deported to the country they came from,,Worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
881327.0,Arizona,32.0,Call 1,Complete,Election day exit poll,0.479999989271164,John McCain,Jan Brewer,No,Female,White,45-49,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,No,Yes,,,,,Somewhat worried,,Angry,,,,,,Strongly disapprove,,Understands the needs of people like me,,,Seriously off on the wrong track,McCain,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,Yes,All others,,,Deported to the country they came from,,Worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
895900.0,Arizona,32.0,Call 2,Complete,Election day exit poll,0.509999990463257,John McCain,Jan Brewer,No,Male,White,30-39,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,No,Yes,,,,,Somewhat worried,,Angry,,,,,,Strongly disapprove,,Understands the needs of people like me,,,Seriously off on the wrong track,McCain,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,No,All others,,,Deported to the country they came from,,Worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
881227.0,Arizona,32.0,Call 1,Complete,Election day exit poll,0.569999992847443,John McCain,Jan Brewer,Yes,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,No,No,,,,,Very worried,,Angry,,,,,,Strongly disapprove,,Understands the needs of people like me,,,Seriously off on the wrong track,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,No,All others,,,Deported to the country they came from,,Worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
896093.0,Arizona,32.0,Call 2,Complete,Election day exit poll,0.529999971389771,Other,Jan Brewer,Yes,Female,White,40-44,Independent,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,Yes,Yes,,,,,Very worried,,Angry,,,,,,Strongly disapprove,,Understands the needs of people like me,,,Seriously off on the wrong track,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,Negative,,,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,No,White Born-again/Evangelical Christians,,,Deported to the country they came from,,Worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
917540.0,Arizona,32.0,Call 3,Complete,Election day exit poll,0.479999989271164,John McCain,Jan Brewer,No,Female,White,30-39,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,No,Yes,,,,,Very worried,,"Dissatisfied, but not angry",,,,,,Strongly disapprove,,Understands the needs of people like me,,,Seriously off on the wrong track,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,Negative,,,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,No,All others,,,Deported to the country they came from,,Worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
881132.0,Arizona,32.0,Call 1,Complete,Election day exit poll,0.620000004768372,John McCain,Jan Brewer,Yes,Female,White,25-29,Republican,Conservative,"$50,000-$74,999",College graduate,No,No,No,,,,,Not very worried,,"Dissatisfied, but not angry",,,,,,Strongly disapprove,,Understands the needs of people like me,,,Seriously off on the wrong track,McCain,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,No,All others,,,Offered a chance to apply for legal status,,Not worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
862472.0,Arizona,50003.0,,Complete,Telephone survey,1.21000003814697,John McCain,Jan Brewer,No,Female,White,45-49,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,No,Yes,,,,,Very worried,,Angry,,,,,,Strongly disapprove,,Understands the needs of people like me,,,Seriously off on the wrong track,McCain,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Moms - Women with children,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,No,All others,,,Offered a chance to apply for legal status,,Worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Low Density Rural,No Answer,Urban Perimeter,Upscale
896239.0,Arizona,32.0,Call 2,Complete,Election day exit poll,0.509999990463257,John McCain,Jan Brewer,No,Male,White,50-59,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,Yes,No,,,,,Very worried,,Angry,,,,,,Strongly disapprove,,Understands the needs of people like me,,,Seriously off on the wrong track,McCain,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,Yes,White Born-again/Evangelical Christians,,,Offered a chance to apply for legal status,,Worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
917268.0,Arizona,32.0,Call 3,Complete,Election day exit poll,0.550000011920929,John McCain,Jan Brewer,Yes,Female,White,30-39,Independent,Conservative,"$75,000-$99,999",College graduate,No,Yes,No,,,,,Not very worried,,Angry,,,,,,Strongly disapprove,,Has the right experience,,,Seriously off on the wrong track,McCain,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,Negative,,,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,No,White Born-again/Evangelical Christians,,,Deported to the country they came from,,Not worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
862374.0,Arizona,50003.0,,Complete,Telephone survey,1.19000005722046,John McCain,Jan Brewer,No,Female,White,65 or over,Independent,Moderate,"Under $30,000",Postgraduate study,No,No,No,,,,,Somewhat worried,,"Dissatisfied, but not angry",,,,,,Somewhat disapprove,,Has the right experience,,,Seriously off on the wrong track,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,Negative,,,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,No,All others,,,Deported to the country they came from,,Worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Low Density Rural,No Answer,Urban Perimeter,Upscale
917412.0,Arizona,32.0,Call 3,Complete,Election day exit poll,0.569999992847443,John McCain,Jan Brewer,Yes,Male,White,45-49,Republican,Conservative,"Under $30,000",High school graduate,No,Yes,No,,,,,Very worried,,Angry,,,,,,Strongly disapprove,,Has the right experience,,,Seriously off on the wrong track,McCain,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Men without children,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,Yes,White Born-again/Evangelical Christians,,,Deported to the country they came from,,Worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
895796.0,Arizona,32.0,Call 2,Complete,Election day exit poll,0.589999973773956,John McCain,Terry Goddard,No,Female,White,65 or over,Republican,Moderate,"$50,000-$74,999",High school graduate,No,No,No,,,,,Not very worried,,"Dissatisfied, but not angry",,,,,,Somewhat approve,,Can bring needed change,,,Generally going in the right direction,McCain,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,Negative,,,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,No,All others,,,Offered a chance to apply for legal status,,Not worried,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
917101.0,Arizona,32.0,Call 3,Complete,Election day exit poll,0.490000009536743,Rodney Glassman,Terry Goddard,No,Male,Hispanic,40-44,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,Yes,No,Yes,,,,,Somewhat worried,,"Satisfied, but not enthusiastic",,,,,,Somewhat approve,,Has the right experience,,,Generally going in the right direction,McCain,,Non black male,Latino men,30-44,30-59,18-44,30-44,40-49,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Dads - Men with children,Positive,,,Approve,Independent/Something else,Independent Men,All others,Independents/Something else,Hispanic/Latino,,,,No,All others,,,Offered a chance to apply for legal status,,Worried,,Yes,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 3,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
862163.0,Arizona,50003.0,,Complete,Telephone survey,1.21000003814697,John McCain,Jan Brewer,No,Female,White,50-59,Independent,Moderate,,Postgraduate study,No,,,I like my candidate but with reservations,Omit,Omit,Worse,,Barack Obama was not a factor,Angry,,,It will not make much difference to you,,,,Spending to create jobs,,,,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,,,,,The federal government,,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 2,Low Density Rural,No Answer,Urban Perimeter,Upscale
896389.0,Arizona,32.0,Call 2,Complete,Election day exit poll,0.759999990463257,John McCain,Jan Brewer,Yes,Male,White,60-64,Republican,Conservative,,College graduate,No,,,I strongly favor my candidate,Unfavorable,Favorable,Worse,,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,You will be worse off,,,,Spending to create jobs,,,,,McCain,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,,,,,State government,,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 2,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
896715.0,Arizona,32.0,Call 2,Complete,Election day exit poll,0.550000011920929,John McCain,Jan Brewer,Yes,Female,White,45-49,Republican,Conservative,,Some college/assoc. degree,No,,,I strongly favor my candidate,Unfavorable,Favorable,Worse,,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,It will not make much difference to you,,,,Spending to create jobs,,,,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,,,,,State government,,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 2,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
917996.0,Arizona,32.0,Call 3,Complete,Election day exit poll,0.509999990463257,John McCain,Jan Brewer,No,Male,White,30-39,Republican,Moderate,,Some college/assoc. degree,No,,,I strongly favor my candidate,Unfavorable,Favorable,Worse,,To express opposition to Barack Obama,Angry,,,You will be worse off,,,,Spending to create jobs,,,,,McCain,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,,,,,,,,State government,,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 2,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
896635.0,Arizona,32.0,Call 2,Complete,Election day exit poll,0.479999989271164,John McCain,Jan Brewer,No,Female,White,50-59,Republican,Moderate,,Some college/assoc. degree,No,,,I like my candidate but with reservations,Unfavorable,Favorable,Worse,,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,You will be worse off,,,,Spending to create jobs,,,,,McCain,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,,,,,,State government,,,No,,State questionnaire,English,Suburbs,Suburbs,2.0,1.0,West,Version 2,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Very downscale
