ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENIN10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,SENCNTL,STIMULUS,TEAPARTY,TIMESEN10,TRACK,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,WHTEVANG,XTEAPARTYID,ABORTION,ABORT2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
899696.0,Indiana,70.0,Call 3,Not complete,Election day exit poll,0.631082117557526,Brad Ellsworth,Female,Black,40-44,,,,Some college/assoc. degree,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,,,,,,,,,,,,,,,,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,,,,,Black,,,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Downscale
882522.0,Indiana,70.0,Call 2,Not complete,Election day exit poll,0.635738492012024,Brad Ellsworth,Male,Black,50-59,,,,Some college/assoc. degree,No,,I like my candidate but with reservations,Favorable,Unfavorable,About the same,,,,,,,,,,,,,,,,Black male,Black men,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,,,,,,,,,Black,,,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Downscale
866916.0,Indiana,82.0,Call 1,Not complete,Election day exit poll,1.59969830513,Brad Ellsworth,Female,Black,30-39,,,,High school graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,,,,,,,,,,,,,,,,Black female,Black women,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,,,,,,Black,,,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 2,Suburb,Urban,Urban Core,Very downscale
900365.0,Indiana,70.0,Call 3,Not complete,Election day exit poll,0.635738492012024,Brad Ellsworth,Male,Black,45-49,,,,High school graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,About the same,,,,,,,,,,,,,,,,Black male,Black men,45-65,30-59,45+,45-59,40-49,Black 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,,,,,,Black,,,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Downscale
899935.0,Indiana,70.0,Call 3,Not complete,Election day exit poll,0.631082117557526,Brad Ellsworth,Female,Black,40-44,,,,No high school diploma,No,,I strongly favor my candidate,Favorable,Unfavorable,Better,,,,,,,,,,,,,,,,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,,,,,,Black,,,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Downscale
867629.0,Indiana,70.0,Call 1,Not complete,Election day exit poll,0.635738492012024,Brad Ellsworth,Male,Black,40-44,,,,College graduate,No,,I strongly favor my candidate,Favorable,Unfavorable,Worse,,,,,,,,,,,,,,,,Black male,Black men,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,,,,,Black,,,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Downscale
867888.0,Indiana,99.0,Call 1,Not complete,Election day exit poll,0.598003447055817,Brad Ellsworth,Male,White,65 or over,,,,Some college/assoc. degree,No,,I strongly favor my candidate,Omit,Unfavorable,About the same,,,,,,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,White,,,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
867887.0,Indiana,99.0,Call 1,Not complete,Election day exit poll,0.598003447055817,Brad Ellsworth,Male,White,65 or over,,,,Some college/assoc. degree,No,,I strongly favor my candidate,Omit,Unfavorable,About the same,,,,,,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,White,,,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale
867712.0,Indiana,85.0,Call 1,Complete,Election day exit poll,1.0517805814743,Brad Ellsworth,Male,White,60-64,Democrat,Moderate,"Under $30,000",High school graduate,No,,,,,Worse,,"Satisfied, but not enthusiastic",,,The war in Afghanistan,,,,,,,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Positive,Something else,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,Yes,,,,,National questionnaire,Suburbs,Suburbs,9.0,5.0,Midwest,Version 2,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
884622.0,Indiana,30.0,Call 2,Complete,Election day exit poll,0.946235716342926,Brad Ellsworth,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,,,,,Better,,"Satisfied, but not enthusiastic",,,Health care,,,,,,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Positive,Something else,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,Yes,,,,,National questionnaire,Rural,Small Cities/Rural,5.0,2.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale
868388.0,Indiana,30.0,Call 1,Complete,Election day exit poll,0.972951591014862,Brad Ellsworth,Male,White,65 or over,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,,,,,About the same,,"Dissatisfied, but not angry",,,Health care,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,Something else,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,Yes,,,,,National questionnaire,Rural,Small Cities/Rural,5.0,2.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale
867711.0,Indiana,8.0,Call 1,Complete,Election day exit poll,0.896512448787689,Brad Ellsworth,Male,White,50-59,Independent,Moderate,"Under $30,000",High school graduate,No,,,,,About the same,,Enthusiastic,,,Health care,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Positive,Something else,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,Yes,,,,,National questionnaire,Suburbs,Suburbs,4.0,4.0,Midwest,Version 2,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
867660.0,Indiana,85.0,Call 1,Complete,Election day exit poll,1.03044760227203,Brad Ellsworth,Male,White,50-59,Democrat,Liberal,,Postgraduate study,No,,,,,About the same,,"Satisfied, but not enthusiastic",,,Health care,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Positive,Something else,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,,,,,,National questionnaire,Suburbs,Suburbs,9.0,5.0,Midwest,Version 2,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
886575.0,Indiana,61.0,Call 2,Complete,Election day exit poll,1.57050132751465,Brad Ellsworth,Female,Black,45-49,Democrat,Moderate,"$30,000-$49,999",College graduate,No,,,,,Better,,"Satisfied, but not enthusiastic",,,Health care,,,,,,,,,,,Black female,Black women,45-65,30-59,45+,45-59,40-49,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Positive,Something else,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,No,,,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
900912.0,Indiana,3.0,Call 3,Complete,Election day exit poll,1.28119683265686,Brad Ellsworth,Female,White,60-64,Independent,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,,,,,About the same,,"Satisfied, but not enthusiastic",,,Health care,,,,,,,,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Positive,Something else,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,No,,,,,National questionnaire,Suburbs,Suburbs,3.0,2.0,Midwest,Version 2,Suburb,80s Suburbs,Urban Perimeter,Upscale
881421.0,Indiana,69.0,Call 2,Complete,Election day exit poll,0.644034385681152,Brad Ellsworth,Female,Black,40-44,Democrat,Conservative,"$30,000-$49,999",College graduate,No,,,,,About the same,,"Dissatisfied, but not angry",,,Health care,,,,,,,,,,,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,Negative,Something else,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,No,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Downscale
866613.0,Indiana,69.0,Call 1,Complete,Election day exit poll,0.644034385681152,Brad Ellsworth,Female,Black,50-59,Democrat,Liberal,"Under $30,000",High school graduate,No,,,,,About the same,,"Satisfied, but not enthusiastic",,,Health care,,,,,,,,,,,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Positive,Something else,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Black,,,,No,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 2,High Density Urban,Urban,Urban Core,Downscale
865261.0,Indiana,50000.0,,Complete,Telephone survey,0.0,Brad Ellsworth,Female,White,50-59,,Conservative,"$50,000-$74,999",No high school diploma,No,,,,,About the same,,Angry,,,Health care,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,Something else,,,,,,,White,,,,No,,,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
865253.0,Indiana,50044.0,,Complete,Telephone survey,0.0,Brad Ellsworth,Male,White,60-64,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,,,,,About the same,,"Dissatisfied, but not angry",,,The economy,,,,,,,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,Yes,,,,,National questionnaire,Suburbs,Suburbs,9.0,5.0,Midwest,Version 2,Suburb,70s Suburbs,Urban Perimeter,Upscale
908479.0,Indiana,85.0,Call 3,Complete,Election day exit poll,1.437873005867,Brad Ellsworth,Female,Black,50-59,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,Worse,,"Dissatisfied, but not angry",,,The economy,,,,,,,,,,,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,Negative,The economy,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,No,,,,,National questionnaire,Suburbs,Suburbs,9.0,5.0,Midwest,Version 2,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
908390.0,Indiana,61.0,Call 3,Complete,Election day exit poll,1.57050132751465,Brad Ellsworth,Female,Black,40-44,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,Worse,,"Satisfied, but not enthusiastic",,,The economy,,,,,,,,,,,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Positive,The economy,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,No,,,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
908284.0,Indiana,85.0,Call 3,Complete,Election day exit poll,1.03044760227203,Brad Ellsworth,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,,,,,Better,,"Dissatisfied, but not angry",,,The economy,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,,,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,,,No,,,,,National questionnaire,Suburbs,Suburbs,9.0,5.0,Midwest,Version 2,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
908129.0,Indiana,85.0,Call 3,Complete,Election day exit poll,1.02290022373199,Brad Ellsworth,Female,White,40-44,Something else,Moderate,"Under $30,000",High school graduate,No,,,,,Worse,,"Dissatisfied, but not angry",,,The economy,,,,,,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,Yes,,,,,National questionnaire,Suburbs,Suburbs,9.0,5.0,Midwest,Version 2,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
907966.0,Indiana,85.0,Call 3,Complete,Election day exit poll,1.02290022373199,Brad Ellsworth,Female,White,50-59,Something else,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,Worse,,"Dissatisfied, but not angry",,,The economy,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,Yes,,,,,National questionnaire,Suburbs,Suburbs,9.0,5.0,Midwest,Version 2,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
908482.0,Indiana,61.0,Call 3,Complete,Election day exit poll,1.11725175380707,Brad Ellsworth,Female,White,45-49,Democrat,Liberal,"$50,000-$74,999",Some college/assoc. degree,No,,,,,About the same,,"Dissatisfied, but not angry",,,The economy,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,No,,,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 2,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
868722.0,Indiana,30.0,Call 1,Complete,Election day exit poll,0.972951591014862,Brad Ellsworth,Male,White,65 or over,Democrat,Moderate,"Under $30,000",High school graduate,No,,,,,Worse,,"Satisfied, but not enthusiastic",,,The economy,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Positive,The economy,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,Yes,,,,,National questionnaire,Rural,Small Cities/Rural,5.0,2.0,Midwest,Version 2,Low Density Rural,Rural,Rural,Downscale
