ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENWA10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FORECLOSE,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,SENCNTL,TEAPARTY,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,WHNCLINC,XTEAPARTYID,ABORTION,MURRAYTOOCLOSE,ROSSIINTOUCH,ABORT2,FORECLOSE2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
858938.0,Washington,,,Complete,Telephone survey,1.28999996185303,Dino Rossi,Male,White,65 or over,Something else,Conservative,"$100,000-$199,999",Postgraduate study,No,I strongly favor my candidate,Unfavorable,Favorable,Worse,Not at all worried,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The war in Afghanistan,Very worried,Strongly disapprove,Cutting taxes,Can bring needed change,The Republican Party,Strongly support,No,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,No,Tea Party supporters,Illegal in most cases,Too often,Yes,Illegal,Not worried,State questionnaire,Suburbs,Suburbs,2.0,2.0,West,Version 1,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale
858813.0,Washington,,,Complete,Telephone survey,0.479999989271164,Patty Murray,Male,White,30-39,Independent,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,Favorable,Favorable,Better,Somewhat worried,Barack Obama was not a factor,"Dissatisfied, but not angry",Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Reducing the budget deficit,Is not too extreme,Does not matter to me,Neutral,Yes,Obama,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,No,Non-Tea Party supporters and Independents/Something else,Legal in most cases,Not often enough,No,Legal,Worried,State questionnaire,Suburbs,Suburbs,8.0,1.0,West,Version 1,Suburb,No Answer,High-Growth Suburban Perimeter,Very upscale
858774.0,Washington,,,Complete,Telephone survey,0.129999995231628,Patty Murray,Male,Hispanic,50-59,Democrat,Liberal,"$200,000 or more",High school graduate,Yes,I strongly favor my candidate,Favorable,Unfavorable,Better,Not very worried,Barack Obama was not a factor,"Satisfied, but not enthusiastic",Government should do more to solve problems,Expand it,The war in Afghanistan,Not too worried,Strongly approve,Spending to create jobs,Has the right experience,Does not matter to me,Strongly oppose,Yes,Obama,Non black male,Latino men,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and non white,Positive,Something else,Not worried,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,,Oppose,No,Non-Tea Party supporters and Democrats,Legal in most cases,About the right amount,No,Legal,Not worried,State questionnaire,Suburbs,Suburbs,2.0,2.0,West,Version 1,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale
858719.0,Washington,,,Complete,Telephone survey,1.07000005245209,Patty Murray,Female,White,65 or over,Democrat,Moderate,,Postgraduate study,No,I strongly favor my candidate,Favorable,Unfavorable,About the same,Not at all worried,Barack Obama was not a factor,"Satisfied, but not enthusiastic",Government should do more to solve problems,Expand it,Health care,Somewhat worried,Strongly approve,Reducing the budget deficit,Has the right experience,The Democratic Party,Strongly oppose,No,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Positive,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,,Non-Tea Party supporters and Democrats,Illegal in all cases,Omit,No,Illegal,Not worried,State questionnaire,Suburbs,Suburbs,2.0,2.0,West,Version 1,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Downscale
858546.0,Washington,,,Complete,Telephone survey,0.170000001788139,Patty Murray,Male,,65 or over,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,I dislike the other candidate,Favorable,Unfavorable,Worse,Somewhat worried,Barack Obama was not a factor,"Dissatisfied, but not angry",Government should do more to solve problems,Expand it,The economy,Somewhat worried,Strongly approve,Reducing the budget deficit,Has the right experience,The Democratic Party,Strongly oppose,No,Obama,,,65+,60+,45+,60+,65+,,No college degree,More than High school graduate,,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,,Negative,The economy,Worried,Approve,Independent/Something else,Independent Men,,Independents/Something else,,Oppose,,Non-Tea Party supporters and Independents/Something else,Legal in most cases,About the right amount,No,Legal,Worried,State questionnaire,Suburbs,Suburbs,2.0,2.0,West,Version 1,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale
858540.0,Washington,,,Complete,Telephone survey,0.889999985694885,Patty Murray,Male,White,50-59,Democrat,Liberal,,Postgraduate study,No,I strongly favor my candidate,Favorable,Unfavorable,Worse,Not very worried,To express support for Barack Obama,"Satisfied, but not enthusiastic",Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat approve,Spending to create jobs,Can bring needed change,The Democratic Party,Strongly oppose,Yes,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Positive,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,,Non-Tea Party supporters and Democrats,Illegal in most cases,About the right amount,No,Illegal,Not worried,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
858535.0,Washington,,,Complete,Telephone survey,0.879999995231628,Dino Rossi,Female,White,65 or over,Something else,Conservative,,College graduate,No,I strongly favor my candidate,Unfavorable,Favorable,About the same,Somewhat worried,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Cutting taxes,Understands the needs of people like me,The Republican Party,Strongly support,No,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,,Tea Party supporters,Illegal in all cases,Too often,Yes,Illegal,Worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,3.0,West,Version 1,Suburb,Rural,Rural,Downscale
858533.0,Washington,,,Complete,Telephone survey,0.349999994039536,Dino Rossi,Female,White,45-49,Republican,Conservative,"$100,000-$199,999",High school graduate,No,I strongly favor my candidate,Unfavorable,Favorable,About the same,Not at all worried,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Somewhat disapprove,Reducing the budget deficit,Understands the needs of people like me,Does not matter to me,Somewhat support,Yes,McCain,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,No,Tea Party supporters,Illegal in most cases,Too often,Yes,Illegal,Not worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,6.0,3.0,West,Version 1,Town,Rural,Rural,Downscale
858529.0,Washington,,,Complete,Telephone survey,0.109999999403954,Dino Rossi,Female,White,65 or over,Independent,Moderate,"Under $30,000",Some college/assoc. degree,No,I dislike the other candidate,Favorable,Favorable,About the same,Not at all worried,Barack Obama was not a factor,"Satisfied, but not enthusiastic",Government is doing too many things better left to businesses and individuals,Omit,Health care,Somewhat worried,Somewhat approve,Reducing the budget deficit,Has the right experience,The Democratic Party,Neutral,No,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Positive,Something else,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,Yes,Non-Tea Party supporters and Independents/Something else,Legal in most cases,About the right amount,No,Legal,Not worried,State questionnaire,Rural,Small Cities/Rural,3.0,3.0,West,Version 1,Low Density Rural,Rural,Rural,Very downscale
858524.0,Washington,,,Complete,Telephone survey,1.22000002861023,Dino Rossi,Female,White,65 or over,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,I dislike the other candidate,Favorable,Favorable,About the same,Not at all worried,Barack Obama was not a factor,"Satisfied, but not enthusiastic",Government is doing too many things better left to businesses and individuals,Leave it as is,The war in Afghanistan,Not too worried,Somewhat disapprove,Reducing the budget deficit,Can bring needed change,Does not matter to me,Somewhat oppose,No,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Positive,Something else,Not worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Oppose,No,Non-Tea Party supporters and Independents/Something else,Legal in most cases,Omit,Yes,Legal,Not worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,4.0,West,Version 1,Town,Rural,Rural,Downscale
858520.0,Washington,,,Complete,Telephone survey,0.0799999982118607,Dino Rossi,Male,White,65 or over,Republican,Conservative,"$30,000-$49,999",No high school diploma,No,I strongly favor my candidate,Omit,Favorable,About the same,Not very worried,Barack Obama was not a factor,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Reducing the budget deficit,Can bring needed change,The Republican Party,Somewhat support,No,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,Yes,Tea Party supporters,Illegal in most cases,Too often,Yes,Illegal,Not worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,6.0,3.0,West,Version 1,Low Density Rural,Rural,Rural,Very downscale
858513.0,Washington,,,Complete,Telephone survey,0.620000004768372,Patty Murray,Male,Other,65 or over,Democrat,Liberal,"$50,000-$74,999",College graduate,No,I dislike the other candidate,Favorable,Unfavorable,About the same,Not at all worried,To express support for Barack Obama,"Satisfied, but not enthusiastic",Government should do more to solve problems,Expand it,The economy,Not too worried,Strongly approve,Spending to create jobs,Understands the needs of people like me,The Democratic Party,Strongly oppose,No,Obama,Non black male,All other races,65+,60+,45+,60+,65+,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Positive,The economy,Not worried,Approve,Democrat,Democratic Men,Non White Democrats,Liberal Democrats,Other,Oppose,No,Non-Tea Party supporters and Democrats,Legal in most cases,About the right amount,No,Legal,Not worried,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,West,Version 1,Low Density Rural,Rural,Rural,Very downscale
858511.0,Washington,,,Complete,Telephone survey,0.879999995231628,Dino Rossi,Male,White,65 or over,Independent,Conservative,,College graduate,No,I strongly favor my candidate,Favorable,Unfavorable,Worse,Very worried,To express opposition to Barack Obama,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Spending to create jobs,Can bring needed change,The Republican Party,Strongly support,Yes,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,,Tea Party supporters,Illegal in most cases,Too often,Omit,Illegal,Worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,4.0,4.0,West,Version 1,Low Density Rural,Rural,Rural,Downscale
858509.0,Washington,,,Complete,Telephone survey,0.860000014305115,Dino Rossi,Male,White,65 or over,Independent,Conservative,,,No,I like my candidate but with reservations,Unfavorable,Favorable,About the same,Not at all worried,Omit,Omit,Government is doing too many things better left to businesses and individuals,Repeal it,Omit,Somewhat worried,Strongly disapprove,Omit,Can bring needed change,The Republican Party,Somewhat support,No,Omit,Non black male,White men,65+,60+,45+,60+,65+,White 65+,,,,,,,,,Omit,Omit,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,,Tea Party supporters,Omit,Omit,Yes,Omit,Not worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,5.0,4.0,West,Version 1,Town,Rural,Rural,Downscale
858502.0,Washington,,,Complete,Telephone survey,0.330000013113022,Dino Rossi,Female,White,30-39,Republican,Moderate,"$30,000-$49,999",High school graduate,No,I strongly favor my candidate,Unfavorable,Favorable,Worse,Very worried,Barack Obama was not a factor,"Dissatisfied, but not angry",Government should do more to solve problems,Repeal it,The economy,Very worried,Somewhat disapprove,Spending to create jobs,Can bring needed change,The Republican Party,Neutral,Yes,McCain,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,Yes,Non-Tea Party supporters and Republicans,Legal in most cases,Too often,Yes,Legal,Worried,State questionnaire,Rural,Small Cities/Rural,3.0,3.0,West,Version 1,Low Density Rural,Rural,Rural,Very downscale
858500.0,Washington,,,Complete,Telephone survey,0.200000002980232,Patty Murray,Female,White,50-59,Democrat,Moderate,"Under $30,000",High school graduate,No,I dislike the other candidate,Favorable,Unfavorable,About the same,Somewhat worried,To express support for Barack Obama,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,Expand it,The economy,Somewhat worried,Somewhat approve,Spending to create jobs,Understands the needs of people like me,The Democratic Party,Somewhat oppose,No,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,Yes,Non-Tea Party supporters and Democrats,Legal in most cases,About the right amount,No,Legal,Worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,6.0,3.0,West,Version 1,Town,Rural,Rural,Downscale
858490.0,Washington,,,Complete,Telephone survey,0.259999990463257,Dino Rossi,Female,White,50-59,Independent,Conservative,"Under $30,000",High school graduate,No,I like my candidate but with reservations,Unfavorable,Favorable,Worse,Not very worried,To express opposition to Barack Obama,"Satisfied, but not enthusiastic",Government should do more to solve problems,Repeal it,The war in Afghanistan,Very worried,Strongly disapprove,Reducing the budget deficit,Understands the needs of people like me,The Republican Party,Somewhat support,No,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Positive,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,Yes,Tea Party supporters,Legal in most cases,Too often,Yes,Legal,Not worried,State questionnaire,Rural,Small Cities/Rural,5.0,4.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
858487.0,Washington,,,Complete,Telephone survey,3.95000004768372,Dino Rossi,Female,White,40-44,Republican,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,I strongly favor my candidate,Unfavorable,Favorable,About the same,Somewhat worried,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Somewhat disapprove,Reducing the budget deficit,Understands the needs of people like me,The Republican Party,Strongly support,No,McCain,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Support,No,Tea Party supporters,Illegal in most cases,Too often,Yes,Illegal,Worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,,3.0,West,Version 1,Suburb,Rural,Rural,Very downscale
858480.0,Washington,,,Complete,Telephone survey,2.41000008583069,Dino Rossi,Female,White,30-39,Independent,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,I strongly favor my candidate,Unfavorable,Unfavorable,About the same,Not very worried,Barack Obama was not a factor,Angry,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,Very worried,Strongly disapprove,Cutting taxes,Can bring needed change,The Republican Party,Strongly support,Yes,McCain,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,No,Tea Party supporters,Legal in most cases,Not often enough,Yes,Legal,Not worried,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,,4.0,West,Version 1,Town,Rural,Rural,Downscale
