ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENNV10,GOVNV10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,DESCRIBS10B,FAVDEM2,FAVREP2,FINSIT2,FORECLOSE,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,TEAPARTY,TEAREAS,TIMESEN10,TRACK,UNFAIRNV10,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,UNFAIRREID,UNFAIRANGLE,WHNCLINC,XTEAPARTYID,ANGLECNSRV,OUTSIDER,REIDJOB,REIDTOOLONG,FORECLOSE2,REIDJOB2,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
900251.0,Nevada,97.0,Call 2,Complete,Election day exit poll,0.219999998807907,Harry Reid,,Male,White,50-59,Something else,Liberal,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,Repeal it,The economy,,Somewhat worried,Somewhat approve,,,Strongly oppose,,Before that,,,No,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Oppose,Before that,In the last month or earlier,,,No,Non-Tea Party supporters and Independents/Something else,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
916179.0,Nevada,61.0,Call 3,Complete,Election day exit poll,0.259999990463257,Sharron Angle,,Female,White,30-39,Something else,Conservative,"Under $30,000",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,,Very worried,Strongly disapprove,,,Strongly support,,Before that,,,Yes,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,Before that,In the last month or earlier,,,Yes,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,2.0,West,Version 1,High Density Urban,Urban,Urban Core,Downscale
905352.0,Nevada,50.0,Call 2,Complete,Election day exit poll,0.230000004172325,Sharron Angle,,Female,White,30-39,Democrat,Liberal,"$100,000-$199,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The war in Afghanistan,,Very worried,Somewhat disapprove,,,Neutral,,Before that,,,No,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Something else,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Neutral,Before that,In the last month or earlier,,,No,Non-Tea Party supporters and Democrats,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
905351.0,Nevada,50.0,Call 2,Complete,Election day exit poll,0.230000004172325,Sharron Angle,,Female,White,30-39,Democrat,Liberal,"$100,000-$199,999",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The war in Afghanistan,,Very worried,Somewhat disapprove,,,Neutral,,Before that,,,No,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Something else,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Neutral,Before that,In the last month or earlier,,,No,Non-Tea Party supporters and Democrats,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
886804.0,Nevada,93.0,Call 1,Complete,Election day exit poll,0.150000005960464,Sharron Angle,,Male,White,60-64,Independent,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,,Very worried,Strongly disapprove,,,Strongly support,,Before that,,,No,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,Before that,In the last month or earlier,,,No,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,West,Version 1,Low Density Rural,Rural,Rural,Very downscale
884168.0,Nevada,115.0,Call 1,Complete,Election day exit poll,0.219999998807907,Sharron Angle,,Male,White,60-64,Something else,Conservative,"$50,000-$74,999",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,,Very worried,Strongly disapprove,,,Strongly support,,Before that,,,No,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,Before that,In the last month or earlier,,,No,Tea Party supporters,,An insider who knows how to get things done,,,,,State questionnaire,English,Rural,Small Cities/Rural,2.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
903217.0,Nevada,43.0,Call 2,Complete,Election day exit poll,0.230000004172325,Sharron Angle,,Female,,50-59,Independent,,,College graduate,,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,,Very worried,Strongly disapprove,,,Omit,,Before that,,,,,,,45-65,30-59,45+,45-59,50-64,,College graduate,More than High school graduate,,,,,,,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,,Independents/Something else,,Omit,Before that,In the last month or earlier,,,,,,Omit,,,,,State questionnaire,,"Cities over 500,000","Cities over 50,000",1.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
902086.0,Nevada,101.0,Call 2,Complete,Election day exit poll,0.230000004172325,Sharron Angle,,Male,White,50-59,Independent,Liberal,,High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,,Somewhat worried,Strongly disapprove,,,Somewhat support,,In the last month,,,No,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,In the last month,In the last month or earlier,,,,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 1,High Density Urban,Urban,Urban Core,Very downscale
901984.0,Nevada,40.0,Call 2,Complete,Election day exit poll,0.239999994635582,Sharron Angle,,Female,White,50-59,Republican,Conservative,,Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,,Very worried,Strongly disapprove,,,Somewhat support,,In the last three days,,,No,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,In the last month,In the last week,,,,Tea Party supporters,,Omit,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 1,High Density Urban,Urban,Urban Core,Very upscale
860638.0,Nevada,50007.0,,Complete,Telephone survey,0.400000005960464,Sharron Angle,,Female,White,60-64,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,,Somewhat worried,Somewhat disapprove,,,Somewhat support,,Before that,,,No,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,Before that,In the last month or earlier,,,No,Tea Party supporters,,An insider who knows how to get things done,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 1,High Density Urban,Urban,Urban Core,Very upscale
860573.0,Nevada,50003.0,,Complete,Telephone survey,0.709999978542328,Sharron Angle,,Male,White,50-59,Independent,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,,Very worried,Somewhat disapprove,,,Somewhat support,,Before that,,,No,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,Before that,In the last month or earlier,,,No,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 1,Suburb,Urban,Urban Core,Downscale
916151.0,Nevada,115.0,Call 3,Complete,Election day exit poll,0.209999993443489,Scott Ashjian,,Male,White,30-39,Something else,Moderate,"$30,000-$49,999",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,,Very worried,Somewhat disapprove,,,Neutral,,Before that,,,No,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,Before that,In the last month or earlier,,,Yes,Non-Tea Party supporters and Independents/Something else,,An outisder who wants to shake things up,,,,,State questionnaire,English,Rural,Small Cities/Rural,2.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
918085.0,Nevada,93.0,Call 3,Complete,Election day exit poll,0.150000005960464,,,Female,White,50-59,Republican,Moderate,"$100,000-$199,999",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,,Somewhat worried,Somewhat disapprove,,,Somewhat support,,In the last three days,,,No,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Support,In the last month,In the last week,,,No,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,West,Version 1,Low Density Rural,Rural,Rural,Very downscale
918031.0,Nevada,88.0,Call 3,Complete,Election day exit poll,0.150000005960464,,,Male,White,30-39,Republican,Moderate,"$30,000-$49,999",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,,Very worried,Strongly disapprove,,,Somewhat support,,In the last three days,,,No,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Support,In the last month,In the last week,,,Yes,Tea Party supporters,,An insider who knows how to get things done,,,,,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
886899.0,Nevada,88.0,Call 1,Complete,Election day exit poll,0.150000005960464,,,Male,White,50-59,Something else,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The war in Afghanistan,,Somewhat worried,Strongly disapprove,,,Neutral,,Before that,,,No,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,Before that,In the last month or earlier,,,No,Non-Tea Party supporters and Independents/Something else,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
917177.0,Nevada,73.0,Call 3,Complete,Election day exit poll,0.189999997615814,,,Male,White,18-24,Democrat,Liberal,"$30,000-$49,999",College graduate,No,,,,,,,,Government should do more to solve problems,Repeal it,The economy,,Somewhat worried,Strongly approve,,,Neutral,,In the last three days,,,No,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Neutral,In the last month,In the last week,,,No,Non-Tea Party supporters and Democrats,,Omit,,,,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
916263.0,Nevada,99.0,Call 3,Complete,Election day exit poll,0.140000000596046,,,Female,White,50-59,Republican,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,Repeal it,The economy,,Very worried,Somewhat disapprove,,,Neutral,,In the last three days,,,No,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,In the last month,In the last week,,,No,Non-Tea Party supporters and Republicans,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
885232.0,Nevada,52.0,Call 1,Complete,Election day exit poll,0.180000007152557,,,Female,White,60-64,Something else,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Omit,,Very worried,Strongly disapprove,,,Somewhat support,,Before that,,,No,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Omit,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,Before that,In the last month or earlier,,,Yes,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,2.0,West,Version 1,High Density Urban,Urban,Urban Core,Very downscale
901615.0,Nevada,88.0,Call 2,Complete,Election day exit poll,0.150000005960464,,,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,,Somewhat worried,Strongly disapprove,,,Somewhat support,,In the last three days,,,Yes,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Support,In the last month,In the last week,,,No,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Upscale
860526.0,Nevada,50005.0,,Complete,Telephone survey,1.19000005722046,,,Female,White,50-59,Republican,Conservative,"Under $30,000",High school graduate,No,,,,,,,,Government should do more to solve problems,Repeal it,The economy,,Very worried,Strongly disapprove,,,Somewhat support,,In the last month,,,No,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Support,In the last month,In the last month or earlier,,,Yes,Tea Party supporters,,An insider who knows how to get things done,,,,,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,West,Version 1,Low Density Rural,Rural,Rural,Very downscale
860508.0,Nevada,50003.0,,Complete,Telephone survey,1.48000001907349,,,Female,Hispanic,18-24,Independent,Moderate,"$50,000-$74,999",Some college/assoc. degree,Yes,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,,Very worried,Somewhat disapprove,,,Neutral,,Before that,,,No,,Non black female,Latino women,18-29,18-29,18-44,18-29,18-24,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,All others,Independents/Something else,Other,Neutral,Before that,In the last month or earlier,,,No,Non-Tea Party supporters and Independents/Something else,,Omit,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,1.0,West,Version 1,Suburb,Urban,Urban Core,Downscale
860455.0,Nevada,50005.0,,Complete,Telephone survey,0.920000016689301,,,Male,White,60-64,Independent,Conservative,"$50,000-$74,999",College graduate,No,,,,,,,,Government should do more to solve problems,Repeal it,Health care,,Somewhat worried,Strongly disapprove,,,Strongly support,,In the last month,,,No,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,In the last month,In the last month or earlier,,,No,Tea Party supporters,,An insider who knows how to get things done,,,,,State questionnaire,English,Rural,Small Cities/Rural,2.0,3.0,West,Version 1,Low Density Rural,Rural,Rural,Very upscale
900842.0,Nevada,71.0,Call 2,Complete,Election day exit poll,0.200000002980232,,,Male,White,25-29,Independent,Liberal,"Under $30,000",College graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The war in Afghanistan,,Not at all worried,Somewhat disapprove,,,Strongly support,,Before that,,,No,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Something else,Not worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,Before that,In the last month or earlier,,,No,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,2.0,West,Version 1,Extremely High Density Urban,Urban,Urban Core,Upscale
919944.0,Nevada,9.0,Call 3,Complete,Election day exit poll,0.170000001788139,,,Female,White,50-59,Republican,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,Repeal it,The economy,,Very worried,Somewhat disapprove,,,Neutral,,In the last three days,,,No,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,In the last month,In the last week,,,No,Non-Tea Party supporters and Republicans,,An outisder who wants to shake things up,,,,,State questionnaire,English,Rural,Small Cities/Rural,2.0,3.0,West,Version 1,Low Density Rural,Rural,Rural,Upscale
918046.0,Nevada,93.0,Call 3,Complete,Election day exit poll,1.12000000476837,Harry Reid,Other,Male,White,45-49,Republican,Conservative,,College graduate,No,,,,,,,,Government should do more to solve problems,Repeal it,The war in Afghanistan,,Somewhat worried,Somewhat approve,,,Somewhat support,,In the last three days,,,No,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,,Something else,Worried,Approve,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,In the last month,In the last week,,,,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,West,Version 1,Low Density Rural,Rural,Rural,Very downscale
885998.0,Nevada,13.0,Call 1,Complete,Election day exit poll,1.49000000953674,Harry Reid,Other,Male,White,40-44,Independent,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,,Very worried,Somewhat disapprove,,,Neutral,,In the last month,,,Yes,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,In the last month,In the last month or earlier,,,No,Non-Tea Party supporters and Independents/Something else,,An outisder who wants to shake things up,,,,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 1,Suburb,80s Suburbs,Urban Perimeter,Very upscale
917978.0,Nevada,49.0,Call 3,Complete,Election day exit poll,1.46000003814697,Sharron Angle,Other,Male,White,40-44,Independent,Conservative,"$100,000-$199,999",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,,Somewhat worried,Strongly disapprove,,,Somewhat support,,Before that,,,Yes,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,Before that,In the last month or earlier,,,No,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 1,Suburb,Urban,Urban Core,Very upscale
916876.0,Nevada,10.0,Call 3,Complete,Election day exit poll,1.35000002384186,Sharron Angle,Other,Male,White,45-49,Independent,Liberal,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,,,Government should do more to solve problems,Repeal it,The war in Afghanistan,,Very worried,Strongly disapprove,,,Strongly support,,In the last three days,,,Yes,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,In the last month,In the last week,,,No,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
886341.0,Nevada,10.0,Call 1,Complete,Election day exit poll,1.35000002384186,Sharron Angle,Other,Female,White,65 or over,Independent,Conservative,,Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,,Very worried,Strongly disapprove,,,Strongly support,,Before that,,,No,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,Before that,In the last month or earlier,,,,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
886185.0,Nevada,10.0,Call 1,Complete,Election day exit poll,1.35000002384186,Sharron Angle,Other,Male,White,50-59,Republican,Conservative,"Under $30,000",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,,Very worried,Strongly disapprove,,,Strongly support,,Before that,,,No,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,Before that,In the last month or earlier,,,No,Tea Party supporters,,An insider who knows how to get things done,,,,,State questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,3.0,West,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale
885318.0,Nevada,73.0,Call 1,Complete,Election day exit poll,1.39999997615814,Sharron Angle,Other,Female,White,65 or over,Independent,Conservative,"Under $30,000",Some college/assoc. degree,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,Illegal immigration,,Very worried,Strongly disapprove,,,Somewhat support,,Before that,,,Yes,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Support,Before that,In the last month or earlier,,,Yes,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
901837.0,Nevada,67.0,Call 2,Complete,Election day exit poll,2.10999989509583,Sharron Angle,Other,Male,White,45-49,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,,Very worried,Somewhat disapprove,,,Strongly support,,Before that,,,No,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,Before that,In the last month or earlier,,,No,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,Suburbs,Suburbs,3.0,2.0,West,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale
860607.0,Nevada,50007.0,,Complete,Telephone survey,4.13000011444092,Sharron Angle,Other,Male,White,65 or over,Republican,Conservative,"$50,000-$74,999",High school graduate,No,,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,,Somewhat worried,Strongly disapprove,,,Strongly support,,Before that,,,No,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Support,Before that,In the last month or earlier,,,No,Tea Party supporters,,An outisder who wants to shake things up,,,,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,2.0,West,Version 1,High Density Urban,Urban,Urban Core,Very upscale
