ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENKY10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,CHILD,DESCRIBS10,FAVDEM2,FAVREP2,FAVPALIN2,FAVROMN2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,HEALTHFAM,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,SENCNTL,TEAPARTY,TEAREAS,TIMESEN10,TRACK,UNFAIRKY10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,UNFAIRCONWAY,UNFAIRPAUL,WHNCLINC,WHTEVANG,XTEAPARTYID,CONWAYGRAY,EXTREMEKY,FAVMCONL,GUNOWNER,OUTSIDER,EXTREMECONWAY,EXTREMEPAUL,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
898098.0,Kentucky,14.0,Call 3,Complete,Election day exit poll,1.10810613632202,Rand Paul,Female,White,50-59,Republican,,"$50,000-$74,999",High school graduate,No,,,,,,,,,,Omit,,,You will be worse off,,,,Strongly disapprove,,Omit,,Neutral,,,Seriously off on the wrong track,,Omit,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Omit,,,Disapprove,Republican,Republican Women,White Republicans,,White,,Neutral,,,,,No,,Non-Tea Party supporters and Republicans,Trey Grayson,Omit,,,An outisder who wants to shake things up,Omit,Omit,State questionnaire,Suburbs,Suburbs,4.0,2.0,South,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
898010.0,Kentucky,20.0,Call 3,Complete,Election day exit poll,0.790802538394928,Rand Paul,Female,White,30-39,Independent,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Somewhat disapprove,,Has the right experience,,Neutral,,,Seriously off on the wrong track,,Omit,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Negative,,,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,Neutral,,,,,No,,Non-Tea Party supporters and Independents/Something else,Trey Grayson,Neither of them,,,An insider who knows how to get things done,Jack Conway is not,Rand Paul is not,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 3,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
897457.0,Kentucky,81.0,Call 3,Complete,Election day exit poll,1.05237853527069,Rand Paul,Female,White,45-49,Republican,,"Under $30,000",,No,,,,,,,,,,"Satisfied, but not enthusiastic",,,It will not make much difference to you,,,,Somewhat disapprove,,Omit,,Omit,,,Seriously off on the wrong track,,Omit,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,,,,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Positive,,,Disapprove,Republican,Republican Women,White Republicans,,White,,Omit,,,,,,,,Jack Conway,Neither of them,,,An insider who knows how to get things done,Jack Conway is not,Rand Paul is not,State questionnaire,Rural,Small Cities/Rural,5.0,1.0,South,Version 3,Low Density Rural,Rural,Rural,Very downscale
897950.0,Kentucky,20.0,Call 3,Complete,Election day exit poll,0.897523105144501,Rand Paul,Female,White,65 or over,Republican,Moderate,,High school graduate,No,,,,,,,,,,Omit,,,You will be worse off,,,,Omit,,Omit,,Omit,,,Omit,,Omit,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,Omit,,,Omit,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,Omit,,,,,,,,Omit,Only Jack Conway,,,An insider who knows how to get things done,Jack Conway is,Rand Paul is not,State questionnaire,Suburbs,Suburbs,1.0,4.0,South,Version 3,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
868024.0,Kentucky,97.0,Call 1,Complete,Election day exit poll,0.948422729969025,Rand Paul,Male,White,18-24,Republican,Conservative,,Some college/assoc. degree,No,,,,,,,,,,,,Repeal it,,,,,,Cutting taxes,,,Strongly support,,,Seriously off on the wrong track,,Didn't vote,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,Support,,,,,,,Tea Party supporters,,,,,,,,National questionnaire,Suburbs,Suburbs,4.0,2.0,South,Version 3,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
898140.0,Kentucky,36.0,Call 3,Complete,Election day exit poll,2.21203660964966,Rand Paul,Male,White,65 or over,Republican,Conservative,,Some college/assoc. degree,,,,,,,,,,,,,Repeal it,,,,,,Omit,,,Strongly support,,,Seriously off on the wrong track,,Didn't vote,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,Support,,,,,,,Tea Party supporters,,,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,2.0,South,Version 3,High Density Urban,Urban,Urban Core,Very upscale
880832.0,Kentucky,95.0,Call 2,Complete,Election day exit poll,1.02085423469543,Rand Paul,Female,White,50-59,Independent,Moderate,"Under $30,000",High school graduate,No,,,,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Illegal immigration,,Somewhat worried,Somewhat approve,,,,Neutral,,,,,Didn't vote,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,Something else,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,Neutral,,,,,Yes,,Non-Tea Party supporters and Independents/Something else,,,,,,,,National questionnaire,Rural,Small Cities/Rural,1.0,4.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale
864856.0,Kentucky,50000.0,,Complete,Telephone survey,0.0,Jack Conway,Female,White,45-49,Democrat,Conservative,"Under $30,000",High school graduate,,,,,,,,,,,,Government is doing too many things better left to businesses and individuals,,,The economy,,Very worried,Strongly disapprove,,,,Somewhat support,,,,,Didn't vote,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,The economy,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,Support,,,,,Yes,,Tea Party supporters,,,,,,,,National questionnaire,Rural,Small Cities/Rural,,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale
879861.0,Kentucky,64.0,Call 2,Complete,Election day exit poll,1.25478839874268,Jack Conway,Female,White,25-29,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,,,,,,,,,,,Government is doing too many things better left to businesses and individuals,,,The economy,,Very worried,Somewhat disapprove,,,,Somewhat oppose,,,,,Didn't vote,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,,Oppose,,,,,Yes,,Non-Tea Party supporters and Republicans,,,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,South,Version 1,High Density Urban,Urban,Urban Core,Very downscale
864857.0,Kentucky,50003.0,,Complete,Telephone survey,0.0,Rand Paul,Male,White,30-39,Independent,Conservative,"$30,000-$49,999",High school graduate,No,,,,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Health care,,Very worried,Strongly disapprove,,,,Strongly support,,,,,Didn't vote,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,Something else,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Support,,,,,Yes,,Tea Party supporters,,,,,,,,National questionnaire,Rural,Small Cities/Rural,,4.0,South,Version 1,Low Density Rural,Rural,Rural,Upscale
898328.0,Kentucky,42.0,Call 3,Complete,Election day exit poll,2.14787077903748,Jack Conway,Male,White,40-44,Independent,Conservative,"$50,000-$74,999",High school graduate,No,,,,,,,,,,,Government should do more to solve problems,,,The war in Afghanistan,,Somewhat worried,Somewhat approve,,,,Neutral,,,,,Didn't vote,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,,Something else,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,Neutral,,,,,No,,Non-Tea Party supporters and Independents/Something else,,,,,,,,National questionnaire,Rural,Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale
898354.0,Kentucky,42.0,Call 3,Complete,Election day exit poll,2.05550098419189,Rand Paul,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,,,Government is doing too many things better left to businesses and individuals,,,The war in Afghanistan,,Very worried,Somewhat approve,,,,Neutral,,,,,Didn't vote,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,Something else,Worried,Approve,Republican,Republican Women,White Republicans,Conservative Republicans,White,,Neutral,,,,,Yes,,Non-Tea Party supporters and Republicans,,,,,,,,National questionnaire,Rural,Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale
898353.0,Kentucky,42.0,Call 3,Complete,Election day exit poll,2.05550098419189,Rand Paul,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,,,Government is doing too many things better left to businesses and individuals,,,The war in Afghanistan,,Very worried,Somewhat approve,,,,Neutral,,,,,Didn't vote,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,,Something else,Worried,Approve,Republican,Republican Women,White Republicans,Conservative Republicans,White,,Neutral,,,,,Yes,,Non-Tea Party supporters and Republicans,,,,,,,,National questionnaire,Rural,Small Cities/Rural,5.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale
867737.0,Kentucky,93.0,Call 1,Complete,Election day exit poll,0.815092742443085,Did not vote,Female,White,30-39,Democrat,Conservative,"Under $30,000",Some college/assoc. degree,No,,,,,,,,,,"Dissatisfied, but not angry",,,It will not make much difference to you,,,,Strongly disapprove,,Can bring needed change,,Neutral,,,Seriously off on the wrong track,,Didn't vote,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,Neutral,,,,,Yes,,Non-Tea Party supporters and Democrats,Would not have voted,Neither of them,,,An outisder who wants to shake things up,Jack Conway is not,Rand Paul is not,State questionnaire,Rural,Small Cities/Rural,5.0,1.0,South,Version 3,Extremely Low Density Rural,Rural,Rural,Very downscale
881179.0,Kentucky,98.0,Call 2,Complete,Election day exit poll,0.895265817642212,Did not vote,Female,White,50-59,Democrat,Conservative,"$30,000-$49,999",High school graduate,No,,,,,,,,,,Angry,,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,,Strongly support,,,Seriously off on the wrong track,,Didn't vote,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,Support,,,,,Yes,,Tea Party supporters,Trey Grayson,Both of them,,,An insider who knows how to get things done,Jack Conway is,Rand Paul is,State questionnaire,Suburbs,Suburbs,4.0,2.0,South,Version 3,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
867841.0,Kentucky,93.0,Call 1,Complete,Election day exit poll,0.865582883358002,Did not vote,Male,White,18-24,Democrat,,,High school graduate,No,,,,,,,,,,"Satisfied, but not enthusiastic",,,It will not make much difference to you,,,,Strongly approve,,Is not too extreme,,Neutral,,,Generally going in the right direction,,Didn't vote,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,,,,,,,Positive,,,Approve,Democrat,Democratic Men,White Democrats,,White,,Neutral,,,,,,,Non-Tea Party supporters and Democrats,Would not have voted,Both of them,,,An insider who knows how to get things done,Jack Conway is,Rand Paul is,State questionnaire,Rural,Small Cities/Rural,5.0,1.0,South,Version 3,Extremely Low Density Rural,Rural,Rural,Very downscale
866789.0,Kentucky,93.0,Call 1,Complete,Election day exit poll,1.00894546508789,Jack Conway,Female,White,65 or over,Democrat,Conservative,"Under $30,000",No high school diploma,,,,,,,,,,,"Satisfied, but not enthusiastic",,,You will be worse off,,,,Strongly disapprove,,Understands the needs of people like me,,Neutral,,,Seriously off on the wrong track,,Didn't vote,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,Positive,,,Disapprove,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,Neutral,,,,,Yes,,Non-Tea Party supporters and Democrats,Jack Conway,Only Rand Paul,,,An insider who knows how to get things done,Jack Conway is not,Rand Paul is,State questionnaire,Rural,Small Cities/Rural,5.0,1.0,South,Version 3,Extremely Low Density Rural,Rural,Rural,Very downscale
898679.0,Kentucky,14.0,Call 3,Complete,Election day exit poll,1.0134608745575,Jack Conway,Female,White,18-24,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,,,,,,,,,,"Satisfied, but not enthusiastic",,,It will not make much difference to you,,,,Somewhat approve,,Can bring needed change,,Neutral,,,Generally going in the right direction,,Didn't vote,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Positive,,,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,Neutral,,,,,Yes,,Non-Tea Party supporters and Democrats,Jack Conway,Neither of them,,,An outisder who wants to shake things up,Jack Conway is not,Rand Paul is not,State questionnaire,Suburbs,Suburbs,4.0,2.0,South,Version 3,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
899685.0,Kentucky,105.0,Call 3,Complete,Election day exit poll,0.861334443092346,Jack Conway,Male,White,50-59,Democrat,Liberal,"$30,000-$49,999",No high school diploma,No,,,,,,,,,,"Dissatisfied, but not angry",,,You will be worse off,,,,Somewhat disapprove,,Has the right experience,,Neutral,,,Seriously off on the wrong track,,Didn't vote,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Negative,,,Disapprove,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,,Neutral,,,,,Yes,,Non-Tea Party supporters and Democrats,Would not have voted,Only Jack Conway,,,An insider who knows how to get things done,Jack Conway is,Rand Paul is not,State questionnaire,Rural,Small Cities/Rural,2.0,2.0,South,Version 3,Extremely Low Density Rural,Rural,Rural,Downscale
897273.0,Kentucky,37.0,Call 3,Complete,Election day exit poll,1.72778129577637,Jack Conway,Male,Black,18-24,Democrat,Conservative,"$30,000-$49,999",High school graduate,No,,,,,,,,,,Enthusiastic,,,It will not make much difference to you,,,,Strongly approve,,Understands the needs of people like me,,Neutral,,,Generally going in the right direction,,Didn't vote,Black male,Black men,18-29,18-29,18-44,18-29,18-24,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,Positive,,,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,Neutral,,,,,No,,Non-Tea Party supporters and Democrats,Jack Conway,Neither of them,,,An insider who knows how to get things done,Jack Conway is not,Rand Paul is not,State questionnaire,Rural,Small Cities/Rural,5.0,1.0,South,Version 3,Low Density Rural,Rural,Rural,Downscale
867694.0,Kentucky,63.0,Call 1,Complete,Election day exit poll,0.803064584732056,Jack Conway,Female,Other,18-24,Democrat,Conservative,"Under $30,000",No high school diploma,No,,,,,,,,,,"Satisfied, but not enthusiastic",,,You will be better off,,,,Strongly approve,,Can bring needed change,,Neutral,,,Generally going in the right direction,,Didn't vote,Non black female,All other races,18-29,18-29,18-44,18-29,18-24,Other,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,Positive,,,Approve,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Other,,Neutral,,,,,No,,Non-Tea Party supporters and Democrats,Jack Conway,Omit,,,An insider who knows how to get things done,Omit,Omit,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,3.0,South,Version 3,High Density Urban,Urban,Urban Core,Very downscale
