ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,GOVTX10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,CHILD,DESCRIBG10,FAVDEM2,FAVREP2,FAVPALIN2,FAVROMN2,FINSIT2,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,STIMULUS,TEAPARTY,TIMEGOV10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,TIMEGOVMTH,TIMEGOVWK,WHNCLINC,WHTEVANG,XTEAPARTYID,FAVBUSH,IMMDEPORT,IMMLAW,LATINOS,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
897100.0,Texas,115.0,Call 2,Complete,Election day exit poll,0.627689480781555,Bill White,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Yes,Yes,,Favorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,Yes,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
897208.0,Texas,115.0,Call 2,Complete,Election day exit poll,0.499407857656479,Rick Perry,Female,White,40-44,Democrat,Moderate,,High school graduate,No,Yes,No,,Favorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,Women without children,,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
866229.0,Texas,50089.0,,Complete,Telephone survey,1.35404908657074,Bill White,Male,,65 or over,Democrat,Liberal,"Under $30,000",,,No,No,,Favorable,Favorable,,,,,,,,,,,,,,,,,65+,60+,45+,60+,65+,,,,,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,,Men without children,,,,,Democrat,Democratic Men,,Liberal Democrats,,,,,,,All others,,,,,,National questionnaire,,"Cities 10,000-50,000",Small Cities/Rural,15.0,6.0,South,Version 4,Suburb,Rural,Rural,Very downscale,78577.0
896890.0,Texas,19.0,Call 2,Not complete,Election day exit poll,1.05328822135925,Rick Perry,Female,Hispanic,25-29,,,,College graduate,Yes,,,,Unfavorable,Favorable,,,Worse,,,,,,,,,,Before that,,Non black female,Latino women,18-29,18-29,18-44,18-29,25-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,,,,,,White,,,Before that,In the last month or earlier,,,,,,,Yes,State questionnaire,English,Rural,Small Cities/Rural,14.0,4.0,South,Version 2,Low Density Rural,Rural,Rural,Downscale,77979.0
877975.0,Texas,115.0,Call 1,Complete,Election day exit poll,0.58479630947113,Rick Perry,Male,White,45-49,Republican,,,,No,,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,,,,,,,,,Men without children,,,,,Republican,Republican Men,White Republicans,,White,,,,,,All others,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
897260.0,Texas,115.0,Call 2,Complete,Election day exit poll,0.527388632297516,Bill White,Female,White,50-59,Republican,Moderate,"$100,000-$199,999",Postgraduate study,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,,No,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
879493.0,Texas,115.0,Call 1,Complete,Election day exit poll,0.594387173652649,Rick Perry,Female,White,65 or over,Independent,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,Yes,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
879492.0,Texas,115.0,Call 1,Complete,Election day exit poll,0.594387173652649,Rick Perry,Female,White,65 or over,Independent,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,Yes,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
913219.0,Texas,115.0,Call 3,Complete,Election day exit poll,0.58479630947113,Rick Perry,Male,White,40-44,Independent,Liberal,"$50,000-$74,999",Some college/assoc. degree,No,Yes,Yes,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,No,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
913110.0,Texas,115.0,Call 3,Complete,Election day exit poll,0.58479630947113,Rick Perry,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",College graduate,No,Yes,Yes,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,No,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
913022.0,Texas,115.0,Call 3,Complete,Election day exit poll,0.58479630947113,Rick Perry,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,No,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
897329.0,Texas,115.0,Call 2,Complete,Election day exit poll,0.58479630947113,Rick Perry,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,Yes,Yes,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Dads - Men with children,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,No,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
879416.0,Texas,115.0,Call 1,Complete,Election day exit poll,0.58479630947113,Rick Perry,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,No,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
896778.0,Texas,115.0,Call 2,Complete,Election day exit poll,0.499407857656479,Rick Perry,Female,White,40-44,Republican,Conservative,"$100,000-$199,999",College graduate,No,Yes,Yes,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,No,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
866230.0,Texas,50064.0,,Complete,Telephone survey,1.24643170833588,Rick Perry,Female,White,60-64,Independent,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,No,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,11.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76844.0
896678.0,Texas,77.0,Call 2,Complete,Election day exit poll,1.55273497104645,Rick Perry,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,No,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,13.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Very downscale,79553.0
896677.0,Texas,77.0,Call 2,Complete,Election day exit poll,1.55273497104645,Rick Perry,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,No,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,13.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Very downscale,79553.0
897433.0,Texas,115.0,Call 2,Complete,Election day exit poll,0.594387173652649,Rick Perry,Female,White,65 or over,Independent,Conservative,"Under $30,000",Some college/assoc. degree,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,Yes,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
878357.0,Texas,77.0,Call 1,Complete,Election day exit poll,1.57820045948029,Rick Perry,Female,White,65 or over,Republican,Moderate,,Postgraduate study,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Women without children,,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,,,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,13.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Very downscale,79553.0
896973.0,Texas,115.0,Call 2,Complete,Election day exit poll,0.696015119552612,Rick Perry,Male,White,60-64,Republican,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,No,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
878083.0,Texas,115.0,Call 1,Complete,Election day exit poll,0.594387173652649,Rick Perry,Female,White,65 or over,Independent,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,,,,,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,,,,,Yes,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
896902.0,Texas,115.0,Call 2,Complete,Election day exit poll,0.499407857656479,Rick Perry,Female,White,40-44,Republican,Conservative,,College graduate,No,Yes,Yes,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Moms - Women with children,,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
866246.0,Texas,50076.0,,Complete,Telephone survey,0.346231013536453,Rick Perry,Female,White,65 or over,Republican,Conservative,,College graduate,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,Women without children,,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,13.0,5.0,South,Version 4,Low Density Rural,Rural,Rural,Downscale,79007.0
866241.0,Texas,50137.0,,Complete,Telephone survey,1.66301298141479,Rick Perry,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,No,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,23.0,6.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,79735.0
866234.0,Texas,50076.0,,Complete,Telephone survey,1.22596490383148,Rick Perry,Female,White,45-49,Republican,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,,No,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,13.0,5.0,South,Version 4,Low Density Rural,Rural,Rural,Very downscale,76067.0
866197.0,Texas,50112.0,,Complete,Telephone survey,1.24643170833588,Rick Perry,Female,White,65 or over,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,Yes,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,79323.0
866203.0,Texas,50064.0,,Complete,Telephone survey,1.26359474658966,Rick Perry,Male,White,65 or over,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Yes,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,Yes,White Born-again/Evangelical Christians,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,11.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Very downscale,78639.0
913500.0,Texas,115.0,Call 3,Complete,Election day exit poll,0.499407857656479,Rick Perry,Female,Other,45-49,Republican,Conservative,"$50,000-$74,999",College graduate,No,No,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,All other races,45-65,30-59,45+,45-59,40-49,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Women without children,,,,,Republican,Republican Women,All others,Conservative Republicans,American Indian,,,,,No,All others,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
913405.0,Texas,115.0,Call 3,Complete,Election day exit poll,0.696015119552612,Rick Perry,Male,White,65 or over,Republican,Conservative,"$50,000-$74,999",No high school diploma,No,No,No,,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,No,All others,,,,,No,National questionnaire,English,Rural,Small Cities/Rural,19.0,5.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,76450.0
