ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENDE10,HOUDE10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,DESCRIBS10,FAVDEM2,FAVREP2,FAVPALIN2,FAVROMN2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,QUALSEN10,TEAPARTY,TEAREAS,UNFAIRDE10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,UNFAIRCOONS,UNFAIRODON,WHNCLINC,XTEAPARTYID,CASTCOONS,FAVBIDEN2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
870326.0,Delaware,43.0,Call 1,Complete,Election day exit poll,0.719122231006622,Christopher Coons,John Carney,Male,White,40-44,Democrat,Conservative,"$30,000-$49,999",No high school diploma,No,,,,,,,,,Government should do more to solve problems,,The war in Afghanistan,Somewhat worried,Somewhat approve,,Neutral,,,Obama,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Neutral,,,Yes,Non-Tea Party supporters and Democrats,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
870966.0,Delaware,43.0,Call 1,Complete,Election day exit poll,0.720610797405243,Christopher Coons,John Carney,Female,Black,60-64,Democrat,Moderate,"$75,000-$99,999",College graduate,No,,,,,,About the same,,Enthusiastic,,,The economy,,,,,,,,Black female,Black women,45-65,60+,45+,60+,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Positive,The economy,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,No,,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
870965.0,Delaware,43.0,Call 1,Complete,Election day exit poll,0.720610797405243,Christopher Coons,John Carney,Female,Black,60-64,Democrat,Moderate,"$75,000-$99,999",College graduate,No,,,,,,About the same,,Enthusiastic,,,The economy,,,,,,,,Black female,Black women,45-65,60+,45+,60+,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,Positive,The economy,,,Democrat,Democratic Women,Non White Democrats,Moderate/Conservative Democrats,Black,,,,No,,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 2,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
870053.0,Delaware,43.0,Call 1,Complete,Election day exit poll,0.723173677921295,Christopher Coons,John Carney,Female,White,60-64,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,,,,,,,,,Government should do more to solve problems,,Health care,Somewhat worried,Somewhat disapprove,,Strongly oppose,,,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Disapprove,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Oppose,,,Yes,Non-Tea Party supporters and Democrats,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
870544.0,Delaware,43.0,Call 1,Complete,Election day exit poll,0.723173677921295,Christopher Coons,John Carney,Female,White,60-64,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,,,,,Government should do more to solve problems,,The war in Afghanistan,Somewhat worried,Somewhat approve,,Strongly oppose,,,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,Something else,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,No,Non-Tea Party supporters and Democrats,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
870082.0,Delaware,43.0,Call 1,Not complete,Election day exit poll,0.811749517917633,Christopher Coons,John Carney,Male,White,65 or over,,,,,No,,,,,,,,,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,,,,,,,,,,,,,,,,,White,,,,,,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
869688.0,Delaware,43.0,Call 1,Complete,Election day exit poll,0.811749517917633,Christopher Coons,John Carney,Male,White,60-64,Democrat,Moderate,"$200,000 or more",College graduate,No,,,,,,,,,Government should do more to solve problems,,The economy,Not too worried,Strongly approve,,Strongly oppose,,,Obama,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Not worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Oppose,,,No,Non-Tea Party supporters and Democrats,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
870431.0,Delaware,43.0,Call 1,Not complete,Election day exit poll,0.811749517917633,Christopher Coons,John Carney,Male,White,65 or over,,,,,No,,,,,,,,,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,,,,,,,,,,,,,,,,,White,,,,,,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
870181.0,Delaware,43.0,Call 1,Complete,Election day exit poll,0.811749517917633,Christopher Coons,John Carney,Male,White,65 or over,Democrat,Liberal,"$100,000-$199,999",College graduate,No,,,,,,,,,Government should do more to solve problems,,The economy,Very worried,Strongly approve,,Strongly oppose,,,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Oppose,,,No,Non-Tea Party supporters and Democrats,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
870484.0,Delaware,43.0,Call 1,Complete,Election day exit poll,0.811749517917633,Christopher Coons,John Carney,Male,White,65 or over,Independent,Moderate,,College graduate,No,,,,,,,,,Omit,,The economy,Somewhat worried,Somewhat approve,,Somewhat support,,,Obama,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Support,,,,Tea Party supporters,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
870369.0,Delaware,43.0,Call 1,Complete,Election day exit poll,0.824859380722046,Christopher Coons,Glen Urquhart,Female,White,65 or over,Republican,Moderate,"Under $30,000",Postgraduate study,No,,,,,,,,,Government is doing too many things better left to businesses and individuals,,The economy,Very worried,Strongly disapprove,,Somewhat oppose,,,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Oppose,,,No,Non-Tea Party supporters and Republicans,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
869870.0,Delaware,43.0,Call 1,Not complete,Election day exit poll,0.968136489391327,Christine O'Donnell,,Male,White,65 or over,,,,,No,,,,,,,,,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,,,,,,,,,,,,,,,,,White,,,,,,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
870635.0,Delaware,43.0,Call 1,Not complete,Election day exit poll,1.01262474060059,Christine O'Donnell,Glen Urquhart,Female,White,65 or over,,,,,No,,,,,,,,,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,,,,,,,,,,,,,,,,,White,,,,,,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
870400.0,Delaware,43.0,Call 1,Not complete,Election day exit poll,1.13665306568146,Christine O'Donnell,Glen Urquhart,Male,White,60-64,,,,,No,,,,,,,,,,,,,,,,,,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,,,,,,,,,,,,,,,,,White,,,,,,,,National questionnaire,Suburbs,Suburbs,1.0,1.0,East,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,19720.0
871092.0,Delaware,4.0,Call 1,Complete,Election day exit poll,0.281055629253387,Christopher Coons,John Carney,Female,Hispanic,50-59,Democrat,Liberal,,Some college/assoc. degree,Yes,I strongly favor my candidate,Favorable,Unfavorable,Unfavorable,Unfavorable,Worse,To express support for Barack Obama,"Satisfied, but not enthusiastic",,,,,,,,The Tea Party movement was not a factor,Only Christine O'Donnell,Obama,Non black female,Latino women,45-65,30-59,45+,45-59,50-64,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,,,Christopher Coons did not,Christine O'Donnell did,,,,Favorable,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0
872806.0,Delaware,4.0,Call 1,Complete,Election day exit poll,0.303716033697128,Christopher Coons,John Carney,Female,Black,40-44,Independent,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,,,,,,,,,Government should do more to solve problems,Expand it,Health care,Somewhat worried,Strongly approve,Is not too extreme,Strongly oppose,,,,Black female,Black women,30-44,30-59,18-44,30-44,40-49,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and non white,,Something else,Worried,Approve,Independent/Something else,Independent Women,All others,Independents/Something else,Black,Oppose,,,No,Non-Tea Party supporters and Independents/Something else,Christopher Coons,,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0
873576.0,Delaware,4.0,Call 1,Complete,Election day exit poll,0.30479621887207,Christopher Coons,John Carney,Female,White,30-39,Democrat,Moderate,,Postgraduate study,No,I dislike the other candidate,Favorable,Unfavorable,Unfavorable,Unfavorable,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,,Against the Tea Party movement,Only Christine O'Donnell,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,Christopher Coons did not,Christine O'Donnell did,,,,Favorable,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0
873574.0,Delaware,4.0,Call 1,Complete,Election day exit poll,0.30479621887207,Christopher Coons,John Carney,Female,White,30-39,Democrat,Moderate,,Postgraduate study,No,I dislike the other candidate,Favorable,Unfavorable,Unfavorable,Unfavorable,About the same,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,,Against the Tea Party movement,Only Christine O'Donnell,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,Christopher Coons did not,Christine O'Donnell did,,,,Favorable,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0
871911.0,Delaware,4.0,Call 1,Complete,Election day exit poll,0.30479621887207,Christopher Coons,John Carney,Female,White,40-44,Independent,Liberal,"$30,000-$49,999",College graduate,No,,,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Very worried,Strongly approve,Has the right experience,Strongly oppose,,,,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Oppose,,,No,Non-Tea Party supporters and Independents/Something else,Christopher Coons,,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0
871685.0,Delaware,4.0,Call 1,Complete,Election day exit poll,0.30479621887207,Christopher Coons,John Carney,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",College graduate,No,,,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Somewhat worried,Somewhat approve,Has the right experience,Neutral,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,,,No,Non-Tea Party supporters and Democrats,Mike Castle,,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0
871654.0,Delaware,4.0,Call 1,Complete,Election day exit poll,0.30479621887207,Christopher Coons,John Carney,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",College graduate,No,,,,,,,,,Government should do more to solve problems,Leave it as is,The economy,Somewhat worried,Somewhat approve,Has the right experience,Neutral,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,,,No,Non-Tea Party supporters and Democrats,Mike Castle,,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0
872287.0,Delaware,4.0,Call 1,Complete,Election day exit poll,0.324774622917175,Christopher Coons,John Carney,Female,Asian,25-29,Democrat,Liberal,,College graduate,No,I strongly favor my candidate,Favorable,Unfavorable,Unfavorable,Unfavorable,Better,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,,Against the Tea Party movement,Only Christine O'Donnell,Obama,Non black female,All other races,18-29,18-29,18-44,18-29,25-29,Other,College graduate,More than High school graduate,Non white college degree,,,,,,Positive,,,,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Asian,,Christopher Coons did not,Christine O'Donnell did,,,,Favorable,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0
871801.0,Delaware,4.0,Call 1,Complete,Election day exit poll,0.34091579914093,Christopher Coons,John Carney,Male,Black,40-44,Democrat,Conservative,,Some college/assoc. degree,No,I strongly favor my candidate,Favorable,Unfavorable,Unfavorable,Unfavorable,Worse,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,,Against the Tea Party movement,Both of them,Obama,Black male,Black men,30-44,30-59,18-44,30-44,40-49,Black 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,,Negative,,,,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,,Christopher Coons did,Christine O'Donnell did,,,,Favorable,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0
872970.0,Delaware,4.0,Call 1,Complete,Election day exit poll,0.342128276824951,Christopher Coons,John Carney,Male,White,40-44,Republican,Moderate,,Postgraduate study,No,I strongly favor my candidate,Favorable,Favorable,Unfavorable,Favorable,Worse,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,,The Tea Party movement was not a factor,Neither of them,Obama,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Positive,,,,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,,Christopher Coons did not,Christine O'Donnell did not,,,,Favorable,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0
872568.0,Delaware,4.0,Call 1,Complete,Election day exit poll,0.342128276824951,Christopher Coons,John Carney,Male,White,45-49,Independent,Moderate,"$100,000-$199,999",College graduate,No,,,,,,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat disapprove,Has the right experience,Neutral,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,,,No,Non-Tea Party supporters and Independents/Something else,Mike Castle,,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0
872530.0,Delaware,4.0,Call 1,Complete,Election day exit poll,0.342128276824951,Christopher Coons,John Carney,Male,White,45-49,Independent,Moderate,"$100,000-$199,999",College graduate,No,,,,,,,,,Government should do more to solve problems,Expand it,The economy,Somewhat worried,Somewhat disapprove,Has the right experience,Neutral,,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,,,No,Non-Tea Party supporters and Independents/Something else,Mike Castle,,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0
872453.0,Delaware,4.0,Call 1,Complete,Election day exit poll,0.342128276824951,Christopher Coons,John Carney,Male,White,50-59,Democrat,Moderate,,Some college/assoc. degree,,I like my candidate but with reservations,Favorable,Unfavorable,Unfavorable,Unfavorable,Better,Barack Obama was not a factor,"Satisfied, but not enthusiastic",,,,,,,,Against the Tea Party movement,Only Christine O'Donnell,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,Positive,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,Christopher Coons did not,Christine O'Donnell did,,,,Favorable,State questionnaire,Suburbs,Suburbs,1.0,2.0,East,Version 2,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0
