ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENAR10,GOVAR10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,CHILD,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,NECWORRY,OBAMA4,PRIORITY,STIMULUS,TEAPARTY,TIMESEN10,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,WHTEVANG,XTEAPARTYID,FAVBCLIN,LINCLIB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
913035.0,Arkansas,76.0,Call 3,Not complete,Election day exit poll,0.625919699668884,Blanche Lincoln,Mike Beebe,Male,White,45-49,,,,Some college/assoc. degree,No,,No,,,,,,,Government should do more to solve problems,,,,,,,,Before that,,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,Men without children,,,,,,,,,White,,,Before that,In the last month or earlier,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,72472.0
911770.0,Arkansas,38.0,Call 3,Not complete,Election day exit poll,0.516004323959351,Blanche Lincoln,Mike Beebe,Female,Black,65 or over,,,,Some college/assoc. degree,No,,No,,,,,,,Government is doing too many things better left to businesses and individuals,,,,,,,,In the last week,,,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,No college degree,More than High school graduate,Non white no college degree,,,,,,Women without children,,,,,,,,,Black,,,In the last month,In the last week,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,71638.0
911448.0,Arkansas,38.0,Call 3,Not complete,Election day exit poll,0.41241854429245,Blanche Lincoln,Mike Beebe,Male,Black,30-39,,,,Some college/assoc. degree,No,,No,,,,,,,Omit,,,,,,,,Before that,,,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,No college degree,More than High school graduate,Non white no college degree,,,,,,Men without children,,,,,,,,,Black,,,Before that,In the last month or earlier,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,71638.0
877158.0,Arkansas,38.0,Call 1,Not complete,Election day exit poll,0.409092128276825,Blanche Lincoln,Mike Beebe,Female,Black,50-59,,,,High school graduate,No,,No,,,,,,,Government should do more to solve problems,,,,,,,,In the last week,,,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,No college degree,High school graduate or less,Non white no college degree,,,,,,Women without children,,,,,,,,,Black,,,In the last month,In the last week,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,1.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,71638.0
877071.0,Arkansas,76.0,Call 1,Not complete,Election day exit poll,0.625919699668884,Blanche Lincoln,Mike Beebe,Male,White,50-59,,,,College graduate,No,,No,,,,,,,Government should do more to solve problems,,,,,,,,In the last month,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Men without children,,,,,,,,,White,,,In the last month,In the last month or earlier,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,1.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,72472.0
895798.0,Arkansas,20.0,Call 2,Not complete,Election day exit poll,0.628852009773254,Blanche Lincoln,Mike Beebe,Female,White,65 or over,,,,,No,,No,,,,,,,Government should do more to solve problems,,,,,,,,Before that,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,,,,,,,,,Women without children,,,,,,,,,White,,,Before that,In the last month or earlier,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,72543.0
877438.0,Arkansas,21.0,Call 1,Not complete,Election day exit poll,0.562182366847992,Blanche Lincoln,Jim Keet,Female,White,50-59,,,,High school graduate,No,,No,,,,,,,Government is doing too many things better left to businesses and individuals,,,,,,,,In the last three days,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Women without children,,,,,,,,,White,,,In the last month,In the last week,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,South,Version 1,Extremely Low Density Rural,Rural,Rural,Very downscale,72067.0
896278.0,Arkansas,10.0,Call 2,Not complete,Election day exit poll,1.20936012268066,Other,,Male,White,50-59,,,,Some college/assoc. degree,No,,No,,,,,,,Government is doing too many things better left to businesses and individuals,,,,,,,,Before that,,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,Men without children,,,,,,,,,White,,,Before that,In the last month or earlier,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,South,Version 1,Low Density Rural,Rural,Rural,Very upscale,72756.0
910891.0,Arkansas,74.0,Call 3,Complete,Election day exit poll,1.59507071971893,John Boozman,Jim Keet,Male,White,60-64,Independent,,"$50,000-$74,999",High school graduate,No,No,No,,Unfavorable,Omit,,,,,,,,,,,,,Yes,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,No,All others,,,,National questionnaire,Rural,Small Cities/Rural,3.0,4.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,72641.0
878314.0,Arkansas,21.0,Call 1,Not complete,Election day exit poll,0.524154722690582,John Boozman,Mike Beebe,Female,White,50-59,,,,Some college/assoc. degree,No,,,I strongly favor my candidate,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,72067.0
877429.0,Arkansas,76.0,Call 1,Not complete,Election day exit poll,1.29908740520477,John Boozman,Mike Beebe,Male,White,65 or over,,,,High school graduate,,,,I strongly favor my candidate,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,72472.0
877018.0,Arkansas,46.0,Call 1,Not complete,Election day exit poll,0.801536202430725,John Boozman,Mike Beebe,Male,White,65 or over,,,,Postgraduate study,No,,,I like my candidate but with reservations,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,,White,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 2,Low Density Rural,Rural,Rural,Very upscale,71909.0
877111.0,Arkansas,77.0,Call 1,Not complete,Election day exit poll,0.639343440532684,John Boozman,Mike Beebe,Female,White,50-59,,,,Some college/assoc. degree,No,,,Omit,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale,71953.0
896236.0,Arkansas,20.0,Call 2,Not complete,Election day exit poll,0.670382261276245,John Boozman,Jim Keet,Male,White,65 or over,,,,,No,,,I like my candidate but with reservations,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,,,,,,,,,,,,,,,,,,White,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,South,Version 2,Low Density Rural,Rural,Rural,Downscale,72543.0
876711.0,Arkansas,77.0,Call 1,Not complete,Election day exit poll,0.663096249103546,Other,Mike Beebe,Female,White,65 or over,,,,High school graduate,,,,Omit,Unfavorable,Favorable,,,,,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Downscale,71953.0
894289.0,Arkansas,74.0,Call 2,Complete,Election day exit poll,1.78338980674744,John Boozman,Mike Beebe,Female,White,65 or over,Republican,Conservative,"$50,000-$74,999",High school graduate,No,No,No,,Unfavorable,Favorable,,,,,,,,,,,,,No,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,No,All others,,,,National questionnaire,Rural,Small Cities/Rural,3.0,4.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,72641.0
894245.0,Arkansas,74.0,Call 2,Complete,Election day exit poll,1.26458418369293,John Boozman,Jim Keet,Male,White,30-39,Republican,,"$30,000-$49,999",High school graduate,No,No,No,,Unfavorable,Favorable,,,,,,,,,,,,,No,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,,,,,Republican,Republican Men,White Republicans,,White,,,,,Yes,All others,,,,National questionnaire,Rural,Small Cities/Rural,3.0,4.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,72641.0
896614.0,Arkansas,76.0,Call 2,Not complete,Election day exit poll,0.751219689846039,Blanche Lincoln,Mike Beebe,Female,Black,65 or over,,,,High school graduate,No,,,Omit,Omit,Favorable,,,,,,,,,,,,,,,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,,,,,,,Black,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,72472.0
896615.0,Arkansas,76.0,Call 2,Not complete,Election day exit poll,0.751219689846039,Blanche Lincoln,Mike Beebe,Female,Black,65 or over,,,,High school graduate,No,,,Omit,Omit,Favorable,,,,,,,,,,,,,,,Black female,Black women,65+,60+,45+,60+,65+,Black 65+,No college degree,High school graduate or less,Non white no college degree,,,,,,,,,,,,,,,Black,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,72472.0
909400.0,Arkansas,46.0,Call 3,Not complete,Election day exit poll,0.41222956776619,Blanche Lincoln,Mike Beebe,Female,White,30-39,,,,College graduate,No,,,I like my candidate but with reservations,Favorable,Unfavorable,,,,,,,,,,,,,,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,,,,,,,,,,White,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,5.0,South,Version 2,Low Density Rural,Rural,Rural,Very upscale,71909.0
878677.0,Arkansas,21.0,Call 1,Not complete,Election day exit poll,0.527885615825653,Blanche Lincoln,Mike Beebe,Female,White,50-59,,,,Some college/assoc. degree,No,,,I strongly favor my candidate,Favorable,Unfavorable,,,,,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,72067.0
878675.0,Arkansas,21.0,Call 1,Not complete,Election day exit poll,0.527885615825653,Blanche Lincoln,Mike Beebe,Female,White,50-59,,,,Some college/assoc. degree,No,,,I strongly favor my candidate,Favorable,Unfavorable,,,,,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,2.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,72067.0
911973.0,Arkansas,38.0,Call 3,Not complete,Election day exit poll,0.409092128276825,Blanche Lincoln,Mike Beebe,Female,Black,50-59,,,,College graduate,No,,,I strongly favor my candidate,Favorable,Unfavorable,,,,,,,,,,,,,,,Black female,Black women,45-65,30-59,45+,45-59,50-64,Black 45-54,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,,,,,,Black,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,1.0,South,Version 2,Extremely Low Density Rural,Rural,Rural,Very downscale,71638.0
896580.0,Arkansas,76.0,Call 2,Not complete,Election day exit poll,0.620871305465698,Blanche Lincoln,Mike Beebe,Female,White,45-49,,,,High school graduate,No,,,I like my candidate but with reservations,Favorable,Unfavorable,,,,,,,,,,,,,,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,72472.0
896463.0,Arkansas,76.0,Call 2,Not complete,Election day exit poll,0.783129870891571,Blanche Lincoln,Mike Beebe,Female,White,65 or over,,,,No high school diploma,No,,,I strongly favor my candidate,Favorable,Unfavorable,,,,,,,,,,,,,,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,,,,,White,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,1.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,72472.0
875294.0,Arkansas,74.0,Call 1,Complete,Election day exit poll,1.41501724720001,Blanche Lincoln,Mike Beebe,Male,White,30-39,Democrat,Moderate,"Under $30,000",High school graduate,No,Yes,Yes,,Favorable,Unfavorable,,,,,,,,,,,,,No,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Dads - Men with children,,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,Yes,White Born-again/Evangelical Christians,,,,National questionnaire,Rural,Small Cities/Rural,3.0,4.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,72641.0
910629.0,Arkansas,74.0,Call 3,Complete,Election day exit poll,1.41501724720001,Blanche Lincoln,Mike Beebe,Male,White,40-44,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Yes,Yes,,Favorable,Unfavorable,,,,,,,,,,,,,No,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Dads - Men with children,,,,,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,,,,,Yes,White Born-again/Evangelical Christians,,,,National questionnaire,Rural,Small Cities/Rural,3.0,4.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,72641.0
878166.0,Arkansas,10.0,Call 1,Not complete,Election day exit poll,0.659252285957336,John Boozman,Jim Keet,Female,Other,60-64,,,,College graduate,No,,,I strongly favor my candidate,Unfavorable,Unfavorable,,,,,,,,,,,,,,,Non black female,All other races,45-65,60+,45+,60+,50-64,Other,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,,,,,,American Indian,,,,,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,South,Version 2,Low Density Rural,Rural,Rural,Very upscale,72756.0
877800.0,Arkansas,10.0,Call 1,Not complete,Election day exit poll,1.02178180217743,Other,Mike Beebe,Male,Black,30-39,,,,College graduate,No,,,I like my candidate but with reservations,Unfavorable,Unfavorable,,,,,,,,,,,,,,,Black male,Black men,30-44,30-59,18-44,30-44,30-39,Black 30-44,College graduate,More than High school graduate,Non white college degree,,,,,,,,,,,,,,,Black,,,,,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,South,Version 2,Low Density Rural,Rural,Rural,Very upscale,72756.0
877609.0,Arkansas,10.0,Call 1,Not complete,Election day exit poll,0.945021331310272,Other,Jim Keet,Male,White,30-39,,,,,No,,,I like my candidate but with reservations,Unfavorable,Unfavorable,,,,,,,,,,,,,,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,,,,,,,,,,,,,,,,,,White,,,,,,,,,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,South,Version 2,Low Density Rural,Rural,Rural,Very upscale,72756.0
865912.0,Arkansas,50013.0,,Complete,Telephone survey,2.6454861164093,John Boozman,Mike Beebe,Female,White,50-59,Republican,Conservative,,College graduate,,Yes,No,,Unfavorable,Unfavorable,,,,,,,,,,,,,No,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Women without children,,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,,White Born-again/Evangelical Christians,,,,National questionnaire,"Cities 10,000-50,000",Small Cities/Rural,3.0,4.0,South,Version 4,Suburb,Rural,Rural,Upscale,72764.0
894200.0,Arkansas,74.0,Call 2,Complete,Election day exit poll,1.40360426902771,Blanche Lincoln,Mike Beebe,Female,White,30-39,Democrat,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,No,No,,Unfavorable,Unfavorable,,,,,,,,,,,,,No,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,,,,,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,,,,,No,All others,,,,National questionnaire,Rural,Small Cities/Rural,3.0,4.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,72641.0
910791.0,Arkansas,74.0,Call 3,Complete,Election day exit poll,1.59507071971893,John Boozman,Jim Keet,Male,White,60-64,Independent,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,No,No,,Unfavorable,Unfavorable,,,,,,,,,,,,,Yes,,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,No,All others,,,,National questionnaire,Rural,Small Cities/Rural,3.0,4.0,South,Version 4,Extremely Low Density Rural,Rural,Rural,Downscale,72641.0
