ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENCT10,GOVCT10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,CHILD,GOVTDO10,NECWORRY,OBAMA4,TEAPARTY,TIMESEN10,UNFAIRCT10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,PARENTS,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARENTS,TEAPARTY3,TIMESENMTH10,TIMESENWK10,UNFAIRBLUM,UNFAIRMCMA,WHNCLINC,XTEAPARTYID,BLUMHONEST,MCMAWREST,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4
867904.0,Connecticut,26.0,Call 1,Complete,Election day exit poll,1.04553472995758,Linda McMahon,Tom Foley,Female,White,65 or over,Independent,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,No,Government is doing too many things better left to businesses and individuals,Very worried,Strongly disapprove,Somewhat support,Before that,Both of them,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Women without children,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Support,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,Yes,Tea Party supporters,No,Did not affect your vote,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
867974.0,Connecticut,26.0,Call 1,Complete,Election day exit poll,1.04553472995758,Linda McMahon,Tom Foley,Female,White,65 or over,Independent,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Yes,Government is doing too many things better left to businesses and individuals,Very worried,Strongly disapprove,Somewhat support,Before that,Both of them,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Moms - Women with children,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Tea Party supporters and Moms,Support,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,Yes,Tea Party supporters,No,Did not affect your vote,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
868076.0,Connecticut,26.0,Call 1,Complete,Election day exit poll,1.05104637145996,Linda McMahon,Tom Foley,Female,White,45-49,Independent,Moderate,"$100,000-$199,999",College graduate,No,Yes,Government is doing too many things better left to businesses and individuals,Somewhat worried,Somewhat approve,Neutral,Before that,Both of them,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Non-Tea Party supporters and Moms,Neutral,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Independents/Something else,Yes,Did not affect your vote,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
868184.0,Connecticut,26.0,Call 1,Complete,Election day exit poll,0.952090322971344,Linda McMahon,Dan Malloy,Female,White,60-64,Republican,Liberal,"$100,000-$199,999",Postgraduate study,No,No,Government is doing too many things better left to businesses and individuals,Somewhat worried,Somewhat approve,Strongly oppose,In the last three days,Both of them,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,Worried,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Oppose,In the last month,In the last week,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Republicans,No,Less likely to vote for her,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
868415.0,Connecticut,26.0,Call 1,Complete,Election day exit poll,1.03669655323029,Richard Blumenthal,Dan Malloy,Female,White,45-49,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,Yes,Government should do more to solve problems,Very worried,Strongly approve,Strongly oppose,Before that,Neither of them,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Non-Tea Party supporters and Moms,Oppose,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did not,No,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
868573.0,Connecticut,26.0,Call 1,Complete,Election day exit poll,1.04553472995758,Linda McMahon,Tom Foley,Female,White,60-64,Republican,Moderate,,Some college/assoc. degree,No,No,Government is doing too many things better left to businesses and individuals,Somewhat worried,Somewhat disapprove,Strongly support,Before that,Neither of them,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,Women without children,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Support,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did not,,Tea Party supporters,No,Did not affect your vote,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
868575.0,Connecticut,26.0,Call 1,Complete,Election day exit poll,1.04553472995758,Linda McMahon,Tom Foley,Female,White,60-64,Republican,Moderate,,Some college/assoc. degree,No,No,Government is doing too many things better left to businesses and individuals,Somewhat worried,Somewhat disapprove,Strongly support,Before that,Neither of them,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,,Women without children,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Do not have children,Support,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did not,,Tea Party supporters,No,Did not affect your vote,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
883422.0,Connecticut,26.0,Call 2,Complete,Election day exit poll,1.02888941764832,Linda McMahon,Tom Foley,Male,White,65 or over,Independent,Conservative,"$100,000-$199,999",Postgraduate study,No,No,Government is doing too many things better left to businesses and individuals,Very worried,Strongly disapprove,Strongly support,Before that,Only Richard Blumenthal,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Support,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did not,No,Tea Party supporters,No,More likely to vote for her,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
883506.0,Connecticut,26.0,Call 2,Complete,Election day exit poll,0.923556387424469,Other,Dan Malloy,Female,White,65 or over,Independent,Conservative,"Under $30,000",High school graduate,No,No,Government is doing too many things better left to businesses and individuals,Somewhat worried,Strongly approve,Somewhat support,In the last three days,Both of them,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Women without children,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Support,In the last month,In the last week,Richard Blumenthal did,Linda McMahon did,Yes,Tea Party supporters,Yes,Did not affect your vote,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
883580.0,Connecticut,26.0,Call 2,Complete,Election day exit poll,1.03431332111359,Linda McMahon,Tom Foley,Male,White,45-49,Independent,Moderate,"$100,000-$199,999",College graduate,No,Yes,Government is doing too many things better left to businesses and individuals,Somewhat worried,Somewhat approve,Somewhat support,In the last month,Both of them,McCain,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Dads - Men with children,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Tea Party supporters and Dads,Support,In the last month,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Tea Party supporters,Yes,More likely to vote for her,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
883656.0,Connecticut,26.0,Call 2,Complete,Election day exit poll,1.03126013278961,Richard Blumenthal,Dan Malloy,Female,White,65 or over,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,No,Government should do more to solve problems,Not too worried,Somewhat approve,Strongly oppose,Before that,Only Linda McMahon,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,Not worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Do not have children,Oppose,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did,No,Non-Tea Party supporters and Independents/Something else,Yes,Less likely to vote for her,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
883722.0,Connecticut,26.0,Call 2,Complete,Election day exit poll,1.03431332111359,Linda McMahon,Tom Foley,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",College graduate,No,No,Government is doing too many things better left to businesses and individuals,Somewhat worried,Strongly disapprove,Strongly support,In the last month,Both of them,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,Men without children,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Support,In the last month,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Tea Party supporters,Yes,More likely to vote for her,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
883794.0,Connecticut,26.0,Call 2,Complete,Election day exit poll,1.02888941764832,Linda McMahon,Tom Foley,Male,White,65 or over,Republican,Conservative,"$100,000-$199,999",College graduate,No,No,Government is doing too many things better left to businesses and individuals,Very worried,Strongly disapprove,Strongly support,Before that,Neither of them,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did not,No,Tea Party supporters,No,Did not affect your vote,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
883863.0,Connecticut,26.0,Call 2,Complete,Election day exit poll,1.05104637145996,Linda McMahon,Tom Foley,Female,White,45-49,Independent,Moderate,"$100,000-$199,999",College graduate,No,Yes,Government is doing too many things better left to businesses and individuals,Very worried,Strongly disapprove,Somewhat support,Before that,Neither of them,McCain,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Tea Party supporters and Moms,Support,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did not,No,Tea Party supporters,No,Did not affect your vote,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
883939.0,Connecticut,26.0,Call 2,Complete,Election day exit poll,1.05104637145996,Linda McMahon,Tom Foley,Female,White,30-39,Republican,Moderate,"$200,000 or more",College graduate,No,Yes,Government should do more to solve problems,Very worried,Strongly disapprove,Somewhat support,In the last month,Both of them,McCain,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Tea Party supporters and Moms,Support,In the last month,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Tea Party supporters,Omit,Did not affect your vote,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
884015.0,Connecticut,26.0,Call 2,Complete,Election day exit poll,0.957109391689301,Linda McMahon,Dan Malloy,Female,White,45-49,Republican,Moderate,"$100,000-$199,999",College graduate,No,Yes,Government should do more to solve problems,Very worried,Strongly disapprove,Neutral,Before that,Both of them,Obama,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Moms - Women with children,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Non-Tea Party supporters and Moms,Neutral,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Republicans,No,More likely to vote for her,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
884095.0,Connecticut,26.0,Call 2,Complete,Election day exit poll,1.02888941764832,Linda McMahon,Tom Foley,Male,White,65 or over,Republican,Conservative,"$100,000-$199,999",Postgraduate study,,No,Government is doing too many things better left to businesses and individuals,Very worried,Strongly disapprove,Somewhat support,Before that,Neither of them,McCain,Non black male,White men,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Men without children,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Do not have children,Support,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did not,No,Tea Party supporters,No,More likely to vote for her,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
884180.0,Connecticut,26.0,Call 2,Complete,Election day exit poll,1.03126013278961,Richard Blumenthal,Dan Malloy,Female,White,65 or over,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,No,Government should do more to solve problems,Somewhat worried,Somewhat approve,Strongly oppose,Before that,Both of them,Obama,Non black female,White women,65+,60+,45+,60+,65+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Do not have children,Oppose,Before that,In the last month or earlier,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
884269.0,Connecticut,26.0,Call 2,Complete,Election day exit poll,1.03126013278961,Richard Blumenthal,Dan Malloy,Female,White,60-64,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,No,Government should do more to solve problems,Somewhat worried,Strongly approve,Somewhat oppose,In the last month,Omit,Obama,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Women without children,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Do not have children,Oppose,In the last month,In the last month or earlier,Omit,Omit,No,Non-Tea Party supporters and Democrats,No,Did not affect your vote,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
884358.0,Connecticut,26.0,Call 2,Complete,Election day exit poll,1.1203202009201,Richard Blumenthal,Tom Foley,Male,White,50-59,Independent,Liberal,"$50,000-$74,999",Some college/assoc. degree,No,No,Government is doing too many things better left to businesses and individuals,Very worried,Somewhat disapprove,Neutral,In the last week,Both of them,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Men without children,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Do not have children,Neutral,In the last month,In the last week,Richard Blumenthal did,Linda McMahon did,No,Non-Tea Party supporters and Independents/Something else,Yes,Less likely to vote for her,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
884452.0,Connecticut,26.0,Call 2,Complete,Election day exit poll,1.03669655323029,Richard Blumenthal,Dan Malloy,Female,White,50-59,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,No,Government should do more to solve problems,Not too worried,Strongly approve,Strongly oppose,Before that,Only Linda McMahon,Obama,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Women without children,Not worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Do not have children,Oppose,Before that,In the last month or earlier,Richard Blumenthal did not,Linda McMahon did,No,Non-Tea Party supporters and Democrats,Yes,Less likely to vote for her,State questionnaire,Suburbs,Suburbs,4.0,1.0,East,Version 1,Suburb,60s Suburbs,Urban Perimeter,Very upscale
