ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENIL10,GOVIL10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,DESCRIBS10B,FAVDEM2,FAVREP2,FINSIT2,FORECLOSE,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,QUALSEN10,RELIGN10,SENCNTL,STIMULUS,TEAPARTY,TIMESEN10,TRACK,UNFAIRIL,UNIONHH10,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,REL5,WHITEREL,TEAPARTY3,TIMESENMTH10,TIMESENWK10,UNFAIRGIAN,UNFAIRKIRK,WHNCLINC,XTEAPARTYID,HONEST10IL,IMPCORR,FORECLOSE2,HONESTGIAN,HONESTKIRK,IMPCORR2,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
905301.0, Illinois,32.0,Call 3,Complete,Election day exit poll,0.961924910545349,Mark Kirk,Bill Brady,Female,White,25-29,Republican,Moderate,,Postgraduate study,No,I dislike the other candidates,Favorable,Favorable,About the same,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,,The Republican Party,Made no difference,,,,Both of them,,McCain,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,,,,,,Alexi Giannoulias did,Mark Kirk did,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 2,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
905384.0, Illinois,32.0,Call 3,Complete,Election day exit poll,0.918079018592834,Mark Kirk,Bill Brady,Male,White,40-44,Independent,Conservative,,College graduate,No,I like my candidate but with reservations,Unfavorable,Unfavorable,Worse,,To express opposition to Barack Obama,Angry,,,,,,,Omit,,,The Republican Party,Hurt the economy,,,,Only Alexi Giannoulias,,McCain,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,Alexi Giannoulias did,Mark Kirk did not,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 2,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
872363.0, Illinois,32.0,Call 1,Complete,Election day exit poll,1.00134515762329,Mark Kirk,Bill Brady,Male,White,60-64,Republican,Conservative,,Postgraduate study,No,I like my candidate but with reservations,Unfavorable,Unfavorable,Worse,,To express opposition to Barack Obama,Angry,,,,,,,Reducing the budget deficit,,,The Republican Party,Hurt the economy,,,,Both of them,,McCain,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,,Alexi Giannoulias did,Mark Kirk did,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 2,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
872517.0, Illinois,32.0,Call 1,Complete,Election day exit poll,0.810730814933777,Mark Kirk,Bill Brady,Female,White,40-44,Republican,Conservative,,Some college/assoc. degree,No,I like my candidate but with reservations,Unfavorable,Unfavorable,About the same,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,,The Republican Party,Hurt the economy,,,,Both of them,,McCain,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,,Alexi Giannoulias did,Mark Kirk did,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 2,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
872994.0, Illinois,32.0,Call 1,Complete,Election day exit poll,0.918079018592834,Mark Kirk,Bill Brady,Male,White,50-59,Independent,Conservative,,College graduate,No,I like my candidate but with reservations,Unfavorable,Unfavorable,Worse,,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,,Does not matter to me,Hurt the economy,,,,Both of them,,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,Alexi Giannoulias did,Mark Kirk did,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 2,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
872437.0, Illinois,32.0,Call 1,Complete,Election day exit poll,1.00134515762329,Mark Kirk,Bill Brady,Male,White,60-64,Independent,Moderate,,High school graduate,No,I like my candidate but with reservations,Unfavorable,Favorable,Worse,,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,,Does not matter to me,Hurt the economy,,,,Both of them,,McCain,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,Alexi Giannoulias did,Mark Kirk did,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 2,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
891843.0, Illinois,32.0,Call 2,Complete,Election day exit poll,0.718759953975677,,Bill Brady,Male,White,25-29,Republican,Conservative,,College graduate,No,I strongly favor my candidate,Unfavorable,Favorable,Worse,,Barack Obama was not a factor,Angry,,,,,,,Reducing the budget deficit,,,The Republican Party,Hurt the economy,,,,Only Alexi Giannoulias,,McCain,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,,Alexi Giannoulias did,Mark Kirk did not,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 2,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
891927.0, Illinois,32.0,Call 2,Complete,Election day exit poll,0.810730814933777,Mark Kirk,Bill Brady,Female,White,30-39,Republican,Conservative,,Some college/assoc. degree,No,I like my candidate but with reservations,Unfavorable,Favorable,About the same,,Barack Obama was not a factor,"Dissatisfied, but not angry",,,,,,,Reducing the budget deficit,,,The Republican Party,Hurt the economy,,,,Neither of them,,McCain,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,Negative,,,,Republican,Republican Women,White Republicans,Conservative Republicans,White,,,,,,Alexi Giannoulias did not,Mark Kirk did not,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 2,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
872281.0, Illinois,32.0,Call 1,Complete,Election day exit poll,0.918079018592834,Mark Kirk,Bill Brady,Male,White,50-59,Republican,Conservative,,Postgraduate study,No,I like my candidate but with reservations,Unfavorable,Unfavorable,About the same,,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,Cutting taxes,,,The Republican Party,Hurt the economy,,,,Both of them,,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,,Alexi Giannoulias did,Mark Kirk did,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 2,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
872682.0, Illinois,32.0,Call 1,Complete,Election day exit poll,0.918079018592834,Mark Kirk,Bill Brady,Male,White,40-44,Republican,Conservative,,Some college/assoc. degree,No,I like my candidate but with reservations,Unfavorable,Favorable,About the same,,To express opposition to Barack Obama,Angry,,,,,,,Cutting taxes,,,The Republican Party,Hurt the economy,,,,Only Alexi Giannoulias,,McCain,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,,Alexi Giannoulias did,Mark Kirk did not,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 2,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
872785.0, Illinois,32.0,Call 1,Complete,Election day exit poll,0.918079018592834,Mark Kirk,Bill Brady,Male,White,30-39,Republican,Conservative,,College graduate,No,I strongly favor my candidate,Unfavorable,Favorable,Worse,,To express opposition to Barack Obama,"Dissatisfied, but not angry",,,,,,,Cutting taxes,,,The Republican Party,Hurt the economy,,,,Both of them,,McCain,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Republican,Republican Men,White Republicans,Conservative Republicans,White,,,,,,Alexi Giannoulias did,Mark Kirk did,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 2,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
905013.0, Illinois,32.0,Call 3,Complete,Election day exit poll,0.838342607021332,Mark Kirk,Pat Quinn,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",College graduate,No,,,,,Very worried,,Angry,,,,No,,Strongly disapprove,,Understands the needs of people like me,Catholic,,,,,Seriously off on the wrong track,,,McCain,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Catholic,Catholic,,,,,,No,,Neither of them,,Worried,Alexi Giannoulias is not,Mark Kirk is not,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 3,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
891478.0, Illinois,32.0,Call 2,Complete,Election day exit poll,1.00134515762329,Mark Kirk,Bill Brady,Male,White,60-64,Independent,Conservative,"$50,000-$74,999",Postgraduate study,No,,,,,Not at all worried,,Angry,,,,No,,Strongly disapprove,,Understands the needs of people like me,Protestant,,,,,Seriously off on the wrong track,,,McCain,Non black male,White men,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,,,,,No,,Only Mark Kirk,,Not worried,Alexi Giannoulias is not,Mark Kirk is,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 3,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
904728.0, Illinois,32.0,Call 3,Complete,Election day exit poll,0.918079018592834,Mark Kirk,Bill Brady,Male,White,30-39,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,,,,Not very worried,,"Dissatisfied, but not angry",,,,No,,Somewhat disapprove,,Has the right experience,Other christian,,,,,Generally going in the right direction,,,McCain,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,,,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,,,,,No,,Both of them,,Not worried,Alexi Giannoulias is,Mark Kirk is,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 3,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
904784.0, Illinois,32.0,Call 3,Complete,Election day exit poll,0.810730814933777,Mark Kirk,Bill Brady,Female,White,50-59,Independent,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,,,,Somewhat worried,,Angry,,,,No,,Strongly disapprove,,Understands the needs of people like me,Other christian,,,,,Seriously off on the wrong track,,,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,Negative,,,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,,,,,No,,Neither of them,,Worried,Alexi Giannoulias is not,Mark Kirk is not,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 3,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
891373.0, Illinois,32.0,Call 2,Complete,Election day exit poll,0.810730814933777,Mark Kirk,Bill Brady,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",College graduate,No,,,,,Not very worried,,Angry,,,,Yes,,Strongly disapprove,,Is not too extreme,Catholic,,,,,Seriously off on the wrong track,,,McCain,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Catholic,Catholic,,,,,,No,,Only Mark Kirk,,Not worried,Alexi Giannoulias is not,Mark Kirk is,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 3,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
891426.0, Illinois,32.0,Call 2,Complete,Election day exit poll,0.884260892868042,Mark Kirk,Bill Brady,Female,White,65 or over,Republican,Conservative,,High school graduate,No,,,,,Very worried,,"Dissatisfied, but not angry",,,,Yes,,Somewhat disapprove,,Can bring needed change,Other christian,,,,,Generally going in the right direction,,,McCain,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,,,,,,,Only Mark Kirk,,Worried,Alexi Giannoulias is not,Mark Kirk is,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 3,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
904556.0, Illinois,32.0,Call 3,Complete,Election day exit poll,0.961924910545349,Mark Kirk,Bill Brady,Female,White,18-24,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,,,,,Very worried,,Angry,,,,Yes,,Strongly disapprove,,Understands the needs of people like me,Protestant,,,,,Seriously off on the wrong track,,,McCain,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,Negative,,,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,,,,,Yes,,Only Mark Kirk,,Worried,Alexi Giannoulias is not,Mark Kirk is,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 3,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
904670.0, Illinois,32.0,Call 3,Complete,Election day exit poll,0.918079018592834,Mark Kirk,Bill Brady,Male,White,50-59,Independent,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,,,,Very worried,,Angry,,,,Yes,,Strongly disapprove,,Can bring needed change,Protestant,,,,,Seriously off on the wrong track,,,McCain,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Protestant/Other Non-Catholic Christian,Protestant/Other Christian,,,,,,No,,Neither of them,,Worried,Alexi Giannoulias is not,Mark Kirk is not,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 3,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
904864.0, Illinois,32.0,Call 3,Complete,Election day exit poll,0.941237509250641,LeAlan Jones,Bill Brady,Female,White,40-44,Independent,Conservative,"$50,000-$74,999",Some college/assoc. degree,No,,,,,Very worried,,Angry,,,,Yes,,Strongly disapprove,,Is not too extreme,Catholic,,,,,Seriously off on the wrong track,,,McCain,Non black female,White women,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,Negative,,,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Catholic,Catholic,,,,,,No,,Neither of them,,Worried,Alexi Giannoulias is not,Mark Kirk is not,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 3,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
891805.0, Illinois,32.0,Call 2,Complete,Election day exit poll,0.842694640159607,Alexi Giannoulias,Pat Quinn,Female,White,30-39,Democrat,Liberal,,High school graduate,No,I like my candidate but with reservations,Favorable,Unfavorable,Worse,,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Omit,,,The Democratic Party,Made no difference,,,,Both of them,,Obama,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,,,,,,Negative,,,,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,,,,,,Alexi Giannoulias did,Mark Kirk did,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 2,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
873190.0, Illinois,32.0,Call 1,Complete,Election day exit poll,0.954275190830231,Alexi Giannoulias,Pat Quinn,Male,White,50-59,Independent,Liberal,,Postgraduate study,No,I like my candidate but with reservations,Favorable,Unfavorable,About the same,,To express support for Barack Obama,"Dissatisfied, but not angry",,,,,,,Spending to create jobs,,,The Democratic Party,Made no difference,,,,Both of them,,Obama,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,,,,,,Negative,,,,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,,,,,,Alexi Giannoulias did,Mark Kirk did,,,,,,,,,State questionnaire,English,Suburbs,Suburbs,16.0,3.0,Midwest,Version 2,Suburb,No Answer,High-Growth Suburban Perimeter,Upscale,60156.0
