ID,WEIGHT,PRSSC20,SENSC20,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,CONTROLSEN,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEMASKS,FAVBIDEN2,FAVGRAHAM,FAVHARRISON,FAVPRES20,FAVSENSC20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,VERSION,VETVOTER,VOTEMETHOD,WHNCLINC,WHTEVANG
76668.0,0.59233450515,Joe Biden,Jaime Harrison,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,7.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,About the same,,4.0,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The coronavirus pandemic,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,By mail,No,
76669.0,0.49767317012,Joe Biden,Jaime Harrison,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,1.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,About the same,,5.0,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The coronavirus pandemic,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,South Carolina,White suburban women,Telephone survey,Yes,Only Joe Biden does,No,In October,In the last month,Before that,,,Version 1,,By mail,No,
76670.0,3.36473153267,Joe Biden,Jaime Harrison,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,4.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,About the same,,1.0,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Racial inequality,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,By mail,No,
76671.0,1.77125172252,Joe Biden,Jaime Harrison,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,3.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,About the same,,2.0,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Omit,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Female,White women,Rural,Small Cities/Rural,South Carolina,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,By mail,No,
76672.0,0.67753616922,Joe Biden,Jaime Harrison,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,6.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,Worse today,,5.0,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The coronavirus pandemic,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,South Carolina,White suburban women,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,By mail,No,
76673.0,0.53071080347,Joe Biden,Jaime Harrison,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,2.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,About the same,,3.0,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Health care policy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,By mail,No,
76674.0,2.97505075949,Joe Biden,Jaime Harrison,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,2.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy","An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,Worse today,,3.0,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Racial inequality,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,South Carolina,White suburban women,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,By mail,No,
76675.0,1.43787238052,Joe Biden,Jaime Harrison,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,3.0,,,,,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,About the same,,1.0,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Health care policy,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",South Carolina,Other,Telephone survey,Yes,Both of them do,Yes,In October,In the last month,Before that,,,Version 1,,By mail,No,
76676.0,1.70373138612,Joe Biden,Jaime Harrison,65+,60+,75 or older,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,3.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,About the same,,2.0,,,,,,,,Omit,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,,,,Omit,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,Rural,Small Cities/Rural,South Carolina,Other,Telephone survey,Yes,Only Joe Biden does,No,In the last week,In the last month,In the last week,,,Version 1,,By mail,No,
76677.0,1.56260063594,Joe Biden,Jaime Harrison,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,1.0,,,,,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,About the same,,5.0,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Omit,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,Suburbs,Suburbs,South Carolina,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,By mail,No,
76678.0,1.70373138612,Joe Biden,Jaime Harrison,65+,60+,75 or older,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,5.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,About the same,,2.0,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Health care policy,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,Suburbs,Suburbs,South Carolina,Other,Telephone survey,Yes,Only Joe Biden does,No,In September,Before that,Before that,,,Version 1,,By mail,No,
76679.0,1.05616580734,Joe Biden,Jaime Harrison,65+,60+,75 or older,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,4.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,About the same,,1.0,,,,,,,,Omit,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,Suburbs,Suburbs,South Carolina,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,By mail,No,
76680.0,2.75203783191,Joe Biden,Jaime Harrison,45-65,60+,60-64,45+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,,6.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Omit,Omit,Only Biden,Omit,Unfavorable,About the same,,5.0,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Health care policy,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,Suburbs,Suburbs,South Carolina,Other,Telephone survey,Yes,Only Joe Biden does,No,In September,Before that,Before that,,,Version 1,,By mail,No,
76681.0,1.58990118884,Joe Biden,Jaime Harrison,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,6.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,About the same,,3.0,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,Rural,Small Cities/Rural,South Carolina,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,By mail,No,
76682.0,1.50699540246,Joe Biden,Jaime Harrison,65+,60+,65-74,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,4.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,Worse today,,1.0,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",The coronavirus pandemic,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Has good judgment,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,Other,Telephone survey,Yes,Only Joe Biden does,No,In September,Before that,Before that,,,Version 1,,By mail,No,
76683.0,2.49485789963,Joe Biden,Jaime Harrison,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,,6.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,Worse today,,3.0,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Racial inequality,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,Rural,Small Cities/Rural,South Carolina,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,By mail,No,
76684.0,1.18283564108,Joe Biden,Jaime Harrison,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,,5.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,About the same,,3.0,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",The coronavirus pandemic,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,Suburbs,Suburbs,South Carolina,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,By mail,No,
76685.0,0.50892401636,Joe Biden,Jaime Harrison,65+,60+,75 or older,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,5.0,,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Unfavorable,Favorable,Only Biden,Only Harrison,Unfavorable,About the same,,2.0,,,,,,,,Omit,No,,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Omit,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Female,Black women,Suburbs,Suburbs,South Carolina,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,By mail,No,
