id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,beatclin,betrayed,brnagain,call,cdnum,cruzwin,cruzwin2,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,gopconv1,govtangr,govtan_1,hrccruz,hrctrump,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichwi,kasich_1,muslimba,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trade16,trumpvot,trumpwin,trumpw_1,unfairre,version,weight,whnclinc,whtevang,wirprs16,world
523736,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,No,Call 1,1,Optimistic,Excited or optimistic,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , , , , , , , , , , , ,Economy/Jobs,Optimistic,Excited or optimistic, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,85,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll, , , , ,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,John Kasich,Version 2,.919818699359894, ,All others,Ted Cruz,More active role
523737,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Ted Cruz, ,Yes,Call 1,1, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,1,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Vote for Ted Cruz,Vote for Donald Trump,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending, , ,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,64,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Not Donald Trump, , , ,Version 1,1.03985524177551,No,White Born-again/Evangelical Christians,Ted Cruz, 
523742,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Ted Cruz, ,No,Call 1,1, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Ted Cruz,Not vote,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending, , ,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,45,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Not Donald Trump, , , ,Version 1,2.36281204223633,No,All others,Ted Cruz, 
523743,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Not complete, ,No, ,Call 1,1, , ,Somewhat worried,Worried, , , , ,1, , , , , , , , , , , , , , , , , ,Have experience in politics,18-44,18-64, , , , , , , ,64, ,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll, , , , ,Omit,Not Donald Trump, , , ,Version 2,.928981244564056, ,All others,Ted Cruz,About the same role as now
523744,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,No,Call 1,1,Excited,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , , , , ,Government spending,Optimistic,Excited or optimistic, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,85,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2,.919818699359894, ,All others,Ted Cruz,About the same role as now
523749,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Ted Cruz, ,No,Call 1,7, , , , ,College graduate,College graduate,More than High school graduate,White college degree,5,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Vote for Ted Cruz,Vote for a third party candidate,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism, , ,Support, ,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,29,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs,Wisconsin,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Not Donald Trump, , , ,Version 1,.662415862083435,No,All others,Ted Cruz, 
523751,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,John Kasich, , ,Call 1,1, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,1,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Ted Cruz,Vote for a third party candidate,Offered a chance to apply for legal status, , , , , , , ,Economy/Jobs, , ,Support, ,45+,65+,Independent/Something else,White Independent,Independent,Independent Men,Moderate/Liberal,Moderate,Moderate,64,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Not Donald Trump, , , ,Version 1,1.03985524177551, ,All others,Ted Cruz, 
523753,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,No,Call 1,1,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , , , , , , , , , , , ,Terrorism,Concerned,Concerned or scared, ,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,85,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Donald Trump,Version 2,.919818699359894, ,All others,Ted Cruz,More active role
523757,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,No,Call 1,1,Optimistic,Excited or optimistic,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , , , , ,Economy/Jobs,Concerned,Concerned or scared, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,45,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs,Wisconsin,Election day exit poll, , , , ,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2,2.11087822914124, ,All others,Ted Cruz,More active role
523758,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,No,Call 1,1,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , , , , , , , , , , , , ,Economy/Jobs,Concerned,Concerned or scared, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,64,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Donald Trump,Version 2,.928981244564056, ,All others,Ted Cruz,More active role
523759,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Ted Cruz, ,No,Call 1,7, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,5,Omit,Angry,"Dissatisfied, but not angry or Angry",Vote for Ted Cruz,Vote for Donald Trump,Omit,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism, , ,Support, ,45+,18-64, , , , ,Conservative,Conservative,Very conservative,29,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs,Wisconsin,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Not Donald Trump, , , ,Version 1,.662415862083435,No,All others,Ted Cruz, 
523760,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,No,Call 1,1,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , , , , , , , , , , , , ,Economy/Jobs,Concerned,Concerned or scared, ,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,85,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs,Wisconsin,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2,.919818699359894, ,All others,Ted Cruz,About the same role as now
523766,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Ted Cruz, ,Yes,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Ted Cruz,Vote for Donald Trump,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs, , ,Support, ,45+,65+,Democrat,White Democrat,Democrat,Democratic Women,Conservative,Conservative,Somewhat conservative,64,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs,Wisconsin,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week, ,Not Donald Trump, , , ,Version 1,1.03985524177551,No,White Born-again/Evangelical Christians,Ted Cruz, 
523767,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Ted Cruz, ,Yes,Call 1,1, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Ted Cruz,Vote for Donald Trump,Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs, , ,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,85,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Not Donald Trump, , , ,Version 1,1.0295991897583,No,White Born-again/Evangelical Christians,Ted Cruz, 
523775,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Ted Cruz, ,No,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Ted Cruz,Vote for Donald Trump,Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs, , ,Support, ,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,45,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Not Donald Trump, , , ,Version 1,2.36281204223633,No,All others,Ted Cruz, 
523776,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,No,Call 1,1,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , , , , , , , , , , , , ,Economy/Jobs,Optimistic,Excited or optimistic, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,64,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll, , , , ,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2,.928981244564056, ,All others,Ted Cruz,About the same role as now
523777,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete, ,No,No,Call 1,1,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1, , , , , , , , , , , , , ,Economy/Jobs,Optimistic,Excited or optimistic, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,64,Can bring needed change,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll, , , , ,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2,.928981244564056, ,All others,Ted Cruz,About the same role as now
523778,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete, ,Yes,No,Call 1,1,Optimistic,Excited or optimistic,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , , , , ,Government spending,Concerned,Concerned or scared, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,85,Can win in November,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2,.919818699359894, ,All others,Ted Cruz,More active role
523786,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Yes,Call 1,1,Optimistic,Excited or optimistic,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , , , , ,Government spending,Optimistic,Excited or optimistic, ,Be from outside the political establishment,45+,18-64,Independent/Something else,White Independent,Independent,Independent Women,Conservative,Conservative,Somewhat conservative,85,Shares my values,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs,Wisconsin,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2,.919818699359894, ,White Born-again/Evangelical Christians,Ted Cruz,More active role
523787,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Yes,Call 1,7,Optimistic,Excited or optimistic,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5, , , , , , , , , , , , , ,Immigration,Concerned,Concerned or scared, ,Have experience in politics,45+,18-64,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Very conservative,29,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Donald Trump,Version 2,.591786086559296, ,White Born-again/Evangelical Christians,Ted Cruz,About the same role as now
523795,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,No,Call 1,8,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,4, , , , , , , , , , , , , ,Government spending,Concerned,Concerned or scared, ,Have experience in politics,18-44,18-64,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,4,Can win in November,White,White,State questionnaire,White,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll, , , , ,Has no effect on U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2,1.4094820022583, ,All others,Ted Cruz,About the same role as now
523799,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Yes,Call 1,1,Excited,Excited or optimistic,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2, , , , , , , , , , , , , ,Government spending,Concerned,Concerned or scared, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,85,Can win in November,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2,.919818699359894, ,White Born-again/Evangelical Christians,Ted Cruz,More active role
523803,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Yes,Call 1,7,Optimistic,Excited or optimistic,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,5, , , , , , , , , , , , , ,Government spending,Optimistic,Excited or optimistic, ,Have experience in politics,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,29,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll, , , , ,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2,.591786086559296, ,White Born-again/Evangelical Christians,Ted Cruz,About the same role as now
523809,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Ted Cruz, ,No,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Vote for Ted Cruz,Vote for a third party candidate,Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs, , ,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,85,Shares my values,White,White,State questionnaire,White,White,Midwest,Male,White men,Suburbs,Suburbs,Wisconsin,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Not Donald Trump, , , ,Version 1,1.0295991897583,No,All others,Ted Cruz, 
523819,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Ted Cruz, ,Yes,Call 1,1, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Vote for Ted Cruz,Vote for Donald Trump,Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism, , ,Support, ,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,85,Omit,White,White,State questionnaire,White,White,Midwest,Female,White women,Suburbs,Suburbs,Wisconsin,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Not Donald Trump, , , ,Version 1,1.0295991897583,No,White Born-again/Evangelical Christians,Ted Cruz, 
