id,backside,brnagain,call,cdnum,contact1,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,iapartyi,iarprs16,issrep16,outsider,party,partysex,phil2r,phil3x,phil4c,precinct,prevcauc,qlt16rep,qrace4,qtype,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timeia16,timeprif,timeprim,timepriw,trumpvot,version,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
66676,Complete,No,Call 2,3,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Republican,Jeb Bush,Economy/Jobs,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Very conservative,107,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,2.21154713630676, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
66687,Complete,Yes,Call 3,1,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Jeb Bush,Government spending,Omit,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,40,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,1.02221274375916, ,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 45-64
67129,Complete, ,Call 3,4,No,High school or less,No college degree,High school graduate or less,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Jeb Bush,Government spending,Have experience in politics,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,12,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Male,White men,Rural,Small Cities/Rural, Iowa,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.938150346279144, , ,65+,60+,65 or over,45+,50+,60+,65+,White 65+
67194,Complete,No,Call 3,2,Yes,College graduate,College graduate,More than High school graduate,White college degree,1,Angry,"Dissatisfied, but not angry or Angry",Republican,Jeb Bush,Economy/Jobs,Be from outside the political establishment,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,44,"No, this is my first caucus",Can bring needed change,White,State questionnaire,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,2.04084277153015, ,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
67383,Complete,No,Call 3,3,No,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Jeb Bush,Government spending,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,82,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.71658980846405, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 65+
67414,Complete,No,Call 3,3,No,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Jeb Bush,Immigration,Have experience in politics,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,82,"Yes, I attended a caucus before",Can win in November,White,State questionnaire,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.763734817504883, ,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 45-64
67582,Complete,No,Call 3,2,No,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Jeb Bush,Economy/Jobs,Have experience in politics,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,46,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,Omit,Omit,Omit,Omit,Not Donald Trump,Version 1,.622919738292694, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 65+
67630,Complete,No,Call 3,3,Yes,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Jeb Bush,Economy/Jobs,Have experience in politics,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,108,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,.964272022247314, ,All others,45-65,60+,60-64,45+,50+,60+,50-64,White 45-64
67753,Complete,No,Call 3,3,Yes,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Jeb Bush,Economy/Jobs,Have experience in politics,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,78,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.667054295539856, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 65+
67771,Complete,No,Call 3,3,Yes,College graduate,College graduate,More than High school graduate,White college degree,3,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Republican,Jeb Bush,Immigration,Have experience in politics,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,82,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.763734817504883, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 65+
67831,Complete,Yes,Call 3,3,No,High school or less,No college degree,High school graduate or less,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Republican,Jeb Bush,Immigration,Have experience in politics,Republican,Republican Women,Conservative,Conservative,Very conservative,108,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.90474796295166, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 65+
67904,Complete,Yes,Call 3,3,Yes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Jeb Bush,Government spending,Have experience in politics,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,78,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.625877380371094, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 65+
67942,Complete,No,Call 3,3,No,College graduate,College graduate,More than High school graduate,White college degree,3,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Republican,Jeb Bush,Immigration,Have experience in politics,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,108,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.964272022247314, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 65+
68006,Complete,No,Call 3,4,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,5,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Jeb Bush,Government spending,Have experience in politics,Republican,Republican Men,Conservative,Conservative,Very conservative,18,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Male,White men,Rural,Small Cities/Rural, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.67408490180969, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 65+
68016,Complete,Yes,Call 3,4,Yes,Postgraduate study,College graduate,More than High school graduate,White college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Republican,Jeb Bush,Government spending,Have experience in politics,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,4,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.893284261226654, ,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 45-64
68031,Complete,Yes,Call 3,4,No,High school or less,No college degree,High school graduate or less,White no college degree,5,Angry,"Dissatisfied, but not angry or Angry",Republican,Jeb Bush,Government spending,Be from outside the political establishment,Republican,Republican Women,Conservative,Conservative,Very conservative,18,"Yes, I attended a caucus before",Can bring needed change,White,State questionnaire,White,Midwest,Female,White women,Rural,Small Cities/Rural, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.67408490180969, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 65+
68082,Complete,No,Call 3,1,No,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Republican,Jeb Bush,Economy/Jobs,Have experience in politics,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,30,"Yes, I attended a caucus before",Can win in November,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.485914945602417, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
68248,Complete,No,Call 3,1,Yes,High school or less,No college degree,High school graduate or less,White no college degree,1,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Republican,Jeb Bush,Terrorism,Have experience in politics,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,30,"No, this is my first caucus",Can bring needed change,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.52440744638443, ,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
65828,Complete,No,Call 2,3,No,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Independent,Jeb Bush,Economy/Jobs,Have experience in politics,Independent/Something else,Independent Women,Conservative,Conservative,Somewhat conservative,73,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Suburbs,Suburbs, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.41248548030853, ,All others,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-64
66253,Complete,No,Call 2,3,Yes,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Independent,Jeb Bush,Terrorism,Have experience in politics,Independent/Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,85,"Yes, I attended a caucus before",Tells it like it is,White,State questionnaire,White,Midwest,Female,White women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.656533598899841, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 65+
66648,Complete,Yes,Call 2,2,No,College graduate,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Independent,Jeb Bush,Government spending,Have experience in politics,Independent/Something else,Independent Women,Conservative,Conservative,Somewhat conservative,44,"Yes, I attended a caucus before",Can bring needed change,White,State questionnaire,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,1.91486251354218, ,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
67058,Complete,Yes,Call 3,1,No,High school or less,No college degree,High school graduate or less,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Independent,Jeb Bush,Economy/Jobs,Have experience in politics,Independent/Something else,Independent Women,Conservative,Conservative,Somewhat conservative,3,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.789387762546539, ,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
67203,Complete,Yes,Call 3,1,No,Postgraduate study,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Independent,Jeb Bush,Economy/Jobs,Have experience in politics,Independent/Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,9,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.06567466259003, ,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
67645,Complete,No,Call 3,3,No,College graduate,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Independent,Jeb Bush,Terrorism,Have experience in politics,Independent/Something else,Independent Men,Conservative,Conservative,Somewhat conservative,75,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,1.25235235691071, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 65+
67907,Complete,No,Call 3,3,No,Postgraduate study,College graduate,More than High school graduate,White college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Independent,Jeb Bush,Government spending,Have experience in politics,Independent/Something else,Independent Men,Conservative,Conservative,Somewhat conservative,85,"No, this is my first caucus",Can bring needed change,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,.662368834018707, ,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
68214,Complete,No,Call 3,2,No,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Independent,Jeb Bush,Economy/Jobs,Have experience in politics,Independent/Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,46,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Suburbs,Suburbs, Iowa,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week,Not Donald Trump,Version 1,.55326235294342, ,All others,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
68236,Complete,No,Call 3,1,No,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Independent,Jeb Bush,Economy/Jobs,Have experience in politics,Independent/Something else,Independent Men,Moderate/Liberal,Moderate,Moderate,30,"No, this is my first caucus",Shares my values,White,State questionnaire,White,Midwest,Male,White men,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,.52440744638443, ,All others,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
65682,Complete, ,Call 2,1,No,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Angry,"Dissatisfied, but not angry or Angry", ,Ben Carson,Terrorism,Omit, , , , , ,30,"Yes, I attended a caucus before",Shares my values,White,State questionnaire,White,Midwest,Female,White women,Suburbs,Suburbs, Iowa,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,.263196736574173, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64
