id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,brnagain,call,cdnum,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,okrprs16,outsider,over45,over65,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,scotusre,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trumpvot,version,vetvoter,weight,whnclinc,whtevang
401985,65+,60+,65 or over,45+,50+,60+,65+, , , ,Complete,No,Call 1,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate, ,1,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999", ,Government spending,Ben Carson,Be from outside the political establishment,45+,65+,Republican, ,Republican,Republican Men,Conservative,Conservative,Very conservative,83,Shares my values, , ,State questionnaire, , ,South,Ted Cruz,Male, ,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,Yes,.759974896907806,No,All others
402038,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 1,5,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Ben Carson,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,43,Can bring needed change,White,White,State questionnaire,White,White,South,Marco Rubio,Male,White men,"Cities over 500,000","Cities over 50,000",Oklahoma,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Not Donald Trump,Version 1,No,.686236500740051,Yes,White Born-again/Evangelical Christians
402085,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,1,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Ben Carson,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Something else,Independent Women,Moderate/Liberal,Moderate,Moderate,71,Can bring needed change,White,White,State questionnaire,White,White,South,Omit,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,No,.767972052097321,No,White Born-again/Evangelical Christians
402106,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,1,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,Ben Carson,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,71,Shares my values,White,White,State questionnaire,White,White,South,Donald Trump,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Yes,.825351893901825,No,White Born-again/Evangelical Christians
402111,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,5,Omit,Omit,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ben Carson,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,43,Shares my values,White,White,State questionnaire,White,White,South,John Kasich,Male,White men,"Cities over 500,000","Cities over 50,000",Oklahoma,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,No,.579794466495514,No,White Born-again/Evangelical Christians
402155,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,5,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ben Carson,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,43,Shares my values,White,White,State questionnaire,White,White,South,Ted Cruz,Male,White men,"Cities over 500,000","Cities over 50,000",Oklahoma,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,Yes,.573390960693359,No,White Born-again/Evangelical Christians
402244,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,All others,All others,Complete,Yes,Call 1,3,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,3,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Government spending,Ben Carson,Be from outside the political establishment,45+,18-64,Independent/Something else,All Other,Something else,Independent Men,Conservative,Conservative,Very conservative,25,Can bring needed change,Other,American Indian,State questionnaire,Other,Non-white,South,Ted Cruz,Male,All other races,Suburbs,Suburbs,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Yes,1.72920274734497,No,All others
402335,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Call 1,5,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ben Carson,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,43,Can bring needed change,White,White,State questionnaire,White,White,South,Omit,Female,White women,"Cities over 500,000","Cities over 50,000",Oklahoma,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,No,.539486169815063,No,White Born-again/Evangelical Christians
402336,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Call 1,5,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ben Carson,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,43,Can bring needed change,White,White,State questionnaire,White,White,South,Omit,Female,White women,"Cities over 500,000","Cities over 50,000",Oklahoma,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,No,.539486169815063,No,White Born-again/Evangelical Christians
402364,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Call 1,4,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Ben Carson,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women, , , ,26,Omit,White,White,State questionnaire,White,White,South,Ted Cruz,Female,White women,Suburbs,Suburbs,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,No,1.44068014621735,Yes,White Born-again/Evangelical Christians
402400,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,5,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Ben Carson,Have experience in politics,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,59,Shares my values,White,White,State questionnaire,White,White,South,Omit,Female,White women,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,No,.427111953496933,No,White Born-again/Evangelical Christians
402456,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,4,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Omit,Omit,Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Ben Carson,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,26,Can bring needed change,White,White,State questionnaire,White,White,South,John Kasich,Male,White men,Suburbs,Suburbs,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Yes,1.54832220077515,No,White Born-again/Evangelical Christians
402476,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 1,4,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,3,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Terrorism,Ben Carson,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,26,Shares my values,White,White,State questionnaire,White,White,South,John Kasich,Female,White women,Suburbs,Suburbs,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,No,1.45676946640015,No,White Born-again/Evangelical Christians
402886,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Call 1,5,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,Ben Carson,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,59,Shares my values,White,White,State questionnaire,White,White,South,Marco Rubio,Female,White women,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,No,.422394692897797,Yes,White Born-again/Evangelical Christians
403165,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,5,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Ben Carson,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,59,Can bring needed change,White,White,State questionnaire,White,White,South,Ted Cruz,Female,White women,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,Yes,.427111953496933,Yes,White Born-again/Evangelical Christians
403344,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,5,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Government spending,Ben Carson,Be from outside the political establishment,45+,65+,Independent/Something else,White Independent,Independent,Independent Women,Moderate/Liberal,Moderate,Moderate,31,Can bring needed change,White,White,State questionnaire,White,White,South,Marco Rubio,Female,White women,Suburbs,Suburbs,Oklahoma,Election day exit poll,In the last few days,Last few days,In the last month,This week,Not Donald Trump,Version 1,No,.620180547237396,No,White Born-again/Evangelical Christians
403366,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,5,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ben Carson,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,31,Shares my values,White,White,State questionnaire,White,White,South,Ted Cruz,Male,White men,Suburbs,Suburbs,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,Yes,.659156680107117,No,White Born-again/Evangelical Christians
403438,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Yes,Call 1,5,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,2,Angry,"Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Government spending,Ben Carson,Be from outside the political establishment,45+,18-64,Independent/Something else,All Other,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,31,Shares my values,Other,American Indian,State questionnaire,Other,Non-white,South,John Kasich,Male,All other races,Suburbs,Suburbs,Oklahoma,Election day exit poll,Just today,Last few days,In the last month,This week,Not Donald Trump,Version 1,No,.666518032550812,No,All others
403507,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,5,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Ben Carson,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,31,Shares my values,White,White,State questionnaire,White,White,South,Ted Cruz,Female,White women,Suburbs,Suburbs,Oklahoma,Election day exit poll,Omit,Omit,Omit,Omit,Not Donald Trump,Version 1,No,.620180547237396,No,White Born-again/Evangelical Christians
403774,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,5,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Ben Carson,Be from outside the political establishment,45+,65+,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,31,Shares my values,White,White,State questionnaire,White,White,South,Ted Cruz,Female,White women,Suburbs,Suburbs,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,No,.620180547237396,No,White Born-again/Evangelical Christians
403999,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,All others,All others,Complete,Yes,Call 1,2,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Economy/Jobs,Ben Carson,Be from outside the political establishment,18-44,18-64,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,61,Shares my values,Other,American Indian,State questionnaire,Other,Non-white,South,Ted Cruz,Female,All other races,Suburbs,Suburbs,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,No,.81091719865799,No,All others
404149, , , , , , , , , , ,Complete,Yes,Call 1,2,Very worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,1,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Terrorism,Ben Carson,Omit, , ,Republican,All Republicans,Republican,Republican Women,Moderate/Liberal,Moderate,Moderate,61,Shares my values,Other,American Indian,State questionnaire,Other,Non-white,South,Marco Rubio,Female,All other races,Suburbs,Suburbs,Oklahoma,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Not Donald Trump,Version 1,No,.689359605312347,No,All others
404277,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,2,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Ben Carson,Be from outside the political establishment,45+,18-64,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,61,Can bring needed change,White,White,State questionnaire,White,White,South,Marco Rubio,Female,White women,Suburbs,Suburbs,Oklahoma,Election day exit poll,Omit,Omit,Omit,Omit,Not Donald Trump,Version 1,No,.685136020183563,No,White Born-again/Evangelical Christians
