id,backside,brnagain,call,cdnum,cruzhone,describs,econrep1,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,gop20162,gop201_1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,msrprs16,muslimba,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rubiohon,satcruz,satrubio,sattrump,sex,sexbyrac,sharerel,sharer_1,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,version,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
443618,Complete,Yes,Call 2,4, ,I strongly favor my candidate,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Ted Cruz,Marco Rubio, , , , , , , , , , ,Government spending,Ben Carson, ,Be from outside the political establishment,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Very conservative,47,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,"Cities 10,000-50,000",Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,.537246465682983, ,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
444888,Complete,No,Call 3,2, ,I strongly favor my candidate,Donald Trump,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Donald Trump,Donald Trump, , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism,Ben Carson, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,115,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Version 2,.544798970222473,No,All others,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
444944,Complete,Yes,Call 3,2, ,I dislike the other candidates,Omit,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,1,Ted Cruz,Would not have voted, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Terrorism,Ben Carson, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,75,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,.852490305900574,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
444951,Complete,Yes,Call 3,1,No, , , , ,College graduate,College graduate,More than High school graduate,White college degree,3, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,Ben Carson,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,91,Shares my values,White,White,State questionnaire,White,White,South,No,Satisfied,Satisfied,Satisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump,Version 1,1.40150761604309,No,White Born-again/Evangelical Christians,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
445047,Complete,Yes,Call 3,1,No, , , , ,College graduate,College graduate,More than High school graduate,White college degree,3, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Ben Carson,Oppose, ,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Somewhat conservative,16,Shares my values,White,White,State questionnaire,White,White,South,No,Dissatisfied,Dissatisfied,Dissatisfied,Male,White men, , ,Suburbs,Suburbs, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump,Version 1,.732697904109955,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
445359,Complete,No,Call 3,4,Yes, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ben Carson,Oppose, ,Republican,All Republicans,Republican,Republican Men,Moderate/Liberal,Moderate,Moderate,46,Tells it like it is,White,White,State questionnaire,White,White,South,Yes,Satisfied,Dissatisfied,Dissatisfied,Male,White men, , ,"Cities 10,000-50,000",Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Yes,Not Donald Trump,Version 1,1.49580121040344,No,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
445539,Not complete,Yes,Call 3,1, ,I dislike the other candidates, ,Very worried,Worried, , , , ,3, , , , , , , , , , , , , ,Ben Carson, ,Omit, , , , , , , ,15, ,White,White,State questionnaire,White,White,South, , , , ,Male,White men, , ,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Version 2,.744633376598358, ,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
445636,Complete,Yes,Call 3,3,Omit, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,Ben Carson,Support, ,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,102,Shares my values,White,White,State questionnaire,White,White,South,No,Satisfied,Omit,Satisfied,Male,White men, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Omit,Not Donald Trump,Version 1,.342714220285416,Yes,White Born-again/Evangelical Christians,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
445637,Complete,Yes,Call 3,3,Omit, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Terrorism,Ben Carson,Support, ,Independent/Something else,White Independent,Independent,Independent Men,Conservative,Conservative,Somewhat conservative,102,Shares my values,White,White,State questionnaire,White,White,South,No,Satisfied,Omit,Satisfied,Male,White men, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Omit,Not Donald Trump,Version 1,.342714220285416,Yes,White Born-again/Evangelical Christians,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
445660,Complete,Yes,Call 3,1, ,I strongly favor my candidate,Donald Trump,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3,Donald Trump,Marco Rubio, , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Ben Carson, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,8,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Version 2,2.13762044906616,Yes,White Born-again/Evangelical Christians,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
445855,Complete,Yes,Call 3,3, ,I like my candidate but with reservations,Donald Trump,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,2,Donald Trump,Donald Trump, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending,Ben Carson, ,Be from outside the political establishment,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Very conservative,100,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Suburbs,Suburbs, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,1.00063061714172,No,White Born-again/Evangelical Christians,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
446299,Complete,Yes,Call 3,2, ,I strongly favor my candidate,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1,Ted Cruz,Would not have voted, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Omit,Ben Carson, ,Have experience in politics,Independent/Something else,White Independent,Something else,Independent Women,Conservative,Conservative,Very conservative,57,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Female,White women,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,1.19264352321625,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
446301,Complete,Yes,Call 3,2,Omit, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree,1, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Ben Carson,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,57,Can bring needed change,White,White,State questionnaire,White,White,South,Omit,Dissatisfied,Dissatisfied,Satisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Just today,Last few days,In the last month,This week, ,Omit,Not Donald Trump,Version 1,1.26208233833313,No,White Born-again/Evangelical Christians,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
442065,Complete,Yes,Call 1,4,Yes, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Economy/Jobs,Ted Cruz,Oppose, ,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,46,Shares my values,White,White,State questionnaire,White,White,South,Yes,Satisfied,Satisfied,Dissatisfied,Male,White men, , ,"Cities 10,000-50,000",Small Cities/Rural, Mississippi,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,No,Not Donald Trump,Version 1,3.51901769638062,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
442083,Complete,Yes,Call 1,4, ,I strongly favor my candidate,John Kasich,Very worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Ted Cruz,Marco Rubio, , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Government spending,Ted Cruz, ,Have experience in politics,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,46,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,"Cities 10,000-50,000",Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Version 2,3.87148857116699,No,White Born-again/Evangelical Christians,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
442112,Complete,Yes,Call 1,1,Yes, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,3, , ,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Omit,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,8,Can bring needed change,White,White,State questionnaire,White,White,South,No,Satisfied,Dissatisfied,Dissatisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week, ,No,Not Donald Trump,Version 1,1.20868945121765,Yes,White Born-again/Evangelical Christians,65+,60+,65 or over,45+,50+,60+,65+,White 60+
442130,Complete,Yes,Call 1,1, ,I like my candidate but with reservations,Ted Cruz,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,3,Ted Cruz,Marco Rubio, , , ,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Government spending,Ted Cruz, ,Omit,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Somewhat conservative,8,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,1.34786593914032,No,White Born-again/Evangelical Christians,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
442145,Complete,Yes,Call 1,4, ,I strongly favor my candidate,Ted Cruz,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,2,Ted Cruz,Donald Trump, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Ted Cruz, ,Be from outside the political establishment,Independent/Something else,White Independent,Something else,Independent Men,Conservative,Conservative,Very conservative,21,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,1.02057957649231,No,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
442148,Complete,Yes,Call 1,3, ,I strongly favor my candidate,Omit,Very worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,1,Omit,Omit, , , ,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Immigration,Ted Cruz, ,Have experience in politics, , , , ,Conservative,Conservative,Very conservative,88,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,South, , , , ,Male,Black men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Creates more U.S. jobs, ,Not Donald Trump,Version 2,2.19697499275208,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
442172,Complete,Yes,Call 1,1,Yes, , , , ,College graduate,College graduate,More than High school graduate,White college degree,3, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,8,Can bring needed change,White,White,State questionnaire,White,White,South,Yes,Satisfied,Dissatisfied,Dissatisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,No,Not Donald Trump,Version 1,2.03229117393494,No,White Born-again/Evangelical Christians,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
442176,Complete,No,Call 1,4,Yes, , , , ,College graduate,College graduate,More than High school graduate,White college degree,2, , ,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Terrorism,Ted Cruz,Support, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Somewhat conservative,49,Shares my values,White,White,State questionnaire,White,White,South,Yes,Satisfied,Satisfied,Dissatisfied,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week, ,No,Not Donald Trump,Version 1,.864386975765228,No,All others,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
442186,Complete,Yes,Call 1,3, ,I strongly favor my candidate,Ted Cruz,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2,Ted Cruz,Marco Rubio, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Immigration,Ted Cruz, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,102,Shares my values,White,White,State questionnaire,White,White,South, , , , ,Male,White men,A great deal,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,1.20543670654297,No,White Born-again/Evangelical Christians,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
442195,Complete,Yes,Call 1,4, ,I strongly favor my candidate,Donald Trump,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,2,Ted Cruz,Donald Trump, , , ,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,Ted Cruz, ,Be from outside the political establishment,Republican,All Republicans,Republican,Republican Men,Conservative,Conservative,Very conservative,49,Can bring needed change,White,White,State questionnaire,White,White,South, , , , ,Male,White men,Somewhat,A great deal or somewhat,Rural,Small Cities/Rural, Mississippi,Election day exit poll, , , , ,Takes away U.S. jobs, ,Not Donald Trump,Version 2,.844217419624329,No,White Born-again/Evangelical Christians,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
442196,Complete,Yes,Call 1,4,Yes, , , , ,High school or less,No college degree,High school graduate or less,White no college degree,2, , ,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",Omit,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Government spending,Ted Cruz,Oppose, ,Republican,All Republicans,Republican,Republican Women,Conservative,Conservative,Very conservative,21,Can win in November,White,White,State questionnaire,White,White,South,Yes,Satisfied,Omit,Omit,Female,White women, , ,Rural,Small Cities/Rural, Mississippi,Election day exit poll,Sometime last week,Earlier than that,In the last month,This week, ,Yes,Not Donald Trump,Version 1,1.04577422142029,Yes,White Born-again/Evangelical Christians,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
