ID,BACKSIDE,CALL,CDNUM,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,HEALTHDEM16,HEALTHDEMCLIN,HEALTHDEMSANDERS,IADPRS16,IAPARTYID,INC100K,INC30K,INC50K,INCOME3,INCOME16CAU,ISSDEM16,MARRIED,OBAMAPLCY,PARTY,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVCAUCDEM,QLT16DEMCAU,QRACE4,QTYPE,RACE2B,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMEIA16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,UNIONHH12,VALUESCLIN,VALUESDEM16,VALUESSANDERS,VERSION,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE16,ZIPCODE
67064.0,Complete,Call 3,3.0,College graduate,College graduate,More than High school graduate,White college degree,5.0,Only Sanders,Only Sanders or neither of them,Only Sanders or both of them,Uncommitted,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999",Health care,Yes,Change to less liberal policies,,Somewhat liberal,Liberal,Liberal,70.0,"Yes, I attended a caucus before",Honest and trustworthy,White,State questionnaire,White,Midwest,Male,White men,Married men,Rural,Small Cities/Rural, Iowa,Election day exit poll,Omit,Omit,Omit,Omit,No,Only Sanders or Neither of them,Neither of them,Only Clinton or Neither of them,Version 1,0.300659894943237,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64,51632.0
68455.0,Complete,Call 3,2.0,College graduate,College graduate,More than High school graduate,White college degree,1.0,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Income inequality,Yes,Generally continue Barack Obama's policies,Democrat,Moderate,Moderate or conservative,Moderate,46.0,"Yes, I attended a caucus before",Has the right experience,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.05941545963287,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64,52333.0
68454.0,Complete,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or both of them,Only Sanders or both of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Health care,Yes,Generally continue Barack Obama's policies,Democrat,Very liberal,Liberal,Liberal,46.0,"Yes, I attended a caucus before",Has the right experience,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.11225211620331,No,65+,60+,65 or over,45+,50+,60+,65+,White 65+,52333.0
68451.0,Complete,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Income inequality,Yes,Change to more liberal policies,Democrat,Somewhat liberal,Liberal,Liberal,46.0,"Yes, I attended a caucus before",Has the right experience,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.05941545963287,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64,52333.0
68448.0,Complete,Call 3,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Both of them,Only Clinton or both of them,Only Sanders or both of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Economy/Jobs,Yes,Generally continue Barack Obama's policies,Democrat,Very liberal,Liberal,Liberal,46.0,"Yes, I attended a caucus before",Can win in November,White,State questionnaire,White,Midwest,Male,White men,Married men,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.19919896125793,No,65+,60+,65 or over,45+,50+,60+,65+,White 65+,52333.0
68447.0,Complete,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Health care,Yes,Generally continue Barack Obama's policies,Democrat,Very liberal,Liberal,Liberal,46.0,"Yes, I attended a caucus before",Has the right experience,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.11225211620331,No,45-65,60+,60-64,45+,50+,60+,50-64,White 45-64,52333.0
68443.0,Complete,Call 3,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Hillary Clinton,Democrat,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999",Health care,Yes,Generally continue Barack Obama's policies,Democrat,Very liberal,Liberal,Liberal,46.0,"No, this is my first caucus",Has the right experience,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,1.11225211620331,No,65+,60+,65 or over,45+,50+,60+,65+,White 65+,52333.0
68439.0,Complete,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Health care,Yes,Generally continue Barack Obama's policies,Democrat,Moderate,Moderate or conservative,Moderate,46.0,"Yes, I attended a caucus before",Has the right experience,White,State questionnaire,White,Midwest,Male,White men,Married men,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.19919896125793,No,65+,60+,65 or over,45+,50+,60+,65+,White 65+,52333.0
68435.0,Complete,Call 3,2.0,College graduate,College graduate,More than High school graduate,White college degree,1.0,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Hillary Clinton,Democrat,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999",Terrorism,No,Generally continue Barack Obama's policies,Democrat,Very liberal,Liberal,Liberal,46.0,"Yes, I attended a caucus before",Can win in November,White,State questionnaire,White,Midwest,Male,White men,Non married men,Suburbs,Suburbs, Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.19919896125793,No,65+,60+,65 or over,45+,50+,60+,65+,White 65+,52333.0
68428.0,Complete,Call 3,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Health care,Yes,Generally continue Barack Obama's policies,Democrat,Moderate,Moderate or conservative,Moderate,46.0,"No, this is my first caucus",Has the right experience,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.05941545963287,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64,52333.0
68425.0,Complete,Call 3,2.0,College graduate,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or both of them,Only Sanders or both of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Income inequality,Yes,Generally continue Barack Obama's policies,Democrat,Very liberal,Liberal,Liberal,46.0,"No, this is my first caucus",Can win in November,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.05941545963287,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,52333.0
68421.0,Complete,Call 3,2.0,College graduate,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or both of them,Only Sanders or both of them,Hillary Clinton,Democrat,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999",Health care,Yes,Generally continue Barack Obama's policies,Democrat,Somewhat liberal,Liberal,Liberal,46.0,"No, this is my first caucus",Has the right experience,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.05941545963287,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44,52333.0
68419.0,Complete,Call 3,2.0,High school or less,No college degree,High school graduate or less,White no college degree,1.0,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Hillary Clinton,Democrat,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"$30,000-$49,999",Health care,Yes,Generally continue Barack Obama's policies,Democrat,Somewhat liberal,Liberal,Liberal,46.0,"No, this is my first caucus",Cares about people like me,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,1.05941545963287,Yes,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64,52333.0
68414.0,Complete,Call 3,2.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Hillary Clinton,Democrat,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999",Health care,Yes,Generally continue Barack Obama's policies,Democrat,Somewhat liberal,Liberal,Liberal,46.0,"No, this is my first caucus",Has the right experience,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Yes,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,1.11225211620331,No,65+,60+,65 or over,45+,50+,60+,65+,White 65+,52333.0
68413.0,Complete,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or both of them,Only Sanders or both of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Income inequality,Yes,Generally continue Barack Obama's policies,Democrat,Very liberal,Liberal,Liberal,46.0,"Yes, I attended a caucus before",Has the right experience,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.05941545963287,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44,52333.0
68408.0,Complete,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Health care,Yes,Generally continue Barack Obama's policies,Democrat,Somewhat liberal,Liberal,Liberal,46.0,"No, this is my first caucus",Has the right experience,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.05941545963287,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-64,52333.0
68403.0,Complete,Call 3,2.0,High school or less,No college degree,High school graduate or less,White no college degree,1.0,Both of them,Only Clinton or both of them,Only Sanders or both of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Economy/Jobs,No,Generally continue Barack Obama's policies,Democrat,Somewhat liberal,Liberal,Liberal,46.0,"No, this is my first caucus",Has the right experience,White,State questionnaire,White,Midwest,Male,White men,Non married men,Suburbs,Suburbs, Iowa,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,Yes,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.06199324131012,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29,52333.0
68393.0,Complete,Call 3,4.0,Postgraduate study,College graduate,More than High school graduate,White college degree,5.0,Both of them,Only Clinton or both of them,Only Sanders or both of them,Hillary Clinton,Democrat,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999",Omit,Yes,Generally continue Barack Obama's policies,Democrat,Somewhat liberal,Liberal,Liberal,37.0,"No, this is my first caucus",Can win in November,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,In the last few days,Last few days,In the last month,This month,Yes,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.395914733409882,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-64,51555.0
68386.0,Complete,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or both of them,Only Sanders or both of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Health care,Yes,Generally continue Barack Obama's policies,Democrat,Very liberal,Liberal,Liberal,46.0,"Yes, I attended a caucus before",Has the right experience,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.05941545963287,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-64,52333.0
68381.0,Complete,Call 3,2.0,College graduate,College graduate,More than High school graduate,White college degree,1.0,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Health care,Yes,Generally continue Barack Obama's policies,Democrat,Very liberal,Liberal,Liberal,46.0,"Yes, I attended a caucus before",Can win in November,White,State questionnaire,White,Midwest,Male,White men,Married men,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.19919896125793,No,65+,60+,65 or over,45+,50+,60+,65+,White 65+,52333.0
68377.0,Complete,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,1.0,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Hillary Clinton,Democrat,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999",Income inequality,Yes,Generally continue Barack Obama's policies,Democrat,Very liberal,Liberal,Liberal,46.0,"No, this is my first caucus",Has the right experience,Other,State questionnaire,Non-white,Midwest,Male,All other races,Married men,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.14223206043243,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,All Others,52333.0
68372.0,Complete,Call 3,2.0,High school or less,No college degree,High school graduate or less,White no college degree,1.0,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Hillary Clinton,Democrat,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999",Health care,Yes,Generally continue Barack Obama's policies,Democrat,Very liberal,Liberal,Liberal,46.0,"No, this is my first caucus",Has the right experience,White,State questionnaire,White,Midwest,Male,White men,Married men,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Only Clinton,Only Clinton or Neither of them,Version 1,1.19919896125793,No,65+,60+,65 or over,45+,50+,60+,65+,White 65+,52333.0
68364.0,Complete,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or both of them,Only Sanders or both of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Economy/Jobs,Yes,Generally continue Barack Obama's policies,Democrat,Moderate,Moderate or conservative,Moderate,46.0,"Yes, I attended a caucus before",Has the right experience,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.11225211620331,No,45-65,60+,60-64,45+,50+,60+,50-64,White 45-64,52333.0
68361.0,Complete,Call 3,4.0,High school or less,No college degree,High school graduate or less,White no college degree,5.0,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Hillary Clinton,Democrat,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999",Economy/Jobs,No,Generally continue Barack Obama's policies,Democrat,Moderate,Moderate or conservative,Moderate,37.0,"Yes, I attended a caucus before",Honest and trustworthy,White,State questionnaire,White,Midwest,Female,White women,Non married women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,0.415660321712494,No,65+,60+,65 or over,45+,50+,60+,65+,White 65+,51555.0
68358.0,Complete,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or both of them,Only Sanders or both of them,Hillary Clinton,Democrat,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999",Omit,Yes,Change to more liberal policies,Democrat,Somewhat liberal,Liberal,Liberal,46.0,"Yes, I attended a caucus before",Omit,White,State questionnaire,White,Midwest,Male,White men,Married men,Suburbs,Suburbs, Iowa,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.19919896125793,No,65+,60+,65 or over,45+,50+,60+,65+,White 65+,52333.0
68352.0,Complete,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or both of them,Only Sanders or both of them,Hillary Clinton,Democrat,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999",Omit,Yes,Generally continue Barack Obama's policies,Democrat,Somewhat liberal,Liberal,Liberal,46.0,"Yes, I attended a caucus before",Has the right experience,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.11225211620331,No,65+,60+,65 or over,45+,50+,60+,65+,White 65+,52333.0
68347.0,Complete,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Both of them,Only Clinton or both of them,Only Sanders or both of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Income inequality,Yes,Change to more liberal policies,Democrat,Very liberal,Liberal,Liberal,46.0,"Yes, I attended a caucus before",Can win in November,White,State questionnaire,White,Midwest,Male,White men,Married men,Suburbs,Suburbs, Iowa,Election day exit poll,Sometime last week,Earlier than that,In the last month,This month,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.19919896125793,No,65+,60+,65 or over,45+,50+,60+,65+,White 65+,52333.0
68340.0,Complete,Call 3,2.0,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Only Clinton,Only Clinton or both of them,Only Clinton or neither of them,Hillary Clinton,Democrat,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000 or more",Health care,Yes,Change to more liberal policies,Democrat,Somewhat liberal,Liberal,Liberal,46.0,"Yes, I attended a caucus before",Can win in November,White,State questionnaire,White,Midwest,Female,White women,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,No,Only Clinton or Both of them,Both of them,Only Sanders or Both of them,Version 1,1.05941545963287,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-64,52333.0
