ID,BACKSIDE,BEATTRUMP16,CALL,CDNUM,CHILD12,CTDPRS16,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GUNPLCYDEM16NY,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INSPIRES16D,ISSDEM16,LATINO,OBAMAPLCY,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYUNITYDEM,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VERSION,VOTENOVCLINTON,VOTENOVSANDERS,WALLST16,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE
581203.0,Complete,Hillary Clinton,Call 2,5.0,No,Hillary Clinton,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,4.0,Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,71.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,East,Male,White men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,1.03056037425995,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
583133.0,Complete,Hillary Clinton,Call 3,5.0,Yes,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,Non white college degree,4.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Divided the Democratic Party,Non-White Democrats,Very liberal,Liberal,Liberal,71.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,0.953108251094818,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44
583127.0,Complete,Hillary Clinton,Call 3,3.0,No,Hillary Clinton,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,1.0,Hillary Clinton,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Bernie Sanders,Income inequality,No,Generally continue Barack Obama's policies,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,41.0,Can win in November,White,White,State questionnaire,White,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Help the U.S. economy,2.12590718269348,Yes,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
583126.0,Complete,Hillary Clinton,Call 3,1.0,No,Hillary Clinton,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,2.0,Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,26.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,Probably vote for her,Not vote for him,Hurt the U.S. economy,1.2961106300354,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
583122.0,Complete,Hillary Clinton,Call 3,1.0,Yes,Hillary Clinton,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Hillary Clinton,Health care,No,Change to more liberal policies,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Very liberal,Liberal,Liberal,13.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Probably vote for him,Hurt the U.S. economy,1.492391705513,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
581190.0,Complete,Hillary Clinton,Call 2,3.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Bernie Sanders,Economy/Jobs,No,Generally continue Barack Obama's policies,Women without children,,,,,Divided the Democratic Party,,Somewhat liberal,Liberal,Liberal,54.0,Can win in November,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,Definitely vote for her,Probably vote for him,Hurt the U.S. economy,1.09189486503601,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
581187.0,Complete,Hillary Clinton,Call 2,3.0,Yes,Hillary Clinton,High school or less,No college degree,High school graduate or less,White no college degree,3.0,Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Health care,No,Generally continue Barack Obama's policies,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,22.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,0.824046552181244,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
583117.0,Complete,Hillary Clinton,Call 3,5.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,12.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Help the U.S. economy,1.0579240322113,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
583116.0,Complete,Hillary Clinton,Call 3,1.0,Yes,Hillary Clinton,College graduate,College graduate,More than High school graduate,White college degree,2.0,Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Health care,No,Generally continue Barack Obama's policies,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Moderate,Moderate or conservative,Moderate,60.0,Can win in November,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Probably vote for him,Hurt the U.S. economy,0.961519539356232,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
583115.0,Complete,Hillary Clinton,Call 3,3.0,No,Hillary Clinton,High school or less,No college degree,High school graduate or less,White no college degree,1.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Health care,No,Change to more liberal policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,34.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Not vote for him,Help the U.S. economy,0.757505476474762,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,White 17-29
581183.0,Complete,Hillary Clinton,Call 2,5.0,No,Hillary Clinton,High school or less,No college degree,High school graduate or less,White no college degree,4.0,Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Divided the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,71.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Not vote for him,Help the U.S. economy,0.880138099193573,Yes,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
583113.0,Complete,Hillary Clinton,Call 3,3.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,Non white college degree,1.0,Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Divided the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,41.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Probably vote for him,Help the U.S. economy,1.75407195091248,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
583112.0,Complete,Hillary Clinton,Call 3,5.0,No,Hillary Clinton,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4.0,Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Moderate,Moderate or conservative,Moderate,71.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Probably vote for him,Help the U.S. economy,0.85030859708786,No,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
583107.0,Complete,Hillary Clinton,Call 3,1.0,Yes,Hillary Clinton,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Bernie Sanders,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Hillary Clinton,Income inequality,No,Change to more liberal policies,Women with children,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Conservative,Moderate or conservative,Conservative,13.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,1.492391705513,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
583104.0,Complete,Hillary Clinton,Call 3,1.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,2.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Hillary Clinton,Economy/Jobs,No,Change to more liberal policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,60.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Probably vote for her,Not vote for him,Help the U.S. economy,0.857812643051147,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
583103.0,Complete,Hillary Clinton,Call 3,3.0,Yes,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Bernie Sanders,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Men with children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Very liberal,Liberal,Liberal,41.0,Can win in November,White,White,State questionnaire,White,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,2.12590718269348,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
581167.0,Complete,Hillary Clinton,Call 2,3.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,4.0,Hillary Clinton,,,,,,,,Bernie Sanders,Health care,No,Generally continue Barack Obama's policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,54.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,1.09189486503601,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,White 30-44
581166.0,Complete,Hillary Clinton,Call 2,3.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Hillary Clinton,Economy/Jobs,No,Change to more liberal policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,22.0,Can win in November,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Help the U.S. economy,0.73516708612442,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
581165.0,Complete,Hillary Clinton,Call 2,5.0,No,Hillary Clinton,College graduate,College graduate,More than High school graduate,Non white college degree,4.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Hillary Clinton,Economy/Jobs,No,Generally continue Barack Obama's policies,Men without children,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Somewhat liberal,Liberal,Liberal,71.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Not vote for him,Help the U.S. economy,0.888246536254883,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
583094.0,Complete,Hillary Clinton,Call 3,1.0,,Hillary Clinton,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Hillary Clinton,Economy/Jobs,Yes,Generally continue Barack Obama's policies,,Democrat,Non-black Democrat,Latino Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Somewhat liberal,Liberal,Liberal,13.0,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,Definitely vote for her,Probably vote for him,Hurt the U.S. economy,1.43962168693542,No,65+,60+,65 or over,45+,50+,60+,65+,Latino 60+
583093.0,Complete,Hillary Clinton,Call 3,5.0,No,Hillary Clinton,Postgraduate study,College graduate,More than High school graduate,White college degree,1.0,Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Health care,No,Change to more liberal policies,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,Energized the Democratic Party,White Democrat,Somewhat liberal,Liberal,Liberal,12.0,Has the right experience,White,White,State questionnaire,White,White,White,East,Female,White women,Suburbs,Suburbs,Connecticut,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Not vote for him,Help the U.S. economy,1.20230495929718,No,65+,60+,65 or over,45+,50+,60+,65+,White 60+
583092.0,Complete,Hillary Clinton,Call 3,3.0,Yes,Hillary Clinton,College graduate,College graduate,More than High school graduate,Non white college degree,1.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Bernie Sanders,Income inequality,No,Generally continue Barack Obama's policies,Men with children,Democrat,Black Democrat,Black Democrat,Democrat,Energized the Democratic Party,Non-White Democrats,Conservative,Moderate or conservative,Conservative,41.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,"Cities 50,000-500,000","Cities over 50,000",Connecticut,Election day exit poll,In the last few days,Last few days,In the last month,This month,Version 1,Probably vote for her,Probably vote for him,Hurt the U.S. economy,2.05385613441467,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
