ID,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMP16,CALL,CDNUM,CLINBUSINESS,CLINHONEST,CLINREALISTIC,CLINTONLIB,CUBAN3,ECONWORR,ECOWORR2,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,FLDPRS16,GENDISS,GENDISS2,GEOCODE,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,ISSDEM16,MARRIED,OBAMAPLCY,OUTSIDER16,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEREL14,RACERELCLIN,RACERELDEM16,RACERELSANDERS,REGION,REL5,RELIGN10,RELWHITE,SANDBUSINESS,SANDERSLIB,SANDHONEST,SANDREALISTIC,SATHCLIN,SATSANDERS,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VERSION,WEIGHT,WHNCLINC
489696.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,3.0,About right,Yes,,,No,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Hillary Clinton,,,1.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,,,,,South,Protestant/Other Non-Catholic Christian,Protestant,,Too anti-business,,Yes,,,,Female,Black women,,"Cities over 500,000","Cities over 50,000",English,Florida,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,4.04031896591187,No
489697.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,2.0,Omit,Yes,,,No,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Hillary Clinton,,,1.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Omit,White,White,State questionnaire,White,White,,,,,South,Something else,Other,Something else,Omit,,Yes,,,,Female,White women,,Suburbs,Suburbs,English,Florida,Telephone survey,Sometime last week,Earlier than that,In the last month,This month,Version 1,2.15581107139587,No
489698.0,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,1.0,Too pro-business,Yes,,,No,Not at all worried,Not worried,College graduate,College graduate,More than High school graduate,White college degree,Bernie Sanders,,,1.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,None,None,None,About right,,Yes,,,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,6.63342475891113,No
489699.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,11.0,About right,Yes,,,No,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Hillary Clinton,,,3.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,Catholic,Catholic,Catholic,Too anti-business,,No,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,2.28331160545349,Yes
489700.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,12.0,About right,No,,,No,Not at all worried,Not worried,Postgraduate study,College graduate,More than High school graduate,Non white college degree,Hillary Clinton,,,3.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Health care,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,South,None,None,,Too anti-business,,No,,,,Male,Black men,,Suburbs,Suburbs,English,Florida,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,2.22608590126038,No
489701.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,23.0,About right,Yes,,,No,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Hillary Clinton,,,4.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,Something else,Other,Something else,Too anti-business,,Yes,,,,Female,White women,,Rural,Small Cities/Rural,English,Florida,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,1.60898220539093,No
489702.0,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,,24.0,About right,No,,,No,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Hillary Clinton,,,2.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Income inequality,,Change to less liberal policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Has the right experience,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,,,,,South,Catholic,Catholic,,About right,,Yes,,,,Female,Latino women,,Suburbs,Suburbs,English,Florida,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,3.96500635147095,No
489703.0,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,,6.0,Too pro-business,No,,,No,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,Bernie Sanders,,,1.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Health care,,Change to more liberal policies,Have experience in politics,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,,,,,South,None,None,,About right,,Yes,,,,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,2.43323159217834,No
489704.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,All others,All others,Complete,,,5.0,About right,Yes,,,No,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,Non white college degree,Hillary Clinton,,,3.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Terrorism,,Generally continue Barack Obama's policies,Have experience in politics,45+,18-64,Democrat,Non-black Democrat,All Other,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,,Cares about people like me,Other,Asian,State questionnaire,Asian,Non-white,,,,,South,Something else,Other,,Too pro-business,,Yes,,,,Male,All other races,,Suburbs,Suburbs,English,Florida,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,2.37556552886963,No
489705.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,24.0,About right,Yes,,,No,Not too worried,Not worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Hillary Clinton,,,2.0,,,,,,,,Omit,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Too anti-business,,Yes,,,,Male,White men,,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,Telephone survey,Sometime last week,Earlier than that,In the last month,This month,Version 1,3.13156700134277,No
489706.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,9.0,About right,Yes,,,No,Somewhat worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Hillary Clinton,,,3.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,None,None,None,Too anti-business,,Yes,,,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,2.28331160545349,No
489707.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,23.0,About right,Yes,,,No,Not at all worried,Not worried,High school or less,No college degree,High school graduate or less,Non white no college degree,Hillary Clinton,,,5.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Terrorism,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,,Has the right experience,Black,Black,State questionnaire,Black,Non-white,,,,,South,Protestant/Other Non-Catholic Christian,Protestant,,Too anti-business,,Yes,,,,Male,Black men,,Suburbs,Suburbs,English,Florida,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.96731245517731,No
489708.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,14.0,About right,No,,,No,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Hillary Clinton,,,4.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Income inequality,,Change to more liberal policies,Omit,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,Too anti-business,,Yes,,,,Male,White men,,Suburbs,Suburbs,English,Florida,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,1.51445424556732,No
489709.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,12.0,Too pro-business,No,,,No,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Bernie Sanders,,,3.0,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,,Cares about people like me,White,White,State questionnaire,White,White,,,,,South,Catholic,Catholic,Catholic,About right,,Yes,,,,Male,White men,,Suburbs,Suburbs,English,Florida,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.02348136901855,Yes
489710.0,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,13.0,Omit,Yes,,,No,Not too worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Hillary Clinton,,,4.0,,,,,,,,Economy/Jobs,,Omit,Have experience in politics,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,Moderate or conservative,Moderate,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,None,None,None,Omit,,Yes,,,,Female,White women,,Suburbs,Suburbs,English,Florida,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,3.21796441078186,
489711.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,16.0,Too pro-business,No,,,No,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Bernie Sanders,,,4.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs,,Generally continue Barack Obama's policies,Be from outside the political establishment,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,About right,,Yes,,,,Male,White men,,Suburbs,Suburbs,English,Florida,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,2.18997764587402,No
489712.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,13.0,About right,Yes,,,No,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Hillary Clinton,,,4.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Income inequality,,Omit,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,Catholic,Catholic,Catholic,Omit,,Omit,,,,Female,White women,,Suburbs,Suburbs,English,Florida,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,1.7784765958786,Yes
489713.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,15.0,Too pro-business,No,,,No,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,Bernie Sanders,,,2.0,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Income inequality,,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,None,None,None,About right,,Yes,,,,Female,White women,,Suburbs,Suburbs,English,Florida,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,4.47714614868164,No
489714.0,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,4.0,About right,Yes,,,No,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,Non white no college degree,Hillary Clinton,,,1.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Income inequality,,Generally continue Barack Obama's policies,Have experience in politics,45+,65+,Independent/Something else,Black non-Democrat,Black Independent,Something else,All others,Somewhat liberal,Liberal,Liberal,,Can win in November,Black,Black,State questionnaire,Black,Non-white,,,,,South,Protestant/Other Non-Catholic Christian,Protestant,,Too pro-business,,No,,,,Female,Black women,,"Cities over 500,000","Cities over 50,000",English,Florida,Telephone survey,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,4.04031896591187,No
489715.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,19.0,About right,Yes,,,No,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,Hillary Clinton,,,5.0,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Income inequality,,Change to more liberal policies,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Honest and trustworthy,White,White,State questionnaire,White,White,,,,,South,Jewish,Jewish,Jewish,About right,,Yes,,,,Female,White women,,Suburbs,Suburbs,English,Florida,Telephone survey,Sometime last week,Earlier than that,In the last month,This month,Version 1,0.912787437438965,Yes
489716.0,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,19.0,Too pro-business,Yes,,,No,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Hillary Clinton,,,5.0,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Economy/Jobs,,Omit,Have experience in politics,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Has the right experience,White,White,State questionnaire,White,White,,,,,South,Jewish,Jewish,Jewish,Omit,,Omit,,,,Female,White women,,Suburbs,Suburbs,English,Florida,Telephone survey,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,0.912787437438965,No
