id,backside,betrayed,brnagain,call,cdnum,cruzhone,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,geocode,getahead,gop20162,gop201_1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,muslimba,ncrprs16,outsider,party,partybyr,partyid,partysex,phil2r,phil3x,phil4c,precinct,prevpri,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,rubiohon,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,thirdpar,timenh16,timeprif,timeprim,timepriw,trade16,trumphon,trumpvot,unfairre,version,vetvoter,votenovc,votenovr,votenovt,weight,whnclinc,whtevang,xage,xage3,xage8,xage45,xage49,xage60,xage65,xagebyra
497428,Complete,Yes, ,Call 2,6, ,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,4, ,Ted Cruz,Marco Rubio, , , , , , , , , , ,Government spending, ,Ted Cruz,Have experience in politics, , , , ,Conservative,Conservative,Very conservative,37,Yes,Shares my values,White,White,State questionnaire,White,White,South, ,Female,White women,Suburbs,Suburbs, North Carolina,Election day exit poll, , , , , ,Omit, ,Not Donald Trump,Donald Trump,Version 2, ,Probably vote for him,Probably vote for him,Not vote for him,.578696489334106, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
497457,Complete, , ,Call 2,10,Omit, , , , , , ,5,Holding steady financially, , ,Omit,Omit,Offered a chance to apply for legal status, , , , , , , ,Terrorism,Omit,Ted Cruz, , , , , , , , ,88, ,Omit,White,White,State questionnaire,White,White,South,Omit,Male,White men,Rural,Small Cities/Rural, North Carolina,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, ,Omit,Not Donald Trump, ,Version 1,Yes, , , ,.964199006557465, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
497974,Complete, , ,Call 2,2,Omit, , , , , , ,4,Holding steady financially, , ,Omit,Omit,Offered a chance to apply for legal status, , , , , , , ,Government spending,Omit,Ted Cruz, , , , , , , , ,1, ,Shares my values,White,White,State questionnaire,White,White,South,Omit,Female,White women,Suburbs,Suburbs, North Carolina,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week, ,Omit,Not Donald Trump, ,Version 1, , , , ,.691371858119965, ,All others,65+,60+,65 or over,45+,50+,60+,65+,White 60+
491287,Not complete,Yes, ,Call 1,5, ,Very worried,Worried, , , , ,5, ,Ted Cruz,Marco Rubio, , , , , , , , , , , , ,John Kasich,Have experience in politics, , , , , , , ,108, , ,White,White,State questionnaire,White,White,South, ,Male,White men,Rural,Small Cities/Rural, North Carolina,Election day exit poll, , , , , , , ,Not Donald Trump, ,Version 2, , , , ,.599862456321716, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
491570,Not complete,No, ,Call 1,6, ,Very worried,Worried, , , , ,4, ,Ted Cruz,Marco Rubio, , , , , , , , , , , , ,John Kasich,Have experience in politics, , , , , , , ,36, , ,White,White,State questionnaire,White,White,South, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll, , , , , , , ,Not Donald Trump, ,Version 2, , , , ,1.09609711170197, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
498215,Not complete,Yes, ,Call 2,5, ,Very worried,Worried, , , , ,5, ,Donald Trump,Marco Rubio, , , , , , , , , , , , ,John Kasich,Be from outside the political establishment, , , , , , , ,108, , ,White,White,State questionnaire,White,White,South, ,Female,White women,Rural,Small Cities/Rural, North Carolina,Election day exit poll, , , , , , , ,Not Donald Trump, ,Version 2, , , , ,.635618209838867, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
503758,Not complete,Omit, ,Call 3,10, ,Omit,Omit, , , , ,5, ,Would not have voted,Would not have voted, , , , , , , , , , , , ,John Kasich,Have experience in politics, , , , , , , ,13, , ,White,White,State questionnaire,White,White,South, ,Female,White women,Suburbs,Suburbs, North Carolina,Election day exit poll, , , , , , , ,Not Donald Trump, ,Version 2, , , , ,.89693409204483, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
504059,Not complete, , ,Call 3,13, , , , , , , ,2,Holding steady financially, , , , ,Offered a chance to apply for legal status, , , , , , , , , ,John Kasich, , , , , , , , ,95, , ,White,White,State questionnaire,White,White,South, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Seriously consider voting for a third party candidate,Just today,Last few days,In the last month,This week, , ,Not Donald Trump, ,Version 1,No, , , ,.501063346862793, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
504163,Not complete, , ,Call 3,5, , , , , , , ,5,Omit, , , , ,Omit, , , , , , , , , ,John Kasich, , , , , , , , ,108, , ,White,White,State questionnaire,White,White,South, ,Male,White men,Rural,Small Cities/Rural, North Carolina,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week, , ,Not Donald Trump, ,Version 1,No, , , ,.599862456321716, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
493959,Complete,Omit, ,Call 1,13, ,Omit,Omit,College graduate,College graduate,More than High school graduate,White college degree,2, ,Would not have voted,Marco Rubio, , , , , , , , , , ,Government spending, ,John Kasich,Have experience in politics, , , , ,Moderate/Liberal,Moderate,Moderate,98,Yes,Omit,White,White,State questionnaire,White,White,South, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll, , , , , ,Omit, ,Not Donald Trump,Ted Cruz,Version 2, ,Not vote for him,Probably vote for him,Not vote for him,.745591521263123, , ,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
500215,Complete,Yes, ,Call 2,13, ,Not at all worried,Not worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,2, ,Would not have voted,Marco Rubio, , , , , , , , , , ,Omit, ,John Kasich,Have experience in politics, , , , ,Conservative,Conservative,Very conservative,96,Yes,Tells it like it is,White,White,State questionnaire,White,White,South, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Donald Trump,Version 2, ,Not vote for him,Definitely vote for him,Not vote for him,.566169440746307, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
491734,Not complete, , ,Call 1,2, , , , , , , ,2,Holding steady financially, , , , ,Offered a chance to apply for legal status, , , , , , , , , ,Marco Rubio, , , , , , , , ,101, , ,White,White,State questionnaire,White,White,South, ,Female,White women,Suburbs,Suburbs, North Carolina,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, , ,Not Donald Trump, ,Version 1,No, , , ,.514628291130066, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
504426,Not complete,No, ,Call 3,13, ,Very worried,Worried, , , , ,2, ,Ted Cruz,Marco Rubio, , , , , , , , , , , , ,Marco Rubio,Have experience in politics, , , , , , , ,95, , ,Black,Black,State questionnaire,Black,Non-white,South, ,Male,Black men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll, , , , , , , ,Not Donald Trump, ,Version 2, , , , ,1.00133800506592, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
494606,Complete,No, ,Call 1,13, ,Somewhat worried,Worried, , , , ,2, ,Ted Cruz,Marco Rubio, , , , , , , , , , ,Government spending, ,Marco Rubio,Be from outside the political establishment, , , , , , , ,96,Yes,Tells it like it is,White,White,State questionnaire,White,White,South, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll, , , , , ,Takes away U.S. jobs, ,Not Donald Trump,Omit,Version 2, ,Definitely vote for him,Definitely vote for him,Not vote for him,.467948734760284, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
491179,Not complete,Yes, ,Call 1,5, ,Very worried,Worried, , , , ,5, ,Donald Trump,Donald Trump, , , , , , , , , , , , ,Donald Trump,Be from outside the political establishment, , , , , , , ,108, , ,White,White,State questionnaire,White,White,South, ,Male,White men,Rural,Small Cities/Rural, North Carolina,Election day exit poll, , , , , , , ,Donald Trump, ,Version 2, , , , ,.775234580039978, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
491435,Not complete, , ,Call 1,3, , , , , , , ,1,Holding steady financially, , , , ,Deported to the country they came from, , , , , , , , , ,Donald Trump, , , , , , , , ,72, , ,White,White,State questionnaire,White,White,South, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, , ,Donald Trump, ,Version 1,Yes, , , ,.870411336421967, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
491547,Not complete,No, ,Call 1,3, ,Very worried,Worried, , , , ,1, ,Donald Trump,Donald Trump, , , , , , , , , , , , ,Donald Trump,Be from outside the political establishment, , , , , , , ,72, , ,White,White,State questionnaire,White,White,South, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll, , , , , , , ,Donald Trump, ,Version 2, , , , ,.922293484210968, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
491663,Not complete, , ,Call 1,13, , , , , , , ,1,Falling behind financially, , , , ,Omit, , , , , , , , , ,Donald Trump, , , , , , , , ,112, , ,White,White,State questionnaire,White,White,South, ,Female,White women,Rural,Small Cities/Rural, North Carolina,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, , ,Donald Trump, ,Version 1,No, , , ,1.47148716449738, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
491888,Not complete,No, ,Call 1,2, ,Very worried,Worried, , , , ,4, ,Donald Trump,Donald Trump, , , , , , , , , , , , ,Donald Trump,Be from outside the political establishment, , , , , , , ,1, , ,Other,Other,State questionnaire,Other,Non-white,South, ,Female,All other races,Suburbs,Suburbs, North Carolina,Election day exit poll, , , , , , , ,Donald Trump, ,Version 2, , , , ,.9789097905159, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,All others
491943,Not complete,Yes, ,Call 1,10, ,Very worried,Worried, , , , ,5, ,Donald Trump,Donald Trump, , , , , , , , , , , , ,Donald Trump,Be from outside the political establishment, , , , , , , ,88, , ,White,White,State questionnaire,White,White,South, ,Female,White women,Rural,Small Cities/Rural, North Carolina,Election day exit poll, , , , , , , ,Donald Trump, ,Version 2, , , , ,.86046576499939, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
493077,Not complete,No, ,Call 1,6, ,Very worried,Worried, , , , ,4, ,Donald Trump,Donald Trump, , , , , , , , , , , , ,Donald Trump,Have experience in politics, , , , , , , ,2, , ,White,White,State questionnaire,White,White,South, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll, , , , , , , ,Donald Trump, ,Version 2, , , , ,1.27686727046967, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
493137,Not complete,Yes, ,Call 1,2, ,Very worried,Worried, , , , ,2, ,Donald Trump,Donald Trump, , , , , , , , , , , , ,Donald Trump,Be from outside the political establishment, , , , , , , ,102, , ,White,White,State questionnaire,White,White,South, ,Male,White men,Suburbs,Suburbs, North Carolina,Election day exit poll, , , , , , , ,Donald Trump, ,Version 2, , , , ,.914438843727112, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
493381,Not complete,Yes, ,Call 1,7, ,Very worried,Worried, , , , ,1, ,Donald Trump,Donald Trump, , , , , , , , , , , , ,Donald Trump,Be from outside the political establishment, , , , , , , ,4, , ,White,White,State questionnaire,White,White,South, ,Male,White men,Suburbs,Suburbs, North Carolina,Election day exit poll, , , , , , , ,Donald Trump, ,Version 2, , , , ,1.15811514854431, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
493509,Not complete,Yes, ,Call 1,7, ,Somewhat worried,Worried, , , , ,1, ,Donald Trump,Donald Trump, , , , , , , , , , , , ,Donald Trump,Be from outside the political establishment, , , , , , , ,4, , ,White,White,State questionnaire,White,White,South, ,Male,White men,Suburbs,Suburbs, North Carolina,Election day exit poll, , , , , , , ,Donald Trump, ,Version 2, , , , ,1.15811514854431, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
494184,Not complete,Yes, ,Call 1,13, ,Very worried,Worried, , , , ,2, ,Donald Trump,Donald Trump, , , , , , , , , , , , ,Donald Trump,Be from outside the political establishment, , , , , , , ,98, , ,White,White,State questionnaire,White,White,South, ,Female,White women,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll, , , , , , , ,Donald Trump, ,Version 2, , , , ,.854772567749023, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
494358,Not complete, , ,Call 1,13, , , , , , , ,2,Holding steady financially, , , , ,Deported to the country they came from, , , , , , , , , ,Donald Trump, , , , , , , , ,98, , ,White,White,State questionnaire,White,White,South, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, , ,Donald Trump, ,Version 1,No, , , ,.776437222957611, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
495205,Not complete,Yes, ,Call 1,8, ,Very worried,Worried, , , , ,3, ,Donald Trump,Donald Trump, , , , , , , , , , , , ,Donald Trump,Be from outside the political establishment, , , , , , , ,8, , ,White,White,State questionnaire,White,White,South, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll, , , , , , , ,Donald Trump, ,Version 2, , , , ,1.02695083618164, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
495594,Not complete,No, ,Call 1,7, ,Very worried,Worried, , , , ,1, ,Donald Trump,Donald Trump, , , , , , , , , , , , ,Donald Trump,Be from outside the political establishment, , , , , , , ,83, , ,White,White,State questionnaire,White,White,South, ,Male,White men,Rural,Small Cities/Rural, North Carolina,Election day exit poll, , , , , , , ,Donald Trump, ,Version 2, , , , ,.717230260372162, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
496141,Not complete, , ,Call 1,13, , , , , , , ,2,Falling behind financially, , , , ,Deported to the country they came from, , , , , , , , , ,Donald Trump, , , , , , , , ,95, , ,White,White,State questionnaire,White,White,South, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Seriously consider voting for a third party candidate,Before that,Earlier than that,Earlier than that,Earlier than that, , ,Donald Trump, ,Version 1,No, , , ,.629904866218567, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
496176,Not complete, , ,Call 1,13, , , , , , , ,2,Falling behind financially, , , , ,Deported to the country they came from, , , , , , , , , ,Donald Trump, , , , , , , , ,95, , ,White,White,State questionnaire,White,White,South, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, , ,Donald Trump, ,Version 1,No, , , ,.629904866218567, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
497154,Not complete,Yes, ,Call 2,6, ,Very worried,Worried, , , , ,4, ,Donald Trump,Donald Trump, , , , , , , , , , , , ,Donald Trump,Be from outside the political establishment, , , , , , , ,37, , ,White,White,State questionnaire,White,White,South, ,Male,White men,Suburbs,Suburbs, North Carolina,Election day exit poll, , , , , , , ,Donald Trump, ,Version 2, , , , ,.803409218788147, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
497352,Not complete,Omit, ,Call 2,6, ,Not at all worried,Not worried, , , , ,4, ,Donald Trump,Donald Trump, , , , , , , , , , , , ,Donald Trump,Be from outside the political establishment, , , , , , , ,37, , ,White,White,State questionnaire,White,White,South, ,Female,White women,Suburbs,Suburbs, North Carolina,Election day exit poll, , , , , , , ,Donald Trump, ,Version 2, , , , ,.851297676563263, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
497369,Not complete, , ,Call 2,6, , , , , , , ,4,Omit, , , , ,Deported to the country they came from, , , , , , , , , ,Donald Trump, , , , , , , , ,37, , ,White,White,State questionnaire,White,White,South, ,Male,White men,Suburbs,Suburbs, North Carolina,Election day exit poll,Be satisfied with that choice,Just today,Last few days,In the last month,This week, , ,Donald Trump, ,Version 1,No, , , ,.803409218788147, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
497600,Not complete, , ,Call 2,10, , , , , , , ,5,Falling behind financially, , , , ,Deported to the country they came from, , , , , , , , , ,Donald Trump, , , , , , , , ,88, , ,White,White,State questionnaire,White,White,South, ,Female,White women,Rural,Small Cities/Rural, North Carolina,Election day exit poll,Be satisfied with that choice,In the last month,Earlier than that,In the last month,Earlier than that, , ,Donald Trump, ,Version 1,No, , , ,.86046576499939, , ,65+,60+,65 or over,45+,50+,60+,65+,White 60+
497790,Not complete, , ,Call 2,10, , , , , , , ,3,Falling behind financially, , , , ,Offered a chance to apply for legal status, , , , , , , , , ,Donald Trump, , , , , , , , ,51, , ,White,White,State questionnaire,White,White,South, ,Male,White men,Suburbs,Suburbs, North Carolina,Election day exit poll,Be satisfied with that choice,Just today,Last few days,In the last month,This week, , ,Donald Trump, ,Version 1,Yes, , , ,.804600477218628, , ,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
504137,Not complete, , ,Call 3,13, , , , , , , ,2,Holding steady financially, , , , ,Offered a chance to apply for legal status, , , , , , , , , ,Donald Trump, , , , , , , , ,95, , ,White,White,State questionnaire,White,White,South, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Seriously consider voting for a third party candidate,In the last month,Earlier than that,In the last month,Earlier than that, , ,Donald Trump, ,Version 1,No, , , ,.629904866218567, , ,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
504227,Not complete, , ,Call 3,13, , , , , , , ,2,Holding steady financially, , , , ,Omit, , , , , , , , , ,Donald Trump, , , , , , , , ,95, , ,Other,Asian,State questionnaire,Asian,Non-white,South, ,Male,All other races,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll,Be satisfied with that choice,Before that,Earlier than that,Earlier than that,Earlier than that, , ,Donald Trump, ,Version 1,No, , , ,.629904866218567, , ,30-44,30-59,40-44,17-44,17-49,30-44,40-49,All others
504333,Not complete,No, ,Call 3,13, ,Very worried,Worried, , , , ,2, ,Donald Trump,Donald Trump, , , , , , , , , , , , ,Donald Trump,Be from outside the political establishment, , , , , , , ,95, , ,White,White,State questionnaire,White,White,South, ,Male,White men,"Cities 50,000-500,000","Cities over 50,000", North Carolina,Election day exit poll, , , , , , , ,Donald Trump, ,Version 2, , , , ,.654447197914124, , ,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
504530,Not complete, , ,Call 3,9, , , , , , , ,3,Holding steady financially, , , , ,Offered a chance to apply for legal status, , , , , , , , , ,Donald Trump, , , , , , , , ,61, , ,White,White,State questionnaire,White,White,South, ,Female,White women,Suburbs,Suburbs, North Carolina,Election day exit poll,Be satisfied with that choice,In the last few days,Last few days,In the last month,This week, , ,Donald Trump, ,Version 1,No, , , ,.773201704025269, , ,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
