id,age,age3,age8,age45,age49,age60,age65,ageblack,agebyrac,agebyr_1,backside,betrayed,brnagain,call,cdnum,cruzwin,cruzwin2,econworr,ecoworr2,educ12r,educcoll,educhs,educwhit,forcands,geocode,gopconv1,govtangr,govtan_1,immdepor,inc100k,inc30k,inc50k,income3,income4,income16,incwhite,issrep16,kasichwi,kasich_1,muslimba,outsider,over45,over65,parprs16,party,partybyr,partyid,partysex,partyuni,phil2r,phil3x,phil4c,precinct,qlt16rep,qrace3,qraceai,qtype,race,race2b,region,sex,sexbyrac,sizeplac,sizeplc3,stanum,telepoll,timenh16,timeprif,timeprim,timepriw,trade16,trumpvot,trumpwin,trumpw_1,unfairre,version,votenovc,votenovk,votenovt,wallst16,weight,whnclinc,whtevang
578592,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,5, , , , ,High school or less,No college degree,High school graduate or less,White no college degree, ,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Terrorism, , ,Support, ,45+,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Men, ,Moderate/Liberal,Moderate,Moderate,70,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,Just today,Last few days,In the last month,This week, ,Not Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Not vote for him, ,.863724112510681,Yes, 
578639,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete, ,No,Call 1,12, , , , , , , , ,For your candidate,5, , , , , , , , , , , , , , , ,Have experience in politics,45+,65+,Ted Cruz, , , , ,Energized the Republican Party, , , ,7, ,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Pennsylvania,Election day exit poll, , , , ,Takes away U.S. jobs,Not Donald Trump, , ,Donald Trump,Version 2, , , ,Help the U.S. economy,1.32801139354706, ,All others
578646,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete, ,Yes,Call 1,5, , , , , , , , ,For your candidate,4, , , , , , , , , , , , , , , ,Have experience in politics,45+,65+,Ted Cruz, , , , ,Energized the Republican Party, , , ,70, ,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump, , ,Ted Cruz,Version 2, , , ,Help the U.S. economy,.813792705535889, ,White Born-again/Evangelical Christians
578654,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No, ,Call 1,12, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,5,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",Economy/Jobs, , ,Support, ,45+,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Women, ,Moderate/Liberal,Moderate,Moderate,7,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Not Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Not vote for him, ,1.30489146709442,No, 
578664,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes, ,Call 1,5, , , , ,Postgraduate study,College graduate,More than High school graduate,White college degree, ,4,Who the delegates think would be the best nominee,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending, , ,Support, ,45+,18-64,Ted Cruz,Independent/Something else,White Independent,Independent,Independent Men, ,Conservative,Conservative,Very conservative,70,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Not Donald Trump, , , ,Version 1,Definitely vote for him,Probably vote for him,Not vote for him, ,.863724112510681,No, 
578668,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 1,12,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,5, , , , , , , , , , , ,Immigration,Optimistic,Excited or optimistic, ,Have experience in politics,45+,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,7,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Pennsylvania,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Scared,Concerned or scared,John Kasich,Version 2, , , ,Hurt the U.S. economy,1.32801139354706, ,All others
578676,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Omit, ,Call 1,5, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,4,Who the delegates think would be the best nominee,Omit,Omit,Omit,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Immigration, , ,Support, ,45+,65+,Ted Cruz,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,70,Can win in November,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,In the last few days,Last few days,In the last month,This week, ,Not Donald Trump, , , ,Version 1,Definitely vote for him,Omit,Not vote for him, ,.863724112510681,Yes, 
578688,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,5,Optimistic,Excited or optimistic,Very worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4, , , , , , , , , , , ,Government spending,Optimistic,Excited or optimistic, ,Have experience in politics,18-44,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Very conservative,70,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll, , , , ,Takes away U.S. jobs,Not Donald Trump,Optimistic,Excited or optimistic,Donald Trump,Version 2, , , ,Help the U.S. economy,.830210983753204, ,White Born-again/Evangelical Christians
578699,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 1,5,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Against his opponents,4, , , , , , , , , , , ,Economy/Jobs,Optimistic,Excited or optimistic, ,Have experience in politics,45+,65+,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,70,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,Help the U.S. economy,.813792705535889, ,All others
578701,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes, ,Call 1,16, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,4,With the most votes in the primaries,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Government spending, , ,Support, ,45+,65+,Ted Cruz,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Very conservative,78,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Not Donald Trump, , , ,Version 1,Definitely vote for him,Not vote for him,Definitely vote for him, ,1.148402094841,No, 
578711,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,5,Excited,Excited or optimistic,Somewhat worried,Worried,Postgraduate study,College graduate,More than High school graduate,White college degree,For your candidate,4, , , , , , , , , , , ,Government spending,Concerned,Concerned or scared, ,Be from outside the political establishment,45+,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Very conservative,70,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll, , , , ,Omit,Not Donald Trump,Optimistic,Excited or optimistic,Omit,Version 2, , , ,Omit,.830210983753204, ,White Born-again/Evangelical Christians
578713,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,No, ,Call 1,6, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree, ,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Offered a chance to apply for legal status,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Terrorism, , ,Support, ,45+,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Women, ,Conservative,Conservative,Very conservative,43,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,East,Female,Black women,Suburbs,Suburbs,Pennsylvania,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that, ,Not Donald Trump, , , ,Version 1,Definitely vote for him,Probably vote for him,Not vote for him, ,2.09327626228333,No, 
578750,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Yes, ,Call 1,6, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree, ,2,Who the delegates think would be the best nominee,"Dissatisfied, but not angry","Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and non white",Government spending, , ,Support, ,45+,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,43,Shares my values,Other,Asian,State questionnaire,Asian,Non-white,East,Male,All other races,Suburbs,Suburbs,Pennsylvania,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Not Donald Trump, , , ,Version 1,Definitely vote for him,Probably vote for him,Definitely vote for him, ,.823460459709167,No, 
578807,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,16,Excited,Excited or optimistic,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4, , , , , , , , , , , ,Terrorism,Concerned,Concerned or scared, ,Have experience in politics,45+,65+,Ted Cruz,Independent/Something else,White Independent,Independent,Independent Women,Energized the Republican Party,Moderate/Liberal,Moderate,Moderate,78,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Pennsylvania,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,Help the U.S. economy,1.16874933242798, ,White Born-again/Evangelical Christians
578808,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,16,Excited,Excited or optimistic,Not too worried,Not worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,4, , , , , , , , , , , ,Terrorism,Concerned,Concerned or scared, ,Have experience in politics,45+,65+,Ted Cruz,Independent/Something else,White Independent,Independent,Independent Women,Energized the Republican Party,Moderate/Liberal,Moderate,Moderate,78,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Pennsylvania,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,Help the U.S. economy,1.16874933242798, ,White Born-again/Evangelical Christians
578832,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,15,Optimistic,Excited or optimistic,Somewhat worried,Worried,High school or less,No college degree,High school graduate or less,White no college degree,For your candidate,3, , , , , , , , , , , ,Economy/Jobs,Omit,Omit, ,Have experience in politics,45+,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,22,Tells it like it is,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Pennsylvania,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Donald Trump,Version 2, , , ,Help the U.S. economy,.664967715740204, ,White Born-again/Evangelical Christians
578846,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,No,Call 1,15,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,3, , , , , , , , , , , ,Terrorism,Concerned,Concerned or scared, ,Have experience in politics,45+,65+,Ted Cruz,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Very conservative,22,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Pennsylvania,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,Hurt the U.S. economy,.678383469581604, ,All others
578857,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes, ,Call 1,15, , , , ,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree, ,3,With the most votes in the primaries,Angry,"Dissatisfied, but not angry or Angry",Deported to the country they came from,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Economy/Jobs, , ,Support, ,45+,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Men, ,Conservative,Conservative,Very conservative,91,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that, ,Not Donald Trump, , , ,Version 1,Definitely vote for him,Definitely vote for him,Not vote for him, ,.82330596446991,Yes, 
578864,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,15,Excited,Excited or optimistic,Somewhat worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,3, , , , , , , , , , , ,Government spending,Concerned,Concerned or scared, ,Be from outside the political establishment,45+,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Men,Energized the Republican Party,Conservative,Conservative,Very conservative,22,Shares my values,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Pennsylvania,Election day exit poll, , , , ,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,Help the U.S. economy,.678383469581604, ,White Born-again/Evangelical Christians
578905,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,No,Call 1,6,Optimistic,Excited or optimistic,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,For your candidate,2, , , , , , , , , , , ,Immigration,Optimistic,Excited or optimistic, ,Omit,45+,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,43,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Pennsylvania,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Concerned,Concerned or scared,Donald Trump,Version 2, , , ,Help the U.S. economy,.775856673717499, ,All others
578921,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete, ,Yes,Call 1,15,Excited,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,3, , , , , , , , , , , ,Government spending,Concerned,Concerned or scared, ,Have experience in politics,45+,18-64,Ted Cruz,Republican,All Republicans,Republican,Republican Women,Divided the Republican Party,Conservative,Conservative,Somewhat conservative,22,Shares my values,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Pennsylvania,Election day exit poll, , , , ,Takes away U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,Hurt the U.S. economy,.664967715740204, ,White Born-again/Evangelical Christians
578949,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,No,Call 1,6,Concerned,Concerned or scared,Very worried,Worried,College graduate,College graduate,More than High school graduate,White college degree,Against his opponents,2, , , , , , , , , , , ,Economy/Jobs,Concerned,Concerned or scared, ,Have experience in politics,18-44,18-64,Ted Cruz,Democrat,White Democrat,Democrat,Democratic Women,Divided the Republican Party,Moderate/Liberal,Moderate,Moderate,43,Can win in November,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Pennsylvania,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Scared,Concerned or scared,Donald Trump,Version 2, , , ,Omit,.775856673717499, ,All others
578982,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete, ,Yes,Call 1,15,Optimistic,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,3, , , , , , , , , , , ,Economy/Jobs,Optimistic,Excited or optimistic, ,Have experience in politics,18-44,18-64,Ted Cruz,Independent/Something else,White Independent,Independent,Independent Women,Energized the Republican Party,Conservative,Conservative,Somewhat conservative,22,Can bring needed change,White,White,State questionnaire,White,White,East,Female,White women,Suburbs,Suburbs,Pennsylvania,Election day exit poll, , , , ,Creates more U.S. jobs,Not Donald Trump,Excited,Excited or optimistic,Omit,Version 2, , , ,Help the U.S. economy,.664967715740204, ,White Born-again/Evangelical Christians
578992,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete, ,Yes,Call 1,15,Excited,Excited or optimistic,Very worried,Worried,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,For your candidate,3, , , , , , , , , , , ,Government spending,Concerned,Concerned or scared, ,Be from outside the political establishment,45+,65+,Ted Cruz,Republican,All Republicans,Republican,Republican Men,Divided the Republican Party,Conservative,Conservative,Very conservative,22,Can bring needed change,White,White,State questionnaire,White,White,East,Male,White men,Suburbs,Suburbs,Pennsylvania,Election day exit poll, , , , ,Takes away U.S. jobs,Not Donald Trump,Optimistic,Excited or optimistic,John Kasich,Version 2, , , ,Help the U.S. economy,.678383469581604, ,White Born-again/Evangelical Christians
