ID,BACKSIDE,BEATTRUMP16,CALL,CDNUM,EDUC12R,EDUCCOLL,EDUCHS,EDUCWHITE,GEOCODE,GUNPLCYDEM16NY,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME16,INCWHITE,INSPIRES16D,ISSDEM16,LATINO,MDDPRS16,MDDSEN16,OBAMAPLCY,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT16DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACEREL14,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMENH16,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEPRIWK,VERSION,VOTENOVCLINTON,VOTENOVSANDERS,WALLST16,WEIGHT,WHNCLINC,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,XAGEBYRACE
580205.0,Complete,Hillary Clinton,Call 1,4.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,3.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Hillary Clinton,Economy/Jobs,No,Hillary Clinton,,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,103.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,East,Male,Black men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Not vote for him,Hurt the U.S. economy,1.55357027053833,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
580078.0,Complete,Hillary Clinton,Call 1,8.0,College graduate,College graduate,More than High school graduate,White college degree,4.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Terrorism,No,Hillary Clinton,,Change to less liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,Moderate or conservative,Conservative,49.0,Can win in November,White,White,State questionnaire,White,White,White,Gotten worse,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,0.660575866699219,No,45-65,60+,60-64,45+,50+,60+,50-64,White 60+
584701.0,Complete,Hillary Clinton,Call 3,8.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,4.0,Hillary Clinton,,,,,,,,Hillary Clinton,Economy/Jobs,No,Hillary Clinton,,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,,,,49.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,East,Male,Black men,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,Definitely vote for her,Not vote for him,Omit,0.77403461933136,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
584616.0,Complete,Hillary Clinton,Call 3,7.0,High school or less,No college degree,High school graduate or less,White no college degree,2.0,Hillary Clinton,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and white",Hillary Clinton,Economy/Jobs,No,Hillary Clinton,,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Somewhat liberal,Liberal,Liberal,40.0,Cares about people like me,White,White,State questionnaire,White,White,White,Omit,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,0.628347218036652,Yes,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
585201.0,Not complete,,Call 3,7.0,,,,,2.0,,,,,,,,,,,,Hillary Clinton,,,,,,,,,,,40.0,,Black,Black,State questionnaire,Black,Non-white,Black,,East,Male,Black men,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,Definitely vote for her,Not vote for him,Help the U.S. economy,0.640535712242126,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
584190.0,Complete,Hillary Clinton,Call 3,2.0,High school or less,No college degree,High school graduate or less,Non white no college degree,2.0,Omit,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Bernie Sanders,Economy/Jobs,Yes,Hillary Clinton,Did not vote,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,16.0,Has the right experience,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Gotten worse,East,Male,Latino men,Suburbs,Suburbs, Maryland,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,Definitely vote for her,Definitely vote for him,Omit,0.729098856449127,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29
582859.0,Complete,Bernie Sanders,Call 2,8.0,Postgraduate study,College graduate,More than High school graduate,White college degree,3.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,No,Hillary Clinton,Did not vote,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,75.0,Has the right experience,White,White,State questionnaire,White,White,White,Stayed about the same,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Help the U.S. economy,0.702949643135071,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
585171.0,Not complete,,Call 3,4.0,,,,,3.0,,,,,,,,,,,No,Hillary Clinton,Donna Edwards,,,,,,,,,,104.0,,Black,Black,State questionnaire,Black,Non-white,Black,,East,Male,Black men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Not vote for him,Hurt the U.S. economy,0.912393450737,,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
580363.0,Complete,Hillary Clinton,Call 1,2.0,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Bernie Sanders,Economy/Jobs,No,Hillary Clinton,Donna Edwards,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,16.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,East,Male,Black men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,0.788913369178772,No,17-29,17-29,25-29,17-44,17-49,17-29,25-29,Black 17-29
584952.0,Complete,Hillary Clinton,Call 3,7.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,2.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Hillary Clinton,Health care,No,Hillary Clinton,Donna Edwards,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,40.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,Gotten better,East,Male,Black men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Probably vote for him,Hurt the U.S. economy,0.679896116256714,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,Black 30-44
580295.0,Complete,Hillary Clinton,Call 1,8.0,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Hillary Clinton,Economy/Jobs,No,Hillary Clinton,Donna Edwards,Change to more liberal policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,75.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,East,Male,Black men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,0.756438553333282,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
585100.0,Complete,Hillary Clinton,Call 3,4.0,College graduate,College graduate,More than High school graduate,Non white college degree,3.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Hillary Clinton,Economy/Jobs,,Hillary Clinton,Donna Edwards,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,104.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Stayed about the same,East,Male,Black men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Not vote for him,Hurt the U.S. economy,1.04876017570496,No,30-44,30-59,40-44,17-44,17-49,30-44,40-49,Black 30-44
584863.0,Complete,Hillary Clinton,Call 3,4.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,3.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Hillary Clinton,Health care,No,Hillary Clinton,Donna Edwards,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,100.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,East,Male,Black men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Help the U.S. economy,0.944164037704468,No,65+,60+,65 or over,45+,50+,60+,65+,Black 60+
582853.0,Complete,Hillary Clinton,Call 2,8.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,3.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Hillary Clinton,Economy/Jobs,No,Hillary Clinton,Donna Edwards,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,75.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Stayed about the same,East,Male,Black men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Probably vote for him,Hurt the U.S. economy,0.658081412315369,No,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+
582823.0,Complete,Hillary Clinton,Call 2,8.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,3.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,,Hillary Clinton,Donna Edwards,Change to less liberal policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,75.0,Honest and trustworthy,White,White,State questionnaire,White,White,White,Stayed about the same,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,Not vote for her,Not vote for him,Help the U.S. economy,0.742044627666473,No,45-65,30-59,50-59,45+,50+,45-59,50-64,White 45-59
582820.0,Complete,Hillary Clinton,Call 2,8.0,Postgraduate study,College graduate,More than High school graduate,Non white college degree,3.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and non white",Bernie Sanders,Terrorism,No,Hillary Clinton,Donna Edwards,Change to less liberal policies,Independent/Something else,Black non-Democrat,Black Independent,Independent,All others,Moderate,Moderate or conservative,Moderate,75.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Stayed about the same,East,Male,Black men,Suburbs,Suburbs, Maryland,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,Probably vote for her,Omit,Help the U.S. economy,0.756438553333282,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
582815.0,Complete,Hillary Clinton,Call 2,8.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,Hillary Clinton,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Hillary Clinton,Income inequality,Yes,Hillary Clinton,Donna Edwards,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,Moderate or conservative,Moderate,75.0,Cares about people like me,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Gotten worse,East,Male,Latino men,Suburbs,Suburbs, Maryland,Election day exit poll,Just today,Last few days,In the last month,This month,Version 1,Probably vote for her,Not vote for him,Help the U.S. economy,0.635532438755035,No,17-29,17-29,17-24,17-44,17-49,17-29,17-24,Latino 17-29
584743.0,Complete,Hillary Clinton,Call 3,4.0,High school or less,No college degree,High school graduate or less,Non white no college degree,3.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Hillary Clinton,Health care,No,Hillary Clinton,Donna Edwards,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,100.0,Has the right experience,Black,Black,State questionnaire,Black,Non-white,Black,Gotten worse,East,Male,Black men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Not vote for him,Help the U.S. economy,1.08527934551239,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
582789.0,Complete,Hillary Clinton,Call 2,4.0,High school or less,No college degree,High school graduate or less,White no college degree,3.0,Hillary Clinton,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Hillary Clinton,Economy/Jobs,No,Hillary Clinton,Donna Edwards,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,Moderate or conservative,Moderate,104.0,Cares about people like me,White,White,State questionnaire,White,White,White,Stayed about the same,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,1.02880382537842,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,White 45-59
582742.0,Complete,Hillary Clinton,Call 2,2.0,College graduate,College graduate,More than High school graduate,White college degree,2.0,Hillary Clinton,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Hillary Clinton,Income inequality,No,Hillary Clinton,Donna Edwards,Generally continue Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,31.0,Cares about people like me,White,White,State questionnaire,White,White,White,Gotten better,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Probably vote for him,Help the U.S. economy,1.00718569755554,No,30-44,30-59,30-39,17-44,17-49,30-44,30-39,White 30-44
584666.0,Complete,Hillary Clinton,Call 3,7.0,College graduate,College graduate,More than High school graduate,Non white college degree,2.0,Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Hillary Clinton,Terrorism,No,Hillary Clinton,Donna Edwards,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,42.0,Honest and trustworthy,Black,Black,State questionnaire,Black,Non-white,Black,Stayed about the same,East,Male,Black men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Not vote for him,Hurt the U.S. economy,1.10524356365204,No,45-65,30-59,45-49,45+,17-49,45-59,40-49,Black 45-59
582733.0,Not complete,,Call 2,2.0,,,,,2.0,,,,,,,,,,,No,Hillary Clinton,Donna Edwards,,,,,,,,,,31.0,,White,White,State questionnaire,White,White,White,,East,Male,White men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,0.862615525722504,,17-29,17-29,25-29,17-44,17-49,17-29,25-29,White 17-29
582727.0,Not complete,,Call 2,4.0,,,,,3.0,,,,,,,,,,,No,Hillary Clinton,Donna Edwards,,,,,,,,,,104.0,,Black,Black,State questionnaire,Black,Non-white,Black,,East,Male,Black men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Not vote for her,Not vote for him,Hurt the U.S. economy,1.04876017570496,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
582726.0,Complete,Hillary Clinton,Call 2,1.0,High school or less,No college degree,High school graduate or less,Non white no college degree,1.0,Hillary Clinton,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Hillary Clinton,Economy/Jobs,Yes,Hillary Clinton,Donna Edwards,Omit,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,112.0,Omit,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Gotten better,East,Male,Latino men,Suburbs,Suburbs, Maryland,Election day exit poll,Before that,Earlier than that,Earlier than that,Earlier than that,Version 1,Definitely vote for her,Omit,Omit,0.654481172561646,No,65+,60+,65 or over,45+,50+,60+,65+,Latino 60+
582717.0,Complete,Hillary Clinton,Call 2,4.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,3.0,Bernie Sanders,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and non white",Bernie Sanders,Economy/Jobs,No,Hillary Clinton,Donna Edwards,Generally continue Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,104.0,Can win in November,Black,Black,State questionnaire,Black,Non-white,Black,Stayed about the same,East,Male,Black men,Suburbs,Suburbs, Maryland,Election day exit poll,In the last month,Earlier than that,In the last month,Earlier than that,Version 1,Definitely vote for her,Definitely vote for him,Hurt the U.S. economy,1.04876017570496,No,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59
