ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSAZ08,AZPROP102,AZPROP202,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,FAVMCCN,IMMDEPORT,IRAQWAR,ISSUE08,NECWORRY,QLT08,RACEISS4,RELIGN8,SPANISHQ,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,FAVMCCN2,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,IRAQWAR2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4386320.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.42935538291931,,No,,Female,White,50-59,Independent,Moderate,,College graduate,No,Omit,,Omit,Offered a chance to apply for legal status,Omit,The economy,Somewhat worried,Has the right experience,Not a factor at all,,English,Sometime in September,Omit,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Omit,College graduate,More than High school graduate,White college degree,,,,,Omit,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Not important,Not a factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,All others,,,Rural,Small Cities/Rural,8.0,Pima/Pinal/Santa Cruz,West,Extremely Low Density Rural,Rural,Rural,Very downscale,85640.0
4386326.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.71692514419556,,No,,Male,White,75 or over,Independent,Liberal,,College graduate,No,Somewhat disapprove,No,Strongly unfavorable,Offered a chance to apply for legal status,Strongly disapprove,The economy,Very worried,Cares about people like me,Not a factor at all,,English,Earlier in October,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Unfavorable,College graduate,More than High school graduate,White college degree,,,,,Disapprove,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,All others,All others,,Suburbs,Suburbs,8.0,Pima/Pinal/Santa Cruz,West,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85614.0
4386384.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.950234115123749,Barack Obama,No,,Female,White,60-64,Independent,,,College graduate,No,Strongly disapprove,No,Strongly unfavorable,Offered a chance to apply for legal status,Strongly disapprove,The economy,Very worried,Can bring about needed change,Not a factor at all,None,English,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Unfavorable,College graduate,More than High school graduate,White college degree,,,,,Disapprove,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,None,,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",8.0,Pima/Pinal/Santa Cruz,West,High Density Urban,Urban,Urban Core,Very downscale,85705.0
4386301.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.475117057561874,Barack Obama,No,,Female,White,60-64,Independent,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Strongly unfavorable,Offered a chance to apply for legal status,Strongly disapprove,Health care,Somewhat worried,Cares about people like me,Not a factor at all,None,English,Omit,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Unfavorable,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Disapprove,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,None,Omit,Omit,Omit,None,No,All others,All others,All others,Suburbs,Suburbs,8.0,Pima/Pinal/Santa Cruz,West,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85641.0
4386265.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.51810431480408,Barack Obama,No,,Male,White,30-39,Independent,Moderate,,Some college or associate degree,No,Strongly disapprove,No,Strongly unfavorable,Offered a chance to apply for legal status,Strongly disapprove,The economy,Very worried,Shares my values,Not a factor at all,Catholic,English,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Unfavorable,No college degree,More than High school graduate,White no college degree,,,,,Disapprove,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,,All others,All others,All others,Suburbs,Suburbs,6.0,Pima/Pinal/Santa Cruz,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,85220.0
4386244.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.49890124797821,Barack Obama,No,,Male,White,60-64,Democrat,Moderate,"$15,000-$29,999",Postgraduate study,No,Strongly approve,No,Strongly favorable,Offered a chance to apply for legal status,Strongly disapprove,The economy,Somewhat worried,Can bring about needed change,Not a factor at all,None,English,Before that,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Disapprove,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,All others,All others,All others,Rural,Small Cities/Rural,7.0,Pima/Pinal/Santa Cruz,West,Extremely Low Density Rural,Rural,Rural,Downscale,85648.0
4386233.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.79156398773193,Barack Obama,No,,Male,White,50-59,Democrat,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,No,Somewhat unfavorable,Offered a chance to apply for legal status,Strongly disapprove,Health care,Very worried,Shares my values,Not a factor at all,None,English,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Unfavorable,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Disapprove,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,All others,All others,All others,Suburbs,Suburbs,8.0,Pima/Pinal/Santa Cruz,West,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85641.0
4386531.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.62078666687012,Barack Obama,Did not vote,Did not vote,Female,Hispanic/Latino,75 or over,Democrat,,"Under $15,000",Did not complete high school,Yes,Strongly disapprove,No,Strongly unfavorable,Offered a chance to apply for legal status,Strongly disapprove,The economy,Not at all worried,Can bring about needed change,Not a factor at all,Catholic,English,Before that,Disapprove,Non black female,Latino women,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,Unfavorable,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Disapprove,Not worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,All others,All others,All others,Suburbs,Suburbs,7.0,Pima/Pinal/Santa Cruz,West,Suburb,80s Suburbs,Urban Perimeter,Downscale,85746.0
4386523.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.62098240852356,John McCain,Yes,Did not vote,Female,White,75 or over,Republican,Conservative,,College graduate,No,Somewhat approve,No,Strongly favorable,Deported to the country they came from,Strongly approve,Terrorism,Somewhat worried,Shares my values,Not a factor at all,Catholic,English,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Favorable,College graduate,More than High school graduate,White college degree,,,,,Approve,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,,All others,All others,All others,Suburbs,Suburbs,8.0,Pima/Pinal/Santa Cruz,West,Suburb,70s Suburbs,Urban Perimeter,Very upscale,85704.0
4386468.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.62098240852356,John McCain,Yes,Did not vote,Female,White,75 or over,Republican,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly approve,No,Strongly favorable,Deported to the country they came from,Strongly approve,The war in Iraq,Not too worried,Omit,Not a factor at all,Protestant,English,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Favorable,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,8.0,Pima/Pinal/Santa Cruz,West,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale,85749.0
4386377.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.0989865064621,John McCain,Yes,Did not vote,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",College graduate,No,Somewhat disapprove,Yes,Strongly favorable,Offered a chance to apply for legal status,Somewhat approve,The economy,Somewhat worried,Shares my values,Not a factor at all,Protestant,English,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Favorable,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,8.0,Pima/Pinal/Santa Cruz,West,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85614.0
4386353.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.74005460739136,John McCain,Yes,Did not vote,Male,White,75 or over,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,No,Strongly favorable,Deported to the country they came from,Somewhat disapprove,The economy,Somewhat worried,Can bring about needed change,One of several important factors,Catholic,English,Earlier in October,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Favorable,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Disapprove,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Catholic,Yes,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",8.0,Pima/Pinal/Santa Cruz,West,High Density Urban,Urban,Urban Core,Upscale,85710.0
4386264.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.62098240852356,John McCain,Yes,Did not vote,Female,White,75 or over,Republican,Conservative,"$75,000-$99,999",Some college or associate degree,No,Strongly approve,Yes,Strongly favorable,Deported to the country they came from,Somewhat approve,The economy,Very worried,Has the right experience,One of several important factors,Protestant,English,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Favorable,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Approve,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,8.0,Pima/Pinal/Santa Cruz,West,Suburb,80s Suburbs,Urban Perimeter,Very upscale,85718.0
4386386.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.26531195640564,Barack Obama,No,Did not vote,Female,White,50-59,Democrat,Liberal,"$200,000 or more",Postgraduate study,No,Strongly disapprove,No,Somewhat favorable,Offered a chance to apply for legal status,Strongly disapprove,The economy,Very worried,Can bring about needed change,Not a factor at all,Protestant,English,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Favorable,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Disapprove,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,8.0,Pima/Pinal/Santa Cruz,West,Suburb,80s Suburbs,Urban Perimeter,Very upscale,85718.0
4386354.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.86823499202728,Barack Obama,No,Did not vote,Male,White,65-74,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Strongly unfavorable,Offered a chance to apply for legal status,Strongly disapprove,The economy,Somewhat worried,Shares my values,The single most important factor,Protestant,English,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Unfavorable,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Disapprove,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,"Cities 50,000-500,000","Cities over 50,000",7.0,Pima/Pinal/Santa Cruz,West,Suburb,Urban,Urban Core,Very downscale,85713.0
4386477.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.64958477020264,John McCain,No,Did not vote,Female,Hispanic/Latino,25-29,Independent,Moderate,"$100,000-$149,999",High school graduate,Yes,Somewhat approve,No,Strongly favorable,Omit,Somewhat approve,Omit,Very worried,Omit,Not a factor at all,Protestant,English,Before that,Approve,Non black female,Latino women,Non white female,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,Favorable,No college degree,High school graduate or less,Non white no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Approve,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,All others,All others,All others,Suburbs,Suburbs,8.0,Pima/Pinal/Santa Cruz,West,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85629.0
4386252.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.884675323963165,,Yes,Yes,Female,White,65-74,Independent,Moderate,"$15,000-$29,999",High school graduate,No,Somewhat approve,Yes,Omit,Omit,Somewhat approve,Terrorism,Not at all worried,Has the right experience,Not a factor at all,Protestant,English,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Omit,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,1.0,Pima/Pinal/Santa Cruz,West,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85222.0
4386639.0,Arizona,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.915546059608459,,Yes,Yes,Female,,,Democrat,Moderate,,College graduate,,Somewhat approve,,Strongly favorable,Deported to the country they came from,Somewhat approve,Terrorism,Very worried,Has the right experience,Omit,,,Before that,Approve,,,,,,,,,,,,,,Favorable,College graduate,More than High school graduate,,,,,,Approve,Worried,Democrat,,,,,,Omit,Omit,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,"Cities 50,000-500,000","Cities over 50,000",8.0,Pima/Pinal/Santa Cruz,West,High Density Urban,Urban,Urban Core,Downscale,85711.0
