ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSAK08,SENAK08,HSEAK08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ANWR,PALIN4,STEVENS,GUNOWNER,ISSUE08,NECWORRY,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,PALIN2,STEVENSA,STEVENSB,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAK,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4385733.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.62077164649963,Other,Other,Don Young,Male,White,40-44,Independent,Conservative,"$100,000-$149,999",College graduate,No,Somewhat approve,No,Favor,Somewhat approve,One of several important factors,No,Health care,Somewhat worried,Shares my values,A minor factor,Earlier in October,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Approve,Important,A factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Anchorage-Fairbanks Corridor,West,Extremely Low Density Rural,Rural,Rural,Upscale,99669.0
4385735.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.87598025798798,Barack Obama,Mark Begich,Ethan Berkowitz,Female,White,25-29,Democrat,Moderate,,College graduate,No,Strongly disapprove,No,Favor,Strongly disapprove,One of several important factors,No,The economy,Very worried,Has the right experience,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Disapprove,Important,A factor,College graduate,More than High school graduate,White college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,99516.0
4385738.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.257927685976028,Barack Obama,Mark Begich,Ethan Berkowitz,Female,White,65-74,Independent,Moderate,"$15,000-$29,999",College graduate,No,Strongly disapprove,No,Favor,Somewhat approve,Not a factor at all,No,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Approve,Not important,Not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Anchorage-Fairbanks Corridor,West,Extremely Low Density Rural,Rural,Rural,Upscale,99709.0
4385741.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.560031116008759,Barack Obama,Mark Begich,Ethan Berkowitz,Female,White,50-59,Democrat,Liberal,,Some college or associate degree,No,Strongly disapprove,No,Oppose,Somewhat approve,Not a factor at all,No,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-64,Approve,Not important,Not a factor,No college degree,More than High school graduate,White no college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,99507.0
4385742.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.361454516649246,Barack Obama,Mark Begich,Ethan Berkowitz,Female,White,40-44,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Oppose,Strongly disapprove,A minor factor,No,Energy policy,Somewhat worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,Disapprove,Not important,A factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Juneau/Fairbanks/Rural,West,Extremely Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,99587.0
4385743.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.09990000724792,John McCain,Ted Stevens,Don Young,Male,White,25-29,Independent,Moderate,"$50,000-$74,999",College graduate,No,Somewhat disapprove,No,Favor,Somewhat approve,Not a factor at all,No,Energy policy,Somewhat worried,Has the right experience,Not a factor at all,Earlier in October,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Approve,Not important,Not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4385744.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.459118813276291,Barack Obama,Ted Stevens,Don Young,Female,Other,50-59,Something else,Conservative,"$50,000-$74,999",High school graduate,No,Strongly disapprove,No,Oppose,Strongly disapprove,Not a factor at all,No,The economy,Very worried,Cares about people like me,The single most important factor,Before that,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Disapprove,Not important,Not a factor,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Alaska Native,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Juneau/Fairbanks/Rural,West,Extremely Low Density Rural,Rural,Rural,Very upscale,99801.0
4385749.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.560031116008759,Barack Obama,Mark Begich,Ethan Berkowitz,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,Oppose,Strongly disapprove,One of several important factors,No,The economy,Very worried,Shares my values,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-64,Disapprove,Important,A factor,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,99507.0
4385752.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.436552166938782,Barack Obama,Mark Begich,Ethan Berkowitz,Female,White,45-49,Independent,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Oppose,Strongly disapprove,A minor factor,No,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-64,Disapprove,Not important,A factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Anchorage-Fairbanks Corridor,West,Extremely Low Density Rural,Rural,Rural,Upscale,99709.0
4385764.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.924492418766022,Barack Obama,Mark Begich,Ethan Berkowitz,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Oppose,Somewhat approve,A minor factor,No,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-64,Approve,Not important,A factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Juneau/Fairbanks/Rural,West,Extremely Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,99587.0
4385767.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.560031116008759,Barack Obama,Mark Begich,Ethan Berkowitz,Female,White,50-59,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Oppose,Somewhat disapprove,Not a factor at all,No,The economy,Very worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-64,Disapprove,Not important,Not a factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,99507.0
4385769.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.322606325149536,Barack Obama,Mark Begich,Ethan Berkowitz,Female,White,75 or over,Independent,Moderate,"Under $15,000",High school graduate,,Strongly disapprove,No,Favor,Somewhat disapprove,Omit,No,The war in Iraq,Somewhat worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Disapprove,Omit,Omit,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,Anchorage-Fairbanks Corridor,West,Extremely Low Density Rural,Rural,Rural,Downscale,99826.0
4385777.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.16582274436951,John McCain,Ted Stevens,Ethan Berkowitz,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,No,Favor,Strongly approve,The single most important factor,No,Health care,Not too worried,Shares my values,Not a factor at all,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Approve,Important,A factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,99507.0
4385778.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.98505026102066,John McCain,Ted Stevens,Don Young,Male,White,50-59,Independent,Conservative,,Postgraduate study,No,Strongly approve,No,Favor,Somewhat approve,A minor factor,No,The economy,Not too worried,Can bring about needed change,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-64,Approve,Not important,A factor,College graduate,More than High school graduate,White college degree,,,,,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,1.0,Juneau/Fairbanks/Rural,West,Town,Rural,Rural,Very upscale,99824.0
4385781.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.07144212722778,John McCain,Ted Stevens,Don Young,Male,White,45-49,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,Somewhat approve,No,Favor,Somewhat approve,A minor factor,No,Health care,Somewhat worried,Has the right experience,Not a factor at all,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-64,Approve,Not important,A factor,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4385788.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.784157514572144,Barack Obama,Mark Begich,Ethan Berkowitz,Male,Asian,50-59,Democrat,Moderate,"$100,000-$149,999",Postgraduate study,,Strongly disapprove,No,Oppose,Somewhat approve,One of several important factors,No,The economy,Very worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black male,All other races,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Approve,Important,A factor,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Juneau/Fairbanks/Rural,West,Extremely Low Density Rural,Rural,Rural,Very upscale,99801.0
4385793.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.308164149522781,Barack Obama,Mark Begich,Ethan Berkowitz,Male,White,50-59,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Oppose,Somewhat disapprove,Not a factor at all,No,The war in Iraq,Somewhat worried,Can bring about needed change,A minor factor,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-64,Disapprove,Not important,Not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,99507.0
4385794.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.251192837953568,Barack Obama,Ted Stevens,Other,Male,Hispanic/Latino,25-29,Democrat,Moderate,,Some college or associate degree,Yes,Somewhat disapprove,No,Oppose,Somewhat approve,A minor factor,No,Energy policy,Very worried,Cares about people like me,The single most important factor,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,Approve,Not important,A factor,No college degree,More than High school graduate,Non white no college degree,,,,,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Black,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
4385795.0,Alaska,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.308496683835983,Barack Obama,Mark Begich,Ethan Berkowitz,Male,Black,25-29,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,Oppose,Somewhat disapprove,The single most important factor,No,The economy,Very worried,Cares about people like me,Not a factor at all,Before that,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Black 18-29,Black 18-29,Black 18-29,Disapprove,Important,A factor,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Suburbs,Suburbs,1.0,Anchorage,West,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99504.0
