ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSWV08,SENWV08,GOVWV08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,GOTV08,HILLPSPRT,ISSUE08,NEC,NECWORRY,QLT08,RACEISS4,TIME08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,GOTVMCCAIN,GOTVOBAMA,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,UNIONHH,UNIONMEM,UNIONVOT,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4401219.0,West Virginia,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,0.0,John McCain,,,Male,Other,65-74,Independent,Conservative,"$30,000-$49,999",High school graduate,,Somewhat approve,,"No, I was not contacted",,The economy,Not so good,Not too worried,Can bring about needed change,Not a factor at all,Before that,,Approve,Non black male,All other races,Non white male,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,All other,Other,No college degree,High school graduate or less,Non white no college degree,John McCain did not,Barack Obama did not,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Not worried,Independent/Something else,Non black non Democrat,All other,All others,Other,,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,,,,No,All others,Rural,Small Cities/Rural,2.0,Charleston/Huntington Areas,East,Extremely Low Density Rural,Rural,Rural,Very downscale,25276.0
4400637.0,West Virginia,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.0,John McCain,,,Female,White,60-64,Independent,Moderate,"Under $15,000",Did not complete high school,,,Yes,"No, I was not contacted",,The war in Iraq,Poor,,Cares about people like me,Not a factor at all,Omit,,,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain did not,Barack Obama did not,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Omit,Omit,Omit,,,,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,Charleston/Huntington Areas,East,Low Density Rural,Rural,Rural,Upscale,25918.0
4420455.0,West Virginia,29.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.39231064915657,Barack Obama,,,Female,Asian,40-44,,,,,No,,,,,,,Omit,Can bring about needed change,,Earlier in October,,,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,All other,Other,,,,,,,,,,,,Omit,,,,,Asian,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,,,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Charleston/Huntington Areas,East,Suburb,Urban,Urban Core,Very upscale,25304.0
4417997.0,West Virginia,51.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.558528661727905,John McCain,,,Male,White,18-24,Independent,Moderate,"$15,000-$29,999",College graduate,No,Somewhat approve,Yes,"Yes, for John McCain",Hillary Clinton,The economy,Good,Somewhat worried,Shares my values,Not a factor at all,Just today,No one does,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain did,Barack Obama did not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Excellent/Good,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,No,No,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Appalachian Highlands,East,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,26743.0
4417012.0,West Virginia,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.505308151245117,John McCain,,,Female,White,50-59,Independent,,,High school graduate,No,Strongly disapprove,,"No, I was not contacted",Another candidate,The war in Iraq,Not so good,Very worried,Has the right experience,Not a factor at all,Just today,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain did not,Barack Obama did not,Non Democrats,,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,No,No,,All others,Rural,Small Cities/Rural,1.0,Appalachian Highlands,East,Low Density Rural,Rural,Rural,Very downscale,26250.0
4414631.0,West Virginia,40.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.822527825832367,John McCain,,,Male,White,,,,,,,,,,,,,Omit,Omit,,Omit,,,Non black male,White men,White male,White male,,,,,,,,,,,,,,,,,,,,,Omit,,,,,White,,,,Omit,Omit,Omit,,,,,All others,Rural,Small Cities/Rural,2.0,Monongahela River Valley,East,Low Density Rural,Rural,Rural,Very downscale,26452.0
4414406.0,West Virginia,40.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.750940501689911,John McCain,,,Female,White,,,,,,,,,,,,,Omit,Omit,,Omit,,,Non black female,White women,White female,White female,,,,,,,,,,,,,,,,,,,,,Omit,,,,,White,,,,Omit,Omit,Omit,,,,,All others,Rural,Small Cities/Rural,2.0,Monongahela River Valley,East,Low Density Rural,Rural,Rural,Very downscale,26452.0
4418036.0,West Virginia,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.822896122932434,,Jay Rockefeller,,Male,White,50-59,Democrat,Conservative,"$15,000-$29,999",High school graduate,No,Somewhat disapprove,,"Yes, for both Obama and McCain",Another candidate,The economy,Poor,Very worried,Has the right experience,Not a factor at all,In the last three days,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain did,Barack Obama did,Democrats for another candidate,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Not important,Not a factor,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,"Member in household, but not voter",No,Yes,All others,Suburbs,Suburbs,3.0,Southwest,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,25570.0
4418839.0,West Virginia,63.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.523222923278809,Barack Obama,Jay Rockefeller,,Female,White,50-59,Republican,Liberal,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,,"Yes, for both Obama and McCain",Barack Obama,Terrorism,Poor,Very worried,Can bring about needed change,The single most important factor,Sometime in September,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain did,Barack Obama did,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,No,No,No,All others,Rural,Small Cities/Rural,1.0,Appalachian Highlands,East,Low Density Rural,Rural,Rural,Downscale,26537.0
4416388.0,West Virginia,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.533076047897339,John McCain,Jay Rockefeller,,Male,White,45-49,Republican,Moderate,"$15,000-$29,999",High school graduate,No,Somewhat approve,Yes,"No, I was not contacted",Hillary Clinton,Energy policy,Poor,Very worried,Can bring about needed change,The single most important factor,Sometime in September,No one does,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,No,No,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Appalachian Highlands,East,Low Density Rural,Rural,Rural,Upscale,26847.0
4420225.0,West Virginia,83.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.31748235225677,John McCain,Jay Wolfe,,Male,White,75 or over,Republican,Conservative,"Under $15,000",Did not complete high school,No,Somewhat approve,Yes,"Yes, for John McCain",Another candidate,The war in Iraq,Not so good,Somewhat worried,Can bring about needed change,One of several important factors,Sometime in September,"Yes, I do",Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain did,Barack Obama did not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,I am,Yes,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Ohio River,East,Extremely Low Density Rural,Rural,Rural,Very downscale,26348.0
4417311.0,West Virginia,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.836449325084686,John McCain,Jay Wolfe,,Male,White,25-29,Republican,Conservative,,Postgraduate study,No,Somewhat approve,No,"No, I was not contacted",Did not care who won,The economy,Good,Very worried,Shares my values,Not a factor at all,Before that,No one does,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,John McCain did not,Barack Obama did not,Non Democrats,,,,,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,,All others,Suburbs,Suburbs,1.0,Ohio River,East,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,26041.0
4418907.0,West Virginia,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.747739791870117,John McCain,Jay Wolfe,,Female,White,65-74,Republican,Conservative,"Under $15,000",High school graduate,No,Strongly approve,Yes,"Yes, for Barack Obama",Did not care who won,Terrorism,Not so good,Not too worried,Shares my values,Not a factor at all,Earlier in October,No one does,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain did not,Barack Obama did,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,No,No,Yes,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Charleston/Huntington Areas,East,Low Density Rural,70s Suburbs,Urban Perimeter,Very upscale,25504.0
4419028.0,West Virginia,6.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.523115873336792,John McCain,Jay Wolfe,,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",College graduate,No,Somewhat disapprove,Yes,Omit,Did not care who won,The economy,Not so good,Very worried,Has the right experience,The single most important factor,Before that,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Omit,Omit,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,No,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Charleston/Huntington Areas,East,Low Density Rural,70s Suburbs,Urban Perimeter,Very upscale,25504.0
4416685.0,West Virginia,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0625718832016,John McCain,Jay Wolfe,,Female,White,65-74,Independent,Conservative,,High school graduate,No,Strongly approve,Yes,"No, I was not contacted",Hillary Clinton,The economy,Poor,Very worried,Has the right experience,One of several important factors,Before that,No one does,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain did not,Barack Obama did not,Non Democrats,,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,,White Born-again/Evangelical Christians,Suburbs,Suburbs,3.0,Southwest,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,25570.0
4416624.0,West Virginia,86.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.22965025901794,John McCain,Jay Wolfe,,Male,White,60-64,Independent,Conservative,,Postgraduate study,No,Somewhat disapprove,Yes,"No, I was not contacted",Omit,The economy,Not so good,Very worried,Shares my values,Not a factor at all,Before that,No one does,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,John McCain did not,Barack Obama did not,Omit,,,,,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,,White Born-again/Evangelical Christians,Suburbs,Suburbs,1.0,Ohio River,East,Town,60s Suburbs,Urban Perimeter,Very upscale,26105.0
4417780.0,West Virginia,21.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.699475467205048,Barack Obama,Jay Rockefeller,Did not vote,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,"Yes, for Barack Obama",Hillary Clinton,The economy,Poor,Very worried,Can bring about needed change,One of several important factors,Sometime last week,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,John McCain did not,Barack Obama did,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,"Member in household, but not voter",No,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Ohio River,East,Suburb,Rural,Rural,Very upscale,26062.0
4417629.0,West Virginia,17.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.876676619052887,Barack Obama,Jay Rockefeller,Did not vote,Male,White,65-74,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,"Yes, for both Obama and McCain",Hillary Clinton,Energy policy,Poor,Very worried,Can bring about needed change,Not a factor at all,Before that,"Yes, I do",Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,John McCain did,Barack Obama did,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,I am,Yes,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,Appalachian Highlands,East,Low Density Rural,Rural,Rural,Very downscale,25981.0
4417590.0,West Virginia,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.415057331323624,Barack Obama,Jay Rockefeller,Did not vote,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,Yes,"No, I was not contacted",Barack Obama,The economy,Poor,Very worried,Can bring about needed change,Not a factor at all,Before that,No one does,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,John McCain did not,Barack Obama did not,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,No,All others,Suburbs,Suburbs,2.0,Charleston/Huntington Areas,East,Suburb,60s Suburbs,Urban Perimeter,Very upscale,25303.0
4416544.0,West Virginia,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.414149880409241,Barack Obama,Jay Rockefeller,Did not vote,Male,Black,50-59,Democrat,Conservative,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,Yes,"No, I was not contacted",Barack Obama,Health care,Poor,Not at all worried,Can bring about needed change,A minor factor,Before that,No one does,Disapprove,Black male,Black men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,High school graduate or less,Non white no college degree,John McCain did not,Barack Obama did not,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not so good/Poor,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,No,No,No,All others,Rural,Small Cities/Rural,1.0,Appalachian Highlands,East,Low Density Rural,Rural,Rural,Upscale,26847.0
