ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSCA08,CAPROP4,CAPROP8,HOU08CA,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,AGEISS4,ATTEND,BAILOUT,BREAK08,BRNAGAIN,BUSHMCCAIN,CELLULAR,CHILD,CONGRESS4,COUNTACC,DRILL,EXPER08,FINSIT,FINWORR,FIRSTLDY08,FNEC,GAY,GOTV08,GOVTDO,GUNOWNER,HEALTHCARE,HILLPSPRT,HRCVMCCN,INTOUCH08,INVESTOR,IRAQWAR,ISSUE08,ISSVQUAL,JUDGMENT08,MARRIED,MCCAINWIN,NEC,NECWORRY,NEWVOTER,OBAMALIB,OBAMWIN,QLT08,RACEISS4,RACERELATIONS,RELIGN8,SPANISHQ,SUPREME,TAXGOUP,TERRWORR,TIME08,TRACK,UNFR08,UNION4,VETVOTER,VOTE2004,VPQUAL08,WORK,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISSA,AGEISSB,ATTEND2,ATTREL,BAILOUT2,BREAK08A,BREAK08B,CONGRESS,COUNT2,DRILL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,FINWORR2,FIRSTMCCAIN,FIRSTOBAMA,GOTVMCCAIN,GOTVOBAMA,HEALTHCARE2,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,JUDGEMCCAIN,JUDGEOBAMA,MARCHILD,MARPAR,MARRIEDMOM,NEC2,NECWORR2,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,RACERELATIONS3,REL5,SUPREMEA,SUPREMEB,TAXMCCAIN,TAXOBAMA,TERWORR2,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,VPQUALBIDEN,VPQUALPALIN,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4402023.0,California,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,1.16044187545776,Barack Obama,No,No,The Democratic candidate,Female,White,45-49,Democrat,Liberal,"$100,000-$149,999",High school graduate,No,,,A few times a year,,,No,,,No,,Very confident,,,,,Only Michelle Obama,Omit,No,,,No,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Other Christian,English,,,,Before that,Generally going in the right direction,,No one does,No,Someone else,Only Joe Biden,Yes,,Non black female,White women,White female,White female,Married women,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,A few times a month/A few times a year,All others,,,,,Confident,,No college degree,High school graduate or less,White no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Clinton,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,All others,Married women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Working women,"Cities over 500,000","Cities over 50,000",28.0,Los Angeles County,West,Extremely High Density Urban,Urban,Urban Core,Very downscale,91331.0
4400862.0,California,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,3.98149752616882,Barack Obama,No,No,The Democratic candidate,Male,Hispanic/Latino,18-24,Independent,Conservative,"$50,000-$74,999",Some college or associate degree,Yes,Strongly disapprove,One of several important factors,,,,No,Take the country in a different direction,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,Energy policy,My candidate's leadership/personal qualities,,,,Not so good,Not too worried,Yes,,,Can bring about needed change,One of several important factors,,,English,,,,Sometime in September,,Only John McCain,,,,,,Disapprove,Non black male,Latino men,Non white male,Non white,,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,Latino 18-29,Latino 18-29,Important,Was a factor,,,,,,,,,No college degree,More than High school graduate,Non white no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,,,,Not so good/Poor,Not worried,,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Important,Factor,,,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,38.0,Los Angeles County,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,91745.0
4400854.0,California,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,0.833904981613159,Barack Obama,No,No,The Democratic candidate,Female,White,75 or over,Democrat,Liberal,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,A minor factor,,,,No,Continue George W. Bush's policies,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,Health care,My candidate's position on the issues,,,,Not so good,Not too worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Only John McCain,,,,,,Disapprove,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was a factor,,,,,,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Not worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,Suburbs,Suburbs,30.0,Los Angeles County,West,Suburb,60s Suburbs,Urban Perimeter,Very upscale,90290.0
4400830.0,California,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,3.43307948112488,Barack Obama,No,No,The Democratic candidate,Female,Black,50-59,Independent,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,Not a factor at all,,,,No,Continue George W. Bush's policies,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Earlier in October,,Both of them,,,,,,Disapprove,Black female,Black women,Non white female,Non white,,45-65,30-59,45+,45-59,50-64,18-64,Black 45-59,Black 45-59,Black 45-54,Not Important,Was not a factor,,,,,,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,Suburbs,Suburbs,37.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,90262.0
4400811.0,California,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,1.00096142292023,Barack Obama,No,No,The Democratic candidate,Female,Other,50-59,Independent,Liberal,"$15,000-$29,999",Postgraduate study,No,Strongly disapprove,Not a factor at all,,,,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Only John McCain,,,,,,Disapprove,Non black female,All other races,Non white female,Non white,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Not Important,Was not a factor,,,,,,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,All other,All others,Other,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,"Cities 50,000-500,000","Cities over 50,000",39.0,Los Angeles County,West,High Density Urban,Urban,Urban Core,Very upscale,90703.0
4400809.0,California,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,1.00096142292023,Barack Obama,No,No,The Democratic candidate,Female,Asian,50-59,Democrat,Liberal,,College graduate,No,Somewhat disapprove,Not a factor at all,,,,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,Terrorism,My candidate's position on the issues,,,,Not so good,Very worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Both of them,,,,,,Disapprove,Non black female,All other races,Non white female,Non white,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,Not Important,Was not a factor,,,,,,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,,,,,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,All other,All others,Asian,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,,All others,,,,Suburbs,Suburbs,29.0,Los Angeles County,West,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,91505.0
4400805.0,California,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,1.34789943695068,Barack Obama,No,No,The Democratic candidate,Male,White,25-29,Democrat,Moderate,,Postgraduate study,No,Strongly disapprove,A minor factor,,,,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Not so good,Very worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Both of them,,,,,,Disapprove,Non black male,White men,White male,White male,,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Not Important,Was a factor,,,,,,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,,,,,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,,All others,,,,"Cities over 500,000","Cities over 50,000",27.0,Los Angeles County,West,High Density Urban,Urban,Urban Core,Upscale,91324.0
4400800.0,California,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,2.69579887390137,Barack Obama,No,No,The Democratic candidate,Male,White,25-29,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Not a factor at all,,,,No,Continue George W. Bush's policies,Only cell phone service,,,,,,,,,,,Omit,,,,,Hillary Clinton,,,,The economy,My candidate's leadership/personal qualities,,,,Poor,Very worried,No,,,Can bring about needed change,A minor factor,,,English,,,,Before that,,Both of them,,,,,,Disapprove,Non black male,White men,White male,White male,,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,Not Important,Was not a factor,,,,,,,,,No college degree,More than High school graduate,White no college degree,,,,,,Omit,Omit,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,Yes,All others,,,,"Cities 50,000-500,000","Cities over 50,000",29.0,Los Angeles County,West,High Density Urban,Urban,Urban Core,Very upscale,91214.0
4400238.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.99167811870575,Barack Obama,No,No,The Democratic candidate,Female,Hispanic/Latino,60-64,Democrat,Liberal,"$200,000 or more",College graduate,Yes,,Not a factor at all,,,,No,Continue George W. Bush's policies,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The war in Iraq,My candidate's position on the issues,,,"Concerned, but not scared",Poor,,No,,Excited,Shares my values,Not a factor at all,,,English,,,,Before that,,Only John McCain,,,,,,,Non black female,Latino women,Non white female,Non white,,45-65,60+,45+,60+,50-64,18-64,Non black 60+,Latino 60+,Latino 45-54,Not Important,Was not a factor,,,,,,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",31.0,Los Angeles County,West,Extremely High Density Urban,Urban,Urban Core,Very downscale,90032.0
4401405.0,California,,National questionnaire,Version 3,Telephone Survey,Complete,Telephone survey,0.771846532821655,Barack Obama,No,No,The Republican candidate,Female,White,65-74,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,,,,Somewhat support,,,,,,Somewhat approve,,Strongly favor,Both of them,Worse today,Somewhat worried,,,,,Government should do more to solve problems,,Not very worried,,,Only Barack Obama,Yes,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,English,A minor factor,Go up no matter which candidate wins,Not too worried,,,,,,,,,,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,,Support,,,Approve,,Favor,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Worried,,,,,Not worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Get better,,Not important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Not worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,26.0,Los Angeles County,West,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,91711.0
4400850.0,California,,National questionnaire,Version 2,Telephone Survey,Complete,Telephone survey,2.017014503479,Barack Obama,No,Yes,Other,Female,White,50-59,Independent,Moderate,"$50,000-$74,999",Did not complete high school,No,Strongly disapprove,A minor factor,,,,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"Yes, for John McCain",,,,,Hillary Clinton,,,,Health care,My candidate's position on the issues,,,,Poor,Very worried,No,,,Can bring about needed change,Not a factor at all,,,English,,,,Earlier in October,,Only John McCain,,,,,,Disapprove,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,,,,,,No college degree,High school graduate or less,White no college degree,,,,,,John McCain did,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",28.0,Los Angeles County,West,Extremely High Density Urban,Urban,Urban Core,Upscale,91343.0
4402062.0,California,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,1.00236868858337,Barack Obama,Yes,No,Other,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",College graduate,No,,,Never,,,No,,,No,,Very confident,,,,,Only Michelle Obama,Omit,No,,,No,,Barack Obama,,,,,,,,No,,,,,,,,,,Something else,English,,,,Before that,Generally going in the right direction,,No one does,No,John Kerry,Only Joe Biden,Yes,,Non black female,White women,White female,White female,Non-married women,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,Never,All others,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Something else,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is,Sarah Palin is not,Something else,No,All others,All others,All others,Working women,"Cities over 500,000","Cities over 50,000",31.0,Los Angeles County,West,High Density Urban,Urban,Urban Core,Downscale,90027.0
4401329.0,California,,National questionnaire,Version 3,Telephone Survey,Complete,Telephone survey,0.414511620998383,John McCain,,,,Female,,,Republican,Moderate,,,,,,,Somewhat support,,,,,,Somewhat disapprove,,Somewhat favor,Only John McCain,Worse today,Somewhat worried,,,,,Government should do more to solve problems,,Somewhat worried,,,Only John McCain,No,,,,Only John McCain,,,,,,Too liberal,,,,Stay about the same,,,One of several important factors,Go up only if Obama is elected president,Somewhat worried,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support,,,Disapprove,,Favor,,,,John McCain does,Barack Obama does not,Worried,,,,,Worried,,,,,,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Republican,,,,,,,,Stay about the same,,Important,Factor,Not go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,,,,,,Suburbs,Suburbs,30.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90403.0
4401353.0,California,,National questionnaire,Version 3,Telephone Survey,Complete,Telephone survey,0.826748251914978,John McCain,Yes,Did not vote,,Male,White,50-59,Republican,Conservative,"$200,000 or more",Some college or associate degree,No,,,,Somewhat support,,,,,,Strongly disapprove,,Strongly favor,Only John McCain,About the same,Very worried,,,,,Government is doing too many things better left to businesses and individuals,,Not at all worried,,,Only John McCain,Yes,,,,Only John McCain,,,,,,Too liberal,,,,Stay about the same,,English,The single most important factor,Go up only if Obama is elected president,Very worried,,,,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Support,,,Disapprove,,Favor,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,Worried,,,,,Not worried,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Stay about the same,,Important,Factor,Not go up if McCain is elected president,Go up if Obama is elected president,Worried,,,,,,,,,,,,No,,,,,Suburbs,Suburbs,30.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,90405.0
4401898.0,California,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,4.61922025680542,John McCain,Did not vote,Yes,,Male,White,50-59,Independent,Conservative,"$150,000-$199,999",Postgraduate study,No,,,A few times a month,,,No,,,Yes,,Very confident,,,,,Only Cindy McCain,Get worse,No,,,No,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Other Christian,English,,,,Before that,Generally going in the right direction,,No one does,Yes,George W. Bush,Only Sarah Palin,Yes,,Non black male,White men,White male,White male,Married men,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,A few times a month/A few times a year,All others,,,,,Confident,,College graduate,More than High school graduate,White college degree,,,,Cindy McCain would,Michelle Obama would not,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,Married with children,Married men with children,All men,,,Dads - Men with children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is not,Sarah Palin is,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,All others,"Cities over 500,000","Cities over 50,000",30.0,Los Angeles County,West,High Density Urban,Urban,Urban Core,Very upscale,91367.0
4401962.0,California,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,0.189624637365341,John McCain,Yes,Yes,,Female,,60-64,Independent,Moderate,"Under $15,000",Some college or associate degree,No,,,Once a week,,,No,,,No,,Very confident,,,,,Only Cindy McCain,Get better,No,,,No,,Did not care who won,,,,,,,,No,,,,,,,,,,Mormon/LDS,English,,,,Before that,Seriously off on the wrong track,,No one does,No,George W. Bush,Only Sarah Palin,No,,,,,,Non-married women,45-65,60+,45+,60+,50-64,18-64,,,,,,More than once a week/Once a week,Protestant/Attend weekly,,,,,Confident,,No college degree,More than High school graduate,,,,,Cindy McCain would,Michelle Obama would not,,,,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Independent/Something else,,,,,,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is not,Sarah Palin is,,,All others,All others,,All others,"Cities over 500,000","Cities over 50,000",36.0,Los Angeles County,West,Extremely High Density Urban,Urban,Urban Core,Upscale,90066.0
4401957.0,California,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,0.830678224563599,John McCain,Yes,Yes,,Female,White,50-59,Republican,Moderate,"$75,000-$99,999",Some college or associate degree,No,,,Once a week,,,Yes,,,No,,Very confident,,,,,Neither of them,Get better,No,,,No,,Another candidate,,,,,,,,Yes,,,,,,,,,,Protestant,English,,,,Earlier in October,Generally going in the right direction,,"Yes, I do",No,George W. Bush,Both of them,Yes,,Non black female,White women,White female,White female,Married women,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,More than once a week/Once a week,Protestant/Attend weekly,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would not,Michelle Obama would not,,,,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,All others,Married women no children,Women who are not married or have no children,,,Women without children,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,Yes,I am,Yes,Joe Biden is,Sarah Palin is,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Working women,Suburbs,Suburbs,32.0,Los Angeles County,West,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,91724.0
4401928.0,California,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,1.20980882644653,John McCain,Yes,Yes,,Female,Black,40-44,Republican,Conservative,"$200,000 or more",Some college or associate degree,No,,,Once a week,,,Yes,,,Yes,,Not at all confident,,,,,Omit,Get better,No,,,Yes,,Did not care who won,,,,,,,,Yes,,,,,,,,,,Protestant,English,,,,Before that,Seriously off on the wrong track,,"Yes, someone else does",No,George W. Bush,Both of them,No,,Black female,Black women,Non white female,Non white,Married women,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,,,More than once a week/Once a week,Protestant/Attend weekly,,,,,Not confident,,No college degree,More than High school graduate,Non white no college degree,,,,Omit,Omit,,,,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,,,,,,Married with children,Married women with children,Married women with children,,,Moms - Women with children,Republican,Black non Democrat,All Republicans,All others,Black,All others,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,Yes,"Member in household, but not voter",No,Joe Biden is,Sarah Palin is,Non-white,No,All others,All others,All others,All others,Suburbs,Suburbs,25.0,Los Angeles County,West,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,93536.0
4401919.0,California,,National questionnaire,Version 4,Telephone Survey,Complete,Telephone survey,1.24721789360046,John McCain,Yes,Yes,,Male,White,60-64,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,,,Never,,,No,,,Yes,,Very confident,,,,,Both of them,Get better,No,,,Yes,,Another candidate,,,,,,,,Yes,,,,,,,,,,Protestant,English,,,,Earlier in October,Generally going in the right direction,,No one does,Yes,George W. Bush,Neither of them,Yes,,Non black male,White men,White male,White male,Married men,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,,,Never,Protestant/Do not attend weekly,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would,Michelle Obama would,,,,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,Married with children,Married men with children,All men,,,Dads - Men with children,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,No,No,No,Joe Biden is not,Sarah Palin is not,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,All others,Suburbs,Suburbs,32.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,91722.0
4400183.0,California,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.730848789215088,John McCain,Yes,Yes,,Male,Asian,40-44,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,,Not a factor at all,,,,Yes,Take the country in a different direction,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat approve,Omit,My candidate's position on the issues,,,"Optimistic, but not excited",Good,,No,,"Concerned, but not scared",Shares my values,Not a factor at all,,,English,,,,Before that,,Both of them,,,,,,,Non black male,All other races,Non white male,Non white,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,All other,Other,Not Important,Was not a factor,,,,,,,,,College graduate,More than High school graduate,Non white college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,Approve,,,,,,Excellent/Good,,,Republican,Non black non Democrat,All Republicans,All others,Asian,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",27.0,Los Angeles County,West,Suburb,Urban,Urban Core,Very upscale,91344.0
4401256.0,California,,National questionnaire,Version 3,Telephone Survey,Complete,Telephone survey,1.1740255355835,John McCain,Yes,Yes,,Male,White,45-49,Republican,Conservative,"$15,000-$29,999",High school graduate,No,,,,Strongly support,,,,,,Strongly disapprove,,Strongly favor,Only John McCain,About the same,Very worried,,,,,Government should do more to solve problems,,Very worried,,,Only John McCain,Yes,,,,Only John McCain,,,,,,Too liberal,,,,Stay about the same,,English,A minor factor,Go up only if Obama is elected president,Not too worried,,,,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,,,Support,,,Disapprove,,Favor,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,Worried,,,,,Worried,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is not,,John McCain does,Barack Obama does not,,,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,Stay about the same,,Not important,Factor,Not go up if McCain is elected president,Go up if Obama is elected president,Not worried,,,,,,,,,,,,Yes,,,,,Suburbs,Suburbs,39.0,Los Angeles County,West,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,90602.0
