ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSCT08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,ISSUE08,NECWORRY,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4425489.0,Connecticut,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.09424269199371,Barack Obama,Female,White,75 or over,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,Jewish,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Jewish,Sometime last week or earlier,Before that,In the last month or before that,Jewish,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454748.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.01109218597412,Barack Obama,Male,White,25-29,Independent,Liberal,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,Health care,Not too worried,None,Sometime last week,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,None,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,None,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454747.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.01109218597412,Barack Obama,Male,White,25-29,Independent,Liberal,"$75,000-$99,999",Some college or associate degree,No,Somewhat disapprove,Health care,Not too worried,None,Sometime last week,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,None,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,None,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4426002.0,Connecticut,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.768105983734131,Barack Obama,Male,Hispanic/Latino,50-59,Democrat,Liberal,"$75,000-$99,999",Some college or associate degree,Yes,Strongly disapprove,The economy,Very worried,Catholic,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4425976.0,Connecticut,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.829022526741028,Barack Obama,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",College graduate,No,Strongly disapprove,Energy policy,Very worried,Jewish,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Jewish,Sometime last week or earlier,Before that,In the last month or before that,Jewish,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454690.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.829022526741028,Barack Obama,Female,Hispanic/Latino,30-39,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,Yes,Strongly disapprove,Energy policy,Somewhat worried,Catholic,Earlier in October,Disapprove,Non black female,Latino women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454650.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.09127926826477,Barack Obama,Female,White,25-29,Democrat,Moderate,"$15,000-$29,999",College graduate,No,Strongly disapprove,The war in Iraq,Not too worried,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4425898.0,Connecticut,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.768105983734131,Barack Obama,Male,White,45-49,Independent,Moderate,"$200,000 or more",Postgraduate study,No,Strongly disapprove,Energy policy,Somewhat worried,Jewish,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Jewish,Sometime last week or earlier,Before that,In the last month or before that,Jewish,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454607.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.01109218597412,Barack Obama,Male,Other,25-29,Independent,Conservative,"$30,000-$49,999",College graduate,No,Strongly disapprove,The war in Iraq,Somewhat worried,Something else,Before that,Disapprove,Non black male,All other races,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,All other,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Other,Something else,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454574.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0785905122757,Barack Obama,Female,Black,45-49,Democrat,Conservative,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,The economy,Very worried,Other Christian,Before that,Disapprove,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454536.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.09127926826477,Barack Obama,Female,Other,18-24,Democrat,,,High school graduate,No,Strongly disapprove,The economy,Very worried,Something else,Before that,Disapprove,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,No college degree,High school graduate or less,Non white no college degree,,,,,Worried,Democrat,Non black Democrat,All other,All others,Other,Something else,Sometime last week or earlier,Before that,In the last month or before that,Non-white,,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454483.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.829022526741028,Barack Obama,Female,White,30-39,Democrat,Liberal,"$15,000-$29,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,None,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454439.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.0785905122757,Barack Obama,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,The economy,Somewhat worried,Other Christian,Earlier in October,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454411.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.829022526741028,Barack Obama,Female,White,30-39,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,The economy,Very worried,Jewish,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Jewish,Sometime last week or earlier,Before that,In the last month or before that,Jewish,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454373.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.999335765838623,Barack Obama,Male,Black,30-39,Democrat,Conservative,"$15,000-$29,999",College graduate,No,Somewhat disapprove,Terrorism,Not too worried,None,Sometime in September,Disapprove,Black male,Black men,Non white male,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Not worried,Democrat,Black Democrat,Black Democrats,All others,Black,None,Sometime last week or earlier,Sometime in September,In the last month or before that,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454329.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.09424269199371,Barack Obama,Female,White,60-64,Democrat,Liberal,,Postgraduate study,No,Strongly disapprove,The economy,Very worried,Jewish,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Jewish,Sometime last week or earlier,Before that,In the last month or before that,Jewish,,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454245.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.09424269199371,Barack Obama,Female,White,75 or over,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,The war in Iraq,Somewhat worried,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,Yes,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454209.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.768105983734131,Barack Obama,Male,White,45-49,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,The war in Iraq,Very worried,Jewish,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Jewish,Sometime last week or earlier,Before that,In the last month or before that,Jewish,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454173.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.41979682445526,Barack Obama,Female,Black,18-24,Something else,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,The economy,Somewhat worried,Other Christian,Just today,Approve,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4454126.0,Connecticut,91.0,State questionnaire,Version 1,Call 3,Complete,Election day exit poll,1.01109218597412,Barack Obama,Male,White,18-24,Democrat,Liberal,"$200,000 or more",College graduate,No,Strongly disapprove,The war in Iraq,Somewhat worried,Jewish,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Jewish,Sometime last week or earlier,Before that,In the last month or before that,Jewish,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4426087.0,Connecticut,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.768105983734131,Barack Obama,Male,Hispanic/Latino,45-49,Democrat,Moderate,"$15,000-$29,999",Postgraduate study,Yes,Strongly disapprove,The economy,Very worried,Jewish,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,Jewish,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4426086.0,Connecticut,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.768105983734131,Barack Obama,Male,Hispanic/Latino,45-49,Democrat,Moderate,"$15,000-$29,999",Postgraduate study,Yes,Strongly disapprove,The economy,Very worried,Jewish,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,Jewish,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4426051.0,Connecticut,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.01109218597412,Barack Obama,Male,Other,18-24,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,The economy,Somewhat worried,None,Before that,Disapprove,Non black male,All other races,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Other,None,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
4426034.0,Connecticut,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.09424269199371,Barack Obama,Female,White,75 or over,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,The economy,Very worried,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,"Cities 50,000-500,000","Cities over 50,000",1.0,Large Cities Except Stamford and Norwalk,East,High Density Urban,Urban,Urban Core,Upscale,6119.0
