ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSND08,GOVND08,HSEND08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4422861.0,North Dakota,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.573038280010223,John McCain,John Hoeven,Earl Pomeroy,Female,White,75 or over,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,Yes,Terrorism,Not too worried,In the last three days,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,58801.0
4420291.0,North Dakota,70.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.573038280010223,John McCain,John Hoeven,Earl Pomeroy,Female,White,75 or over,Democrat,Conservative,"$15,000-$29,999",Postgraduate study,No,,,,,,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,,No,,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,Midwest,Low Density Rural,Rural,Rural,Upscale,58703.0
4421551.0,North Dakota,70.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,0.573038280010223,John McCain,John Hoeven,Earl Pomeroy,Female,White,75 or over,Independent,Moderate,"$15,000-$29,999",High school graduate,No,,No,,,In the last three days,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,Midwest,Low Density Rural,Rural,Rural,Upscale,58703.0
4422692.0,North Dakota,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.582579493522644,John McCain,John Hoeven,Earl Pomeroy,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,Yes,Energy policy,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,58853.0
4421900.0,North Dakota,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.582588911056519,John McCain,John Hoeven,Earl Pomeroy,Female,White,65-74,Independent,Conservative,"$30,000-$49,999",Postgraduate study,No,Strongly approve,Yes,Terrorism,Not at all worried,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,58853.0
4429853.0,North Dakota,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.616575062274933,John McCain,John Hoeven,Earl Pomeroy,Female,White,45-49,Republican,Moderate,"$75,000-$99,999",College graduate,No,Somewhat approve,No,Energy policy,Not too worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
4429792.0,North Dakota,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.616575062274933,John McCain,John Hoeven,Earl Pomeroy,Female,White,30-39,Republican,Conservative,"$100,000-$149,999",College graduate,No,Somewhat approve,No,The economy,Very worried,Sometime last week,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
4422206.0,North Dakota,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.629770398139954,Barack Obama,John Hoeven,Earl Pomeroy,Female,White,50-59,Independent,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,58801.0
4421831.0,North Dakota,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.629770398139954,Barack Obama,John Hoeven,Earl Pomeroy,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,The war in Iraq,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,58801.0
4423371.0,North Dakota,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.629770398139954,Barack Obama,John Hoeven,Earl Pomeroy,Female,White,40-44,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Just today,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,58801.0
4426247.0,North Dakota,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.633696973323822,Other,Tim Mathern,Earl Pomeroy,Male,White,40-44,Independent,Conservative,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,Energy policy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,58072.0
4422158.0,North Dakota,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.635513007640839,John McCain,Tim Mathern,Earl Pomeroy,Female,Other,30-39,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat approve,No,The economy,Somewhat worried,Sometime last week,Approve,Non black female,All other races,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,All other,Other,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,American Indian,All others,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,58853.0
4429447.0,North Dakota,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.645596921443939,John McCain,John Hoeven,Duane Sand,Female,White,50-59,Republican,Conservative,"$100,000-$149,999",College graduate,No,Strongly approve,Yes,Energy policy,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
4429233.0,North Dakota,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.645596921443939,John McCain,John Hoeven,Duane Sand,Female,White,40-44,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
4429031.0,North Dakota,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.645596921443939,John McCain,John Hoeven,Duane Sand,Female,White,30-39,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,Yes,The economy,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
4422987.0,North Dakota,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.657257437705994,John McCain,Tim Mathern,Earl Pomeroy,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,,,1.0,East,Midwest,Suburb,Urban,Urban Core,Very upscale,58103.0
4423212.0,North Dakota,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.661462485790253,John McCain,John Hoeven,Earl Pomeroy,Male,White,60-64,Republican,Conservative,"$150,000-$199,999",College graduate,No,Somewhat approve,No,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,58801.0
4421776.0,North Dakota,80.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.672486901283264,John McCain,John Hoeven,Earl Pomeroy,Male,White,60-64,Independent,,,Did not complete high school,No,,,,Not at all worried,Before that,,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,58853.0
4421552.0,North Dakota,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.672486901283264,John McCain,John Hoeven,Earl Pomeroy,Male,White,60-64,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Strongly approve,No,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,58853.0
4418576.0,North Dakota,70.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.672569096088409,Barack Obama,John Hoeven,Earl Pomeroy,Male,,50-59,Democrat,Moderate,"$50,000-$74,999",College graduate,No,,Yes,The economy,,Earlier in October,,,,,,45-65,30-59,45+,45-59,50-64,18-64,,,,College graduate,More than High school graduate,,Less than 100k,50k or more,50 to 100 thousand,,,Democrat,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,Midwest,Low Density Rural,Rural,Rural,Upscale,58703.0
4429922.0,North Dakota,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.678624451160431,John McCain,John Hoeven,Earl Pomeroy,Female,Other,18-24,Independent,Liberal,"$150,000-$199,999",Some college or associate degree,No,Somewhat approve,No,The war in Iraq,Very worried,Before that,Approve,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,No college degree,More than High school graduate,Non white no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,American Indian,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,58601.0
4421339.0,North Dakota,70.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.688001453876495,John McCain,Tim Mathern,Earl Pomeroy,Female,White,25-29,Republican,Moderate,"$30,000-$49,999",Some college or associate degree,No,,,,,,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,Yes,,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,Midwest,Low Density Rural,Rural,Rural,Upscale,58703.0
4426119.0,North Dakota,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.695858478546143,John McCain,John Hoeven,Duane Sand,Female,White,50-59,Something else,Moderate,"Under $15,000",Postgraduate study,No,Somewhat approve,Yes,Terrorism,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,58072.0
4425917.0,North Dakota,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.695858478546143,John McCain,John Hoeven,Duane Sand,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,58072.0
4425606.0,North Dakota,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.695858478546143,John McCain,John Hoeven,Duane Sand,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,,Somewhat approve,Yes,The economy,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,East,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,58072.0
