ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIL08,SENIL08,HOU08IL,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,AGEISS4,ATTEND,BAILOUT,BREAK08,BRNAGAIN,BUSHMCCAIN,CELLULAR,CHILD,CONGRESS4,COUNTACC,DRILL,EXPER08,FINSIT,FINWORR,FIRSTLDY08,FNEC,GAY,GOTV08,GOVTDO,GUNOWNER,HEALTHCARE,HILLPSPRT,HRCVMCCN,INTOUCH08,INVESTOR,IRAQWAR,ISSUE08,ISSVQUAL,JUDGMENT08,MARRIED,MCCAINWIN,NEC,NECWORRY,NEWVOTER,OBAMALIB,OBAMWIN,QLT08,RACEISS4,RACERELATIONS,RELIGN8,SPANISHQ,SUPREME,TAXGOUP,TERRWORR,TIME08,TRACK,UNFR08,UNION4,VETVOTER,VOTE2004,VPQUAL08,WORK,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,AGEISSA,AGEISSB,ATTEND2,ATTREL,BAILOUT2,BREAK08A,BREAK08B,CONGRESS,COUNT2,DRILL2,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,FINWORR2,FIRSTMCCAIN,FIRSTOBAMA,GOTVMCCAIN,GOTVOBAMA,HEALTHCARE2,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,JUDGEMCCAIN,JUDGEOBAMA,MARCHILD,MARPAR,MARRIEDMOM,NEC2,NECWORR2,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,RACERELATIONS3,REL5,SUPREMEA,SUPREMEB,TAXMCCAIN,TAXOBAMA,TERWORR2,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,VPQUALBIDEN,VPQUALPALIN,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,WRKWOMEN,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4464319.0, Illinois,109.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.618934512138367,Barack Obama,,,Male,White,50-59,Democrat,,,High school graduate,No,,,Never,,,No,,,No,,Very confident,,,,,Omit,Get worse,No,,,No,,Barack Obama,,,,,,,,No,,,,,,,,,,,English,,,,Just today,Seriously off on the wrong track,,,No,Did not vote,Omit,No,,Non black male,White men,White male,White male,Non-married men,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,Never,All others,,,,,Confident,,No college degree,High school graduate or less,White no college degree,,,,Omit,Omit,,,,Democrats for Obama,,,,,,,,,,All others,Unmmaried men with no children,All men,,,Men without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,,,,Omit,Omit,,,All others,All others,,All others,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4410460.0, Illinois,109.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.813074111938477,Barack Obama,Dick Durbin,The Democratic candidate,Male,White,50-59,Democrat,Conservative,"$30,000-$49,999",High school graduate,No,,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,The economy,My candidate's leadership/personal qualities,,,Scared,Poor,,No,,"Optimistic, but not excited",Cares about people like me,Not a factor at all,,,English,,,,Just today,,Both of them,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,High school graduate or less,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,,,,,,Yes,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4410634.0, Illinois,109.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.751176059246063,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,50-59,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,Scared,Poor,,No,,"Optimistic, but not excited",Can bring about needed change,Not a factor at all,,,English,,,,In the last three days,,Neither of them,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,High school graduate or less,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,,,,,,,Yes,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4411348.0, Illinois,109.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.998130857944489,Barack Obama,Dick Durbin,The Democratic candidate,Male,White,65-74,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,,,,Strongly oppose,,,,,,Strongly disapprove,,Somewhat oppose,Only Barack Obama,Worse today,Somewhat worried,,,,,Government should do more to solve problems,,Somewhat worried,,,Only Barack Obama,No,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,English,One of several important factors,Go up no matter which candidate wins,Not at all worried,,,,,,,,,,Non black male,White men,White male,White male,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,,,Oppose,,,Disapprove,,Oppose,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Worried,,,,,Worried,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Get better,,Important,Factor,Go up if McCain is elected president,Go up if Obama is elected president,Not worried,,,,,,,,,,,,Yes,,,,,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4412071.0, Illinois,109.0,National questionnaire,Version 3,Call 1,Complete,Election day exit poll,0.751176059246063,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,40-44,Democrat,Moderate,"Under $15,000",Some college or associate degree,No,,,,Somewhat support,,,,,,Strongly approve,,Somewhat favor,Only Barack Obama,Worse today,Somewhat worried,,,,,Government should do more to solve problems,,Very worried,,,Only Barack Obama,No,,,,Only Barack Obama,,,,,,About right,,,,Get somewhat better,,English,A minor factor,Go up only if McCain is elected president,Very worried,,,,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,,,Support,,,Approve,,Favor,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Worried,,,,,Worried,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Get better,,Not important,Factor,Go up if McCain is elected president,Not go up if Obama is elected president,Worried,,,,,,,,,,,,Yes,,,,,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4441358.0, Illinois,109.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.922144770622253,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,75 or over,Democrat,Conservative,"$15,000-$29,999",High school graduate,No,,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,Scared,Poor,,No,,Excited,Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Neither of them,,,,,,,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,High school graduate or less,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,Yes,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4441641.0, Illinois,109.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.922144770622253,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,75 or over,Independent,Moderate,"Under $15,000",High school graduate,No,,A minor factor,,,Not a factor at all,Yes,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The economy,My candidate's position on the issues,,,"Optimistic, but not excited",Poor,,Yes,,"Optimistic, but not excited",Can bring about needed change,Not a factor at all,,,English,,,,Earlier in October,,Both of them,,,,,,,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was a factor,,,,Not Important,Was not a factor,,,,No college degree,High school graduate or less,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,,,,,,,Yes,White Born-again/Evangelical Christians,,,,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4442079.0, Illinois,109.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.20660650730133,John McCain,Dick Durbin,The Democratic candidate,Female,White,45-49,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,,A minor factor,,,A minor factor,No,Take the country in a different direction,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Somewhat disapprove,The economy,My candidate's position on the issues,,,"Optimistic, but not excited",Poor,,No,,"Concerned, but not scared",Has the right experience,Not a factor at all,,,English,,,,Before that,,Both of them,,,,,,,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,,,,Not Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,Yes,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4442356.0, Illinois,109.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.974335849285126,,Dick Durbin,The Democratic candidate,Female,White,65-74,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Not a factor at all,,,Not a factor at all,No,Omit,Only regular land-line phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The war in Iraq,My candidate's position on the issues,,,,Poor,Somewhat worried,No,,,Cares about people like me,Not a factor at all,,,English,,,,Earlier in October,,Omit,,,,,,Disapprove,Non black female,White women,White female,White female,,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,High school graduate or less,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,Omit,Omit,,,,,,,Yes,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4442678.0, Illinois,109.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.16312670707703,Other,Dick Durbin,The Democratic candidate,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Not a factor at all,,,Not a factor at all,No,Continue George W. Bush's policies,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,Hillary Clinton,,,,The economy,My candidate's position on the issues,,,,Poor,Very worried,No,,,Has the right experience,Not a factor at all,,,English,,,,Just today,,Neither of them,,,,,,Disapprove,Non black female,White women,White female,White female,,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,,,,,,,Yes,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4443285.0, Illinois,109.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,0.751176059246063,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,30-39,Democrat,Moderate,"Under $15,000",Some college or associate degree,No,,,,Strongly oppose,,,,,,Somewhat disapprove,,Strongly oppose,Neither of them,Omit,Somewhat worried,,,,,Government is doing too many things better left to businesses and individuals,,Very worried,,,Only Barack Obama,No,,,,Only Barack Obama,,,,,,About right,,,,Stay about the same,,English,Not a factor at all,Go up no matter which candidate wins,Not too worried,,,,,,,,,,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,,,Oppose,,,Disapprove,,Oppose,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does not,Worried,,,,,Worried,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,,John McCain does not,Barack Obama does,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,,,Stay about the same,,Not important,Not a factor,Go up if McCain is elected president,Go up if Obama is elected president,Not worried,,,,,,,,,,,,Yes,,,,,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4463333.0, Illinois,109.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.757805585861206,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,18-24,Democrat,Liberal,"Under $15,000",High school graduate,No,,,Never,,,No,,,No,,Very confident,,,,,Only Michelle Obama,Get better,Yes,,,No,,Barack Obama,,,,,,,,No,,,,,,,,,,Other Christian,English,,,,Before that,Seriously off on the wrong track,,No one does,No,John Kerry,Neither of them,Yes,,Non black female,White women,White female,White female,Non-married women,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,Never,All others,,,,,Confident,,No college degree,High school graduate or less,White no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,All others,Unmarried women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Protestant/Other Christian,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Joe Biden is not,Sarah Palin is not,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Working women,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4463534.0, Illinois,109.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.751176059246063,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,,,A few times a year,,,No,,,No,,Very confident,,,,,Only Michelle Obama,Stay about the same,No,,,No,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Catholic,English,,,,Before that,Seriously off on the wrong track,,"Yes, someone else does",No,John Kerry,Only Joe Biden,Yes,,Non black female,White women,White female,White female,Married women,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,All others,Married women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Catholic,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,Yes,"Member in household, but not voter",No,Joe Biden is,Sarah Palin is not,Catholic,Yes,All others,All others,All others,Working women,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4463560.0, Illinois,109.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.751176059246063,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,,,A few times a year,,,No,,,No,,Very confident,,,,,Only Michelle Obama,Stay about the same,No,,,No,,Hillary Clinton,,,,,,,,Yes,,,,,,,,,,Catholic,English,,,,Before that,Seriously off on the wrong track,,"Yes, someone else does",No,John Kerry,Only Joe Biden,Yes,,Non black female,White women,White female,White female,Married women,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,No college degree,More than High school graduate,White no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,All others,Married women no children,Women who are not married or have no children,,,Women without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Catholic,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,,Yes,"Member in household, but not voter",No,Joe Biden is,Sarah Palin is not,Catholic,Yes,All others,All others,All others,Working women,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4464787.0, Illinois,109.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,0.813074111938477,Barack Obama,Dick Durbin,The Democratic candidate,Male,White,50-59,Democrat,Conservative,"$30,000-$49,999",High school graduate,No,,,A few times a month,,,No,,,No,,Very confident,,,,,Only Michelle Obama,Get better,No,,,No,,Barack Obama,,,,,,,,Yes,,,,,,,,,,Catholic,English,,,,Earlier in October,Seriously off on the wrong track,,"Yes, someone else does",No,Someone else,Only Joe Biden,Yes,,Non black male,White men,White male,White male,Married men,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,A few times a month/A few times a year,Catholic/Do not attend weekly,,,,,Confident,,No college degree,High school graduate or less,White no college degree,,,,Cindy McCain would not,Michelle Obama would,,,,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,,,,All others,Married men with no children,All men,,,Men without children,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Catholic,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,Yes,"Member in household, but not voter",No,Joe Biden is,Sarah Palin is not,Catholic,Yes,All others,All others,All others,All others,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4409861.0, Illinois,109.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.813074111938477,Barack Obama,Dick Durbin,The Democratic candidate,Male,White,45-49,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,,One of several important factors,,,One of several important factors,No,Continue George W. Bush's policies,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,Health care,My candidate's position on the issues,,,Scared,Poor,,No,,Excited,Can bring about needed change,A minor factor,,,English,,,,Before that,,Both of them,,,,,,,Non black male,White men,White male,White male,,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Important,Was a factor,,,,Important,Was a factor,,,,College graduate,More than High school graduate,White college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Disapprove,,,,,,Not so good/Poor,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4410035.0, Illinois,109.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.759804844856262,Barack Obama,,The Democratic candidate,Male,Hispanic/Latino,75 or over,Democrat,,"$15,000-$29,999",Did not complete high school,Yes,,Omit,,,Omit,No,Omit,Omit,,,,,,,,,,,Omit,,,,,,,,Omit,Omit,Omit,,,Omit,Omit,,,,Omit,Can bring about needed change,Omit,,,English,,,,Just today,,Omit,,,,,,,Non black male,Latino men,Non white male,Non white,,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,Omit,Omit,,,,Omit,Omit,,,,No college degree,High school graduate or less,Non white no college degree,,,,,,Omit,Omit,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Omit,,,,,,Omit,,,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Omit,Omit,,,,,,,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Omit,Omit,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4410306.0, Illinois,109.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.813074111938477,Barack Obama,Dick Durbin,The Democratic candidate,Male,Hispanic/Latino,30-39,,Conservative,"$50,000-$74,999",Some college or associate degree,Yes,,Not a factor at all,,,Omit,No,Continue George W. Bush's policies,Both regular land-line and cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,,,,Strongly disapprove,The war in Iraq,My candidate's position on the issues,,,Scared,Poor,,No,,Excited,Can bring about needed change,Not a factor at all,,,English,,,,Before that,,Omit,,,,,,,Non black male,Latino men,Non white male,Non white,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,Latino 30-44,Latino 30-44,Not Important,Was not a factor,,,,Omit,Omit,,,,No college degree,More than High school graduate,Non white no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,,,Disapprove,,,,,,Not so good/Poor,,,,,,,Hispanic/Latino,All others,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Before that,In the last month or before that,Omit,Omit,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4410794.0, Illinois,109.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.813074111938477,Barack Obama,Dick Durbin,The Democratic candidate,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,One of several important factors,,,One of several important factors,No,Continue George W. Bush's policies,Only cell phone service,,,,,,,,,,,"No, I was not contacted",,,,,John McCain,,,,The economy,My candidate's position on the issues,,,,Poor,Somewhat worried,No,,,Cares about people like me,Not a factor at all,,,English,,,,Sometime last week,,Both of them,,,,,,Disapprove,Non black male,White men,White male,White male,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Important,Was a factor,,,,Important,Was a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,John McCain did not,Barack Obama did not,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
4410963.0, Illinois,109.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.751176059246063,Barack Obama,Dick Durbin,The Democratic candidate,Female,White,30-39,Democrat,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,A minor factor,,,Not a factor at all,No,Take the country in a different direction,Omit,,,,,,,,,,,Omit,,,,,Hillary Clinton,,,,The economy,My candidate's leadership/personal qualities,,,,Not so good,Somewhat worried,No,,,Cares about people like me,Not a factor at all,,,English,,,,Earlier in October,,Neither of them,,,,,,Disapprove,Non black female,White women,White female,White female,,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Not Important,Was a factor,,,,Not Important,Was not a factor,,,,No college degree,More than High school graduate,White no college degree,,,,,,Omit,Omit,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,,,,,Not so good/Poor,Worried,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,,,,,,,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,,No,All others,,,,"Cities over 500,000","Cities over 50,000",3.0,Chicago,Midwest,High Density Urban,Urban,Urban Core,Downscale,60638.0
