ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMN08,SENMN08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,UNFAIRMN,@2WAYSENMN,INTOUCH08,ISSUE08,NEC,NECWORRY,NEWVOTER,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,UNFAIRCOLE,UNFAIRFRANK,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4444727.0,Minnesota,105.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.21450972557068,Other,Dean Barkley,Male,White,18-24,Republican,Conservative,"$100,000-$149,999",College graduate,No,,No,,,,,,,,,,,,Catholic,Before that,,No one does,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,College graduate,More than High school graduate,White college degree,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,,,Catholic,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4444814.0,Minnesota,105.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.67006397247314,John McCain,Dean Barkley,Male,White,30-39,Independent,Conservative,"$50,000-$74,999",High school graduate,No,,No,Take the country in a different direction,,,,,The economy,Poor,,No,Shares my values,Not a factor at all,,Just today,Both of them,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,No college degree,High school graduate or less,White no college degree,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,,,,,No,All others,,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4444929.0,Minnesota,105.0,National questionnaire,Version 3,Call 2,Complete,Election day exit poll,1.29350173473358,John McCain,Norm Coleman,Female,White,18-24,Republican,Conservative,"$100,000-$149,999",Some college or associate degree,No,,,,Only John McCain,,,Only John McCain,,,,,,,,,,,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,,,,,,,,No,,,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4445037.0,Minnesota,105.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.11662709712982,Barack Obama,,Male,White,18-24,,,,Some college or associate degree,No,,No,,,,,,,,,,,,Catholic,Just today,,,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,White,White non born again,,,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,,,,Catholic,,All others,All others,All others,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4445038.0,Minnesota,105.0,National questionnaire,Version 4,Call 2,Complete,Election day exit poll,1.11662709712982,Barack Obama,,Male,White,18-24,,,,Some college or associate degree,No,,No,,,,,,,,,,,,Catholic,Just today,,,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,No college degree,More than High school graduate,White no college degree,,,,,,,,,,,,,,,White,White non born again,,,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,,,,Catholic,,All others,All others,All others,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4466484.0,Minnesota,105.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,1.10381722450256,Barack Obama,Norm Coleman,Female,Asian,18-24,,Moderate,"$30,000-$49,999",College graduate,No,,,,,,,,,,,,,,Protestant,Just today,,No one does,,Non black female,All other races,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,All other,Other,,,College graduate,More than High school graduate,Non white college degree,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,,,,,,,Asian,,,,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,No,No,No,Non-white,No,All others,All others,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4466612.0,Minnesota,105.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.17560589313507,John McCain,Norm Coleman,Female,White,40-44,Republican,Conservative,"$150,000-$199,999",Some college or associate degree,No,,,,Only John McCain,,,Neither of them,,,,,,,,,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is not,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,,,,,,,,No,,,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4466887.0,Minnesota,105.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,1.42515873908997,Barack Obama,Dean Barkley,Male,White,45-49,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,,No,,,,,,,,,,,,Catholic,In the last three days,,No one does,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,No college degree,High school graduate or less,White no college degree,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,No,No,No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4467083.0,Minnesota,105.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,1.17560589313507,John McCain,Norm Coleman,Female,White,40-44,,Moderate,"$150,000-$199,999",Postgraduate study,No,,No,,,,,,,,,,,,Catholic,Before that,,No one does,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,,,College graduate,More than High school graduate,White college degree,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,,,,,,,White,White non born again,,,Catholic,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4467244.0,Minnesota,105.0,National questionnaire,Version 4,Call 3,Complete,Election day exit poll,1.09017753601074,Barack Obama,Al Franken,Male,White,25-29,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,,No,,,,,,,,,,,,Catholic,Before that,,No one does,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,,,No college degree,More than High school graduate,White no college degree,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,Catholic,Sometime last week or earlier,Before that,In the last month or before that,,,No,No,No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4467373.0,Minnesota,105.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.767404735088348,Other,Al Franken,Male,White,45-49,Republican,Liberal,"Under $15,000",Some college or associate degree,No,,,,Both of them,,,Both of them,,,,,,,,,,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,,,,,,,,Yes,,,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4467517.0,Minnesota,105.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,0.990813612937927,Barack Obama,Al Franken,Male,White,45-49,Independent,Moderate,"$100,000-$149,999",College graduate,No,,,,Both of them,,,Only Barack Obama,,,,,,,,,,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,,,,,,,,No,,,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4467670.0,Minnesota,105.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.15485107898712,,Norm Coleman,Male,White,18-24,Something else,Moderate,"$100,000-$149,999",High school graduate,No,,,,Both of them,,,Both of them,,,,,,,,,,,,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,,,,,,,,,,,,,No,,,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4467825.0,Minnesota,105.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.17560589313507,John McCain,Norm Coleman,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",Postgraduate study,No,,,,Only John McCain,,,Both of them,,,,,,,,,,,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,,,,,,,,No,,,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4467938.0,Minnesota,105.0,National questionnaire,Version 3,Call 3,Complete,Election day exit poll,1.4435760974884,John McCain,Norm Coleman,Male,White,50-59,Republican,Moderate,"$200,000 or more",Some college or associate degree,No,,,,Only John McCain,,,Only John McCain,,,,,,,,,,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,,,Republican,Non black non Democrat,All Republicans,White Republicans,White,,,,,,,,,,,,,,No,,,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4468083.0,Minnesota,105.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,1.09017753601074,Barack Obama,Al Franken,Male,White,18-24,Democrat,Moderate,,Some college or associate degree,No,Somewhat disapprove,Yes,Continue George W. Bush's policies,,,,,The economy,Not so good,Not too worried,Yes,Cares about people like me,Not a factor at all,,Sometime in September,Neither of them,,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,No college degree,More than High school graduate,White no college degree,,,,,,,,,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did not,Barack Obama did not,,,,,,White Born-again/Evangelical Christians,,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4468200.0,Minnesota,105.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,0.990813612937927,Barack Obama,Al Franken,Male,White,50-59,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,,,,,The war in Iraq,Poor,Very worried,No,Can bring about needed change,Not a factor at all,,Before that,Only Barack Obama,,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,No college degree,More than High school graduate,White no college degree,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did,,,,,Yes,All others,,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4468308.0,Minnesota,105.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,1.27699911594391,Barack Obama,Dean Barkley,Female,White,18-24,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,,,,,Energy policy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,,Before that,Both of them,,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,,,No college degree,More than High school graduate,White no college degree,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,Yes,All others,,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4468426.0,Minnesota,105.0,National questionnaire,Version 2,Call 3,Not complete,Election day exit poll,1.27350151538849,Barack Obama,Al Franken,Male,White,65-74,Democrat,,,High school graduate,No,,No,,,,,,,,,,Shares my values,,,Before that,,,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,,,No college degree,High school graduate or less,White no college degree,,,,,,,,,,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,,,,Sometime last week or earlier,Before that,In the last month or before that,,,,,,,,All others,,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4468568.0,Minnesota,105.0,National questionnaire,Version 2,Call 3,Complete,Election day exit poll,1.4435760974884,John McCain,Norm Coleman,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Somewhat approve,Yes,Take the country in a different direction,,,,,The economy,Not so good,Not too worried,No,Has the right experience,Not a factor at all,,Before that,Neither of them,,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,,,College graduate,More than High school graduate,White college degree,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,,,Not so good/Poor,Not worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,No,White Born-again/Evangelical Christians,,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4468664.0,Minnesota,105.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.990813612937927,Barack Obama,Al Franken,Male,White,50-59,Independent,Moderate,"$200,000 or more",Postgraduate study,No,,No,Continue George W. Bush's policies,,,,,The economy,Not so good,,No,Can bring about needed change,Not a factor at all,,Before that,Neither of them,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,College graduate,More than High school graduate,White college degree,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,No,All others,,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4468665.0,Minnesota,105.0,National questionnaire,Version 1,Call 3,Complete,Election day exit poll,0.990813612937927,Barack Obama,Al Franken,Male,White,50-59,Independent,Moderate,"$200,000 or more",Postgraduate study,No,,No,Continue George W. Bush's policies,,,,,The economy,Not so good,,No,Can bring about needed change,Not a factor at all,,Before that,Neither of them,,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,College graduate,More than High school graduate,White college degree,,,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,,Not so good/Poor,,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,,,,,No,All others,,,Suburbs,Suburbs,4.0,Twin City Suburbs,Midwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,55115.0
4422046.0,Minnesota,104.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.1889762878418,Barack Obama,Al Franken,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Only Norm Coleman,Al Franken,Only Barack Obama,Health care,Poor,Very worried,No,Can bring about needed change,Not a factor at all,None,Before that,Only John McCain,"Yes, someone else does",Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Norm Coleman did,Al Franken did not,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,"Member in household, but not voter",No,None,No,All others,All others,All others,Suburbs,Suburbs,6.0,Twin City Suburbs,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,55082.0
4422239.0,Minnesota,104.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.81322002410889,John McCain,Norm Coleman,Female,White,65-74,Republican,Moderate,"$100,000-$149,999",Some college or associate degree,No,Somewhat approve,No,Continue George W. Bush's policies,Only John McCain,Only Al Franken,Norm Coleman,Only John McCain,The economy,Poor,Very worried,No,Shares my values,One of several important factors,Catholic,Before that,Both of them,"Yes, someone else does",Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Norm Coleman did not,Al Franken did,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does not,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is not,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Important,Factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Catholic,No,All others,All others,All others,Suburbs,Suburbs,6.0,Twin City Suburbs,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,55082.0
4422416.0,Minnesota,104.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.968267321586609,Barack Obama,Al Franken,Female,White,30-39,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Both of them,Al Franken,Only Barack Obama,Energy policy,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Other Christian,Before that,Neither of them,"Yes, I do and someone else does",Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Norm Coleman did,Al Franken did,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did not,Barack Obama did not,Yes,I am,Yes,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,6.0,Twin City Suburbs,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,55082.0
4422620.0,Minnesota,104.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.968267321586609,Barack Obama,Al Franken,Female,White,45-49,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Only Norm Coleman,Al Franken,Only Barack Obama,Health care,Poor,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Only John McCain,"Yes, I do",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Norm Coleman did,Al Franken did not,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,6.0,Twin City Suburbs,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,55082.0
4422849.0,Minnesota,104.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06537020206451,Barack Obama,Al Franken,Female,White,18-24,Democrat,Liberal,"$200,000 or more",Some college or associate degree,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,Both of them,Al Franken,Only Barack Obama,The economy,Poor,Very worried,No,Omit,One of several important factors,None,In the last three days,Neither of them,No one does,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Norm Coleman did,Al Franken did,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,None,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,John McCain did not,Barack Obama did not,No,No,No,None,No,All others,All others,All others,Suburbs,Suburbs,6.0,Twin City Suburbs,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,55082.0
4423097.0,Minnesota,104.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.2265293598175,John McCain,Norm Coleman,Male,White,60-64,Republican,Conservative,"$50,000-$74,999",Postgraduate study,No,Somewhat disapprove,No,Take the country in a different direction,Only John McCain,Both of them,Norm Coleman,Only John McCain,Terrorism,Not so good,Somewhat worried,No,Shares my values,Not a factor at all,Protestant,Before that,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Norm Coleman did,Al Franken did,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does not,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is not,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,6.0,Twin City Suburbs,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,55082.0
4423287.0,Minnesota,104.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.24452269077301,Barack Obama,Al Franken,Female,White,60-64,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,Both of them,Al Franken,Only Barack Obama,The war in Iraq,Not so good,Very worried,No,Can bring about needed change,Not a factor at all,Protestant,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Norm Coleman did,Al Franken did,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,6.0,Twin City Suburbs,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,55082.0
