ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNE08,SENNE08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4418411.0, Nebraska,37.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.802766740322113,Barack Obama,,Male,White,75 or over,Democrat,Moderate,"$100,000-$149,999",High school graduate,No,Strongly disapprove,Yes,The war in Iraq,Not too worried,Earlier in October,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,Congressional District 3,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,68932.0
4424917.0, Nebraska,34.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.874898374080658,Barack Obama,,Male,Black,18-24,Democrat,Liberal,"$50,000-$74,999",High school graduate,No,Strongly disapprove,No,Terrorism,Somewhat worried,Sometime last week,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Congressional District 2,Midwest,High Density Urban,Urban,Urban Core,Very upscale,68137.0
4421943.0, Nebraska,62.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.626239538192749,Barack Obama,,Female,White,40-44,Independent,,,College graduate,No,Strongly disapprove,,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Suburbs,Suburbs,2.0,Congressional District 2,Midwest,Suburb,80s Suburbs,Urban Perimeter,Very upscale,68046.0
4419015.0, Nebraska,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.626239538192749,Barack Obama,,Female,White,45-49,Independent,,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Sometime last week,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Congressional District 2,Midwest,Suburb,Urban,Urban Core,Downscale,68112.0
4420749.0, Nebraska,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.539921522140503,Barack Obama,,Male,,50-59,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Health care,Very worried,Before that,Disapprove,,,,,45-65,30-59,45+,45-59,50-64,18-64,,,,No college degree,More than High school graduate,,Less than 100k,50k or more,50 to 100 thousand,,Worried,Democrat,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,3.0,Congressional District 3,Midwest,Extremely Low Density Rural,Rural,Rural,Downscale,69348.0
4421010.0, Nebraska,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03664422035217,Barack Obama,Scott Kleeb,Male,Other,60-64,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,All other races,Non white male,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,All other,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Other,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Congressional District 2,Midwest,Suburb,Urban,Urban Core,Very upscale,68134.0
4420996.0, Nebraska,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09275078773499,Barack Obama,Scott Kleeb,Male,White,75 or over,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,Health care,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Congressional District 2,Midwest,Suburb,Urban,Urban Core,Very upscale,68124.0
4418653.0, Nebraska,37.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.588260412216187,Barack Obama,Scott Kleeb,Male,White,50-59,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,Yes,The economy,Very worried,In the last three days,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,3.0,Congressional District 3,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,68932.0
4418649.0, Nebraska,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.72006332874298,Barack Obama,Scott Kleeb,Female,White,75 or over,Independent,Moderate,,Some college or associate degree,No,Strongly disapprove,No,The war in Iraq,Somewhat worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,,All others,Rural,Small Cities/Rural,1.0,Congressional District 1,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,68450.0
4420948.0, Nebraska,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.700424075126648,Barack Obama,Scott Kleeb,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,The war in Iraq,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Congressional District 2,Midwest,Suburb,Urban,Urban Core,Downscale,68112.0
4420947.0, Nebraska,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.700424075126648,Barack Obama,Scott Kleeb,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,The war in Iraq,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Congressional District 2,Midwest,Suburb,Urban,Urban Core,Downscale,68112.0
4420945.0, Nebraska,68.0,National questionnaire,Version 4,Call 1,Complete,Election day exit poll,1.34738290309906,Barack Obama,Scott Kleeb,Female,White,65-74,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,,No,,,Before that,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Suburbs,Suburbs,1.0,Congressional District 1,Midwest,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,68008.0
4418557.0, Nebraska,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.93109107017517,Barack Obama,Scott Kleeb,Male,White,65-74,Democrat,Moderate,"$50,000-$74,999",Did not complete high school,No,Somewhat disapprove,,Health care,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Congressional District 1,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,68450.0
4418064.0, Nebraska,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.440833568573,Barack Obama,Scott Kleeb,Male,White,40-44,Independent,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,The war in Iraq,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Congressional District 1,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,68450.0
4420836.0, Nebraska,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.786356329917908,Barack Obama,Scott Kleeb,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,The economy,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Congressional District 2,Midwest,Suburb,Urban,Urban Core,Downscale,68112.0
4420818.0, Nebraska,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.685853362083435,Barack Obama,Scott Kleeb,Female,Black,18-24,Democrat,Conservative,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Black female,Black women,Non white female,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Congressional District 2,Midwest,Suburb,Urban,Urban Core,Very upscale,68134.0
4418477.0, Nebraska,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.57635200023651,Barack Obama,Scott Kleeb,Female,,60-64,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Somewhat worried,Before that,Disapprove,,,,,45-65,60+,45+,60+,50-64,18-64,,,,No college degree,More than High school graduate,,Less than 100k,50k or more,50 to 100 thousand,,Worried,Democrat,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,1.0,Congressional District 1,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,68450.0
4422524.0, Nebraska,31.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.03664422035217,Barack Obama,Scott Kleeb,Male,White,75 or over,Democrat,,,Postgraduate study,No,,,,Somewhat worried,Before that,,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 50,000-500,000","Cities over 50,000",2.0,Congressional District 2,Midwest,Suburb,Urban,Urban Core,Very upscale,68134.0
4420254.0, Nebraska,49.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05480337142944,Barack Obama,Scott Kleeb,Female,White,18-24,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,Yes,The war in Iraq,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,Congressional District 1,Midwest,Suburb,Urban,Urban Core,Very upscale,68506.0
4418465.0, Nebraska,3.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.49034869670868,Barack Obama,Scott Kleeb,Male,White,18-24,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Energy policy,Very worried,In the last three days,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,All others,Rural,Small Cities/Rural,3.0,Congressional District 3,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,68620.0
4420250.0, Nebraska,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03644847869873,Barack Obama,Scott Kleeb,Female,White,60-64,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Congressional District 1,Midwest,High Density Urban,Urban,Urban Core,Upscale,68510.0
4420775.0, Nebraska,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.523975908756256,Barack Obama,Scott Kleeb,Female,White,50-59,Democrat,Liberal,"$200,000 or more",College graduate,No,Strongly disapprove,No,The war in Iraq,Somewhat worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,3.0,Congressional District 3,Midwest,Low Density Rural,Rural,Rural,Downscale,68901.0
4422481.0, Nebraska,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.964988648891449,Barack Obama,Scott Kleeb,,,45-49,Republican,Moderate,"$15,000-$29,999",College graduate,No,Strongly disapprove,No,The war in Iraq,Not too worried,Before that,Disapprove,,,,,45-65,30-59,45+,45-59,40-49,18-64,,,,College graduate,More than High school graduate,,Less than 100k,Less than 50k,Less than 50 thousand,,Not worried,Republican,,,,,,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,1.0,Congressional District 1,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,68788.0
4418425.0, Nebraska,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05392169952393,Barack Obama,Scott Kleeb,Male,White,65-74,Democrat,Conservative,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Earlier in October,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Congressional District 2,Midwest,Suburb,Urban,Urban Core,Downscale,68112.0
4420739.0, Nebraska,15.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.700424075126648,Barack Obama,Scott Kleeb,Female,White,50-59,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Strongly approve,No,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",2.0,Congressional District 2,Midwest,Suburb,Urban,Urban Core,Downscale,68112.0
4418387.0, Nebraska,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.28338074684143,Barack Obama,Scott Kleeb,Female,White,50-59,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,Congressional District 1,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,68450.0
