ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSDE08,SENDE08,GOVDE08,HSEDE08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,IRAQWAR,ISSUE08,NEC,NECWORRY,QLT08,RACEISS4,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4414841.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.852487802505493,Barack Obama,Joe Biden,Jack Markell,Mike Castle,Female,White,40-44,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Somewhat approve,Somewhat approve,The economy,Poor,Very worried,Can bring about needed change,Not a factor at all,Catholic,Earlier in October,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Earlier in October,In the last month or before that,Catholic,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4414192.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.865290760993958,Barack Obama,Joe Biden,Jack Markell,Mike Castle,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Strongly disapprove,The economy,Poor,Somewhat worried,Shares my values,The single most important factor,Other Christian,Sometime last week,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,30-39,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Disapprove,Not so good/Poor,Worried,Democrat,Black Democrat,Black Democrats,All others,Black,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Non-white,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4414968.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.24263668060303,Barack Obama,Joe Biden,Bill Lee,Mike Castle,Female,White,60-64,Independent,Conservative,"$30,000-$49,999",High school graduate,No,Strongly disapprove,Strongly disapprove,The economy,Poor,Very worried,Shares my values,A minor factor,Other Christian,Earlier in October,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,Protestant/Other Christian,Yes,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4414015.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.15015244483948,John McCain,Joe Biden,Jack Markell,Mike Castle,Male,White,18-24,Republican,Moderate,"$50,000-$74,999",High school graduate,No,Somewhat approve,Somewhat approve,The economy,Not so good,Very worried,Has the right experience,Not a factor at all,Other Christian,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4415928.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.40736532211304,John McCain,Christine O'Donnell,Jack Markell,Mike Castle,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Somewhat disapprove,Somewhat disapprove,The economy,Not so good,Very worried,Shares my values,Not a factor at all,Protestant,Just today,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4415926.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.40736532211304,John McCain,Christine O'Donnell,Jack Markell,Mike Castle,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Somewhat disapprove,Somewhat disapprove,The economy,Not so good,Very worried,Shares my values,Not a factor at all,Protestant,Just today,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Protestant/Other Christian,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4414479.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.15610456466675,John McCain,Christine O'Donnell,Jack Markell,Mike Castle,Female,White,50-59,Republican,,"$15,000-$29,999",College graduate,No,Somewhat approve,Strongly approve,The war in Iraq,Not so good,Very worried,Shares my values,A minor factor,Other Christian,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Not so good/Poor,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4414370.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.40736532211304,John McCain,Christine O'Donnell,Jack Markell,Mike Castle,Male,White,50-59,Republican,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Somewhat approve,The economy,Good,Somewhat worried,Omit,Not a factor at all,Protestant,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Approve,Excellent/Good,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4415589.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.49405908584595,John McCain,Christine O'Donnell,Bill Lee,,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",,No,Strongly disapprove,Strongly approve,The war in Iraq,Poor,Very worried,Omit,Not a factor at all,Jewish,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Jewish,Sometime last week or earlier,Before that,In the last month or before that,Jewish,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4415438.0,Delaware,79.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.68520653247833,John McCain,Christine O'Donnell,Bill Lee,Mike Castle,Female,White,60-64,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Somewhat approve,Somewhat disapprove,Terrorism,Not so good,Somewhat worried,Has the right experience,A minor factor,Catholic,Sometime in September,Approve,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,Catholic,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4414019.0,Delaware,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.630734026432037,,Joe Biden,Jack Markell,Karen Hartley-Nagle,,,50-59,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Strongly disapprove,The economy,Poor,Very worried,Can bring about needed change,Not a factor at all,Other Christian,Before that,Disapprove,,,,,45-65,30-59,45+,45-59,50-64,18-64,,,,No college degree,More than High school graduate,,Less than 100k,Less than 50k,Less than 50 thousand,,Disapprove,Not so good/Poor,Worried,Democrat,,,,,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4412741.0,Delaware,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.578287541866302,,Joe Biden,Jack Markell,Karen Hartley-Nagle,,,18-24,Democrat,Liberal,"$15,000-$29,999",Some college or associate degree,No,Somewhat disapprove,Somewhat disapprove,The economy,Not so good,Very worried,Can bring about needed change,The single most important factor,Other Christian,Just today,Disapprove,,,,,18-29,18-29,18-44,18-29,18-24,18-64,,,,No college degree,More than High school graduate,,Less than 100k,Less than 50k,Less than 50 thousand,,Disapprove,Not so good/Poor,Worried,Democrat,,,,,Important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4413726.0,Delaware,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.630734026432037,,Joe Biden,Jack Markell,Karen Hartley-Nagle,,,40-44,Democrat,Moderate,"$100,000-$149,999",Some college or associate degree,No,Strongly disapprove,Strongly disapprove,The economy,Poor,Very worried,Shares my values,Not a factor at all,Other Christian,Before that,Disapprove,,,,,30-44,30-59,18-44,30-44,40-49,18-64,,,,No college degree,More than High school graduate,,100k or more,50k or more,100 thousand or more,,Disapprove,Not so good/Poor,Worried,Democrat,,,,,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4413126.0,Delaware,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.676424920558929,,Joe Biden,Jack Markell,Mike Castle,,,75 or over,Democrat,Liberal,"$75,000-$99,999",High school graduate,No,Strongly disapprove,Strongly disapprove,Energy policy,Not so good,Not too worried,Shares my values,Not a factor at all,Catholic,Before that,Disapprove,,,,,65+,60+,45+,60+,65+,65+,,,,No college degree,High school graduate or less,,Less than 100k,50k or more,50 to 100 thousand,,Disapprove,Not so good/Poor,Not worried,Democrat,,,,,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4412620.0,Delaware,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.665659189224243,,Joe Biden,Jack Markell,Mike Castle,Female,Black,40-44,Independent,Conservative,"$30,000-$49,999",Some college or associate degree,No,Somewhat disapprove,Somewhat approve,The economy,Not so good,Not at all worried,Cares about people like me,One of several important factors,Other Christian,Before that,Disapprove,Black female,Black women,Non white female,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Approve,Not so good/Poor,Not worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Non-white,No,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4413337.0,Delaware,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.696740865707397,,Joe Biden,Bill Lee,Mike Castle,,,65-74,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,Strongly disapprove,The economy,Poor,Very worried,Shares my values,Not a factor at all,Other Christian,Before that,Disapprove,,,,,65+,60+,45+,60+,65+,65+,,,,College graduate,More than High school graduate,,100k or more,50k or more,100 thousand or more,,Disapprove,Not so good/Poor,Worried,Democrat,,,,,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4414288.0,Delaware,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.49234202504158,,Joe Biden,Bill Lee,Mike Castle,,,50-59,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Somewhat disapprove,The economy,Not so good,Very worried,Can bring about needed change,One of several important factors,Protestant,In the last three days,Disapprove,,,,,45-65,30-59,45+,45-59,50-64,18-64,,,,College graduate,More than High school graduate,,100k or more,50k or more,100 thousand or more,,Disapprove,Not so good/Poor,Worried,Independent/Something else,,,,,Important,Factor,Protestant/Other Christian,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4414377.0,Delaware,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.970065653324127,Barack Obama,Joe Biden,Jack Markell,Karen Hartley-Nagle,,,60-64,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly approve,Strongly disapprove,The economy,Poor,Very worried,Shares my values,A minor factor,Other Christian,Before that,Approve,,,,,45-65,60+,45+,60+,50-64,18-64,,,,College graduate,More than High school graduate,,Less than 100k,50k or more,50 to 100 thousand,,Disapprove,Not so good/Poor,Worried,Democrat,,,,,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4414379.0,Delaware,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.970065653324127,Barack Obama,Joe Biden,Jack Markell,Karen Hartley-Nagle,,,60-64,Democrat,Moderate,"$75,000-$99,999",College graduate,No,Strongly approve,Strongly disapprove,The economy,Poor,Very worried,Shares my values,A minor factor,Other Christian,Before that,Approve,,,,,45-65,60+,45+,60+,50-64,18-64,,,,College graduate,More than High school graduate,,Less than 100k,50k or more,50 to 100 thousand,,Disapprove,Not so good/Poor,Worried,Democrat,,,,,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
4413843.0,Delaware,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.64681088924408,John McCain,Joe Biden,Bill Lee,Mike Castle,,,40-44,Republican,Moderate,"$100,000-$149,999",College graduate,No,Somewhat disapprove,Somewhat disapprove,The economy,Poor,Very worried,Shares my values,Not a factor at all,None,Sometime last week,Disapprove,,,,,30-44,30-59,18-44,30-44,40-49,18-64,,,,College graduate,More than High school graduate,,100k or more,50k or more,100 thousand or more,,Disapprove,Not so good/Poor,Worried,Republican,,,,,Not important,Not a factor,None,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Kent/Sussex counties,East,Town,Rural,Rural,Downscale,19973.0
