ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSWY08,SENWY08,SEN2WY08,HSEWY08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4427021.0,Wyoming,20.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.900046408176422,,Mike Enzi,John Barrasso,Gary Trauner,Female,White,75 or over,Republican,Moderate,"Under $15,000",High school graduate,,Somewhat disapprove,Yes,The economy,Very worried,Sometime last week,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82523.0
4424617.0,Wyoming,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.851687610149384,Barack Obama,Did not vote,Did not vote,Gary Trauner,Male,White,65-74,Democrat,Liberal,"$15,000-$29,999",Postgraduate study,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82431.0
4426005.0,Wyoming,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.606454789638519,Barack Obama,Did not vote,Nick Carter,Gary Trauner,Female,White,45-49,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Energy policy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very upscale,83001.0
4423233.0,Wyoming,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.877576112747192,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Male,Hispanic/Latino,25-29,Democrat,Moderate,"$50,000-$74,999",College graduate,Yes,Strongly disapprove,No,The war in Iraq,Very worried,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,Latino Democrats,All others,Hispanic/Latino,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82601.0
4423188.0,Wyoming,15.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.37130427360535,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Male,,65-74,Democrat,Conservative,"$15,000-$29,999",Some college or associate degree,No,,No,The economy,,Sometime in September,,,,,,65+,60+,45+,60+,65+,65+,,,,No college degree,More than High school graduate,,Less than 100k,Less than 50k,Less than 50 thousand,,,Democrat,,,,,,Sometime last week or earlier,Sometime in September,In the last month or before that,,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82637.0
4430168.0,Wyoming,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16391170024872,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Male,White,60-64,Democrat,Moderate,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82214.0
4424693.0,Wyoming,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00984036922455,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Female,White,75 or over,Democrat,Liberal,,High school graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82431.0
4425372.0,Wyoming,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.67064368724823,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Female,White,25-29,Democrat,Liberal,"$15,000-$29,999",College graduate,No,Strongly disapprove,No,The economy,Somewhat worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very upscale,83001.0
4425213.0,Wyoming,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27880752086639,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Male,White,65-74,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Energy policy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82070.0
4422877.0,Wyoming,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.850589871406555,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Female,White,45-49,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,The war in Iraq,Very worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82601.0
4425113.0,Wyoming,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.980364441871643,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Male,White,50-59,Democrat,Liberal,,Postgraduate study,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82070.0
4424419.0,Wyoming,56.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.977264821529388,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Female,White,60-64,Democrat,Liberal,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very upscale,83001.0
4422473.0,Wyoming,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.512264311313629,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,Yes,The economy,Very worried,Just today,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very upscale,82839.0
4424125.0,Wyoming,4.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.877576112747192,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Male,White,25-29,Independent,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Energy policy,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82072.0
4424763.0,Wyoming,8.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00984036922455,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Female,White,60-64,Independent,Moderate,"$15,000-$29,999",Postgraduate study,No,Strongly disapprove,Yes,Health care,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82431.0
4424073.0,Wyoming,36.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.850589871406555,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,No,Energy policy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82601.0
4424697.0,Wyoming,15.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.31718301773071,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Female,White,75 or over,Democrat,Moderate,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82637.0
4429351.0,Wyoming,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16391170024872,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Male,White,60-64,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82214.0
4424546.0,Wyoming,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.27880752086639,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Male,Hispanic/Latino,75 or over,Independent,Moderate,"$30,000-$49,999",Postgraduate study,Yes,Strongly disapprove,No,The war in Iraq,Very worried,Before that,Disapprove,Non black male,Latino men,Non white male,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,Latino 60+,Latino 65+,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82070.0
4424505.0,Wyoming,56.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.74919456243515,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Female,White,30-39,Democrat,,,College graduate,No,,,,Very worried,Before that,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very upscale,83001.0
4429168.0,Wyoming,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.16391170024872,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Male,White,65-74,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very downscale,82214.0
4422125.0,Wyoming,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.39785423874855,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Female,White,25-29,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Strongly disapprove,No,Health care,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,North,West,Extremely Low Density Rural,Rural,Rural,Very upscale,82839.0
4429108.0,Wyoming,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.32290434837341,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Male,White,60-64,Independent,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Very upscale,82604.0
4426699.0,Wyoming,38.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.664102911949158,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Female,White,50-59,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,The war in Iraq,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82601.0
4426698.0,Wyoming,38.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.664102911949158,Barack Obama,Chris Rothfuss,Nick Carter,Gary Trauner,Female,White,50-59,Democrat,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,The war in Iraq,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,South,West,Extremely Low Density Rural,Rural,Rural,Downscale,82601.0
