ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSID08,SENID08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4422820.0, Idaho,60.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01153945922852,John McCain,Jim Risch,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Strongly approve,No,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4422637.0, Idaho,60.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01153945922852,John McCain,Jim Risch,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",,No,Somewhat approve,Yes,Terrorism,Somewhat worried,Before that,Approve,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,,,,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4423123.0, Idaho,60.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.08160483837128,John McCain,Jim Risch,Male,White,50-59,Republican,,,Some college or associate degree,No,,,,Very worried,Earlier in October,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4423201.0, Idaho,60.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.26143181324005,John McCain,Jim Risch,Female,White,75 or over,Republican,Conservative,"$30,000-$49,999",High school graduate,No,Strongly approve,Yes,Omit,Very worried,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4422707.0, Idaho,60.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.3488062620163,John McCain,Jim Risch,Male,White,65-74,Republican,Liberal,"$15,000-$29,999",High school graduate,No,Strongly approve,Yes,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4422888.0, Idaho,60.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.3488062620163,John McCain,Jim Risch,Male,White,60-64,Republican,,,High school graduate,No,,,,Very worried,Before that,,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4423063.0, Idaho,60.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.3488062620163,John McCain,Jim Risch,Male,White,60-64,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat disapprove,Yes,The economy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Southwest,West,Extremely Low Density Rural,Rural,Rural,Very downscale,83672.0
4422221.0, Idaho,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.650413930416107,Barack Obama,,Male,White,65-74,Democrat,Moderate,"$15,000-$29,999",High school graduate,No,Somewhat disapprove,Yes,Health care,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4421791.0, Idaho,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.639940500259399,John McCain,,Male,White,25-29,Independent,Conservative,"$30,000-$49,999",Did not complete high school,No,Somewhat disapprove,No,Energy policy,Very worried,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4422157.0, Idaho,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.521565556526184,Barack Obama,Did not vote,Male,Hispanic/Latino,40-44,Republican,Conservative,"$30,000-$49,999",Did not complete high school,Yes,Strongly disapprove,Yes,The economy,Very worried,Earlier in October,Disapprove,Non black male,Latino men,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Hispanic/Latino,All others,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4422356.0, Idaho,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.659049034118652,John McCain,Did not vote,Female,White,40-44,Independent,Liberal,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,No,The economy,Very worried,Just today,Approve,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4422001.0, Idaho,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.567549765110016,Barack Obama,Larry LaRocco,Female,White,65-74,Independent,Moderate,"$15,000-$29,999",Did not complete high school,No,Strongly disapprove,No,The economy,Very worried,Earlier in October,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Sometime last week or earlier,Earlier in October,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4422081.0, Idaho,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.766829073429108,John McCain,Larry LaRocco,Female,White,60-64,Independent,Moderate,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,The economy,Very worried,In the last three days,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4422288.0, Idaho,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.437244653701782,Barack Obama,Jim Risch,Male,White,25-29,Democrat,Conservative,"$15,000-$29,999",Some college or associate degree,No,Somewhat approve,Yes,The war in Iraq,Very worried,In the last three days,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Yes,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4422414.0, Idaho,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.608411252498627,John McCain,Jim Risch,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Some college or associate degree,No,Somewhat disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4422607.0, Idaho,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.650553524494171,John McCain,Jim Risch,Male,White,30-39,Republican,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,No,Health care,Somewhat worried,Sometime in September,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4422485.0, Idaho,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.650553524494171,John McCain,Jim Risch,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Somewhat approve,No,The economy,Very worried,Before that,Approve,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4422605.0, Idaho,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.650553524494171,John McCain,Jim Risch,Male,White,30-39,Republican,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly approve,No,Health care,Somewhat worried,Sometime in September,Approve,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4421706.0, Idaho,53.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.650553524494171,John McCain,Jim Risch,Male,White,50-59,Independent,,,Some college or associate degree,No,,,,Very worried,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4421633.0, Idaho,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.758714139461517,John McCain,Jim Risch,Female,White,65-74,Republican,Conservative,"$50,000-$74,999",College graduate,No,Strongly approve,No,The economy,Very worried,Before that,Approve,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4421874.0, Idaho,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.69524872303009,Other,Jim Risch,Male,White,65-74,Republican,Moderate,"$15,000-$29,999",Postgraduate study,No,Somewhat approve,No,The economy,Very worried,Just today,Approve,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,No,All others,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4421934.0, Idaho,53.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.18799364566803,John McCain,Rex Rammell,Male,White,50-59,Republican,,,Some college or associate degree,No,,,,Very worried,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,More than High school graduate,White no college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Rural,Small Cities/Rural,2.0,Southeast,West,Extremely Low Density Rural,Rural,Rural,Downscale,83252.0
4422278.0, Idaho,46.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.945213913917542,Barack Obama,Larry LaRocco,Female,White,25-29,Republican,,,Postgraduate study,No,,,,Somewhat worried,Earlier in October,,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Panhandle,West,Low Density Rural,Rural,Rural,Downscale,83843.0
4422805.0, Idaho,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01068520545959,Barack Obama,Larry LaRocco,Male,White,18-24,Democrat,Liberal,"$100,000-$149,999",College graduate,No,Somewhat disapprove,No,Health care,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Panhandle,West,Low Density Rural,Rural,Rural,Downscale,83843.0
4422715.0, Idaho,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01068520545959,Barack Obama,Larry LaRocco,Male,White,18-24,Democrat,Moderate,"Under $15,000",Some college or associate degree,No,Somewhat disapprove,No,Health care,Somewhat worried,Sometime in September,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,Yes,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Panhandle,West,Low Density Rural,Rural,Rural,Downscale,83843.0
4422653.0, Idaho,46.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.04086410999298,Barack Obama,Larry LaRocco,Female,Other,45-49,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,The war in Iraq,Somewhat worried,Before that,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,All other,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,Other,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Panhandle,West,Low Density Rural,Rural,Rural,Downscale,83843.0
