ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOH08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,BUSHMCCAIN,EXPER08,GOTV08,HILLPSPRT,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,RELIGN8,TIME08,UNFR08,UNION4,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,GOTVMCCAIN,GOTVOBAMA,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,UNFRMCCN,UNFROBAM,UNIONHH,UNIONMEM,UNIONVOT,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4392555.0,Ohio,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,4.67206430435181,Barack Obama,Male,White,40-44,Democrat,Moderate,"Under $15,000",Did not complete high school,No,Strongly disapprove,No,Continue George W. Bush's policies,Only John McCain,"Yes, for Barack Obama",Hillary Clinton,Only Barack Obama,Somewhat disapprove,Omit,Poor,Not at all worried,No,About right,Cares about people like me,Not a factor at all,Catholic,Omit,Both of them,No one does,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does not,John McCain did not,Barack Obama did,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Omit,Omit,Omit,John McCain did,Barack Obama did,No,No,No,Catholic,Yes,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",9.0,Northwest,Midwest,High Density Urban,Urban,Urban Core,Very downscale,43605.0
4392550.0,Ohio,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.766637146472931,Barack Obama,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Hillary Clinton,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Catholic,Sometime in September,Only John McCain,"Yes, I do and someone else does",Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Catholic,No,All others,All others,All others,Suburbs,Suburbs,9.0,Northwest,Midwest,Suburb,70s Suburbs,Urban Perimeter,Upscale,43528.0
4392546.0,Ohio,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,18.9190940856934,Barack Obama,Male,Black,18-24,Something else,,"Under $15,000",Some college or associate degree,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"No, I was not contacted",Did not care who won,Only Barack Obama,Strongly disapprove,The economy,Not so good,Not too worried,Yes,About right,Cares about people like me,Not a factor at all,Protestant,Earlier in October,Only John McCain,No one does,Disapprove,Black male,Black men,Non white male,Non white,18-29,18-29,18-44,18-29,18-24,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,John McCain did not,Barack Obama did not,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Independent/Something else,Black non Democrat,Black Independents,All others,Black,All others,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Non-white,No,All others,All others,All others,"Cities 50,000-500,000","Cities over 50,000",9.0,Northwest,Midwest,High Density Urban,Urban,Urban Core,Very downscale,43604.0
4392536.0,Ohio,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.958718240261078,Barack Obama,Female,White,75 or over,Democrat,Moderate,"Under $15,000",High school graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Barack Obama,Only Barack Obama,Strongly disapprove,Health care,Poor,Somewhat worried,No,About right,Shares my values,Not a factor at all,Protestant,Earlier in October,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,Yes,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,17.0,Northeast,Midwest,Suburb,60s Suburbs,Urban Perimeter,Upscale,44240.0
4392523.0,Ohio,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.655551373958588,Barack Obama,Female,White,60-64,Independent,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Barack Obama,Only Barack Obama,Somewhat disapprove,The economy,Poor,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Protestant,Sometime in September,Both of them,"Yes, someone else does",Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Sometime in September,In the last month or before that,John McCain did,Barack Obama did,Yes,"Member in household, but not voter",No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,17.0,Northeast,Midwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44685.0
4392516.0,Ohio,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.86191999912262,Barack Obama,Female,White,75 or over,Independent,Moderate,"$15,000-$29,999",College graduate,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Hillary Clinton,Only Barack Obama,Strongly disapprove,The war in Iraq,Not so good,Very worried,No,About right,Can bring about needed change,Not a factor at all,Protestant,Before that,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Suburbs,Suburbs,7.0,Southwest,Midwest,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,45385.0
4392511.0,Ohio,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.17837512493134,Barack Obama,Female,Hispanic/Latino,45-49,Democrat,Liberal,"$15,000-$29,999",High school graduate,Yes,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Hillary Clinton,Only Barack Obama,Strongly disapprove,The war in Iraq,Poor,Not at all worried,No,About right,Cares about people like me,The single most important factor,Other Christian,Before that,Only John McCain,"Yes, I do",Disapprove,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,No college degree,High school graduate or less,Non white no college degree,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Democrats for Clinton,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Not worried,Democrat,Non black Democrat,Latino Democrats,All others,White,All others,Important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,Yes,I am,Yes,Non-white,No,All others,All others,All others,Suburbs,Suburbs,17.0,Northeast,Midwest,Suburb,60s Suburbs,Urban Perimeter,Very upscale,44278.0
4392506.0,Ohio,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.592762351036072,Barack Obama,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Both of them,"Yes, for both Obama and McCain",Hillary Clinton,Both of them,Somewhat disapprove,Health care,Poor,Very worried,No,About right,Shares my values,Not a factor at all,Jewish,Earlier in October,Both of them,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,John McCain did,Barack Obama did,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Jewish,Sometime last week or earlier,Earlier in October,In the last month or before that,John McCain did,Barack Obama did,No,No,No,Jewish,No,All others,All others,All others,"Cities over 500,000","Cities over 50,000",12.0,Central,Midwest,High Density Urban,Urban,Urban Core,Very upscale,43209.0
4392481.0,Ohio,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.18552470207214,Barack Obama,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Yes,Take the country in a different direction,Only Barack Obama,"Yes, for both Obama and McCain",Hillary Clinton,Only Barack Obama,Somewhat disapprove,The economy,Poor,Somewhat worried,No,About right,Cares about people like me,Not a factor at all,Protestant,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Protestant/Other Christian,No,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,White Protestant evangelical,Rural,Small Cities/Rural,18.0,Central,Midwest,Extremely Low Density Rural,Rural,Rural,Very downscale,45612.0
4392479.0,Ohio,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.6430652141571,Barack Obama,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,No,Continue George W. Bush's policies,Only Barack Obama,"Yes, for both Obama and McCain",Hillary Clinton,Only Barack Obama,Somewhat disapprove,The economy,Poor,Very worried,No,About right,Has the right experience,Not a factor at all,Protestant,Sometime last week,Both of them,"Yes, I do",Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,John McCain did,Barack Obama did,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,John McCain did,Barack Obama did,Yes,I am,Yes,Protestant/Other Christian,No,All others,All others,White Protestant non evangelical,Suburbs,Suburbs,5.0,Northwest,Midwest,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,43566.0
4400495.0,Ohio,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.703663349151611,Barack Obama,Female,Black,45-49,Democrat,Conservative,"$15,000-$29,999",Some college or associate degree,,,Yes,Continue George W. Bush's policies,,"No, I was not contacted",,,Strongly disapprove,The war in Iraq,Poor,,No,,Cares about people like me,Not a factor at all,,Before that,Only John McCain,,,Black female,Black women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Black 45-59,Black 45-59,Black 45-54,No college degree,More than High school graduate,Non white no college degree,,,John McCain did not,Barack Obama did not,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,,,Disapprove,Not so good/Poor,,Democrat,Black Democrat,Black Democrats,All others,Black,All others,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,No,All others,,,"Cities 10,000-50,000",Small Cities/Rural,4.0,Central,Midwest,Town,Rural,Rural,Downscale,44906.0
4400493.0,Ohio,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,3.09744262695313,Barack Obama,Male,White,30-39,Democrat,Moderate,"$30,000-$49,999",Some college or associate degree,,,Yes,Continue George W. Bush's policies,,"No, I was not contacted",,,Strongly disapprove,The economy,Not so good,,No,,Shares my values,Not a factor at all,,Before that,Both of them,,,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,,,John McCain did not,Barack Obama did not,,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,,,Disapprove,Not so good/Poor,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did,,,,,Yes,White Born-again/Evangelical Christians,,,Suburbs,Suburbs,8.0,Southwest,Midwest,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,45011.0
4392457.0,Ohio,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.762689709663391,Barack Obama,Female,White,45-49,Independent,Conservative,"$75,000-$99,999",,No,Strongly disapprove,Yes,Continue George W. Bush's policies,Only Barack Obama,"No, I was not contacted",Omit,Only Barack Obama,Strongly disapprove,The economy,Poor,Somewhat worried,No,Too liberal,Cares about people like me,Not a factor at all,Catholic,Before that,Only John McCain,No one does,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,,,,John McCain does not,Barack Obama does,John McCain did not,Barack Obama did not,Omit,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,No,No,No,Catholic,,White Born-again/Evangelical Christians,All others,All others,Suburbs,Suburbs,12.0,Central,Midwest,Suburb,80s Suburbs,Urban Perimeter,Very upscale,43068.0
4400482.0,Ohio,,National questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.92826521396637,Barack Obama,Female,White,75 or over,Democrat,Liberal,,Some college or associate degree,,,No,Omit,,"No, I was not contacted",,,Strongly disapprove,The economy,Poor,,No,,Cares about people like me,Not a factor at all,,Before that,Only John McCain,,,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,,,John McCain did not,Barack Obama did not,,,,,,,,Disapprove,Not so good/Poor,,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,,Sometime last week or earlier,Before that,In the last month or before that,John McCain did,Barack Obama did not,,,,,,All others,,,"Cities 50,000-500,000","Cities over 50,000",9.0,Northwest,Midwest,Suburb,Urban,Urban Core,Upscale,43615.0
