ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSDC08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,ISSUE08,NECWORRY,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4408764.0,District of Columbia,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.722564876079559,Barack Obama,Male,White,30-39,Democrat,Moderate,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,The war in Iraq,Very worried,Sometime in September,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",1.0,North central,East,High Density Urban,Urban,Urban Core,Upscale,20003.0
4409495.0,District of Columbia,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.733594298362732,Barack Obama,Female,Other,50-59,Independent,Liberal,"$200,000 or more",College graduate,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,All other races,Non white female,Non white,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,All other,Other,College graduate,More than High school graduate,Non white college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,Worried,Independent/Something else,Non black non Democrat,All other,All others,Other,All others,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",1.0,North central,East,High Density Urban,Urban,Urban Core,Upscale,20003.0
4409183.0,District of Columbia,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.733594298362732,Barack Obama,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,The war in Iraq,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",1.0,North central,East,High Density Urban,Urban,Urban Core,Upscale,20003.0
4410141.0,District of Columbia,27.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.733594298362732,Barack Obama,Female,White,30-39,Republican,,,College graduate,No,,,,Somewhat worried,Sometime in September,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,,,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,,Sometime last week or earlier,Sometime in September,In the last month or before that,,,"Cities over 500,000","Cities over 50,000",1.0,North central,East,High Density Urban,Urban,Urban Core,Upscale,20003.0
4408883.0,District of Columbia,27.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.733594298362732,Barack Obama,Female,White,50-59,Democrat,,,Postgraduate study,No,,,,Very worried,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities over 500,000","Cities over 50,000",1.0,North central,East,High Density Urban,Urban,Urban Core,Upscale,20003.0
4409863.0,District of Columbia,27.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.733594298362732,Barack Obama,Female,White,50-59,Democrat,,,Postgraduate study,No,,,,Somewhat worried,Before that,,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,,"Cities over 500,000","Cities over 50,000",1.0,North central,East,High Density Urban,Urban,Urban Core,Upscale,20003.0
4408403.0,District of Columbia,27.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.773249268531799,Other,Male,White,50-59,Independent,,,Postgraduate study,No,,,,Very worried,Earlier in October,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,,,,,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,,Sometime last week or earlier,Earlier in October,In the last month or before that,,,"Cities over 500,000","Cities over 50,000",1.0,North central,East,High Density Urban,Urban,Urban Core,Upscale,20003.0
4408990.0,District of Columbia,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.85803234577179,Barack Obama,Male,White,65-74,Republican,Moderate,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,The economy,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",1.0,North central,East,High Density Urban,Urban,Urban Core,Upscale,20003.0
4410065.0,District of Columbia,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.871129512786865,Barack Obama,Female,White,60-64,Democrat,Liberal,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,No,The economy,Very worried,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",1.0,North central,East,High Density Urban,Urban,Urban Core,Upscale,20003.0
4409082.0,District of Columbia,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.879347264766693,Barack Obama,Male,White,25-29,Democrat,Liberal,"$30,000-$49,999",College graduate,No,Strongly disapprove,No,Energy policy,Somewhat worried,Before that,Disapprove,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",1.0,North central,East,High Density Urban,Urban,Urban Core,Upscale,20003.0
4409769.0,District of Columbia,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.892769813537598,Barack Obama,Female,White,25-29,Democrat,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,Health care,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",1.0,North central,East,High Density Urban,Urban,Urban Core,Upscale,20003.0
4409591.0,District of Columbia,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.892769813537598,Barack Obama,Female,White,25-29,Democrat,Moderate,"$200,000 or more",Postgraduate study,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,25-29,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",1.0,North central,East,High Density Urban,Urban,Urban Core,Upscale,20003.0
4409378.0,District of Columbia,27.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.892769813537598,Barack Obama,Female,White,18-24,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,The economy,Very worried,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities over 500,000","Cities over 50,000",1.0,North central,East,High Density Urban,Urban,Urban Core,Upscale,20003.0
