ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMT08,SENMT08,GOVMT08,HSEMT08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,BRNAGAIN,CANDVIS,PRES2WAY,GUNOWNER,ISSUE08,NECWORRY,QLT08,RACEISS4,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,CANDVISA,CANDVISB,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEBRN,RACEISSA,RACEISSB,TIME3D08,TIME4,TIMEWK08,WHNCLINC,WHTEVANG,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4390196.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.80715847015381,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,50-59,Something else,Moderate,"Under $15,000",College graduate,No,Strongly disapprove,No,Not a factor at all,Barack Obama,No,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Urban West,West,Low Density Rural,Urban,Urban Core,Upscale,59405.0
4390192.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.62123316526413,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,60-64,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Not a factor at all,John McCain,Yes,The war in Iraq,Very worried,Can bring about needed change,Not a factor at all,Omit,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Omit,Omit,Omit,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Urban West,West,Low Density Rural,Urban,Urban Core,Upscale,59405.0
4390185.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.80715847015381,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,A minor factor,Barack Obama,Yes,The economy,Very worried,Can bring about needed change,Not a factor at all,Earlier in October,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Earlier in October,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Urban West,West,Low Density Rural,Urban,Urban Core,Very upscale,59803.0
4390179.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.01557731628418,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,Other,60-64,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,One of several important factors,John McCain,No,The economy,Very worried,Cares about people like me,One of several important factors,Before that,Disapprove,Non black female,All other races,Non white female,Non white,45-65,60+,45+,60+,50-64,18-64,Non black 60+,All other,Other,Important,Was a factor,College graduate,More than High school graduate,Non white college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and non white,Worried,Democrat,Non black Democrat,All other,All others,American Indian,All others,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,Rural,Small Cities/Rural,1.0,Urban West,West,Extremely Low Density Rural,Rural,Rural,Upscale,59635.0
4390176.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.98043513298035,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,75 or over,Democrat,Moderate,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Yes,Not a factor at all,Barack Obama,Yes,Omit,Somewhat worried,Can bring about needed change,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,Urban West,West,High Density Urban,Urban,Urban Core,Downscale,59801.0
4390167.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.56293535232544,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,45-49,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,A minor factor,Barack Obama,Yes,Health care,Very worried,Can bring about needed change,One of several important factors,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Urban West,West,Low Density Rural,Urban,Urban Core,Very upscale,59803.0
4390162.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.45761039853096,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,50-59,Independent,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Yes,Not a factor at all,Barack Obama,Yes,Energy policy,Very worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,White Born-again/Evangelical Christians,"Cities 50,000-500,000","Cities over 50,000",1.0,Urban West,West,High Density Urban,Urban,Urban Core,Downscale,59801.0
4390158.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.34040567278862,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,60-64,Democrat,Moderate,"Under $15,000",Some college or associate degree,No,Strongly disapprove,No,A minor factor,Barack Obama,Yes,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Not Important,Was a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Suburbs,Suburbs,1.0,Urban West,West,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale,59847.0
4390154.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.451789617538452,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,No,One of several important factors,Barack Obama,Yes,Energy policy,Very worried,Can bring about needed change,One of several important factors,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Important,Was a factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Urban West,West,Town,Rural,Rural,Very upscale,59601.0
4390148.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.45761039853096,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,50-59,Independent,Conservative,"$50,000-$74,999",High school graduate,No,Strongly disapprove,Yes,Not a factor at all,Barack Obama,Yes,The economy,Very worried,Shares my values,Not a factor at all,Sometime in September,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White born again,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,White Born-again/Evangelical Christians,"Cities 10,000-50,000",Small Cities/Rural,1.0,Urban West,West,Town,Rural,Rural,Very upscale,59601.0
4390144.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.3728312253952,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,50-59,Independent,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,No,A minor factor,Barack Obama,No,The economy,Somewhat worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Urban West,West,Low Density Rural,Urban,Urban Core,Upscale,59405.0
4390105.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.45761039853096,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,Yes,A minor factor,Barack Obama,Yes,The economy,Very worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,White Born-again/Evangelical Christians,Rural,Small Cities/Rural,1.0,Urban West,West,Extremely Low Density Rural,Rural,Rural,Very downscale,59711.0
4390104.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.903579235076904,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,50-59,Democrat,,"$15,000-$29,999",Some college or associate degree,No,Strongly disapprove,No,One of several important factors,Barack Obama,No,Health care,Very worried,Cares about people like me,One of several important factors,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Important,Was a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Important,Factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Urban West,West,Low Density Rural,Urban,Urban Core,Upscale,59405.0
4390101.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.68081134557724,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,60-64,Something else,,"$100,000-$149,999",College graduate,No,Strongly disapprove,No,Not a factor at all,Barack Obama,No,Omit,Omit,Has the right experience,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Not Important,Was not a factor,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Omit,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Urban West,West,High Density Urban,Urban,Urban Core,Downscale,59801.0
4390089.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.45761039853096,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,50-59,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Not a factor at all,Barack Obama,No,Energy policy,Very worried,Shares my values,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 10,000-50,000",Small Cities/Rural,1.0,Urban West,West,Town,Rural,Rural,Very upscale,59601.0
4390086.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.71073770523071,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,No,Not a factor at all,Barack Obama,Yes,The economy,Very worried,Cares about people like me,Not a factor at all,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Urban West,West,Low Density Rural,Urban,Urban Core,Very upscale,59803.0
4390081.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.867231726646423,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,65-74,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,Strongly disapprove,No,A minor factor,Barack Obama,No,Omit,Very worried,Omit,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was a factor,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Urban West,West,High Density Urban,Urban,Urban Core,Downscale,59801.0
4390077.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,1.29797780513763,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,45-49,Republican,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Not a factor at all,Barack Obama,Yes,The war in Iraq,Somewhat worried,Can bring about needed change,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Republican,Non black non Democrat,All Republicans,White Republicans,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Rural,Small Cities/Rural,1.0,Urban West,West,Extremely Low Density Rural,Rural,Rural,Very downscale,59722.0
4390075.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,2.01508069038391,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,Other,75 or over,Republican,Moderate,"Under $15,000",High school graduate,No,Strongly disapprove,No,Not a factor at all,Barack Obama,Yes,The war in Iraq,Somewhat worried,Shares my values,Not a factor at all,Sometime in September,Disapprove,Non black female,All other races,Non white female,Non white,65+,60+,45+,60+,65+,65+,Non black 60+,All other,Other,Not Important,Was not a factor,No college degree,High school graduate or less,Non white no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and non white,Worried,Republican,Non black non Democrat,All Republicans,All others,Other,All others,Not important,Not a factor,Sometime last week or earlier,Sometime in September,In the last month or before that,No,All others,"Cities 50,000-500,000","Cities over 50,000",1.0,Urban West,West,Low Density Rural,Urban,Urban Core,Upscale,59405.0
4390065.0,Montana,,State questionnaire,Version 1,Telephone Survey,Complete,Telephone survey,0.433615863323212,Barack Obama,Max Baucus,Brian Schweitzer,John Driscoll,Female,White,65-74,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,No,Not a factor at all,Barack Obama,Yes,The economy,Very worried,Omit,Not a factor at all,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,Not Important,Was not a factor,No college degree,More than High school graduate,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,White non born again,Not important,Not a factor,Sometime last week or earlier,Before that,In the last month or before that,Yes,All others,Suburbs,Suburbs,1.0,Urban West,West,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,59472.0
