ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNH08,SENNH08,GOVNH08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,ATTEND,BUSHMCCAIN,EXPER08,UNFAIRNH,HILLPSPRT,INTOUCH08,IRAQWAR,ISSUE08,NEC,NECWORRY,NEWVOTER,OBAMALIB,QLT08,RACEISS4,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND2,ATTREL,UNFAIRSHAH,UNFAIRSUNU,EDUCCOLL,EDUCHS,EDUCWHITE,EXPERMCCN,EXPEROBAM,HILLDEM,INC100K,INC50K,INCOME3,INCWHITE,INTOUCHMCCN,INTOUCHOBAM,IRAQWAR2,NEC2,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,RACEISSA,RACEISSB,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4416559.0,New Hampshire,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.656689584255219,Barack Obama,Jeanne Shaheen,John Lynch,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,Never,Continue George W. Bush's policies,Only Barack Obama,Both of them,Hillary Clinton,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,None,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Never,All others,Jeanne Shaheen did,John Sununu did,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Suburbs,Suburbs,2.0,South,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3084.0
4416238.0,New Hampshire,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.784778654575348,Barack Obama,Jeanne Shaheen,John Lynch,Male,White,60-64,Democrat,Liberal,"$30,000-$49,999",Some college or associate degree,No,Strongly disapprove,Never,Continue George W. Bush's policies,Only Barack Obama,Only John Sununu,Barack Obama,Only Barack Obama,Strongly disapprove,Health care,Poor,Very worried,No,About right,Cares about people like me,Not a factor at all,Something else,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,Never,All others,Jeanne Shaheen did not,John Sununu did,No college degree,More than High school graduate,White no college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Something else,Sometime last week or earlier,Before that,In the last month or before that,Something else,Yes,Suburbs,Suburbs,2.0,South,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3084.0
4416107.0,New Hampshire,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.579699397087097,Barack Obama,Jeanne Shaheen,John Lynch,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",College graduate,No,Strongly disapprove,Never,Continue George W. Bush's policies,Only Barack Obama,Only John Sununu,Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Has the right experience,Not a factor at all,None,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Never,All others,Jeanne Shaheen did not,John Sununu did,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Suburbs,Suburbs,2.0,South,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3084.0
4417550.0,New Hampshire,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02624690532684,John McCain,Jeanne Shaheen,John Lynch,Male,White,18-24,Independent,Moderate,"$50,000-$74,999",College graduate,No,Somewhat approve,Never,Take the country in a different direction,Both of them,Both of them,Did not care who won,Both of them,Somewhat approve,The economy,Good,Not too worried,Yes,About right,Has the right experience,Not a factor at all,None,Before that,Approve,Non black male,White men,White male,White male,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Never,All others,Jeanne Shaheen did,John Sununu did,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Excellent/Good,Not worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Suburbs,Suburbs,2.0,South,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3084.0
4417857.0,New Hampshire,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.634798109531403,Barack Obama,Other,John Lynch,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",College graduate,No,Strongly disapprove,Never,Continue George W. Bush's policies,Both of them,Only John Sununu,Barack Obama,Only Barack Obama,Strongly disapprove,Energy policy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,None,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,Never,All others,Jeanne Shaheen did not,John Sununu did,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Suburbs,Suburbs,2.0,South,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3084.0
4417643.0,New Hampshire,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.656689584255219,Barack Obama,Jeanne Shaheen,John Lynch,Male,White,50-59,Democrat,Moderate,"$75,000-$99,999",Some college or associate degree,No,Strongly disapprove,A few times a year,Continue George W. Bush's policies,Both of them,Both of them,Hillary Clinton,Only Barack Obama,Somewhat disapprove,The economy,Not so good,Somewhat worried,No,About right,Can bring about needed change,Not a factor at all,Catholic,Sometime in September,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A few times a month/A few times a year,Catholic/Do not attend weekly,Jeanne Shaheen did,John Sununu did,No college degree,More than High school graduate,White no college degree,John McCain does,Barack Obama does,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Sometime in September,In the last month or before that,Catholic,No,Suburbs,Suburbs,2.0,South,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3084.0
4415973.0,New Hampshire,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.692771375179291,Barack Obama,Jeanne Shaheen,John Lynch,Female,White,60-64,Democrat,Liberal,"$15,000-$29,999",Postgraduate study,,Strongly disapprove,A few times a year,Continue George W. Bush's policies,Only Barack Obama,Both of them,Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,A few times a month/A few times a year,Catholic/Do not attend weekly,Jeanne Shaheen did,John Sununu did,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Suburbs,Suburbs,2.0,South,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3084.0
4417144.0,New Hampshire,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.465268552303314,Barack Obama,John Sununu,John Lynch,Female,Hispanic/Latino,45-49,Independent,Moderate,"$200,000 or more",Some college or associate degree,Yes,Strongly disapprove,A few times a year,Continue George W. Bush's policies,Both of them,Omit,Barack Obama,Only Barack Obama,Strongly disapprove,Terrorism,Not so good,Very worried,No,Too liberal,Cares about people like me,One of several important factors,Catholic,Sometime last week,Disapprove,Non black female,Latino women,Non white female,Non white,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,Latino 45-59,Latino 45-54,A few times a month/A few times a year,Catholic/Do not attend weekly,Omit,Omit,No college degree,More than High school graduate,Non white no college degree,John McCain does,Barack Obama does,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and non white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,Latino Independents,All others,Hispanic/Latino,Important,Factor,Catholic,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Non-white,No,Suburbs,Suburbs,2.0,South,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3084.0
4417355.0,New Hampshire,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.480357199907303,Barack Obama,John Sununu,Joe Kenney,Female,White,30-39,Independent,Moderate,"$50,000-$74,999",College graduate,No,Strongly disapprove,A few times a year,Continue George W. Bush's policies,Both of them,Neither of them,Hillary Clinton,Both of them,Somewhat approve,The economy,Poor,Very worried,No,About right,Cares about people like me,Not a factor at all,Catholic,Just today,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,A few times a month/A few times a year,Catholic/Do not attend weekly,Jeanne Shaheen did not,John Sununu did not,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Non Democrats,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Catholic,Today/In the last three days,Today/In the last three days,Today/In the last three days/Sometime last week,Catholic,No,Suburbs,Suburbs,2.0,South,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3084.0
4416686.0,New Hampshire,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.579699397087097,Barack Obama,Jeanne Shaheen,John Lynch,Female,White,30-39,Democrat,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,Never,Continue George W. Bush's policies,Only Barack Obama,Omit,Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Shares my values,Not a factor at all,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,Never,Catholic/Do not attend weekly,Omit,Omit,College graduate,More than High school graduate,White college degree,John McCain does not,Barack Obama does,Democrats for Obama,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Not a factor,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Suburbs,Suburbs,2.0,South,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3084.0
4417956.0,New Hampshire,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.579699397087097,Barack Obama,Jeanne Shaheen,John Lynch,Female,White,40-44,Democrat,Moderate,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,A few times a year,Continue George W. Bush's policies,Both of them,Only John Sununu,Hillary Clinton,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,A minor factor,Protestant,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,A few times a month/A few times a year,Protestant/Do not attend weekly,Jeanne Shaheen did not,John Sununu did,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Democrats for Clinton,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Not important,Factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,2.0,South,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3084.0
4418194.0,New Hampshire,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.527061104774475,Barack Obama,John Sununu,John Lynch,Male,White,50-59,Independent,Moderate,"$200,000 or more",Postgraduate study,No,Strongly disapprove,A few times a year,Continue George W. Bush's policies,Both of them,Both of them,Barack Obama,Only Barack Obama,Strongly disapprove,The economy,Poor,Very worried,No,About right,Can bring about needed change,Not a factor at all,Protestant,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,A few times a month/A few times a year,Protestant/Do not attend weekly,Jeanne Shaheen did,John Sununu did,College graduate,More than High school graduate,White college degree,John McCain does,Barack Obama does,Non Democrats,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,John McCain is not,Barack Obama is,Disapprove,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,2.0,South,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3084.0
4418076.0,New Hampshire,112.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.655048787593842,Barack Obama,Jeanne Shaheen,John Lynch,Female,White,18-24,Independent,Moderate,"$30,000-$49,999",High school graduate,No,Somewhat disapprove,Never,Continue George W. Bush's policies,Both of them,Both of them,Barack Obama,Both of them,Somewhat approve,The economy,Poor,Very worried,Yes,About right,Cares about people like me,Not a factor at all,Protestant,Sometime last week,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,Never,Protestant/Do not attend weekly,Jeanne Shaheen did,John Sununu did,No college degree,High school graduate or less,White no college degree,John McCain does,Barack Obama does,Non Democrats,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,John McCain is,Barack Obama is,Approve,Not so good/Poor,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Not important,Not a factor,Protestant/Other Christian,Sometime last week or earlier,Earlier in October,Today/In the last three days/Sometime last week,Protestant/Other Christian,Yes,Suburbs,Suburbs,2.0,South,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3084.0
