ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSVT08,GOVVT08,HSEVT08,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME07,EDUC,LATINO,BUSH4,ISSUE08,NECWORRY,RELIGN8,TIME08,BUSH,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,AGE,AGE3,AGE45,AGE60,AGE65,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INCOME3,INCWHITE,NECWORR2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYWHITE,QRACEAI,REL5,TIME3D08,TIME4,TIMEWK08,WHITEREL,WHNCLINC,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
4413156.0, Vermont,69.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.44138503074646,Barack Obama,Anthony Pollina,,Male,Other,40-44,Independent,,,High school graduate,No,,,,,Before that,,Non black male,All other races,Non white male,Non white,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,All other,Other,No college degree,High school graduate or less,Non white no college degree,,,,,,Independent/Something else,Non black non Democrat,All other,All others,American Indian,,Sometime last week or earlier,Before that,In the last month or before that,,,Suburbs,Suburbs,1.0,Burlington/Winooski River Valley,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,5488.0
4414623.0, Vermont,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.802021980285645,Barack Obama,Did not vote,Did not vote,Female,White,18-24,Democrat,Liberal,,Some college or associate degree,No,Strongly disapprove,The economy,Very worried,Catholic,Before that,Disapprove,Non black female,White women,White female,White female,18-29,18-29,18-44,18-29,18-24,18-64,Non black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,,Suburbs,Suburbs,1.0,Burlington/Winooski River Valley,East,Town,70s Suburbs,Urban Perimeter,Very upscale,5446.0
4412714.0, Vermont,69.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.705459594726563,Barack Obama,Jim Douglas,Did not vote,Female,White,40-44,Democrat,Liberal,"$100,000-$149,999",Some college or associate degree,No,,The economy,,,Before that,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,No,Suburbs,Suburbs,1.0,Burlington/Winooski River Valley,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,5488.0
4420179.0, Vermont,78.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.697754323482513,Barack Obama,,Peter Welch,Male,White,50-59,Democrat,,,High school graduate,No,,,Very worried,,Before that,,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Very downscale,5740.0
4414238.0, Vermont,22.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.713787853717804,Barack Obama,,Peter Welch,Female,White,45-49,Independent,Moderate,"$200,000 or more",College graduate,No,Strongly disapprove,The economy,Very worried,Protestant,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Suburbs,Suburbs,1.0,Green Mountains,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0
4411684.0, Vermont,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.750278174877167,Barack Obama,Gaye Symington,Peter Welch,Male,White,65-74,Democrat,Liberal,"$30,000-$49,999",High school graduate,No,Strongly disapprove,The economy,Very worried,Protestant,Before that,Disapprove,Non black male,White men,White male,White male,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,Yes,Rural,Small Cities/Rural,1.0,Rutland/CT River Valley,East,Low Density Rural,Rural,Rural,Very downscale,5156.0
4411405.0, Vermont,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.642457664012909,Barack Obama,Gaye Symington,Peter Welch,Male,White,30-39,Democrat,Liberal,"$15,000-$29,999",College graduate,No,Strongly disapprove,The economy,Very worried,Jewish,Sometime in September,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Jewish,Sometime last week or earlier,Sometime in September,In the last month or before that,Jewish,No,Rural,Small Cities/Rural,1.0,Rutland/CT River Valley,East,Low Density Rural,Rural,Rural,Very downscale,5156.0
4411620.0, Vermont,67.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.602452158927917,Barack Obama,Gaye Symington,Peter Welch,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Energy policy,Somewhat worried,None,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Rural,Small Cities/Rural,1.0,Rutland/CT River Valley,East,Low Density Rural,Rural,Rural,Very downscale,5156.0
4413935.0, Vermont,22.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.30321145057678,Barack Obama,Gaye Symington,Peter Welch,Female,White,65-74,Democrat,Liberal,"$150,000-$199,999",Postgraduate study,No,Strongly disapprove,Omit,Somewhat worried,None,Before that,Disapprove,Non black female,White women,White female,White female,65+,60+,45+,60+,65+,65+,Non black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Suburbs,Suburbs,1.0,Green Mountains,East,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0
4409160.0, Vermont,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.636196434497833,Barack Obama,Gaye Symington,Peter Welch,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,The economy,Somewhat worried,Other Christian,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Green Mountains,East,Low Density Rural,Rural,Rural,Upscale,5491.0
4413816.0, Vermont,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.03024387359619,Barack Obama,Gaye Symington,Peter Welch,Female,White,45-49,Democrat,Liberal,"$50,000-$74,999",College graduate,No,Strongly disapprove,The economy,Very worried,Protestant,Before that,Disapprove,Non black female,White women,White female,White female,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Burlington/Winooski River Valley,East,Low Density Rural,Rural,Rural,Very upscale,5602.0
4413757.0, Vermont,24.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11696755886078,Barack Obama,Gaye Symington,Peter Welch,Male,White,40-44,Democrat,Liberal,"$50,000-$74,999",Postgraduate study,No,Strongly disapprove,Energy policy,Somewhat worried,None,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Suburbs,Suburbs,1.0,Burlington/Winooski River Valley,East,Town,70s Suburbs,Urban Perimeter,Very upscale,5446.0
4409059.0, Vermont,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.596580803394318,Barack Obama,Gaye Symington,Peter Welch,Female,White,40-44,Democrat,Liberal,"$100,000-$149,999",Postgraduate study,No,Strongly disapprove,The war in Iraq,Very worried,Jewish,Before that,Disapprove,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,100 thousand or more,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Jewish,Sometime last week or earlier,Before that,In the last month or before that,Jewish,No,Rural,Small Cities/Rural,1.0,Green Mountains,East,Low Density Rural,Rural,Rural,Upscale,5491.0
4418278.0, Vermont,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09086358547211,Barack Obama,Gaye Symington,Peter Welch,Male,White,30-39,Democrat,Moderate,"$75,000-$99,999",High school graduate,No,Strongly disapprove,The economy,Very worried,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,30-39,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Very downscale,5740.0
4408935.0, Vermont,1.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.636196434497833,Barack Obama,Gaye Symington,Peter Welch,Male,White,45-49,Democrat,Conservative,"$30,000-$49,999",Did not complete high school,No,Strongly disapprove,The economy,Very worried,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,40-49,18-64,Non black 45-59,White 45-59,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 50 thousand,Under 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,Yes,Rural,Small Cities/Rural,1.0,Green Mountains,East,Low Density Rural,Rural,Rural,Upscale,5491.0
4413585.0, Vermont,19.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09600794315338,Barack Obama,Gaye Symington,Peter Welch,Male,White,60-64,Democrat,Conservative,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,Health care,Not at all worried,Catholic,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Not worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,Catholic,Sometime last week or earlier,Before that,In the last month or before that,Catholic,No,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Very downscale,5647.0
4415903.0, Vermont,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.642457664012909,Barack Obama,Gaye Symington,Peter Welch,Male,White,50-59,Independent,Liberal,"$75,000-$99,999",Postgraduate study,No,Strongly disapprove,The war in Iraq,Very worried,Other Christian,Before that,Disapprove,Non black male,White men,White male,White male,45-65,30-59,45+,45-59,50-64,18-64,Non black 45-59,White 45-59,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,Protestant/Other Christian,Sometime last week or earlier,Before that,In the last month or before that,Protestant/Other Christian,No,Rural,Small Cities/Rural,1.0,Rutland/CT River Valley,East,Low Density Rural,Rural,Rural,Upscale,5301.0
4413541.0, Vermont,47.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.28303873538971,Barack Obama,Gaye Symington,Peter Welch,Male,White,60-64,Independent,Liberal,"$75,000-$99,999",College graduate,No,Strongly disapprove,Energy policy,Very worried,None,Before that,Disapprove,Non black male,White men,White male,White male,45-65,60+,45+,60+,50-64,18-64,Non black 60+,White 60+,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Independent/Something else,Non black non Democrat,White Independents,White Independents,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Rural,Small Cities/Rural,1.0,Burlington/Winooski River Valley,East,Low Density Rural,Rural,Rural,Very upscale,5602.0
4418185.0, Vermont,78.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09086358547211,Barack Obama,Gaye Symington,Peter Welch,Male,White,40-44,Democrat,Liberal,"$50,000-$74,999",Some college or associate degree,No,Strongly disapprove,The war in Iraq,Somewhat worried,None,Before that,Disapprove,Non black male,White men,White male,White male,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,50 to 100 thousand,Over 50 thousand and white,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,None,Sometime last week or earlier,Before that,In the last month or before that,None,No,Rural,Small Cities/Rural,1.0,Green Mountains,East,Extremely Low Density Rural,Rural,Rural,Very downscale,5740.0
4408816.0, Vermont,1.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.596580803394318,Barack Obama,Gaye Symington,Peter Welch,Female,White,40-44,Democrat,,,College graduate,No,,,Somewhat worried,,Before that,,Non black female,White women,White female,White female,30-44,30-59,18-44,30-44,40-49,18-64,Non black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,,,,,Worried,Democrat,Non black Democrat,White Democrats,White Democrats,White,,Sometime last week or earlier,Before that,In the last month or before that,,,Rural,Small Cities/Rural,1.0,Green Mountains,East,Low Density Rural,Rural,Rural,Upscale,5491.0
