ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESWY04,HOUWY04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,FAVCHEN,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,QRACEAI,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1538390.0,Wyoming,14.0,State,1.0,Call 3,0.444155961275101,Bush,Cubin,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,Favorable,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,82240.0
1494137.0,Wyoming,14.0,State,1.0,Call 1,0.344524592161179,Bush,Cubin,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",Better today,Something else,No,Before that,For your candidate,Somewhat approve,Strongly approve,Favorable,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,82240.0
1538665.0,Wyoming,14.0,State,1.0,Call 3,0.444155961275101,Bush,Cubin,Female,White,75 or over,Independent,Conservative,"Under $15,000",About the same,Protestant,,Before that,For your candidate,Somewhat approve,Somewhat approve,Favorable,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,82240.0
1488787.0,Wyoming,29.0,State,1.0,Call 1,1.11176908016205,Bush,Cubin,Female,White,18-24,Republican,Moderate,"$15,000-$29,999",Better today,Other Christian,No,Before that,Against his opponent,Strongly approve,Strongly approve,Favorable,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,82609.0
1487925.0,Wyoming,29.0,State,1.0,Call 1,1.05999398231506,Kerry,Ladd,Female,Hispanic/Latino,25-29,Democrat,Moderate,"$30,000-$49,999",Worse today,Catholic,Yes,Before that,Against his opponent,Somewhat disapprove,Somewhat disapprove,Favorable,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Hispanic/Latino,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,82609.0
1487923.0,Wyoming,20.0,State,1.0,Call 1,1.16842865943909,Bush,Cubin,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",Better today,Something else,No,Before that,Omit,Strongly approve,Strongly approve,Favorable,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 50,000 to 500,000","City over 50,000",1.0,82001.0
1515496.0,Wyoming,14.0,State,1.0,Call 2,0.329543024301529,Bush,Ladd,Male,White,30-39,Republican,Moderate,"Under $15,000",Better today,None,No,Just today,For your candidate,Strongly approve,Strongly approve,Favorable,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,82240.0
1489022.0,Wyoming,20.0,State,1.0,Call 1,1.39886581897736,Kerry,Ladd,Female,White,65-74,Independent,Moderate,"$30,000-$49,999",About the same,None,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,Unfavorable,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,South,"City: 50,000 to 500,000","City over 50,000",1.0,82001.0
1515519.0,Wyoming,41.0,State,1.0,Call 2,1.34859824180603,Bush,Cubin,Male,Hispanic/Latino,60-64,Republican,Moderate,"$15,000-$29,999",About the same,Catholic,Yes,Before that,For your candidate,Strongly approve,Strongly approve,Favorable,Non-white male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,82842.0
1487915.0,Wyoming,26.0,State,1.0,Call 1,0.938998401165009,Bush,Cubin,Female,White,45-49,Republican,Moderate,"$30,000-$49,999",About the same,Mormon/LDS,No,Before that,Against his opponent,Strongly approve,Strongly approve,Favorable,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,83110.0
1515560.0,Wyoming,25.0,State,1.0,Call 2,1.40853595733643,Bush,Cubin,Male,White,60-64,Independent,Moderate,"$75,000-$99,999",Better today,Protestant,,Before that,Against his opponent,Somewhat approve,Somewhat approve,Favorable,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,83118.0
1489110.0,Wyoming,20.0,State,1.0,Call 1,1.1140148639679,Kerry,Ladd,Male,White,50-59,Democrat,,"$15,000-$29,999",Worse today,None,No,Omit,For your candidate,Strongly disapprove,Strongly disapprove,Unfavorable,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Omit,Omit,Somewhat/Strongly disapprove,White,South,"City: 50,000 to 500,000","City over 50,000",1.0,82001.0
1536443.0,Wyoming,46.0,State,1.0,Call 3,1.08174777030945,Bush,Ladd,Female,White,25-29,Independent,,"$50,000-$74,999",Better today,Other Christian,No,Just today,Against his opponent,Somewhat approve,Somewhat approve,Favorable,White female,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,82901.0
1534236.0,Wyoming,9.0,State,1.0,Call 3,0.964290499687195,Bush,Ladd,Male,,30-39,Republican,Conservative,"$15,000-$29,999",Better today,Catholic,No,Before that,Against his opponent,Strongly approve,Strongly approve,Favorable,,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,South,Rural,Small cities and Rural,1.0,82301.0
1514380.0,Wyoming,37.0,State,1.0,Call 2,0.828658759593964,Bush,Ladd,Male,White,18-24,Republican,Moderate,"$50,000-$74,999",Better today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,Favorable,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,82440.0
1488768.0,Wyoming,47.0,State,1.0,Call 1,0.881424069404602,Bush,Ladd,Female,White,25-29,Republican,Moderate,"$50,000-$74,999",Better today,Other Christian,No,Before that,For your candidate,Somewhat approve,Somewhat approve,Favorable,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,82901.0
1515481.0,Wyoming,47.0,State,1.0,Call 2,0.881424069404602,Bush,Ladd,Female,White,25-29,Republican,Conservative,"$30,000-$49,999",Better today,None,No,During the last month,For your candidate,Strongly approve,Somewhat approve,Favorable,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,82901.0
1513274.0,Wyoming,37.0,State,1.0,Call 2,0.867019772529602,Kerry,Ladd,Female,White,45-49,Republican,Conservative,"$75,000-$99,999",About the same,Protestant,No,During the last month,For your candidate,Somewhat disapprove,Somewhat disapprove,Unfavorable,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North,Rural,Small cities and Rural,1.0,82440.0
1512169.0,Wyoming,7.0,State,1.0,Call 2,0.858350992202759,Kerry,Ladd,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",About the same,Catholic,No,Just today,Against his opponent,Somewhat approve,Somewhat approve,Favorable,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,82732.0
1489005.0,Wyoming,29.0,State,1.0,Call 1,0.955357551574707,Bush,Ladd,Female,White,50-59,Republican,Moderate,"$50,000-$74,999",About the same,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,Favorable,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,82609.0
1488536.0,Wyoming,20.0,State,1.0,Call 1,1.1140148639679,Kerry,Ladd,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",Better today,Catholic,No,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,Favorable,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,South,"City: 50,000 to 500,000","City over 50,000",1.0,82001.0
1539741.0,Wyoming,14.0,State,1.0,Call 3,0.344524592161179,Bush,Cubin,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,No,During the last month,Against his opponent,Somewhat approve,Somewhat approve,Favorable,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,82240.0
1494517.0,Wyoming,42.0,State,1.0,Call 1,0.867019772529602,Kerry,Ladd,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",Worse today,Catholic,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Unfavorable,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North,"City: 10,000 to 49,999",Small cities and Rural,1.0,82801.0
1514485.0,Wyoming,14.0,State,1.0,Call 2,0.34581047296524,Kerry,Ladd,Male,White,45-49,Democrat,Conservative,"Under $15,000",Worse today,Something else,No,Before that,Against his opponent,Strongly approve,Strongly approve,Favorable,White male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,82240.0
1533119.0,Wyoming,9.0,State,1.0,Call 3,1.17742466926575,Kerry,Ladd,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",Worse today,Other Christian,No,Just today,Against his opponent,Somewhat disapprove,Strongly disapprove,Unfavorable,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,South,Rural,Small cities and Rural,1.0,82301.0
1487895.0,Wyoming,2.0,State,1.0,Call 1,1.14595890045166,Bush,Cubin,Male,White,45-49,Republican,Conservative,"$30,000-$49,999",Worse today,Protestant,,Before that,Against his opponent,Somewhat approve,Somewhat disapprove,Favorable,White male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,82072.0
1515494.0,Wyoming,46.0,State,1.0,Call 2,1.1368772983551,Bush,Ladd,Male,White,45-49,Republican,Conservative,"$100,000-$149,999",About the same,Mormon/LDS,No,Before that,For your candidate,Somewhat approve,Somewhat approve,Favorable,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,82901.0
1538630.0,Wyoming,14.0,State,1.0,Call 3,0.344524592161179,Bush,Cubin,Female,Hispanic/Latino,45-49,Republican,Moderate,"$15,000-$29,999",About the same,Catholic,Yes,Before that,Against his opponent,Strongly approve,Strongly approve,Favorable,Non-white female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Hispanic/Latino,North,Rural,Small cities and Rural,1.0,82240.0
1487891.0,Wyoming,31.0,State,1.0,Call 1,2.86771655082703,Kerry,Ladd,Male,White,30-39,Republican,Moderate,"$50,000-$74,999",Worse today,Protestant,No,Just today,Against his opponent,Somewhat disapprove,Somewhat disapprove,Unfavorable,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,82609.0
1515465.0,Wyoming,25.0,State,1.0,Call 2,1.37194836139679,Bush,Cubin,Female,White,65-74,Democrat,Conservative,"$15,000-$29,999",About the same,Mormon/LDS,No,Before that,For your candidate,Somewhat approve,Somewhat approve,Favorable,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,83118.0
1486786.0,Wyoming,47.0,State,1.0,Call 1,1.07800602912903,Bush,Cubin,Male,White,25-29,Democrat,Liberal,"$30,000-$49,999",Better today,Other Christian,No,Before that,For your candidate,Somewhat approve,Somewhat approve,Favorable,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,82901.0
1488991.0,Wyoming,46.0,State,1.0,Call 1,1.29124450683594,Kerry,Ladd,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",Better today,Mormon/LDS,,During the last month,Against his opponent,Somewhat disapprove,Somewhat disapprove,Unfavorable,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,82901.0
1488989.0,Wyoming,9.0,State,1.0,Call 1,0.62512469291687,Bush,Did not vote,Female,White,50-59,Democrat,Conservative,"$75,000-$99,999",Better today,Something else,No,Before that,Against his opponent,Strongly approve,Strongly approve,Omit,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Rural,Small cities and Rural,1.0,82301.0
1516555.0,Wyoming,2.0,State,1.0,Call 2,1.03960943222046,Kerry,Ladd,Female,White,18-24,Something Else,Liberal,"$15,000-$29,999",About the same,Other Christian,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Unfavorable,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,82072.0
1494748.0,Wyoming,14.0,State,1.0,Call 1,0.456000864505768,Bush,Cubin,Male,White,60-64,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,,Before that,For your candidate,Strongly approve,Strongly approve,Favorable,White male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,82240.0
1495601.0,Wyoming,14.0,State,1.0,Call 1,0.478510737419128,Kerry,Cubin,Male,White,60-64,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,No,During the last month,For your candidate,Somewhat approve,Somewhat approve,Favorable,White male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,82240.0
1486600.0,Wyoming,29.0,State,1.0,Call 1,1.1140148639679,Kerry,Ladd,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",Worse today,Protestant,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Unfavorable,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,82609.0
1513339.0,Wyoming,20.0,State,1.0,Call 2,1.08507764339447,Kerry,Ladd,Female,Hispanic/Latino,30-39,Republican,Moderate,"$30,000-$49,999",Worse today,Catholic,Yes,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,Favorable,Non-white female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Hispanic/Latino,South,"City: 50,000 to 500,000","City over 50,000",1.0,82001.0
1488978.0,Wyoming,29.0,State,1.0,Call 1,1.16842865943909,Bush,Cubin,Male,White,40-44,Republican,Moderate,"$75,000-$99,999",Better today,Other Christian,No,Before that,Against his opponent,Somewhat approve,Somewhat approve,Favorable,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,82609.0
1493013.0,Wyoming,25.0,State,1.0,Call 1,1.37706887722015,Kerry,Ladd,Male,White,65-74,Democrat,Moderate,"$75,000-$99,999",Worse today,Catholic,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Unfavorable,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North,Rural,Small cities and Rural,1.0,83118.0
1490076.0,Wyoming,25.0,State,1.0,Call 1,1.06419825553894,Bush,Cubin,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Somewhat approve,Favorable,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,83118.0
1486766.0,Wyoming,37.0,State,1.0,Call 1,0.889434576034546,Bush,Cubin,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,No,Before that,Against his opponent,Somewhat approve,Somewhat approve,Favorable,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,82440.0
