ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESNE04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1514094.0,Nebraska,60.0,National,3.0,Call 2,1.12784135341644,Bush,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",,Protestant,Yes,No,,For your candidate,,,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,,,,,White,CD 3,Rural,Small cities and Rural,3.0,68316.0
1514093.0,Nebraska,50.0,State,1.0,Call 2,0.868123829364777,Bush,Female,White,45-49,Republican,Conservative,"$100,000-$149,999",About the same,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 2,Suburbs,Suburbs,2.0,68005.0
1536057.0,Nebraska,30.0,State,1.0,Call 3,0.968589007854462,Bush,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Worse today,Protestant,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 3,Rural,Small cities and Rural,3.0,68922.0
1536056.0,Nebraska,25.0,State,1.0,Call 3,0.597304582595825,Kerry,Female,White,40-44,Republican,Conservative,"$15,000-$29,999",Worse today,Other Christian,No,No,Just today,Against his opponent,Somewhat approve,Somewhat approve,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,CD 2,"City: 50,000 to 500,000","City over 50,000",2.0,68106.0
1537416.0,Nebraska,30.0,State,1.0,Call 3,0.968589007854462,Bush,Female,White,30-39,Republican,Moderate,"$50,000-$74,999",Worse today,Protestant,No,No,Just today,For your candidate,Somewhat approve,Somewhat approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,CD 3,Rural,Small cities and Rural,3.0,68922.0
1537414.0,Nebraska,39.0,State,1.0,Call 3,1.04885256290436,Kerry,Female,White,18-24,Democrat,Liberal,"$100,000-$149,999",Better today,Protestant,No,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,CD 1,"City: 50,000 to 500,000","City over 50,000",1.0,68516.0
1486084.0,Nebraska,50.0,State,1.0,Call 1,0.695332229137421,Kerry,Male,White,75 or over,Independent,Moderate,"Under $15,000",Worse today,Protestant,No,,Sometime last week,Against his opponent,Strongly disapprove,Somewhat disapprove,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,CD 2,Suburbs,Suburbs,2.0,68005.0
1514075.0,Nebraska,55.0,State,1.0,Call 2,2.01522970199585,Bush,Female,White,40-44,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 1,Rural,Small cities and Rural,1.0,68434.0
1514074.0,Nebraska,28.0,State,1.0,Call 2,0.931884706020355,Bush,Male,White,30-39,Republican,Conservative,"$100,000-$149,999",Better today,Protestant,No,No,Before that,For your candidate,Somewhat approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 2,"City: 50,000 to 500,000","City over 50,000",2.0,68116.0
1514067.0,Nebraska,30.0,State,1.0,Call 2,0.968589007854462,Bush,Female,White,40-44,Republican,Moderate,"$50,000-$74,999",Better today,Protestant,No,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 3,Rural,Small cities and Rural,3.0,68922.0
1486263.0,Nebraska,28.0,State,1.0,Call 1,0.931884706020355,Bush,Male,White,50-59,Republican,Moderate,"$100,000-$149,999",Better today,Catholic,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 2,"City: 50,000 to 500,000","City over 50,000",2.0,68116.0
1488399.0,Nebraska,22.0,State,1.0,Call 1,0.346165150403976,Kerry,Female,White,40-44,Democrat,Liberal,"$100,000-$149,999",Better today,Other Christian,No,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,CD 2,"City: 50,000 to 500,000","City over 50,000",2.0,68164.0
1486065.0,Nebraska,30.0,State,1.0,Call 1,1.15523660182953,Kerry,Female,White,60-64,Democrat,Moderate,"$75,000-$99,999",About the same,Protestant,Yes,No,During the last month,Against his opponent,Somewhat disapprove,Somewhat disapprove,White female,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,CD 3,Rural,Small cities and Rural,3.0,68922.0
1514059.0,Nebraska,1.0,State,1.0,Call 2,1.27550196647644,Bush,Male,White,25-29,Independent,Moderate,"$100,000-$149,999",Better today,Other Christian,No,No,During the last month,For your candidate,Somewhat approve,Somewhat approve,White male,18-29,25-29,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 3,"City: 10,000 to 49,999",Small cities and Rural,3.0,68901.0
1486062.0,Nebraska,56.0,State,1.0,Call 1,1.95936751365662,Bush,Female,White,60-64,Republican,Conservative,,Better today,Protestant,Yes,No,Before that,Against his opponent,Strongly approve,Strongly approve,White female,60 or over,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 1,Rural,Small cities and Rural,1.0,68779.0
1514056.0,Nebraska,41.0,State,1.0,Call 2,1.06121289730072,Bush,Male,White,30-39,Independent,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,No,In the last three days,Against his opponent,Somewhat disapprove,Somewhat approve,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,CD 1,"City: 50,000 to 500,000","City over 50,000",1.0,68507.0
1536936.0,Nebraska,39.0,State,1.0,Call 3,0.760425806045532,Bush,Female,White,18-24,Republican,Moderate,"$50,000-$74,999",Better today,Other Christian,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 1,"City: 50,000 to 500,000","City over 50,000",1.0,68516.0
1488390.0,Nebraska,28.0,State,1.0,Call 1,1.01059746742249,Bush,Male,White,60-64,Republican,Moderate,"$200,000 or more",Better today,None,No,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",None,White None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 2,"City: 50,000 to 500,000","City over 50,000",2.0,68116.0
1535049.0,Nebraska,50.0,State,1.0,Call 3,0.953137040138245,Bush,Male,Black,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Other Christian,Yes,No,Before that,For your candidate,Strongly approve,Strongly approve,Non-white male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,CD 2,Suburbs,Suburbs,2.0,68005.0
1537376.0,Nebraska,39.0,State,1.0,Call 3,0.748513877391815,Bush,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Catholic,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 1,"City: 50,000 to 500,000","City over 50,000",1.0,68516.0
1488381.0,Nebraska,41.0,State,1.0,Call 1,1.10268807411194,Bush,Male,Black,25-29,,,"$150,000-$199,999",Better today,Something else,Yes,,Before that,For your candidate,Strongly approve,Strongly approve,Non-white male,18-29,25-29,18-64,,"$50,000 or more","$100,000 or more",Something else,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,CD 1,"City: 50,000 to 500,000","City over 50,000",1.0,68507.0
1488379.0,Nebraska,60.0,National,2.0,Call 1,1.2231057882309,Bush,Male,White,75 or over,Republican,Moderate,"Under $15,000",Worse today,Protestant,Yes,,Before that,,Strongly approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 3,Rural,Small cities and Rural,3.0,68316.0
1514033.0,Nebraska,48.0,State,1.0,Call 2,0.903378844261169,Bush,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",About the same,Catholic,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 1,Rural,Small cities and Rural,1.0,68410.0
1486226.0,Nebraska,50.0,State,1.0,Call 1,0.662529170513153,Kerry,Female,Black,65-74,Democrat,Moderate,"$30,000-$49,999",About the same,Protestant,Yes,No,Before that,For your candidate,Somewhat disapprove,Strongly disapprove,Non-white female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,CD 2,Suburbs,Suburbs,2.0,68005.0
1537356.0,Nebraska,16.0,State,1.0,Call 3,0.605553865432739,Kerry,Male,White,30-39,Democrat,Liberal,"$15,000-$29,999",Worse today,None,No,No,Before that,Against his opponent,Strongly disapprove,Somewhat approve,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 2,"City: 50,000 to 500,000","City over 50,000",2.0,68105.0
1488355.0,Nebraska,16.0,State,1.0,Call 1,0.564121007919312,Kerry,Female,White,50-59,Republican,Moderate,"$15,000-$29,999",Worse today,Protestant,No,No,Just today,Against his opponent,Strongly disapprove,Somewhat disapprove,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,CD 2,"City: 50,000 to 500,000","City over 50,000",2.0,68105.0
1514017.0,Nebraska,50.0,State,1.0,Call 2,0.946714758872986,Bush,Male,White,25-29,Republican,Conservative,"$75,000-$99,999",Better today,Something else,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 2,Suburbs,Suburbs,2.0,68005.0
1488350.0,Nebraska,48.0,State,1.0,Call 1,1.05163836479187,Bush,Male,White,60-64,Republican,Conservative,"$75,000-$99,999",Better today,Catholic,Yes,No,Before that,Against his opponent,Somewhat approve,Somewhat approve,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 1,Rural,Small cities and Rural,1.0,68410.0
1514012.0,Nebraska,25.0,State,1.0,Call 2,0.931884706020355,Bush,Male,White,50-59,Republican,Moderate,"$100,000-$149,999",Worse today,Something else,No,,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 2,"City: 50,000 to 500,000","City over 50,000",2.0,68106.0
1537341.0,Nebraska,39.0,State,1.0,Call 3,0.803489804267883,Bush,Male,White,45-49,Republican,Liberal,"$100,000-$149,999",Better today,Catholic,No,No,During the last month,For your candidate,Somewhat approve,Strongly disapprove,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,CD 1,"City: 50,000 to 500,000","City over 50,000",1.0,68516.0
1514010.0,Nebraska,41.0,State,1.0,Call 2,0.988603234291077,Bush,Female,White,30-39,Independent,Conservative,"$50,000-$74,999",Better today,Catholic,No,No,Sometime last week,Against his opponent,Somewhat approve,Somewhat disapprove,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,CD 1,"City: 50,000 to 500,000","City over 50,000",1.0,68507.0
1486012.0,Nebraska,50.0,State,1.0,Call 1,0.641174674034119,Kerry,Male,White,45-49,Independent,Liberal,"$75,000-$99,999",Worse today,Catholic,No,No,Before that,Against his opponent,Strongly disapprove,Somewhat approve,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 2,Suburbs,Suburbs,2.0,68005.0
1514004.0,Nebraska,28.0,State,1.0,Call 2,0.868123829364777,Bush,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,Yes,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 2,"City: 50,000 to 500,000","City over 50,000",2.0,68116.0
1486006.0,Nebraska,30.0,State,1.0,Call 1,1.14349806308746,Kerry,Male,White,50-59,Democrat,Conservative,"$50,000-$74,999",Worse today,Catholic,Yes,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,CD 3,Rural,Small cities and Rural,3.0,68922.0
1488337.0,Nebraska,1.0,State,1.0,Call 1,1.49746108055115,Kerry,Male,White,60-64,Democrat,Moderate,"$50,000-$74,999",Worse today,Something else,,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,CD 3,"City: 10,000 to 49,999",Small cities and Rural,3.0,68901.0
1513998.0,Nebraska,24.0,State,1.0,Call 2,0.709238886833191,Kerry,Male,White,60-64,Democrat,Moderate,,About the same,Catholic,No,No,During the last month,Against his opponent,Strongly disapprove,Strongly disapprove,White male,60 or over,50-64,18-64,Democrat,,,Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,CD 2,"City: 50,000 to 500,000","City over 50,000",2.0,68114.0
1537326.0,Nebraska,30.0,State,1.0,Call 3,1.06525838375092,Kerry,Female,White,50-59,Democrat,,"$15,000-$29,999",Worse today,Other Christian,,No,Before that,Omit,Strongly disapprove,Somewhat approve,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 3,Rural,Small cities and Rural,3.0,68922.0
1537324.0,Nebraska,22.0,State,1.0,Call 3,0.54006952047348,Bush,Male,White,45-49,Republican,Conservative,"$75,000-$99,999",About the same,Catholic,No,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 2,"City: 50,000 to 500,000","City over 50,000",2.0,68164.0
1537322.0,Nebraska,16.0,State,1.0,Call 3,0.576986193656921,Kerry,Female,Black,30-39,Democrat,Moderate,"$15,000-$29,999",Worse today,Other Christian,No,No,Omit,For your candidate,Strongly disapprove,Strongly approve,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Omit,Omit,Strongly/Somewhat approve,Black,CD 2,"City: 50,000 to 500,000","City over 50,000",2.0,68105.0
1537321.0,Nebraska,39.0,State,1.0,Call 3,0.748513877391815,Bush,Female,White,45-49,Independent,Moderate,"$50,000-$74,999",About the same,Catholic,Yes,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 1,"City: 50,000 to 500,000","City over 50,000",1.0,68516.0
1485994.0,Nebraska,60.0,National,4.0,Call 1,1.2231057882309,Bush,Male,White,60-64,Republican,Moderate,"$200,000 or more",,,,No,Before that,,,,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,CD 3,Rural,Small cities and Rural,3.0,68316.0
1537316.0,Nebraska,60.0,National,3.0,Call 3,1.12784135341644,Bush,Male,White,50-59,Democrat,Liberal,"$50,000-$74,999",,None,No,No,,For your candidate,,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,,,,,White,CD 3,Rural,Small cities and Rural,3.0,68316.0
1513985.0,Nebraska,1.0,State,1.0,Call 2,1.16961693763733,Bush,Female,White,50-59,Independent,Moderate,,About the same,Protestant,No,No,Before that,Against his opponent,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,CD 3,"City: 10,000 to 49,999",Small cities and Rural,3.0,68901.0
1488320.0,Nebraska,54.0,National,1.0,Call 1,1.27966618537903,Bush,Male,White,40-44,Republican,Moderate,"$15,000-$29,999",Worse today,Something else,Yes,No,Just today,,Strongly disapprove,Strongly disapprove,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,CD 3,Rural,Small cities and Rural,3.0,69356.0
