ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESMS04,AMEND1MS,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1479498.0,Mississippi,28.0,National,1.0,Call 1,1.38422381877899,Bush,Yes,Male,,60-64,Independent,Moderate,"$150,000-$199,999",Better today,Catholic,No,Before that,,Strongly approve,Strongly approve,,60 or over,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,Southeast,Suburbs,Suburbs,4.0,39571.0
1506643.0,Mississippi,80.0,State,1.0,Call 2,0.919513821601868,Kerry,Yes,Female,Black,45-49,Democrat,Liberal,"Under $15,000",Worse today,,Yes,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Southeast,Suburbs,Suburbs,2.0,39046.0
1509416.0,Mississippi,9.0,State,1.0,Call 1,1.8215217590332,Kerry,Yes,Male,Black,18-24,Independent,Moderate,"Under $15,000",Worse today,Other Christian,No,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Southeast,Rural,Small cities and Rural,4.0,39330.0
1509412.0,Mississippi,28.0,National,4.0,Call 2,1.14442622661591,Bush,Yes,Female,White,18-24,Independent,Moderate,"$30,000-$49,999",,,,Before that,,,,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Southeast,Suburbs,Suburbs,4.0,39571.0
1481415.0,Mississippi,53.0,State,1.0,Call 1,0.908292412757874,Bush,Yes,Male,White,45-49,Independent,Moderate,"$100,000-$149,999",Better today,Protestant,Yes,Before that,Against his opponent,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,Rural,Small cities and Rural,3.0,39474.0
1481410.0,Mississippi,36.0,State,1.0,Call 1,0.499682068824768,Kerry,No,Male,Black,40-44,Independent,Moderate,"$50,000-$74,999",Worse today,None,,Before that,Against his opponent,Strongly disapprove,Strongly approve,Non-white male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,Jackson and delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1525731.0,Mississippi,19.0,State,1.0,Call 3,0.495122820138931,Kerry,Yes,Female,Black,45-49,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,Yes,Just today,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Black,Southeast,Suburbs,Suburbs,4.0,39401.0
1481402.0,Mississippi,95.0,State,1.0,Call 1,1.04371726512909,Bush,Yes,Female,White,30-39,Independent,Moderate,"$15,000-$29,999",Better today,None,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,Rural,Small cities and Rural,3.0,39652.0
1506619.0,Mississippi,111.0,State,1.0,Call 2,1.56886875629425,Bush,Yes,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",About the same,Protestant,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Northeast,Rural,Small cities and Rural,1.0,38663.0
1481392.0,Mississippi,91.0,State,1.0,Call 1,1.49276673793793,Bush,Yes,Male,White,65-74,Republican,Moderate,"$15,000-$29,999",About the same,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,Rural,Small cities and Rural,4.0,39426.0
1483722.0,Mississippi,109.0,State,1.0,Call 1,0.909634351730347,Kerry,Yes,Male,Black,30-39,Democrat,Conservative,"$30,000-$49,999",Worse today,None,Yes,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Northeast,Rural,Small cities and Rural,1.0,38668.0
1525712.0,Mississippi,111.0,State,1.0,Call 3,1.91622078418732,Kerry,Yes,Male,White,65-74,Democrat,Moderate,"$150,000-$199,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Northeast,Rural,Small cities and Rural,1.0,38663.0
1481382.0,Mississippi,19.0,State,1.0,Call 1,0.576295375823975,Kerry,No,Male,Black,60-64,Democrat,,"$15,000-$29,999",Worse today,Something else,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Southeast,Suburbs,Suburbs,4.0,39401.0
1481379.0,Mississippi,70.0,State,1.0,Call 1,1.29163670539856,Bush,Yes,Female,White,65-74,Republican,Conservative,"$30,000-$49,999",About the same,Other Christian,Yes,Before that,Against his opponent,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,"City: 10,000 to 49,999",Small cities and Rural,3.0,39601.0
1509374.0,Mississippi,53.0,State,1.0,Call 2,0.908292412757874,Bush,Yes,Male,White,40-44,Republican,Conservative,"$15,000-$29,999",About the same,Other Christian,Yes,Just today,For your candidate,Somewhat approve,Somewhat approve,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Jackson and delta,Rural,Small cities and Rural,3.0,39474.0
1530370.0,Mississippi,36.0,State,1.0,Call 3,0.643659651279449,Kerry,Yes,Female,Black,45-49,Democrat,Liberal,"$50,000-$74,999",About the same,Other Christian,Yes,In the last three days,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Black,Jackson and delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1508858.0,Mississippi,53.0,State,1.0,Call 2,0.57408994436264,Kerry,No,Female,,50-59,Democrat,Liberal,"$15,000-$29,999",Worse today,Protestant,Yes,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,Jackson and delta,Rural,Small cities and Rural,3.0,39474.0
1507037.0,Mississippi,19.0,State,1.0,Call 2,0.495122820138931,Kerry,Yes,Female,Black,40-44,Democrat,Moderate,"$75,000-$99,999",Worse today,Protestant,Yes,Before that,Omit,Strongly disapprove,Strongly disapprove,Non-white female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Southeast,Suburbs,Suburbs,4.0,39401.0
1479038.0,Mississippi,28.0,National,1.0,Call 1,1.02666878700256,Bush,Did not vote,Female,Hispanic/Latino,45-49,Something Else,,"$15,000-$29,999",Worse today,Catholic,,Sometime last week,,Somewhat approve,Strongly approve,Non-white female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Southeast,Suburbs,Suburbs,4.0,39571.0
1509366.0,Mississippi,9.0,State,1.0,Call 1,1.90950167179108,Kerry,Yes,Female,Black,25-29,Democrat,Moderate,"$15,000-$29,999",Worse today,Other Christian,Yes,During the last month,For your candidate,Strongly disapprove,Somewhat disapprove,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Southeast,Rural,Small cities and Rural,4.0,39330.0
1528029.0,Mississippi,52.0,State,1.0,Call 3,1.56886875629425,Bush,Yes,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,Rural,Small cities and Rural,3.0,39474.0
1481365.0,Mississippi,53.0,State,1.0,Call 1,0.95216315984726,Bush,Yes,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",Worse today,Other Christian,Yes,Before that,For your candidate,Somewhat approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,Rural,Small cities and Rural,3.0,39474.0
1512756.0,Mississippi,102.0,State,1.0,Call 2,0.971561789512634,Kerry,Yes,Female,Black,50-59,Independent,Moderate,"$30,000-$49,999",Better today,Other Christian,No,During the last month,Against his opponent,Strongly disapprove,Somewhat disapprove,Non-white female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Southeast,Suburbs,Suburbs,3.0,39073.0
1508846.0,Mississippi,36.0,State,1.0,Call 2,0.69219434261322,Kerry,Yes,Female,Black,25-29,Democrat,Conservative,"$15,000-$29,999",About the same,None,Yes,Before that,For your candidate,Strongly approve,Strongly approve,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,Jackson and delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1483695.0,Mississippi,19.0,State,1.0,Call 1,0.521858632564545,Bush,Yes,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,Suburbs,Suburbs,4.0,39401.0
1483692.0,Mississippi,19.0,State,1.0,Call 1,0.521858632564545,Bush,Yes,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,Suburbs,Suburbs,4.0,39401.0
1507021.0,Mississippi,5.0,State,1.0,Call 2,0.971561789512634,Kerry,Yes,Female,Black,40-44,Democrat,Conservative,"$15,000-$29,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Northeast,Rural,Small cities and Rural,1.0,38915.0
1493004.0,Mississippi,111.0,State,1.0,Call 1,1.33978927135468,Kerry,Yes,Female,White,50-59,Republican,,"$15,000-$29,999",About the same,Something else,Yes,Just today,For your candidate,Somewhat approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Northeast,Rural,Small cities and Rural,1.0,38663.0
1481340.0,Mississippi,36.0,State,1.0,Call 1,0.61400318145752,Kerry,Yes,Male,Black,50-59,Democrat,Moderate,"$75,000-$99,999",Better today,Protestant,Yes,In the last three days,For your candidate,Strongly disapprove,Somewhat approve,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Black,Jackson and delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1481339.0,Mississippi,91.0,State,1.0,Call 1,0.995628237724304,Bush,Yes,Male,White,40-44,Republican,Conservative,"$15,000-$29,999",About the same,Protestant,No,Before that,Against his opponent,Strongly approve,Somewhat approve,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,Rural,Small cities and Rural,4.0,39426.0
1509330.0,Mississippi,109.0,State,1.0,Call 2,1.42970764636993,Kerry,Yes,Female,Black,60-64,Democrat,,,Worse today,Protestant,,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white female,60 or over,50-64,18-64,Democrat,,,Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Northeast,Rural,Small cities and Rural,1.0,38668.0
1509329.0,Mississippi,53.0,State,1.0,Call 2,0.95216315984726,Bush,Yes,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Somewhat approve,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,Rural,Small cities and Rural,3.0,39474.0
1513993.0,Mississippi,102.0,State,1.0,Call 2,0.794964611530304,Bush,No,Male,White,45-49,Independent,Conservative,"Under $15,000",About the same,Catholic,Yes,In the last three days,Against his opponent,Strongly approve,Somewhat disapprove,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,Southeast,Suburbs,Suburbs,3.0,39073.0
1509324.0,Mississippi,9.0,State,1.0,Call 1,1.77561283111572,Kerry,Yes,Female,Black,30-39,Independent,Moderate,"$30,000-$49,999",Worse today,Something else,Yes,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Southeast,Rural,Small cities and Rural,4.0,39330.0
1530284.0,Mississippi,36.0,State,1.0,Call 3,0.643659651279449,Kerry,Yes,Female,Black,30-39,Democrat,Moderate,"$75,000-$99,999",Worse today,Other Christian,Yes,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Jackson and delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1506984.0,Mississippi,19.0,State,1.0,Call 2,0.433319091796875,Kerry,No,Female,Black,18-24,Democrat,Conservative,,About the same,Something else,No,Before that,Against his opponent,Strongly disapprove,Somewhat approve,Non-white female,18-29,18-24,18-64,Democrat,,,Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,Southeast,Suburbs,Suburbs,4.0,39401.0
1511645.0,Mississippi,91.0,State,1.0,Call 2,1.04371726512909,Bush,Yes,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",About the same,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Southeast,Rural,Small cities and Rural,4.0,39426.0
1481311.0,Mississippi,95.0,State,1.0,Call 1,1.04371726512909,Bush,Yes,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",About the same,Protestant,Yes,Before that,Against his opponent,Somewhat approve,Somewhat approve,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,Rural,Small cities and Rural,3.0,39652.0
1481308.0,Mississippi,53.0,State,1.0,Call 1,0.908292412757874,Bush,Yes,Male,White,45-49,Republican,Moderate,"$100,000-$149,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Jackson and delta,Rural,Small cities and Rural,3.0,39474.0
1525630.0,Mississippi,111.0,State,1.0,Call 3,1.68716812133789,Bush,Yes,Male,White,18-24,Something Else,Moderate,"$30,000-$49,999",About the same,Protestant,Yes,Sometime last week,Against his opponent,Somewhat approve,Somewhat approve,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Northeast,Rural,Small cities and Rural,1.0,38663.0
1506963.0,Mississippi,111.0,State,1.0,Call 2,1.27805876731873,Kerry,Yes,Male,White,30-39,Democrat,Moderate,"$15,000-$29,999",About the same,Protestant,Yes,Sometime last week,For your candidate,Strongly disapprove,Somewhat disapprove,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,Northeast,Rural,Small cities and Rural,1.0,38663.0
1483632.0,Mississippi,109.0,State,1.0,Call 1,1.00506103038788,Bush,Yes,Female,White,30-39,Republican,Moderate,"$150,000-$199,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Northeast,Rural,Small cities and Rural,1.0,38668.0
