ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESDC04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,TERRWORR,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,TERWORR2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1504753.0,District of Columbia,7.0,State,1.0,Call 2,1.71712398529053,Kerry,Female,Black,60-64,Democrat,Conservative,"Under $15,000",About the same,Other Christian,,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Not too worried,Non-white female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Black,Southwest,"City over 500,000","City over 50,000",1.0,20001.0
1477231.0,District of Columbia,16.0,State,1.0,Call 1,0.984278857707977,Kerry,Female,Black,50-59,Democrat,Moderate,,About the same,Protestant,No,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,Somewhat worried,Non-white female,45-59,50-64,18-64,Democrat,,,Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Northwest,"City over 500,000","City over 50,000",1.0,20015.0
1504750.0,District of Columbia,10.0,State,1.0,Call 2,1.06615328788757,Kerry,Female,White,25-29,Democrat,Liberal,"$75,000-$99,999",Better today,Protestant,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,Somewhat worried,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20007.0
1476748.0,District of Columbia,15.0,State,1.0,Call 1,1.18813264369965,Kerry,Female,Black,75 or over,Democrat,Liberal,"Under $15,000",Worse today,Something else,No,During the last month,For your candidate,Strongly disapprove,Omit,Very worried,Non-white female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Very/Somewhat worried,Black,Northwest,"City over 500,000","City over 50,000",1.0,20011.0
1525740.0,District of Columbia,31.0,State,1.0,Call 3,0.757936358451843,Kerry,Female,White,30-39,Democrat,Moderate,"$30,000-$49,999",About the same,Something else,,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,Somewhat worried,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,North central,"City over 500,000","City over 50,000",1.0,20002.0
1525739.0,District of Columbia,7.0,State,1.0,Call 3,1.93785786628723,Kerry,Male,Black,18-24,Democrat,Liberal,"Under $15,000",About the same,None,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Very worried,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Southwest,"City over 500,000","City over 50,000",1.0,20001.0
1525738.0,District of Columbia,28.0,State,1.0,Call 3,0.909212648868561,Kerry,Female,Black,30-39,Democrat,Conservative,"$30,000-$49,999",Worse today,Other Christian,No,Before that,Omit,Somewhat approve,Somewhat disapprove,Somewhat worried,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,North central,"City over 500,000","City over 50,000",1.0,20002.0
1502406.0,District of Columbia,17.0,State,1.0,Call 2,1.92597806453705,Other,Male,Other,50-59,Democrat,Moderate,"Under $15,000",Worse today,Catholic,No,In the last three days,Against his opponent,Strongly disapprove,Strongly disapprove,Very worried,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/Somewhat worried,Other,Northwest,"City over 500,000","City over 50,000",1.0,20011.0
1476742.0,District of Columbia,5.0,State,1.0,Call 1,0.789708197116852,Kerry,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",Worse today,Catholic,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,Somewhat worried,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20009.0
1525734.0,District of Columbia,22.0,State,1.0,Call 3,0.809648752212524,Kerry,Female,Black,50-59,Democrat,Liberal,"$15,000-$29,999",Worse today,Something else,,Before that,For your candidate,Somewhat approve,Somewhat disapprove,Very worried,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Northwest,"City over 500,000","City over 50,000",1.0,20011.0
1479073.0,District of Columbia,10.0,State,1.0,Call 1,0.909882009029388,Kerry,Male,White,30-39,Democrat,Liberal,"$100,000-$149,999",About the same,Protestant,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Somewhat worried,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20007.0
1530398.0,District of Columbia,38.0,State,1.0,Call 3,1.13824999332428,Kerry,Female,Black,18-24,Democrat,Liberal,"$50,000-$74,999",About the same,Other Christian,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Very worried,Non-white female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Southeast,"City over 500,000","City over 50,000",1.0,20032.0
1504733.0,District of Columbia,31.0,State,1.0,Call 2,0.757936358451843,Kerry,Female,White,30-39,Independent,Liberal,"$100,000-$149,999",Better today,Protestant,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Not too worried,White female,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,White,North central,"City over 500,000","City over 50,000",1.0,20002.0
1476734.0,District of Columbia,38.0,State,1.0,Call 1,0.875538110733032,Kerry,Female,Black,30-39,Democrat,Conservative,"Under $15,000",Worse today,Something else,No,During the last month,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Southeast,"City over 500,000","City over 50,000",1.0,20032.0
1476730.0,District of Columbia,23.0,State,1.0,Call 1,0.891689777374268,Kerry,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",About the same,None,,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Not too worried,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,White,North central,"City over 500,000","City over 50,000",1.0,20001.0
1479057.0,District of Columbia,26.0,State,1.0,Call 1,0.463520169258118,Kerry,Female,Black,45-49,Democrat,Liberal,"$50,000-$74,999",About the same,Catholic,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,Non-white female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,North central,"City over 500,000","City over 50,000",1.0,20018.0
1479056.0,District of Columbia,28.0,State,1.0,Call 1,0.893536686897278,Kerry,Female,,65-74,Democrat,Moderate,"Under $15,000",About the same,Other Christian,,Before that,Omit,Somewhat disapprove,Strongly disapprove,Not too worried,,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,,North central,"City over 500,000","City over 50,000",1.0,20002.0
1504718.0,District of Columbia,9.0,State,1.0,Call 2,1.6308069229126,Bush,Female,White,65-74,Independent,,"$75,000-$99,999",About the same,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,Very worried,White female,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20016.0
1525710.0,District of Columbia,31.0,State,1.0,Call 3,0.917229175567627,Bush,Female,White,25-29,Independent,Moderate,"$100,000-$149,999",Better today,Catholic,No,Before that,For your candidate,Somewhat approve,Somewhat approve,Somewhat worried,White female,18-29,25-29,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,White,North central,"City over 500,000","City over 50,000",1.0,20002.0
1503989.0,District of Columbia,15.0,State,1.0,Call 2,1.2085292339325,Kerry,Female,Black,18-24,Democrat,Liberal,"$15,000-$29,999",About the same,Protestant,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Not too worried,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Black,Northwest,"City over 500,000","City over 50,000",1.0,20011.0
1479046.0,District of Columbia,35.0,State,1.0,Call 1,1.68376457691193,Bush,Male,Black,40-44,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,No,Before that,For your candidate,Strongly approve,Somewhat approve,Not too worried,Non-white male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Black,Southeast,"City over 500,000","City over 50,000",1.0,20020.0
1504335.0,District of Columbia,28.0,State,1.0,Call 2,1.0087730884552,Kerry,Male,Black,30-39,Democrat,Conservative,"$50,000-$74,999",Worse today,None,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,North central,"City over 500,000","City over 50,000",1.0,20002.0
1504706.0,District of Columbia,7.0,State,1.0,Call 2,1.43375337123871,Kerry,Male,Hispanic/Latino,40-44,Democrat,Liberal,"$100,000-$149,999",Worse today,Catholic,Yes,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,Non-white male,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Hispanic/Latino,Southwest,"City over 500,000","City over 50,000",1.0,20001.0
1525699.0,District of Columbia,22.0,State,1.0,Call 3,0.809648752212524,Kerry,Female,Black,50-59,,Moderate,"$50,000-$74,999",Worse today,Protestant,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,Non-white female,45-59,50-64,18-64,,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Northwest,"City over 500,000","City over 50,000",1.0,20011.0
1530362.0,District of Columbia,35.0,State,1.0,Call 3,1.69163417816162,Kerry,,Black,40-44,Democrat,Liberal,"$50,000-$74,999",About the same,Other Christian,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Southeast,"City over 500,000","City over 50,000",1.0,20020.0
1525694.0,District of Columbia,15.0,State,1.0,Call 3,1.34086537361145,Kerry,Male,Black,25-29,Democrat,Moderate,"$15,000-$29,999",Worse today,Other Christian,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,Non-white male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Northwest,"City over 500,000","City over 50,000",1.0,20011.0
1528025.0,District of Columbia,26.0,State,1.0,Call 3,0.463520169258118,Kerry,Female,Black,50-59,Democrat,Moderate,"$50,000-$74,999",About the same,Protestant,No,Before that,For your candidate,Strongly approve,Strongly disapprove,Very worried,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,North central,"City over 500,000","City over 50,000",1.0,20018.0
1502361.0,District of Columbia,38.0,State,1.0,Call 2,1.05139696598053,Kerry,Male,Black,,,,,Omit,,,Omit,Omit,Omit,Omit,Omit,Non-white male,,,,,,,,All others,All others,Omit,Omit,Omit,Omit,Omit,Black,Southeast,"City over 500,000","City over 50,000",1.0,20032.0
1525690.0,District of Columbia,7.0,State,1.0,Call 3,1.43375337123871,Kerry,Male,White,45-49,Democrat,Liberal,"$100,000-$149,999",About the same,Protestant,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Not too worried,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20001.0
1504691.0,District of Columbia,31.0,State,1.0,Call 2,1.00713551044464,Kerry,Female,Black,60-64,Democrat,Moderate,"$100,000-$149,999",About the same,Protestant,,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,Somewhat worried,Non-white female,60 or over,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,North central,"City over 500,000","City over 50,000",1.0,20002.0
1476694.0,District of Columbia,5.0,State,1.0,Call 1,0.876182675361633,Kerry,Male,White,30-39,Democrat,Liberal,"$50,000-$74,999",About the same,Other Christian,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Not too worried,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20009.0
1476690.0,District of Columbia,23.0,State,1.0,Call 1,1.18486535549164,Kerry,Female,Black,65-74,Independent,Liberal,"$30,000-$49,999",Worse today,Other Christian,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Not too worried,Non-white female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Black,North central,"City over 500,000","City over 50,000",1.0,20001.0
1504684.0,District of Columbia,5.0,State,1.0,Call 2,1.02666616439819,Kerry,Female,White,25-29,Democrat,Liberal,"$30,000-$49,999",Worse today,Catholic,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20009.0
1477615.0,District of Columbia,23.0,State,1.0,Call 1,0.989331424236298,Kerry,Male,White,30-39,Democrat,Liberal,"$200,000 or more",Better today,Protestant,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Not too worried,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,White,North central,"City over 500,000","City over 50,000",1.0,20001.0
1504682.0,District of Columbia,10.0,State,1.0,Call 2,1.1828989982605,Kerry,Male,White,18-24,Democrat,Liberal,"Under $15,000",About the same,None,No,Before that,For your candidate,Strongly disapprove,Somewhat approve,Not too worried,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20007.0
1476684.0,District of Columbia,7.0,State,1.0,Call 1,1.86396205425262,Kerry,Male,White,25-29,Independent,Moderate,"$15,000-$29,999",Better today,None,No,Before that,Against his opponent,Somewhat disapprove,Strongly disapprove,Somewhat worried,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Southwest,"City over 500,000","City over 50,000",1.0,20001.0
1502346.0,District of Columbia,17.0,State,1.0,Call 2,2.02628588676453,Nader,Female,Black,18-24,Independent,Liberal,"$75,000-$99,999",Better today,None,,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,Non-white female,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Northwest,"City over 500,000","City over 50,000",1.0,20011.0
1504306.0,District of Columbia,26.0,State,1.0,Call 2,0.514276444911957,Kerry,Male,Black,40-44,Republican,,"$75,000-$99,999",Better today,None,,Just today,For your candidate,Strongly disapprove,Strongly disapprove,Very worried,Non-white male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",None,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,North central,"City over 500,000","City over 50,000",1.0,20018.0
1479013.0,District of Columbia,26.0,State,1.0,Call 1,0.463520169258118,Kerry,Female,Black,50-59,Democrat,Moderate,"$30,000-$49,999",About the same,Other Christian,,Before that,Omit,Somewhat disapprove,Somewhat approve,Not too worried,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Black,North central,"City over 500,000","City over 50,000",1.0,20018.0
1530338.0,District of Columbia,38.0,State,1.0,Call 3,0.971411108970642,Kerry,Male,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,No,Before that,For your candidate,Somewhat disapprove,Somewhat approve,Not at all worried,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Black,Southeast,"City over 500,000","City over 50,000",1.0,20032.0
1525670.0,District of Columbia,28.0,State,1.0,Call 3,1.18202888965607,Kerry,Female,Black,18-24,Democrat,Liberal,"$15,000-$29,999",About the same,Other Christian,No,Before that,Omit,Somewhat disapprove,Strongly disapprove,Very worried,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,North central,"City over 500,000","City over 50,000",1.0,20002.0
