ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESHI04,SENHI04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,QRACEHI,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1498722.0,Hawaii,39.0,State,1.0,Call 1,0.760534524917603,Kerry,Inouye,Female,Hispanic/Latino,50-59,Democrat,Moderate,"Under $15,000",Worse today,Something else,Yes,Before that,Omit,Somewhat disapprove,Strongly disapprove,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Hispanic/Latino,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1498770.0,Hawaii,39.0,State,1.0,Call 1,0.760534524917603,Kerry,Inouye,Female,White,50-59,Democrat,Moderate,"Under $15,000",Worse today,Catholic,No,Sometime last week,For your candidate,Somewhat disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1498831.0,Hawaii,39.0,State,1.0,Call 1,1.19016122817993,Bush,Cavasso,Male,Other,45-49,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,No,Before that,For your candidate,Strongly approve,Strongly approve,Non-white male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Native Hawaiian,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1498877.0,Hawaii,39.0,State,1.0,Call 1,0.811679720878601,Kerry,Inouye,Male,Other,50-59,Independent,Liberal,"$75,000-$99,999",About the same,Something else,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Native Hawaiian,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1498926.0,Hawaii,39.0,State,1.0,Call 1,0.760534524917603,Kerry,Inouye,Female,White,45-49,Democrat,Liberal,"$75,000-$99,999",Worse today,Something else,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1498964.0,Hawaii,39.0,State,1.0,Call 1,0.811679720878601,Kerry,Inouye,Male,Hispanic/Latino,50-59,Democrat,Liberal,"$50,000-$74,999",Worse today,None,Yes,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1499015.0,Hawaii,39.0,State,1.0,Call 1,0.760534524917603,Kerry,Inouye,Female,White,50-59,Democrat,Conservative,"$100,000-$149,999",Better today,Catholic,No,Before that,Against his opponent,Somewhat disapprove,Somewhat approve,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1499072.0,Hawaii,39.0,State,1.0,Call 1,0.811679720878601,Kerry,Inouye,Male,Asian,50-59,Independent,Moderate,"$100,000-$149,999",About the same,Catholic,,Before that,For your candidate,Strongly approve,Strongly disapprove,Non-white male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Asian,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1499115.0,Hawaii,39.0,State,1.0,Call 1,1.19016122817993,Bush,Cavasso,Male,White,45-49,Republican,Moderate,"$75,000-$99,999",Better today,Catholic,No,Before that,For your candidate,Somewhat approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1499184.0,Hawaii,39.0,State,1.0,Call 1,0.760534524917603,Kerry,Inouye,Female,White,50-59,Independent,Liberal,"$30,000-$49,999",About the same,,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",,,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1499250.0,Hawaii,39.0,State,1.0,Call 1,0.760534524917603,Kerry,Inouye,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Better today,Protestant,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1499306.0,Hawaii,39.0,State,1.0,Call 1,0.811679720878601,Kerry,Inouye,Male,Asian,50-59,Democrat,Moderate,"$75,000-$99,999",About the same,Catholic,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Asian,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1499354.0,Hawaii,39.0,State,1.0,Call 1,0.760534524917603,Kerry,Inouye,Female,Other,45-49,Democrat,Liberal,"$75,000-$99,999",Worse today,Catholic,No,Before that,For your candidate,Strongly approve,Somewhat disapprove,Non-white female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Native Hawaiian,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1499398.0,Hawaii,39.0,State,1.0,Call 1,0.811679720878601,Kerry,Inouye,Male,White,50-59,Republican,Moderate,"$100,000-$149,999",Better today,Catholic,,In the last three days,Against his opponent,Somewhat disapprove,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1499447.0,Hawaii,39.0,State,1.0,Call 1,0.760534524917603,Kerry,Inouye,Female,White,45-49,Independent,Liberal,"$50,000-$74,999",About the same,Other Christian,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1499486.0,Hawaii,39.0,State,1.0,Call 1,0.811679720878601,Kerry,Inouye,Male,White,45-49,Democrat,Liberal,"$150,000-$199,999",About the same,Catholic,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1499526.0,Hawaii,39.0,State,1.0,Call 1,0.811679720878601,Kerry,Inouye,Male,White,50-59,Democrat,Liberal,"$100,000-$149,999",About the same,Catholic,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1499574.0,Hawaii,39.0,State,1.0,Call 1,0.760534524917603,Kerry,Inouye,Female,Hispanic/Latino,45-49,Democrat,Liberal,"$50,000-$74,999",About the same,Something else,Yes,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Neighbor islands,Rural,Small cities and Rural,2.0,96790.0
1502333.0,Hawaii,3.0,State,1.0,Call 1,0.708175003528595,Kerry,Cavasso,Female,White,50-59,Republican,Conservative,,Omit,Other Christian,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Neighbor islands,Rural,Small cities and Rural,2.0,96749.0
1502378.0,Hawaii,3.0,State,1.0,Call 1,0.52615213394165,,Cavasso,Female,Other,45-49,Independent,Conservative,,Better today,Catholic,No,During the last month,For your candidate,Somewhat approve,Strongly disapprove,Non-white female,45-59,40-49,18-64,Independent,,,Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Native Hawaiian,Neighbor islands,Rural,Small cities and Rural,2.0,96749.0
1502391.0,Hawaii,36.0,State,1.0,Call 1,1.16223013401031,Kerry,Inouye,Female,Asian,25-29,Republican,Moderate,"$15,000-$29,999",Better today,None,No,Sometime last week,For your candidate,Somewhat approve,Somewhat approve,Non-white female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Asian,Neighbor islands,Rural,Small cities and Rural,2.0,96705.0
1502407.0,Hawaii,3.0,State,1.0,Call 1,0.52615213394165,,Cavasso,Female,Asian,30-39,Independent,Conservative,"$30,000-$49,999",Better today,Catholic,No,Before that,For your candidate,Somewhat approve,Somewhat approve,Non-white female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Asian,Neighbor islands,Rural,Small cities and Rural,2.0,96749.0
1502440.0,Hawaii,3.0,State,1.0,Call 1,0.6784707903862,Bush,,Male,Asian,45-49,Republican,Moderate,"$30,000-$49,999",About the same,Other Christian,No,Before that,Omit,Strongly approve,Strongly approve,Non-white male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Asian,Neighbor islands,Rural,Small cities and Rural,2.0,96749.0
1502469.0,Hawaii,36.0,State,1.0,Call 1,1.75042998790741,Kerry,Inouye,Male,Asian,60-64,Democrat,Moderate,"$50,000-$74,999",About the same,Something else,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,Non-white male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Asian,Neighbor islands,Rural,Small cities and Rural,2.0,96705.0
1502474.0,Hawaii,3.0,State,1.0,Call 1,0.635719299316406,Bush,,Female,Other,50-59,,Conservative,"$15,000-$29,999",About the same,Other Christian,,Before that,Against his opponent,Somewhat approve,Strongly disapprove,Non-white female,45-59,50-64,18-64,,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Native Hawaiian,Neighbor islands,Rural,Small cities and Rural,2.0,96749.0
1502501.0,Hawaii,3.0,State,1.0,Call 1,0.490619331598282,,Inouye,Male,White,50-59,Democrat,Conservative,"$50,000-$74,999",About the same,Catholic,,Before that,Against his opponent,Somewhat approve,Somewhat disapprove,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Neighbor islands,Rural,Small cities and Rural,2.0,96749.0
1502542.0,Hawaii,3.0,State,1.0,Call 1,0.459704667329788,,Inouye,Female,White,45-49,Democrat,Moderate,,About the same,Other Christian,,Before that,Against his opponent,Somewhat disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Neighbor islands,Rural,Small cities and Rural,2.0,96749.0
1502571.0,Hawaii,36.0,State,1.0,Call 1,1.21685516834259,Kerry,Inouye,Female,White,50-59,,Moderate,"$30,000-$49,999",About the same,Catholic,,Before that,For your candidate,Strongly approve,Strongly disapprove,White female,45-59,50-64,18-64,,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Neighbor islands,Rural,Small cities and Rural,2.0,96705.0
1502576.0,Hawaii,3.0,State,1.0,Call 1,0.61873996257782,Kerry,Inouye,Female,Other,30-39,Independent,Liberal,"$30,000-$49,999",About the same,None,No,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,Non-white female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Native Hawaiian,Neighbor islands,Rural,Small cities and Rural,2.0,96749.0
1502612.0,Hawaii,3.0,State,1.0,Call 1,0.61873996257782,Kerry,Inouye,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",About the same,None,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Neighbor islands,Rural,Small cities and Rural,2.0,96749.0
1502643.0,Hawaii,36.0,State,1.0,Call 1,1.21685516834259,Kerry,Inouye,Female,Asian,30-39,Democrat,Moderate,"$15,000-$29,999",About the same,Catholic,No,In the last three days,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Asian,Neighbor islands,Rural,Small cities and Rural,2.0,96705.0
1502644.0,Hawaii,3.0,State,1.0,Call 1,0.630706250667572,Kerry,Inouye,Male,White,18-24,Republican,Moderate,"$75,000-$99,999",Better today,Other Christian,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Neighbor islands,Rural,Small cities and Rural,2.0,96749.0
1502686.0,Hawaii,3.0,State,1.0,Call 1,0.83396577835083,Kerry,Inouye,Female,White,60-64,Democrat,Liberal,"Under $15,000",Worse today,Something else,,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Neighbor islands,Rural,Small cities and Rural,2.0,96749.0
1502712.0,Hawaii,3.0,State,1.0,Call 1,0.660349607467651,Kerry,Inouye,Male,Asian,50-59,Democrat,Moderate,"$30,000-$49,999",About the same,Other Christian,No,Sometime last week,For your candidate,Somewhat disapprove,Somewhat disapprove,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Asian,Neighbor islands,Rural,Small cities and Rural,2.0,96749.0
1502722.0,Hawaii,36.0,State,1.0,Call 1,1.21685516834259,Kerry,Inouye,Female,Asian,40-44,Democrat,Moderate,"$50,000-$74,999",Better today,Catholic,No,During the last month,For your candidate,Somewhat approve,Somewhat approve,Non-white female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Asian,Neighbor islands,Rural,Small cities and Rural,2.0,96705.0
1502830.0,Hawaii,36.0,State,1.0,Call 1,1.7041711807251,Bush,Cavasso,Female,Asian,25-29,Something Else,Liberal,"$50,000-$74,999",Better today,None,No,Before that,For your candidate,Strongly approve,Somewhat disapprove,Non-white female,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Asian,Neighbor islands,Rural,Small cities and Rural,2.0,96705.0
