ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,TELEPOLL,WGT,PRESTX04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,MEXICAN,TIMEPRES,FORCAND,BUSH4,IRAQAPP,FAVBUSH,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1463918.0,Texas,,State,1.0,,Phone survey,0.982633292675018,Kerry,Female,White,,Independent,Liberal,,About the same,Protestant,No,,For your candidate,Strongly disapprove,Somewhat disapprove,Unfavorable,White female,,,,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,White,English,Houston,"City over 500,000","City over 50,000",,77064.0
1463919.0,Texas,,State,1.0,,Phone survey,2.07863521575928,Kerry,Female,Other,30-39,Independent,Liberal,"$50,000-$74,999",About the same,Other Christian,,,For your candidate,Somewhat disapprove,Somewhat approve,Unfavorable,Non-white female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,,,Strongly/Somewhat approve,Other,,Houston,"City over 500,000","City over 50,000",,77057.0
1463920.0,Texas,,State,1.0,,Phone survey,2.0965723991394,Kerry,Female,,50-59,Democrat,Moderate,"Under $15,000",Worse today,Protestant,,,For your candidate,Strongly disapprove,Strongly disapprove,Unfavorable,,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,,,Hispanic/South,"City over 500,000","City over 50,000",,78209.0
1463921.0,Texas,,State,1.0,,Phone survey,1.5066819190979,Kerry,Female,White,50-59,Democrat,Liberal,"Under $15,000",Worse today,None,No,,For your candidate,Strongly disapprove,Strongly disapprove,Unfavorable,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,White,English,Hispanic/South,"City over 500,000","City over 50,000",,78213.0
1463922.0,Texas,,State,1.0,,Phone survey,1.62708413600922,Bush,Female,Black,50-59,Republican,Moderate,"Under $15,000",About the same,Other Christian,No,,Against his opponent,Strongly approve,Strongly disapprove,Favorable,Non-white female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Black,English,Houston,Suburbs,Suburbs,,77015.0
1463923.0,Texas,,State,1.0,,Phone survey,2.16650319099426,Bush,Female,Hispanic/Latino,45-49,Republican,Conservative,"$75,000-$99,999",About the same,Protestant,Yes,,For your candidate,Strongly approve,Somewhat approve,Favorable,Non-white female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,Dallas/Fort Worth,Suburbs,Suburbs,,76180.0
1463924.0,Texas,,State,1.0,,Phone survey,1.94588923454285,Bush,Female,White,60-64,Independent,Moderate,"$100,000-$149,999",About the same,Protestant,No,,Against his opponent,Somewhat approve,Somewhat approve,Favorable,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,East,"City: 50,000 to 500,000","City over 50,000",,77713.0
1463925.0,Texas,,State,1.0,,Phone survey,2.11565089225769,Bush,Female,White,25-29,Republican,Conservative,"$75,000-$99,999",Better today,None,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,West,"City: 10,000 to 49,999",Small cities and Rural,,79549.0
1463926.0,Texas,,State,1.0,,Phone survey,2.13383746147156,Bush,Male,White,50-59,Republican,Conservative,"$15,000-$29,999",About the same,Protestant,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,West,Rural,Small cities and Rural,,78643.0
1463927.0,Texas,,State,1.0,,Phone survey,2.13243722915649,Bush,Male,White,50-59,Republican,Conservative,"$15,000-$29,999",Worse today,Protestant,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,East,"City: 10,000 to 49,999",Small cities and Rural,,75460.0
1463928.0,Texas,,State,1.0,,Phone survey,0.817585706710815,Bush,Female,White,50-59,Republican,,"Under $15,000",Better today,None,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,East,"City: 50,000 to 500,000","City over 50,000",,77550.0
1463929.0,Texas,,State,1.0,,Phone survey,1.06621861457825,Bush,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",About the same,Protestant,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,East,Suburbs,Suburbs,,77302.0
1463930.0,Texas,,State,1.0,,Phone survey,0.600788712501526,Bush,Female,White,75 or over,Republican,,,About the same,Protestant,No,,For your candidate,Strongly approve,Strongly disapprove,Favorable,White female,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,White,English,West,Rural,Small cities and Rural,,78624.0
1463931.0,Texas,,State,1.0,,Phone survey,2.35813617706299,Kerry,Female,White,30-39,Something Else,Moderate,"$50,000-$74,999",Worse today,Protestant,No,,Against his opponent,Strongly disapprove,Somewhat disapprove,Unfavorable,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,White,English,Dallas/Fort Worth,"City over 500,000","City over 50,000",,76112.0
1463932.0,Texas,,State,1.0,,Phone survey,2.21813654899597,Bush,Male,Hispanic/Latino,25-29,Republican,Conservative,"$75,000-$99,999",Better today,Other Christian,Yes,,For your candidate,Strongly approve,Strongly approve,Favorable,Non-white male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,Dallas/Fort Worth,Suburbs,Suburbs,,76180.0
1463933.0,Texas,,State,1.0,,Phone survey,0.761176705360413,Bush,Female,Other,,,Conservative,,About the same,Protestant,,,For your candidate,Strongly approve,Somewhat approve,Favorable,Non-white female,,,,,,,Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Other,,Dallas/Fort Worth,Suburbs,Suburbs,,76180.0
1463934.0,Texas,,State,1.0,,Phone survey,1.92759656906128,Bush,Female,White,50-59,Republican,Conservative,"$150,000-$199,999",About the same,Protestant,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,Houston,"City over 500,000","City over 50,000",,77035.0
1463935.0,Texas,,State,1.0,,Phone survey,1.70881640911102,Bush,Male,White,25-29,Something Else,,"$15,000-$29,999",Better today,Other Christian,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,Hispanic/South,"City over 500,000","City over 50,000",,79936.0
1463936.0,Texas,,State,1.0,,Phone survey,1.96487319469452,Kerry,Male,White,50-59,Republican,Conservative,,About the same,Something else,No,,For your candidate,Somewhat approve,Strongly disapprove,Favorable,White male,45-59,50-64,18-64,Republican,,,Something else,White Something else,All others,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,White,English,Hispanic/South,"City over 500,000","City over 50,000",,78227.0
1463937.0,Texas,,State,1.0,,Phone survey,2.15438437461853,Kerry,Male,Hispanic/Latino,18-24,Something Else,Moderate,"$30,000-$49,999",Worse today,Catholic,Yes,,For your candidate,Strongly disapprove,Somewhat disapprove,Unfavorable,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Hispanic/Latino,English,South-Central,Suburbs,Suburbs,,78666.0
1463938.0,Texas,,State,1.0,,Phone survey,1.20157742500305,Bush,Female,White,65-74,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,West,"City: 50,000 to 500,000","City over 50,000",,79107.0
1463939.0,Texas,,State,1.0,,Phone survey,1.63624513149261,Bush,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,West,Rural,Small cities and Rural,,78624.0
1463940.0,Texas,,State,1.0,,Phone survey,1.63517141342163,Bush,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",About the same,Other Christian,No,,For your candidate,Somewhat approve,Strongly approve,Favorable,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,East,Suburbs,Suburbs,,76065.0
1463941.0,Texas,,State,1.0,,Phone survey,1.17690420150757,Bush,Female,White,45-49,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,Hispanic/South,"City over 500,000","City over 50,000",,78250.0
1463942.0,Texas,,State,1.0,,Phone survey,0.817585706710815,Bush,Female,White,45-49,Republican,Conservative,"$200,000 or more",Better today,Mormon/LDS,No,,For your candidate,Somewhat approve,Strongly approve,Favorable,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,East,Suburbs,Suburbs,,75098.0
1463943.0,Texas,,State,1.0,,Phone survey,0.600394546985626,Bush,Female,White,65-74,Republican,Conservative,"$15,000-$29,999",About the same,Protestant,No,,For your candidate,Strongly approve,Omit,Favorable,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Omit,White,English,East,"City: 10,000 to 49,999",Small cities and Rural,,75801.0
1463944.0,Texas,,State,1.0,,Phone survey,1.06691873073578,Bush,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,West,"City: 50,000 to 500,000","City over 50,000",,79703.0
1463945.0,Texas,,State,1.0,,Phone survey,2.5516984462738,Bush,Male,White,50-59,Republican,Conservative,,Better today,Protestant,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White male,45-59,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,Houston,Suburbs,Suburbs,,77379.0
1463946.0,Texas,,State,1.0,,Phone survey,2.28408336639404,Bush,Female,Hispanic/Latino,60-64,Republican,Conservative,"$15,000-$29,999",Better today,Protestant,Yes,,For your candidate,Strongly approve,Strongly approve,Favorable,Non-white female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Hispanic/Latino,English,Houston,Suburbs,Suburbs,,77338.0
1463947.0,Texas,,State,1.0,,Phone survey,2.5803816318512,Bush,Female,White,18-24,Republican,Moderate,"$30,000-$49,999",About the same,Other Christian,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,Houston,Suburbs,Suburbs,,77338.0
1463948.0,Texas,,State,1.0,,Phone survey,1.29909431934357,Bush,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,South-Central,Rural,Small cities and Rural,,78944.0
1463949.0,Texas,,State,1.0,,Phone survey,1.20078909397125,Bush,Female,White,75 or over,Republican,Conservative,"$75,000-$99,999",About the same,Catholic,No,,For your candidate,Somewhat approve,Somewhat approve,Favorable,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,East,"City: 10,000 to 49,999",Small cities and Rural,,75801.0
1463950.0,Texas,,State,1.0,,Phone survey,1.63624513149261,Bush,Female,White,50-59,Republican,Moderate,"$150,000-$199,999",Better today,Protestant,No,,For your candidate,Strongly approve,Somewhat approve,Favorable,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,West,Rural,Small cities and Rural,,79068.0
1463951.0,Texas,,State,1.0,,Phone survey,1.53480803966522,Bush,Male,Hispanic/Latino,30-39,Republican,Conservative,"$200,000 or more",Better today,,Yes,,For your candidate,Strongly approve,Strongly approve,Favorable,Non-white male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",,All others,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Hispanic/Latino,English,Hispanic/South,"City: 50,000 to 500,000","City over 50,000",,78415.0
1463952.0,Texas,,State,1.0,,Phone survey,1.20157742500305,Bush,Female,White,65-74,Republican,Conservative,,Better today,Protestant,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White female,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,West,"City: 50,000 to 500,000","City over 50,000",,79705.0
1463953.0,Texas,,State,1.0,,Phone survey,2.41077518463135,Kerry,Male,White,30-39,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,No,,For your candidate,Somewhat approve,Somewhat approve,Unfavorable,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,East,"City: 10,000 to 49,999",Small cities and Rural,,75801.0
1463954.0,Texas,,State,1.0,,Phone survey,1.43299007415771,Bush,Male,White,65-74,Republican,Moderate,"$50,000-$74,999",About the same,Protestant,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,East,"City: 50,000 to 500,000","City over 50,000",,75602.0
1463955.0,Texas,,State,1.0,,Phone survey,1.29909431934357,Bush,Female,White,50-59,Something Else,Conservative,"$30,000-$49,999",About the same,Other Christian,No,,For your candidate,Somewhat disapprove,Somewhat approve,Favorable,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Somewhat/Strongly disapprove,,,Strongly/Somewhat approve,White,English,South-Central,"City: 50,000 to 500,000","City over 50,000",,77901.0
1463956.0,Texas,,State,1.0,,Phone survey,1.17690420150757,Bush,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,Hispanic/South,"City over 500,000","City over 50,000",,78227.0
1463957.0,Texas,,State,1.0,,Phone survey,0.818122565746307,Bush,Female,White,45-49,Republican,Conservative,"$100,000-$149,999",About the same,Protestant,No,,Against his opponent,Strongly approve,Somewhat approve,Favorable,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,West,Suburbs,Suburbs,,79363.0
1463958.0,Texas,,State,1.0,,Phone survey,0.81001603603363,Kerry,Male,White,75 or over,Democrat,Moderate,,About the same,Protestant,No,,For your candidate,Strongly disapprove,Strongly disapprove,Unfavorable,White male,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,White,English,East,"City: 50,000 to 500,000","City over 50,000",,75023.0
1463959.0,Texas,,State,1.0,,Phone survey,1.35752296447754,Kerry,Female,White,65-74,Democrat,Moderate,"$15,000-$29,999",About the same,Catholic,No,,For your candidate,Strongly disapprove,Somewhat approve,Unfavorable,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,,,Strongly/Somewhat approve,White,English,East,"City: 50,000 to 500,000","City over 50,000",,75602.0
1463960.0,Texas,,State,1.0,,Phone survey,0.864260196685791,Bush,Female,White,75 or over,Republican,Conservative,"$15,000-$29,999",About the same,Protestant,No,,For your candidate,Strongly approve,Somewhat approve,Favorable,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,Hispanic/South,Suburbs,Suburbs,,78596.0
1463961.0,Texas,,State,1.0,,Phone survey,1.03138542175293,Bush,Male,White,65-74,Independent,Conservative,"$30,000-$49,999",About the same,Protestant,No,,For your candidate,Strongly approve,Somewhat approve,Favorable,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,Hispanic/South,"City: 50,000 to 500,000","City over 50,000",,78415.0
1463962.0,Texas,,State,1.0,,Phone survey,0.600394546985626,Bush,Female,White,75 or over,Republican,Conservative,"$15,000-$29,999",Better today,Protestant,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,East,"City: 10,000 to 49,999",Small cities and Rural,,75460.0
1463963.0,Texas,,State,1.0,,Phone survey,1.42008745670319,Kerry,Female,White,,Democrat,Liberal,,About the same,None,No,,For your candidate,Strongly disapprove,Strongly disapprove,Unfavorable,White female,,,,Democrat,,,None,White None,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,White,English,West,"City: 50,000 to 500,000","City over 50,000",,79705.0
1463964.0,Texas,,State,1.0,,Phone survey,1.25978827476501,Bush,Female,White,18-24,Republican,Moderate,"$50,000-$74,999",Worse today,Protestant,No,,For your candidate,Somewhat approve,Somewhat approve,Favorable,White female,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,South-Central,"City: 50,000 to 500,000","City over 50,000",,76708.0
1463965.0,Texas,,State,1.0,,Phone survey,2.13383746147156,Bush,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",About the same,Protestant,No,,For your candidate,Somewhat approve,Somewhat approve,Favorable,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,West,Rural,Small cities and Rural,,78611.0
1463966.0,Texas,,State,1.0,,Phone survey,2.73301792144775,Kerry,Male,White,18-24,Democrat,Conservative,"$75,000-$99,999",About the same,Catholic,No,,Against his opponent,Strongly disapprove,Strongly disapprove,Unfavorable,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,White,English,Hispanic/South,Suburbs,Suburbs,,78570.0
1463967.0,Texas,,State,1.0,,Phone survey,1.68925809860229,Bush,Male,White,65-74,Republican,Conservative,,About the same,Protestant,No,,For your candidate,Strongly approve,Strongly approve,Favorable,White male,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,,,Strongly/Somewhat approve,White,English,Houston,"City over 500,000","City over 50,000",,77025.0
1463968.0,Texas,,State,1.0,,Phone survey,2.35813617706299,Kerry,Male,White,60-64,Independent,Moderate,"$50,000-$74,999",Better today,Protestant,No,,Against his opponent,Strongly disapprove,Somewhat disapprove,Unfavorable,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,White,English,Dallas/Fort Worth,Suburbs,Suburbs,,76180.0
