ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESIN04,SENIN04,GOVIN04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,STECIN,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1521061.0,Indiana,18.0,State,1.0,Call 3,Complete,0.929270923137665,Bush,Scott,Daniels,Male,White,40-44,Independent,Moderate,"$100,000-$149,999",About the same,Protestant,No,Yes,During the last month,For your candidate,Taxes,Is a strong leader,Somewhat approve,Somewhat approve,Neither of them,Not so good,White male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,All others,White,East central,Suburbs,Suburbs,5.0,46038.0
1472684.0,Indiana,18.0,State,1.0,Call 1,Complete,1.08419501781464,Kerry,Bayh,Daniels,Male,Black,30-39,Independent,Moderate,"$100,000-$149,999",Worse today,Other Christian,Yes,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Somewhat disapprove,Somewhat approve,Only John Kerry,Not so good,Non-white male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,All others,Black,East central,Suburbs,Suburbs,5.0,46038.0
1472065.0,Indiana,9.0,State,1.0,Call 1,Complete,1.02810609340668,Bush,Bayh,Kernan,Male,White,18-24,Republican,Conservative,"Under $15,000",Worse today,Other Christian,Yes,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Good,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,South,Suburbs,Suburbs,9.0,47172.0
1472064.0,Indiana,82.0,State,1.0,Call 1,Not complete,1.08753597736359,Kerry,Bayh,Kernan,Male,White,75 or over,,,,,,,,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,,,,White male,60 or over,65 or over,65 or over,,,,,,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,All others,White,South,"City: 50,000 to 500,000","City over 50,000",8.0,47803.0
1495393.0,Indiana,70.0,National,3.0,Call 2,Complete,0.840387642383575,Bush,Scott,Daniels,Female,White,30-39,Republican,Moderate,"$50,000-$74,999",,Catholic,No,Yes,,For your candidate,,,,,,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,,,,,,,Married women,White,Northwest,Suburbs,Suburbs,2.0,46554.0
1472062.0,Indiana,45.0,State,1.0,Call 1,Complete,0.670295894145966,Bush,Scott,Daniels,Female,White,25-29,Republican,Moderate,"$30,000-$49,999",About the same,Other Christian,Yes,Yes,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Good,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,East central,Suburbs,Suburbs,6.0,46064.0
1521054.0,Indiana,52.0,State,1.0,Call 3,Complete,0.468306869268417,Kerry,Bayh,Kernan,Female,Black,25-29,Democrat,Conservative,"$30,000-$49,999",Worse today,Other Christian,Yes,No,During the last month,Omit,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Not so good,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,Black,Marion County,"City over 500,000","City over 50,000",4.0,46214.0
1521053.0,Indiana,34.0,State,1.0,Call 3,Complete,0.951497554779053,Kerry,Bayh,Kernan,Female,White,60-64,Democrat,Moderate,,Better today,Catholic,No,No,In the last three days,For your candidate,Terrorism,Cares about people like me,Somewhat approve,Strongly disapprove,Only John Kerry,Good,White female,60 or over,50-64,18-64,Democrat,,,Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,1.0,46372.0
1495299.0,Indiana,54.0,State,1.0,Call 2,Complete,1.05101919174194,Bush,Scott,Daniels,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,Yes,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Omit,Good,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Omit,Omit,All others,White,Marion County,"City over 500,000","City over 50,000",7.0,46229.0
1525717.0,Indiana,30.0,National,3.0,Call 3,Complete,0.349584311246872,Bush,Scott,Daniels,Female,,45-49,Republican,Conservative,"$100,000-$149,999",,Other Christian,Yes,Yes,,For your candidate,,,,,,,,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,All others,,,,,,,Married women,,North,Rural,Small cities and Rural,1.0,46392.0
1521050.0,Indiana,87.0,State,1.0,Call 3,Complete,0.636797904968262,Bush,Scott,Daniels,Female,White,25-29,Something Else,Liberal,"$15,000-$29,999",Worse today,None,No,,In the last three days,For your candidate,Moral values,Omit,Somewhat approve,Somewhat disapprove,Neither of them,Good,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,White,North,Rural,Small cities and Rural,5.0,46962.0
1472054.0,Indiana,26.0,National,4.0,Call 1,Complete,0.756913483142853,Bush,Scott,Daniels,Female,White,65-74,Republican,Conservative,"$75,000-$99,999",,,,No,Before that,,,,,,Only George W. Bush,,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Bush/Both,Only Bush/Neither,All others,White,North,Suburbs,Suburbs,4.0,46123.0
1495379.0,Indiana,88.0,National,1.0,Call 2,Complete,0.929351270198822,Kerry,Bayh,Kernan,Female,White,40-44,Democrat,Liberal,"$30,000-$49,999",Worse today,Protestant,No,Yes,Before that,,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,,,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,Married women,White,South,Suburbs,Suburbs,8.0,47610.0
1472045.0,Indiana,25.0,State,1.0,Call 1,Complete,1.08238983154297,Bush,Scott,Daniels,Female,White,40-44,Republican,Conservative,"$100,000-$149,999",Better today,Other Christian,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Good,White female,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,North,Suburbs,Suburbs,4.0,46123.0
1495374.0,Indiana,34.0,State,1.0,Call 2,Complete,0.601824164390564,Kerry,Bayh,Kernan,Female,Hispanic/Latino,40-44,Democrat,Moderate,"$15,000-$29,999",Worse today,Catholic,Yes,Yes,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,Somewhat disapprove,Only John Kerry,Not so good,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,Hispanic/Latino,Northwest,"City: 10,000 to 49,999",Small cities and Rural,1.0,46372.0
1472043.0,Indiana,66.0,State,1.0,Call 1,Complete,0.920015037059784,Bush,Scott,Daniels,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",About the same,Protestant,No,Yes,Before that,For your candidate,Iraq,Has clear stands on the issues,Somewhat approve,Somewhat approve,Only George W. Bush,Good,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,South,Rural,Small cities and Rural,9.0,47454.0
1472042.0,Indiana,51.0,State,1.0,Call 1,Complete,1.56102287769318,Kerry,Bayh,Kernan,Female,Black,25-29,Democrat,Moderate,"$50,000-$74,999",Better today,Mormon/LDS,No,No,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Excellent,Non-white female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,Black,Marion County,"City over 500,000","City over 50,000",7.0,46218.0
1495371.0,Indiana,54.0,State,1.0,Call 2,Complete,0.582129716873169,Kerry,Bayh,Kernan,Female,Black,30-39,Democrat,Conservative,"$30,000-$49,999",Worse today,Other Christian,Yes,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Poor,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,Black,Marion County,"City over 500,000","City over 50,000",7.0,46229.0
1472235.0,Indiana,87.0,State,1.0,Call 1,Complete,0.898922801017761,Kerry,Bayh,Daniels,Female,White,30-39,Democrat,Moderate,"$15,000-$29,999",Worse today,Something else,No,Yes,Before that,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Not so good,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,White,North,Rural,Small cities and Rural,5.0,46962.0
1495279.0,Indiana,34.0,State,1.0,Call 2,Complete,0.601824164390564,Kerry,Bayh,Kernan,Female,Hispanic/Latino,50-59,Democrat,Liberal,"$15,000-$29,999",About the same,Catholic,Yes,No,During the last month,Omit,Omit,Will bring about needed change,Somewhat approve,Somewhat disapprove,Neither of them,Not so good,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,Hispanic/Latino,Northwest,"City: 10,000 to 49,999",Small cities and Rural,1.0,46372.0
1472656.0,Indiana,82.0,State,1.0,Call 1,Complete,0.885281085968018,Bush,Scott,Kernan,Male,White,30-39,Independent,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Not so good,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,South,"City: 50,000 to 500,000","City over 50,000",8.0,47803.0
1521029.0,Indiana,72.0,State,1.0,Call 3,Complete,1.14908337593079,Kerry,Scott,Daniels,Male,White,40-44,Republican,Conservative,"$30,000-$49,999",About the same,Protestant,Yes,No,Before that,Against his opponent,Terrorism,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Only John Kerry,Not so good,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Northwest,Suburbs,Suburbs,2.0,46545.0
1472034.0,Indiana,12.0,State,1.0,Call 1,Complete,2.07875895500183,Kerry,Bayh,Daniels,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Worse today,Protestant,Yes,No,During the last month,Against his opponent,Economy/Jobs,Cares about people like me,Somewhat disapprove,Somewhat disapprove,Both of them,Not so good,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,All others,White,North,Suburbs,Suburbs,3.0,46793.0
1521023.0,Indiana,9.0,State,1.0,Call 3,Not complete,1.08629083633423,Bush,Bayh,Kernan,Male,White,30-39,,,,,,,,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,,,,White male,30-44,30-39,18-64,,,,,,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,All others,White,South,Suburbs,Suburbs,9.0,47172.0
1495184.0,Indiana,45.0,State,1.0,Call 2,Complete,1.42328763008118,Kerry,Bayh,Kernan,Female,White,60-64,Democrat,Moderate,"$15,000-$29,999",Worse today,None,No,No,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Only John Kerry,Not so good,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,East central,Suburbs,Suburbs,6.0,46064.0
1472025.0,Indiana,82.0,State,1.0,Call 1,Complete,0.932456433773041,Kerry,Bayh,Kernan,Female,White,60-64,Democrat,Liberal,,About the same,Protestant,No,Yes,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly disapprove,Strongly disapprove,Only John Kerry,Not so good,White female,60 or over,50-64,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,White,South,"City: 50,000 to 500,000","City over 50,000",8.0,47803.0
1495350.0,Indiana,30.0,National,2.0,Call 2,Complete,0.377196460962296,Bush,Scott,Daniels,Female,White,45-49,Democrat,Moderate,"Under $15,000",Worse today,Other Christian,,No,Before that,,Terrorism,Cares about people like me,Somewhat approve,Somewhat disapprove,,,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,All others,White,North,Rural,Small cities and Rural,1.0,46392.0
1472639.0,Indiana,74.0,National,1.0,Call 1,Complete,0.686617910861969,Kerry,Bayh,Kernan,Female,White,50-59,Democrat,Conservative,"$50,000-$74,999",Worse today,Catholic,No,Yes,Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,Married women,White,East central,Suburbs,Suburbs,5.0,46126.0
1523344.0,Indiana,29.0,State,1.0,Call 3,Complete,2.26207494735718,Kerry,Bayh,Kernan,Male,White,60-64,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,No,Yes,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat approve,Strongly disapprove,Both of them,Good,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,All others,White,South,Rural,Small cities and Rural,9.0,47220.0
