ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESDE04,HOUDE04,GOVDE04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1480062.0,Delaware,81.0,State,1.0,Call 2,0.501801908016205,Kerry,Donnelly,Minner,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",Worse today,Other Christian,Just today,Against his opponent,Somewhat approve,Somewhat approve,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19945.0
1479522.0,Delaware,81.0,State,1.0,Call 2,0.501801908016205,Kerry,Donnelly,Minner,Female,White,45-49,Democrat,Moderate,"$75,000-$99,999",About the same,Other Christian,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19945.0
1505180.0,Delaware,46.0,State,1.0,Call 2,0.504909634590149,Kerry,Castle,Minner,Female,,50-59,Independent,Moderate,"$75,000-$99,999",Worse today,Protestant,Before that,For your candidate,Strongly disapprove,Strongly disapprove,,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,New Castle county,Suburbs,Suburbs,1.0,19711.0
1530929.0,Delaware,4.0,State,1.0,Call 3,0.509891211986542,Kerry,Donnelly,Lee,Male,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,During the last month,Against his opponent,Somewhat disapprove,Somewhat disapprove,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Kent/Sussex counties,Suburbs,Suburbs,1.0,19977.0
1502140.0,Delaware,81.0,State,1.0,Call 2,0.510295569896698,Kerry,Donnelly,Minner,Female,White,25-29,Independent,Moderate,"$30,000-$49,999",About the same,Something else,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19945.0
1528147.0,Delaware,81.0,State,1.0,Call 3,0.510295569896698,Kerry,Donnelly,Minner,Female,White,25-29,Independent,Liberal,"$15,000-$29,999",Worse today,None,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19945.0
1477935.0,Delaware,83.0,State,1.0,Call 1,0.511451959609985,Kerry,Donnelly,Minner,Female,White,30-39,Democrat,Moderate,,Better today,Protestant,Before that,For your candidate,Strongly approve,Strongly disapprove,White female,30-44,30-39,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19968.0
1527011.0,Delaware,83.0,State,1.0,Call 3,0.511451959609985,Kerry,Donnelly,Minner,Female,White,30-39,Democrat,Liberal,"$75,000-$99,999",Better today,Something else,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19968.0
1478027.0,Delaware,83.0,State,1.0,Call 1,0.511451959609985,Kerry,Donnelly,Minner,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",Worse today,Catholic,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19968.0
1504732.0,Delaware,46.0,State,1.0,Call 2,0.522702574729919,Kerry,Donnelly,,Female,White,40-44,Independent,Liberal,"$15,000-$29,999",Worse today,Catholic,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19711.0
1480110.0,Delaware,81.0,State,1.0,Call 2,0.524419963359833,Kerry,,Lee,Male,White,18-24,Democrat,Moderate,,Omit,Catholic,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White male,18-29,18-24,18-64,Democrat,,,Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19945.0
1479382.0,Delaware,81.0,State,1.0,Call 2,0.529824495315552,Kerry,Donnelly,Minner,Male,White,50-59,Democrat,Conservative,"$15,000-$29,999",Worse today,Protestant,Before that,For your candidate,Strongly disapprove,Somewhat approve,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19945.0
1531791.0,Delaware,75.0,National,4.0,Call 3,0.530307173728943,Kerry,Donnelly,Minner,Female,White,25-29,Democrat,Liberal,"$15,000-$29,999",,,Before that,,,,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19970.0
1526387.0,Delaware,75.0,National,4.0,Call 2,0.530307173728943,Kerry,Donnelly,Minner,Female,White,25-29,Democrat,Liberal,"$15,000-$29,999",,,Before that,,,,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19970.0
1479177.0,Delaware,11.0,State,1.0,Call 1,0.535970091819763,Kerry,Donnelly,Minner,Female,Black,50-59,Democrat,Moderate,"$75,000-$99,999",About the same,Other Christian,Before that,Against his opponent,Strongly approve,Strongly disapprove,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Kent/Sussex counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19901.0
1528422.0,Delaware,11.0,State,1.0,Call 3,0.535970091819763,Kerry,Donnelly,Minner,Female,Black,50-59,Democrat,Moderate,"$50,000-$74,999",Better today,Protestant,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Kent/Sussex counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19901.0
1479614.0,Delaware,81.0,State,1.0,Call 2,0.538792550563812,Kerry,Donnelly,Minner,Male,Other,18-24,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,In the last three days,For your candidate,Strongly disapprove,Somewhat approve,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Other,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19945.0
1477975.0,Delaware,83.0,State,1.0,Call 1,0.540013432502747,Kerry,Donnelly,Minner,Male,White,30-39,Democrat,Liberal,"$150,000-$199,999",Better today,Protestant,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19968.0
1476888.0,Delaware,80.0,State,1.0,Call 1,0.542765319347382,Kerry,Donnelly,Minner,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",Worse today,Protestant,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19973.0
1477888.0,Delaware,80.0,State,1.0,Call 1,0.542765319347382,Kerry,Donnelly,Minner,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",About the same,Catholic,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19973.0
1528002.0,Delaware,80.0,State,1.0,Call 3,0.542765319347382,Kerry,Donnelly,Minner,Female,Other,40-44,Independent,Liberal,"$50,000-$74,999",Worse today,None,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Other,Kent/Sussex counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19973.0
1502862.0,Delaware,80.0,State,1.0,Call 2,0.542765319347382,Kerry,Donnelly,Minner,Female,Asian,50-59,Democrat,Moderate,"$75,000-$99,999",Worse today,Something else,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Asian,Kent/Sussex counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19973.0
1504626.0,Delaware,11.0,State,1.0,Call 2,0.543359100818634,Kerry,Castle,Lee,Female,White,18-24,Independent,Moderate,"$75,000-$99,999",About the same,Protestant,During the last month,Against his opponent,Somewhat disapprove,Somewhat disapprove,White female,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19901.0
1479114.0,Delaware,11.0,State,1.0,Call 1,0.545042097568512,Kerry,Donnelly,Minner,Female,Black,25-29,Democrat,Moderate,"$50,000-$74,999",About the same,Other Christian,During the last month,Against his opponent,Somewhat disapprove,Somewhat approve,Non-white female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,Kent/Sussex counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19901.0
1527559.0,Delaware,46.0,State,1.0,Call 3,0.5455402135849,Kerry,Donnelly,Minner,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",Better today,Protestant,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19711.0
1477843.0,Delaware,46.0,State,1.0,Call 1,0.5455402135849,Kerry,Donnelly,Minner,Female,White,30-39,Democrat,Moderate,"$75,000-$99,999",Worse today,Other Christian,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19711.0
1504122.0,Delaware,46.0,State,1.0,Call 2,0.5455402135849,Kerry,Donnelly,Minner,Female,White,40-44,Democrat,Moderate,"$100,000-$149,999",About the same,Catholic,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19711.0
1477496.0,Delaware,46.0,State,1.0,Call 1,0.5455402135849,Kerry,Donnelly,Minner,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",Better today,Catholic,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19711.0
1477262.0,Delaware,46.0,State,1.0,Call 1,0.5455402135849,Kerry,Donnelly,Minner,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",Worse today,Protestant,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19711.0
1504623.0,Delaware,46.0,State,1.0,Call 2,0.5455402135849,Kerry,Donnelly,Minner,Female,White,30-39,Democrat,Moderate,"$50,000-$74,999",About the same,Catholic,During the last month,Against his opponent,Strongly disapprove,Somewhat disapprove,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19711.0
1528417.0,Delaware,75.0,National,2.0,Call 2,0.550601959228516,Kerry,Donnelly,Minner,Male,White,30-39,Democrat,Liberal,"$15,000-$29,999",Worse today,None,Before that,,Strongly disapprove,Strongly disapprove,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19970.0
1533325.0,Delaware,75.0,National,2.0,Call 3,0.550601959228516,Kerry,Donnelly,Minner,Male,White,30-39,Democrat,Liberal,"$30,000-$49,999",Worse today,None,Before that,,Strongly disapprove,Strongly disapprove,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19970.0
1528684.0,Delaware,46.0,State,1.0,Call 3,0.554774224758148,Kerry,Donnelly,Minner,Female,White,25-29,Independent,Liberal,"$30,000-$49,999",Worse today,Something else,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19711.0
1508829.0,Delaware,4.0,State,1.0,Call 1,0.561613976955414,Kerry,Donnelly,Minner,Male,White,30-39,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,Suburbs,Suburbs,1.0,19977.0
