ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESCA04,SENCA04,PROP71CA,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECCA,COUNTACC,ARNLDJOB,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1466411.0,California,,National,1.0,,Complete,Phone survey,0.566731929779053,Kerry,Boxer,Yes,Female,White,65-74,Democrat,Moderate,No,"$15,000-$29,999",About the same,Protestant,Never,Some college/associate degree,No one does,No,,,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Coastal,"City: 50,000 to 500,000","City over 50,000",,93101.0
1466412.0,California,,National,1.0,,Complete,Phone survey,0.723117589950562,Bush,Jones,No,Male,White,40-44,Republican,Conservative,No,"Under $15,000",About the same,None,A few times a year,Some college/associate degree,No one does,No,,,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,,,Somewhat badly,,,,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Bay Area,"City: 50,000 to 500,000","City over 50,000",,94087.0
1466413.0,California,,National,1.0,,Complete,Phone survey,0.645719766616821,Kerry,Boxer,Yes,Male,White,75 or over,Democrat,Moderate,No,,Worse today,Catholic,Once a week,College graduate,No one does,No,,,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,60 or over,65 or over,65 or over,Democrat,,,Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Inland/Valley,"City: 50,000 to 500,000","City over 50,000",,95823.0
1466414.0,California,,National,1.0,,Complete,Phone survey,1.69325137138367,Kerry,Boxer,Did not vote,Male,Hispanic/Latino,18-24,Independent,Conservative,No,"$30,000-$49,999",About the same,Catholic,More than once a week,Some college/associate degree,No one does,Yes,,,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Somewhat badly,,,,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Asian,English,Coastal,"City: 50,000 to 500,000","City over 50,000",,93906.0
1466415.0,California,,National,1.0,,Complete,Phone survey,1.15134799480438,Bush,Did not vote,No,Male,White,45-49,Independent,Moderate,No,"$30,000-$49,999",About the same,Something else,Never,College graduate,No one does,No,,,Taxes,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Never,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Southern California,Suburbs,Suburbs,,92024.0
1466416.0,California,,National,1.0,,Complete,Phone survey,0.423513740301132,Bush,Boxer,Yes,Female,Hispanic/Latino,40-44,Republican,Moderate,Yes,"$30,000-$49,999",Better today,Catholic,A few times a month,Some college/associate degree,No one does,Yes,,,Health care,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,Non-white female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,Hispanic/Latino,English,Inland/Valley,"City: 50,000 to 500,000","City over 50,000",,93277.0
1466417.0,California,,National,1.0,,Complete,Phone survey,0.405496090650558,Bush,Jones,Yes,Male,White,75 or over,,Conservative,No,"$75,000-$99,999",Better today,Protestant,Once a week,Some college/associate degree,No one does,No,,,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White male,60 or over,65 or over,65 or over,,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Southern California,"City: 50,000 to 500,000","City over 50,000",,93030.0
1466418.0,California,,National,1.0,,Complete,Phone survey,0.423513740301132,Kerry,Boxer,Yes,Female,Hispanic/Latino,50-59,Democrat,Liberal,No,"$30,000-$49,999",About the same,Catholic,Never,Some college/associate degree,No one does,Yes,,,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Never,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,Hispanic/Latino,English,Los Angeles County,Suburbs,Suburbs,,91706.0
1466419.0,California,,National,1.0,,Complete,Phone survey,0.484308630228043,Bush,Jones,Did not vote,Female,White,75 or over,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Once a week,College graduate,No one does,No,,,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Los Angeles County,"City over 500,000","City over 50,000",,90710.0
1466420.0,California,,National,1.0,,Complete,Phone survey,2.29041218757629,Bush,Jones,No,Male,Hispanic/Latino,18-24,Independent,Moderate,Yes,"$15,000-$29,999",Better today,Catholic,More than once a week,Did not complete high school,No one does,Yes,,,Taxes,Is honest and trustworthy,Strongly approve,Somewhat approve,Less safe from terrorism,,,Very well,,,,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,Hispanic/Latino,English,Coastal,"City: 10,000 to 49,999",Small cities and Rural,,95482.0
1466421.0,California,,National,1.0,,Complete,Phone survey,0.405496090650558,Bush,Jones,Yes,Female,White,50-59,Republican,Conservative,No,"$200,000 or more",Better today,None,Never,College graduate,No one does,No,,,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat badly,,,,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Bay Area,"City: 50,000 to 500,000","City over 50,000",,94061.0
1466422.0,California,,National,1.0,,Complete,Phone survey,0.442895859479904,Bush,Jones,No,Male,White,75 or over,Independent,Moderate,No,"$100,000-$149,999",Better today,None,Never,College graduate,No one does,No,,,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Coastal,"City: 10,000 to 49,999",Small cities and Rural,,93446.0
1466423.0,California,,National,1.0,,Complete,Phone survey,0.492639005184174,Bush,Jones,Yes,Male,White,75 or over,Independent,Moderate,No,,About the same,Catholic,Once a week,Some college/associate degree,No one does,No,,,Moral values,Is honest and trustworthy,Somewhat approve,Strongly approve,Safer from terrorism,,,Very well,,,,White male,60 or over,65 or over,65 or over,Independent,,,Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Los Angeles County,"City: 50,000 to 500,000","City over 50,000",,90505.0
1466424.0,California,,National,1.0,,Complete,Phone survey,0.442895859479904,Bush,Jones,No,Male,White,65-74,Republican,Conservative,No,"$50,000-$74,999",About the same,Protestant,Once a week,Some college/associate degree,No one does,No,,,Moral values,Is intelligent,Strongly approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Southern California,Suburbs,Suburbs,,92071.0
1466425.0,California,,National,1.0,,Complete,Phone survey,0.604050993919373,Kerry,Boxer,Yes,Female,Hispanic/Latino,18-24,Democrat,Moderate,Yes,"Under $15,000",About the same,Other Christian,More than once a week,Postgraduate study,No one does,Yes,,,Economy/Jobs,Will bring about needed change,Somewhat approve,Strongly disapprove,Safer from terrorism,,,Somewhat badly,,,,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,College graduate,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Black,English,Inland/Valley,Rural,Small cities and Rural,,96032.0
1466426.0,California,,National,1.0,,Complete,Phone survey,1.32350957393646,Kerry,Boxer,Yes,Female,White,25-29,Democrat,Moderate,Yes,"$30,000-$49,999",About the same,Catholic,Never,Postgraduate study,No one does,No,,,Health care,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Never,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Southern California,"City over 500,000","City over 50,000",,92111.0
1466427.0,California,,National,1.0,,Complete,Phone survey,0.412039756774902,Kerry,Did not vote,Yes,Female,White,75 or over,Republican,,No,,About the same,Protestant,Once a week,High school graduate,No one does,No,,,Taxes,Omit,Strongly disapprove,Strongly disapprove,Omit,,,Omit,,,,White female,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Omit,,,,,,No one in household is union member,Voter is not union member,White,English,Bay Area,Suburbs,Suburbs,,94568.0
1466428.0,California,,National,1.0,,Complete,Phone survey,0.411474138498306,Bush,Jones,Did not vote,Female,White,50-59,Republican,Moderate,No,"$150,000-$199,999",Better today,None,Never,Some college/associate degree,No one does,No,,,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Southern California,"City: 50,000 to 500,000","City over 50,000",,92807.0
1466429.0,California,,National,1.0,,Complete,Phone survey,0.755575358867645,Kerry,Boxer,Yes,Female,White,60-64,Republican,Liberal,No,"$30,000-$49,999",Worse today,Catholic,Once a week,College graduate,No one does,No,,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Very badly,,,,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Southern California,Suburbs,Suburbs,,92240.0
1466430.0,California,,National,1.0,,Complete,Phone survey,0.492639005184174,Bush,Jones,Yes,Male,White,75 or over,Republican,Moderate,No,"$30,000-$49,999",About the same,Jewish,Never,Some college/associate degree,No one does,No,,,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,Never,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Bay Area,"City: 50,000 to 500,000","City over 50,000",,94536.0
1466431.0,California,,National,1.0,,Complete,Phone survey,0.492639005184174,Bush,Jones,Yes,Male,White,65-74,Republican,Conservative,No,"$15,000-$29,999",Worse today,Protestant,A few times a year,Some college/associate degree,No one does,No,,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Inland/Valley,Rural,Small cities and Rural,,96022.0
1466432.0,California,,National,1.0,,Complete,Phone survey,0.464497447013855,Kerry,Boxer,Did not vote,Female,White,60-64,Republican,Conservative,No,"$100,000-$149,999",About the same,Protestant,Never,Postgraduate study,No one does,No,,,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Very badly,,,,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Never,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Coastal,"City: 50,000 to 500,000","City over 50,000",,95404.0
1466433.0,California,,National,1.0,,Complete,Phone survey,1.07043206691742,Bush,Jones,No,Female,Asian,40-44,Republican,Conservative,Yes,"$75,000-$99,999",About the same,Other Christian,Once a week,College graduate,No one does,No,,,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,Non-white female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,Asian,English,Bay Area,,,,94551.0
1466434.0,California,,National,1.0,,Complete,Phone survey,0.597200810909271,Kerry,Did not vote,Yes,Female,Hispanic/Latino,25-29,Independent,Liberal,Yes,"$150,000-$199,999",About the same,Jewish,More than once a week,Some college/associate degree,No one does,Yes,,,Economy/Jobs,Will bring about needed change,Somewhat approve,Strongly disapprove,Less safe from terrorism,,,Somewhat badly,,,,Non-white female,18-29,25-29,18-64,Independent,"$50,000 or more","$100,000 or more",Jewish,All others,All others,Weekly,All others,No degree,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Los Angeles County,"City over 500,000","City over 50,000",,91344.0
1466435.0,California,,National,1.0,,Complete,Phone survey,0.768942177295685,Bush,Jones,No,Female,White,45-49,Republican,Conservative,No,"$15,000-$29,999",Better today,Protestant,More than once a week,College graduate,No one does,No,,,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Inland/Valley,Rural,Small cities and Rural,,95383.0
1466436.0,California,,National,1.0,,Complete,Phone survey,0.977092385292053,Bush,Jones,No,Female,Black,30-39,Democrat,Liberal,No,"$75,000-$99,999",About the same,Protestant,More than once a week,College graduate,"Yes, I do",No,,,Moral values,Has strong religious faith,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is union member,Black,English,Southern California,Suburbs,Suburbs,,91913.0
1466437.0,California,,National,1.0,,Complete,Phone survey,0.43867614865303,Bush,Jones,No,Female,White,75 or over,Republican,Conservative,No,"Under $15,000",About the same,None,More than once a week,High school graduate,No one does,No,,,Moral values,Omit,Strongly approve,Strongly approve,Omit,,,Very well,,,,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",None,White None,All others,Weekly,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Southern California,Suburbs,Suburbs,,92870.0
1466438.0,California,,National,1.0,,Complete,Phone survey,0.429436147212982,Kerry,Boxer,Yes,Male,White,65-74,Democrat,Moderate,No,"$100,000-$149,999",Better today,,Omit,Postgraduate study,No one does,No,,,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","$100,000 or more",,,All others,Omit,Omit,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Southern California,"City: 50,000 to 500,000","City over 50,000",,93010.0
1466439.0,California,,National,1.0,,Complete,Phone survey,0.953853130340576,Kerry,Boxer,Yes,Male,White,60-64,Independent,Moderate,No,"$100,000-$149,999",About the same,Something else,A few times a year,Postgraduate study,No one does,No,,,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Bay Area,"City: 50,000 to 500,000","City over 50,000",,95014.0
1466440.0,California,,National,1.0,,Complete,Phone survey,1.38189911842346,Other,Boxer,Yes,Male,Hispanic/Latino,18-24,Democrat,Liberal,Yes,"$50,000-$74,999",Worse today,Catholic,A few times a year,Did not complete high school,"Yes, someone else does",Yes,,,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,Non-white male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is not union member,Other,English,Bay Area,"City over 500,000","City over 50,000",,95123.0
