ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESRI04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,UNION4,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1483756.0,,93.0,State,1.0,Call 1,1.213498711586,Kerry,Male,White,65-74,Independent,Moderate,"$200,000 or more",About the same,Catholic,No one is,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,No one in household is union member,Voter is not union member,White,Warwick/Suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,2886.0
1534768.0,,82.0,State,1.0,Call 2,0.745156764984131,Kerry,Female,Black,50-59,Independent,Liberal,,Worse today,None,No one is,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,45-59,50-64,18-64,Independent,,,None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,No one in household is union member,Voter is not union member,Black,Rural/Rest of state,Rural,Small cities and Rural,1.0,2878.0
1514083.0,,93.0,State,1.0,Call 2,0.844162404537201,Kerry,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",Better today,None,"Yes, I am",No,Before that,Omit,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Someone in household is union member,Voter is union member,White,Warwick/Suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,2886.0
1514081.0,,8.0,State,1.0,Call 2,0.861024022102356,Bush,Female,White,50-59,Independent,Conservative,"$30,000-$49,999",Better today,Protestant,No one is,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,No one in household is union member,Voter is not union member,White,Rural/Rest of state,Suburbs,Suburbs,2.0,2813.0
1514080.0,,16.0,State,1.0,Call 2,1.00495529174805,Kerry,Female,White,40-44,Independent,Liberal,,Worse today,None,No one is,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,30-44,40-49,18-64,Independent,,,None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,No one in household is union member,Voter is not union member,White,Warwick/Suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,2910.0
1514073.0,,54.0,State,1.0,Call 2,1.04016768932343,Bush,Male,White,30-39,Something Else,Conservative,"Under $15,000",Better today,Catholic,"Yes, I am",No,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Someone in household is union member,Voter is union member,White,Warwick/Suburbs,Suburbs,Suburbs,1.0,2911.0
1481408.0,,25.0,State,1.0,Call 1,1.45312237739563,Kerry,Male,White,65-74,Something Else,Moderate,"$50,000-$74,999",About the same,None,"Yes, I am",No,Before that,Against his opponent,Somewhat disapprove,Somewhat disapprove,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Someone in household is union member,Voter is union member,White,Rural/Rest of state,Suburbs,Suburbs,1.0,2864.0
1479478.0,,53.0,State,1.0,Call 1,0.811694622039795,Kerry,Female,White,40-44,Democrat,Moderate,"$100,000-$149,999",Worse today,Catholic,"Yes, someone else is",No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Someone in household is union member,Voter is not union member,White,Warwick/Suburbs,Suburbs,Suburbs,1.0,2911.0
1486069.0,,48.0,State,1.0,Call 1,1.23731875419617,Kerry,Female,White,60-64,Democrat,Moderate,"$75,000-$99,999",Worse today,Protestant,No one is,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,No one in household is union member,Voter is not union member,White,Rural/Rest of state,Suburbs,Suburbs,2.0,2852.0
1516397.0,,69.0,State,1.0,Call 2,1.17481708526611,Kerry,Male,White,60-64,Democrat,Liberal,"$75,000-$99,999",Better today,Catholic,No one is,No,During the last month,For your candidate,Strongly disapprove,Somewhat disapprove,White male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,No one in household is union member,Voter is not union member,White,Providence/Industrial,"City: 50,000 to 500,000","City over 50,000",2.0,2903.0
1481735.0,,100.0,National,3.0,Call 1,1.12668144702911,Bush,Female,White,18-24,,,,,,,No,,For your candidate,,,White female,18-29,18-24,18-64,,,,,,All others,,,,,,,White,Providence/Industrial,Suburbs,Suburbs,1.0,2895.0
1481399.0,,93.0,State,1.0,Call 1,1.00793385505676,Kerry,Female,White,18-24,Democrat,Liberal,"$150,000-$199,999",Worse today,None,No one is,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,No one in household is union member,Voter is not union member,White,Warwick/Suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,2886.0
1497555.0,,16.0,State,1.0,Call 1,1.04253816604614,Kerry,Male,White,30-39,Something Else,Liberal,"$100,000-$149,999",Better today,Jewish,"Yes, I am",No,Before that,Against his opponent,Strongly disapprove,Somewhat approve,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Someone in household is union member,Voter is union member,White,Warwick/Suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,2910.0
1516378.0,,48.0,State,1.0,Call 2,0.926315069198608,Kerry,Male,White,50-59,Democrat,Liberal,"$100,000-$149,999",About the same,Catholic,No one is,No,Omit,For your candidate,Strongly disapprove,Strongly disapprove,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Omit,Omit,Somewhat/Strongly disapprove,No one in household is union member,Voter is not union member,White,Rural/Rest of state,Suburbs,Suburbs,2.0,2852.0
1514044.0,,70.0,State,1.0,Call 2,0.943615674972534,Bush,Female,White,45-49,,,,About the same,Protestant,,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,45-59,40-49,18-64,,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,Providence/Industrial,"City: 50,000 to 500,000","City over 50,000",2.0,2903.0
1535039.0,,48.0,State,1.0,Call 3,1.0272078514099099,Bush,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",About the same,Other Christian,No one is,No,Before that,Against his opponent,Somewhat disapprove,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,No one in household is union member,Voter is not union member,White,Rural/Rest of state,Suburbs,Suburbs,2.0,2852.0
1532705.0,,54.0,State,1.0,Call 3,0.767420411109924,Kerry,Female,White,50-59,Independent,Liberal,"$50,000-$74,999",About the same,None,"Yes, I am",No,Before that,For your candidate,Somewhat disapprove,Somewhat approve,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Someone in household is union member,Voter is union member,White,Warwick/Suburbs,Suburbs,Suburbs,1.0,2911.0
1479043.0,,53.0,State,1.0,Call 1,0.811694622039795,Kerry,Female,White,50-59,Independent,Moderate,"$150,000-$199,999",Better today,Catholic,"Yes, I am",No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Someone in household is union member,Voter is union member,White,Warwick/Suburbs,Suburbs,Suburbs,1.0,2911.0
1516369.0,,69.0,State,1.0,Call 2,0.817253828048706,Kerry,Female,Hispanic/Latino,30-39,Democrat,Moderate,"$75,000-$99,999",About the same,Catholic,"Yes, someone else is",Yes,During the last month,For your candidate,Strongly disapprove,Somewhat disapprove,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Someone in household is union member,Voter is not union member,Hispanic/Latino,Providence/Industrial,"City: 50,000 to 500,000","City over 50,000",2.0,2903.0
1481368.0,,42.0,State,1.0,Call 1,1.18821310997009,Bush,Female,White,30-39,Independent,Moderate,"$100,000-$149,999",Better today,Catholic,No one is,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,No one in household is union member,Voter is not union member,White,Rural/Rest of state,Suburbs,Suburbs,2.0,2882.0
1516361.0,,57.0,National,2.0,Call 2,0.894263744354248,Kerry,Male,White,65-74,Independent,Liberal,"$15,000-$29,999",About the same,Catholic,No one is,No,Just today,,Strongly disapprove,Somewhat disapprove,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,No one in household is union member,Voter is not union member,White,Providence/Industrial,Suburbs,Suburbs,1.0,2860.0
1515635.0,,8.0,State,1.0,Call 2,0.776453912258148,Kerry,Female,White,40-44,Independent,Conservative,"$50,000-$74,999",About the same,Something else,No one is,No,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,No one in household is union member,Voter is not union member,White,Rural/Rest of state,Suburbs,Suburbs,2.0,2813.0
1514026.0,,8.0,State,1.0,Call 2,0.776453912258148,Kerry,Female,White,40-44,Independent,Liberal,"$30,000-$49,999",Worse today,Something else,"Yes, someone else is",No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Someone in household is union member,Voter is not union member,White,Rural/Rest of state,Suburbs,Suburbs,2.0,2813.0
1514019.0,,16.0,State,1.0,Call 2,1.24479532241821,Kerry,Male,White,25-29,Democrat,Moderate,"$30,000-$49,999",Worse today,Catholic,"Yes, someone else is",No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Someone in household is union member,Voter is not union member,White,Warwick/Suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,2910.0
1532682.0,,57.0,National,2.0,Call 3,0.622088730335236,Kerry,Female,White,40-44,Democrat,Liberal,"$75,000-$99,999",About the same,Catholic,"Yes, I am and someone else is",No,In the last three days,,Somewhat disapprove,Strongly disapprove,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Someone in household is union member,Voter is union member,White,Providence/Industrial,Suburbs,Suburbs,1.0,2860.0
1481355.0,,25.0,State,1.0,Call 1,1.0108550786972,Kerry,Female,White,40-44,Democrat,Moderate,"$75,000-$99,999",Worse today,Protestant,No one is,No,Before that,Against his opponent,Strongly disapprove,Somewhat approve,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,No one in household is union member,Voter is not union member,White,Rural/Rest of state,Suburbs,Suburbs,1.0,2864.0
1516349.0,,48.0,State,1.0,Call 2,0.926315069198608,Kerry,Male,White,45-49,Democrat,Moderate,"$75,000-$99,999",About the same,Protestant,No one is,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,No one in household is union member,Voter is not union member,White,Rural/Rest of state,Suburbs,Suburbs,2.0,2852.0
1481345.0,,38.0,State,1.0,Call 1,1.55440413951874,Bush,Male,White,65-74,Republican,Moderate,"$30,000-$49,999",Worse today,Catholic,No one is,No,Before that,Against his opponent,Somewhat approve,Somewhat approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,No one in household is union member,Voter is not union member,White,Warwick/Suburbs,Suburbs,Suburbs,2.0,2919.0
1479011.0,,53.0,State,1.0,Call 1,1.10017740726471,Bush,Male,White,50-59,Independent,Conservative,,About the same,Catholic,"Yes, I am",No,Before that,For your candidate,Somewhat approve,Strongly approve,White male,45-59,50-64,18-64,Independent,,,Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Someone in household is union member,Voter is union member,White,Warwick/Suburbs,Suburbs,Suburbs,1.0,2911.0
1514003.0,,38.0,State,1.0,Call 2,0.82761025428772,Kerry,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",Worse today,Catholic,"Yes, I am",No,Just today,For your candidate,Strongly disapprove,Somewhat disapprove,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Someone in household is union member,Voter is union member,White,Warwick/Suburbs,Suburbs,Suburbs,2.0,2919.0
1513999.0,,93.0,State,1.0,Call 2,0.875732004642487,Kerry,Male,White,30-39,Independent,Moderate,"$200,000 or more",Better today,Protestant,No one is,No,Before that,Omit,Strongly disapprove,Somewhat disapprove,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,No one in household is union member,Voter is not union member,White,Warwick/Suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,2886.0
1516328.0,,48.0,State,1.0,Call 2,1.23731875419617,Kerry,Female,White,60-64,Independent,Moderate,"$50,000-$74,999",About the same,Other Christian,No one is,No,Before that,Omit,Somewhat disapprove,Somewhat disapprove,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,No one in household is union member,Voter is not union member,White,Rural/Rest of state,Suburbs,Suburbs,2.0,2852.0
1534989.0,,100.0,National,4.0,Call 3,1.1324657201767,Kerry,Female,White,75 or over,Democrat,Liberal,"$30,000-$49,999",,,No one is,No,Before that,,,,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,No one in household is union member,Voter is not union member,White,Providence/Industrial,Suburbs,Suburbs,1.0,2895.0
1516316.0,,100.0,National,3.0,Call 2,0.847817122936249,Kerry,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",,Catholic,,No,,Against his opponent,,,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,,,,,,,White,Providence/Industrial,Suburbs,Suburbs,1.0,2895.0
1485985.0,,48.0,State,1.0,Call 1,1.23731875419617,Kerry,Female,White,65-74,Democrat,Liberal,"$75,000-$99,999",About the same,Catholic,No one is,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,No one in household is union member,Voter is not union member,White,Rural/Rest of state,Suburbs,Suburbs,2.0,2852.0
1478980.0,,53.0,State,1.0,Call 1,0.842050015926361,Kerry,Male,Hispanic/Latino,40-44,Democrat,Moderate,"$100,000-$149,999",Better today,Catholic,No one is,Yes,Before that,For your candidate,Somewhat approve,Strongly disapprove,Non-white male,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,No one in household is union member,Voter is not union member,White,Warwick/Suburbs,Suburbs,Suburbs,1.0,2911.0
1514255.0,,55.0,State,1.0,Call 2,1.50892853736877,Bush,Female,Black,50-59,Independent,Conservative,"$100,000-$149,999",About the same,Catholic,"Yes, I am",No,During the last month,For your candidate,Somewhat approve,Somewhat disapprove,Non-white female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Someone in household is union member,Voter is union member,Black,Rural/Rest of state,Suburbs,Suburbs,1.0,2896.0
1513967.0,,55.0,State,1.0,Call 2,1.33983623981476,Bush,Male,White,50-59,Republican,Moderate,"$150,000-$199,999",Better today,Other Christian,"Yes, someone else is",No,Just today,Against his opponent,Somewhat disapprove,Strongly disapprove,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Someone in household is union member,Voter is not union member,White,Rural/Rest of state,Suburbs,Suburbs,1.0,2896.0
1484155.0,,69.0,State,1.0,Call 1,1.01229751110077,Kerry,Male,White,25-29,Independent,Liberal,"$75,000-$99,999",Worse today,None,No one is,No,During the last month,Against his opponent,Strongly disapprove,Somewhat approve,White male,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,No one in household is union member,Voter is not union member,White,Providence/Industrial,"City: 50,000 to 500,000","City over 50,000",2.0,2903.0
1513963.0,,54.0,State,1.0,Call 2,1.04016768932343,Bush,Male,White,45-49,Democrat,Liberal,"$200,000 or more",Better today,Catholic,"Yes, someone else is",No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Someone in household is union member,Voter is not union member,White,Warwick/Suburbs,Suburbs,Suburbs,1.0,2911.0
1532626.0,,54.0,State,1.0,Call 3,1.38939654827118,Bush,Female,White,65-74,Democrat,Moderate,"Under $15,000",About the same,Other Christian,No one is,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,No one in household is union member,Voter is not union member,White,Warwick/Suburbs,Suburbs,Suburbs,1.0,2911.0
1483631.0,,93.0,State,1.0,Call 1,1.18511581420898,Kerry,,White,65-74,Democrat,Moderate,"$15,000-$29,999",About the same,None,"Yes, I am",No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Someone in household is union member,Voter is union member,White,Warwick/Suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,2886.0
