ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESSC04,SENSC04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,VETVOTER,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,ISS04SC,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1521461.0,South Carolina,124.0,State,1.0,Call 3,Complete,0.618151903152466,Kerry,Tenenbaum,Female,White,18-24,Democrat,Liberal,"$50,000-$74,999",About the same,Catholic,No,No,Before that,Against his opponent,Omit,Will bring about needed change,Strongly disapprove,Somewhat approve,Only John Kerry,Taxes,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,White,Midlands,"City: 50,000 to 500,000","City over 50,000",6.0,29061.0
1477708.0,South Carolina,90.0,State,1.0,Call 1,Complete,0.534081757068634,Bush,DeMint,Male,White,30-39,Something Else,Moderate,"$30,000-$49,999",Worse today,Other Christian,Yes,Yes,Sometime last week,For your candidate,Omit,Has clear stands on the issues,Strongly approve,Somewhat approve,Only George W. Bush,Economy/Jobs,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Low Country,Rural,Small cities and Rural,2.0,29936.0
1521455.0,South Carolina,44.0,State,1.0,Call 3,Complete,1.18323361873627,Bush,DeMint,Female,White,18-24,Republican,Moderate,"Under $15,000",Worse today,Protestant,Yes,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Taxes,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Pee Dee,Rural,Small cities and Rural,5.0,29069.0
1522474.0,South Carolina,135.0,State,1.0,Call 3,Complete,1.06761038303375,Bush,DeMint,Female,White,25-29,Independent,Moderate,"$50,000-$74,999",Worse today,Protestant,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Only George W. Bush,Omit,White female,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Piedmont,"City: 10,000 to 49,999",Small cities and Rural,4.0,29306.0
1521451.0,South Carolina,48.0,State,1.0,Call 3,Complete,1.12218964099884,Kerry,Tenenbaum,Female,Black,45-49,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,Yes,No,Before that,Against his opponent,Omit,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Neither of them,Education,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Black,Low Country,Suburbs,Suburbs,1.0,29485.0
1497143.0,South Carolina,115.0,National,4.0,Call 2,Complete,1.00754368305206,Kerry,Tenenbaum,Female,Black,18-24,Democrat,Moderate,"Under $15,000",,,,,Before that,,,,,,Only John Kerry,,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,Black,Midlands,"City: 10,000 to 49,999",Small cities and Rural,6.0,29115.0
1526307.0,South Carolina,47.0,State,1.0,Call 3,Complete,1.90639793872833,Kerry,Tenenbaum,Male,Black,40-44,Democrat,Moderate,"Under $15,000",Better today,Other Christian,Yes,No,Just today,Against his opponent,Economy/Jobs,Cares about people like me,Somewhat approve,Somewhat disapprove,Only John Kerry,Foreign trade,Non-white male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Low Country,Suburbs,Suburbs,6.0,29448.0
1522466.0,South Carolina,98.0,State,1.0,Call 3,Complete,1.21882748603821,Bush,DeMint,Female,White,40-44,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,No,No,During the last month,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Somewhat approve,Only George W. Bush,Taxes,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Midlands,Suburbs,Suburbs,2.0,29033.0
1498897.0,South Carolina,98.0,State,1.0,Call 2,Complete,1.30014050006866,Bush,DeMint,Male,White,45-49,Republican,Liberal,"$50,000-$74,999",Better today,Protestant,No,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Strongly approve,Only George W. Bush,Economy/Jobs,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Midlands,Suburbs,Suburbs,2.0,29033.0
1523426.0,South Carolina,51.0,State,1.0,Call 3,Complete,1.08402931690216,Bush,DeMint,Female,White,60-64,Republican,Moderate,"$75,000-$99,999",Better today,Protestant,No,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Economy/Jobs,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Pee Dee,"City: 10,000 to 49,999",Small cities and Rural,6.0,29505.0
1477690.0,South Carolina,120.0,National,1.0,Call 1,Complete,1.6325159072876,Bush,DeMint,Male,White,45-49,Republican,Conservative,"$15,000-$29,999",About the same,Other Christian,No,No,Before that,,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat approve,,,White male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,Piedmont,Suburbs,Suburbs,3.0,29642.0
1477689.0,South Carolina,92.0,State,1.0,Call 1,Complete,0.884912252426147,Kerry,Tenenbaum,Male,White,30-39,Democrat,Moderate,"$30,000-$49,999",About the same,Other Christian,Yes,No,During the last month,Against his opponent,Education,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Both of them,Taxes,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Piedmont,Rural,Small cities and Rural,3.0,29325.0
1497131.0,South Carolina,120.0,National,1.0,Call 2,Complete,1.5756698846817,Bush,Tenenbaum,Female,White,65-74,Republican,Conservative,"$75,000-$99,999",About the same,Catholic,No,No,Before that,,Moral values,Has clear stands on the issues,Somewhat approve,Strongly approve,,,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,Piedmont,Suburbs,Suburbs,3.0,29642.0
1522458.0,South Carolina,79.0,State,1.0,Call 3,Complete,1.41995561122894,Bush,DeMint,Female,Black,30-39,Something Else,Conservative,"$30,000-$49,999",About the same,,Yes,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Omit,Non-white female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Black,Piedmont,"City: 10,000 to 49,999",Small cities and Rural,3.0,29649.0
1501988.0,South Carolina,86.0,State,1.0,Call 2,Complete,0.938458144664764,,Tenenbaum,Female,White,50-59,Democrat,Moderate,"$100,000-$149,999",About the same,Other Christian,Yes,No,Before that,Against his opponent,Iraq,Is a strong leader,Strongly disapprove,Strongly disapprove,Only John Kerry,Health care,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Pee Dee,Suburbs,Suburbs,1.0,29566.0
1477679.0,South Carolina,55.0,National,2.0,Call 1,Complete,1.00371563434601,Kerry,Tenenbaum,Male,Black,30-39,Democrat,Moderate,"$50,000-$74,999",About the same,Other Christian,No,No,Before that,,Education,Is a strong leader,Strongly disapprove,Somewhat disapprove,,,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,Black,Pee Dee,"City: 10,000 to 49,999",Small cities and Rural,6.0,29505.0
1475306.0,South Carolina,81.0,State,1.0,Call 1,Not complete,1.08402931690216,Bush,DeMint,Female,White,65-74,,,,,,,,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,,,,White female,60 or over,65 or over,65 or over,,,,,,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,White,Pee Dee,Suburbs,Suburbs,1.0,29566.0
1482531.0,South Carolina,95.0,State,1.0,Call 1,Complete,1.09936368465424,Bush,DeMint,Female,White,45-49,Republican,Conservative,"$50,000-$74,999",Better today,Other Christian,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Health care,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Pee Dee,Rural,Small cities and Rural,5.0,29010.0
1501973.0,South Carolina,86.0,State,1.0,Call 2,Complete,0.705548167228699,Kerry,Tenenbaum,Female,White,50-59,Something Else,Moderate,"$50,000-$74,999",Worse today,None,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Neither of them,Taxes,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Pee Dee,Suburbs,Suburbs,1.0,29566.0
1498870.0,South Carolina,95.0,State,1.0,Call 2,Complete,1.31879127025604,Bush,Tenenbaum,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",Better today,None,No,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Only George W. Bush,Taxes,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Pee Dee,Rural,Small cities and Rural,5.0,29010.0
1497102.0,South Carolina,135.0,State,1.0,Call 2,Complete,1.17903923988342,Bush,DeMint,Male,White,40-44,Republican,,"$50,000-$74,999",Better today,Other Christian,,No,Before that,Against his opponent,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Taxes,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Piedmont,"City: 10,000 to 49,999",Small cities and Rural,4.0,29306.0
1497101.0,South Carolina,131.0,State,1.0,Call 2,Complete,0.400592744350433,Kerry,Tenenbaum,Male,Black,18-24,Democrat,Moderate,"$50,000-$74,999",Better today,Other Christian,Yes,No,During the last month,For your candidate,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Only John Kerry,Economy/Jobs,Non-white male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Midlands,Suburbs,Suburbs,2.0,29223.0
1477656.0,South Carolina,86.0,State,1.0,Call 1,Complete,0.963286519050598,Kerry,Tenenbaum,Female,White,60-64,Independent,Moderate,"$75,000-$99,999",About the same,Protestant,No,No,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Both of them,Economy/Jobs,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Pee Dee,Suburbs,Suburbs,1.0,29566.0
1522427.0,South Carolina,24.0,State,1.0,Call 3,Complete,0.781837940216064,Kerry,Tenenbaum,Male,White,40-44,Democrat,Moderate,"$50,000-$74,999",About the same,None,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Only John Kerry,Taxes,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Low Country,"City: 50,000 to 500,000","City over 50,000",1.0,29406.0
1521396.0,South Carolina,124.0,State,1.0,Call 3,Not complete,1.94254553318024,Bush,DeMint,Male,White,65-74,,,,,,,,Omit,Omit,Omit,Omit,Strongly approve,,,,White male,60 or over,65 or over,65 or over,,,,,,All others,All others,Strongly/Somewhat approve,Omit,Omit,,,,White,Midlands,"City: 50,000 to 500,000","City over 50,000",6.0,29061.0
1497090.0,South Carolina,81.0,State,1.0,Call 2,Complete,0.846954822540283,Bush,DeMint,Male,White,50-59,Republican,Conservative,"$15,000-$29,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Social Security,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Pee Dee,Suburbs,Suburbs,1.0,29566.0
1521394.0,South Carolina,81.0,State,1.0,Call 3,Complete,0.966540992259979,Kerry,Tenenbaum,Male,Black,30-39,Independent,Conservative,"$50,000-$74,999",About the same,Other Christian,No,No,During the last month,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Somewhat approve,Only John Kerry,Economy/Jobs,Non-white male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,Black,Pee Dee,Suburbs,Suburbs,1.0,29566.0
1501949.0,South Carolina,86.0,State,1.0,Call 2,Complete,0.831555664539337,Bush,DeMint,Male,White,45-49,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Only George W. Bush,Taxes,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Pee Dee,Suburbs,Suburbs,1.0,29566.0
1477643.0,South Carolina,13.0,National,4.0,Call 1,Not complete,1.12289881706238,Kerry,Tenenbaum,Female,Black,60-64,,,,,,,,Before that,,,,,,Only John Kerry,,Non-white female,60 or over,50-64,18-64,,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,Black,Midlands,Rural,Small cities and Rural,6.0,29003.0
1521391.0,South Carolina,44.0,State,1.0,Call 3,Complete,1.33062958717346,Bush,Tenenbaum,Female,White,18-24,Independent,Conservative,"$15,000-$29,999",Better today,Other Christian,No,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Education,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Pee Dee,Rural,Small cities and Rural,5.0,29069.0
1522413.0,South Carolina,120.0,National,1.0,Call 3,Complete,1.36226975917816,Kerry,DeMint,Female,White,18-24,Independent,Liberal,"$75,000-$99,999",About the same,Other Christian,Yes,No,Before that,,Economy/Jobs,Has strong religious faith,Somewhat disapprove,Strongly disapprove,,,White female,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,White,Piedmont,Suburbs,Suburbs,3.0,29642.0
1498843.0,South Carolina,57.0,National,2.0,Call 2,Complete,1.12416696548462,Bush,DeMint,Female,White,50-59,Republican,Conservative,"$100,000-$149,999",Better today,Mormon/LDS,No,No,Before that,,Moral values,Is honest and trustworthy,Strongly approve,Somewhat approve,,,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,Low Country,"City: 10,000 to 49,999",Small cities and Rural,1.0,29440.0
1521384.0,South Carolina,13.0,National,2.0,Call 3,Complete,1.35946142673492,Bush,DeMint,Female,White,30-39,Independent,Moderate,"$50,000-$74,999",About the same,Something else,Yes,Yes,Before that,,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,,,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,Midlands,Rural,Small cities and Rural,6.0,29003.0
1522405.0,South Carolina,79.0,State,1.0,Call 3,Complete,1.12615489959717,Bush,DeMint,Female,White,50-59,Independent,Conservative,"$75,000-$99,999",About the same,Protestant,No,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Somewhat approve,Only George W. Bush,Omit,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Piedmont,"City: 10,000 to 49,999",Small cities and Rural,3.0,29649.0
