ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESOH04,SENOH04,ISS1OH,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECOH,COUNTACC,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,ATTEND2,ATTREL,RELGCONS,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1502016.0,Ohio,42.0,State,1.0,Call 2,Complete,0.779132068157196,Kerry,Voinovich,No,Male,White,25-29,Democrat,Moderate,No,"Under $15,000",Worse today,Other Christian,Never,No,Did not complete high school,"Yes, someone else does",No,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,Somewhat confident,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,Central,Suburbs,Suburbs,7.0,43213.0
1475340.0,Ohio,2.0,State,1.0,Call 1,Complete,0.672200858592987,Bush,Fingerhut,Yes,Female,White,50-59,Democrat,Moderate,No,"$30,000-$49,999",About the same,Protestant,More than once a week,Yes,Some college/associate degree,"Yes, someone else does",Yes,During the last month,For your candidate,Moral values,Has strong religious faith,Somewhat disapprove,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat badly,About the same,Not so good,Very confident,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Southwest,Rural,Small cities and Rural,2.0,45697.0
1502010.0,Ohio,23.0,State,1.0,Call 2,Complete,0.74065226316452,Kerry,Voinovich,No,Female,White,45-49,Independent,Liberal,No,"$75,000-$99,999",Worse today,Catholic,Once a week,No,Postgraduate study,No one does,Yes,During the last month,Against his opponent,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Poor,Not very confident,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not very/Not at all confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Cuyahoga County,Suburbs,Suburbs,14.0,44139.0
1502217.0,Ohio,11.0,National,2.0,Call 1,Complete,1.2736622095108,Bush,Voinovich,Yes,Male,White,60-64,Republican,Conservative,No,"$30,000-$49,999",Better today,None,Never,No,High school graduate,No one does,Yes,Before that,,Taxes,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,White male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,All others,Never,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,All others,White,Cuyahoga County,Suburbs,Suburbs,11.0,44146.0
1526313.0,Ohio,49.0,State,1.0,Call 3,Complete,1.82090377807617,Bush,,Yes,Female,White,60-64,Republican,Moderate,No,"Under $15,000",Better today,Protestant,A few times a month,Yes,High school graduate,No one does,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,Very confident,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,Protestants/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Southwest,Suburbs,Suburbs,2.0,45244.0
1475333.0,Ohio,27.0,State,1.0,Call 1,Complete,0.826915323734283,Bush,Voinovich,Yes,Female,White,50-59,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,Once a week,No,,No one does,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Somewhat confident,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Weekly,Protestants/Weekly,All others,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Northwest,Rural,Small cities and Rural,9.0,44839.0
1502000.0,Ohio,100.0,State,1.0,Call 2,Complete,0.703457415103912,Kerry,Fingerhut,Yes,Male,White,50-59,Independent,Moderate,No,"$30,000-$49,999",Worse today,Catholic,Once a week,No,Some college/associate degree,"Yes, I do",Yes,Before that,For your candidate,Economy/Jobs,Cares about people like me,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat badly,Worse today,Not so good,Somewhat confident,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,5.0,44830.0
1501999.0,Ohio,9.0,State,1.0,Call 2,Complete,0.795710980892181,Bush,Voinovich,Yes,Female,White,50-59,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,More than once a week,Yes,Some college/associate degree,"Yes, I do",Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Good,Very confident,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Married women,White,Southwest,Suburbs,Suburbs,2.0,45106.0
1501998.0,Ohio,88.0,National,4.0,Call 2,Complete,0.552858650684357,Kerry,Fingerhut,Yes,Male,Black,18-24,Democrat,Moderate,,"Under $15,000",,,,,Some college/associate degree,No one does,No,Before that,,,,,,,Only John Kerry,Only John Kerry,,Worse today,,,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,Southwest,Suburbs,Suburbs,8.0,45431.0
1477692.0,Ohio,63.0,National,4.0,Call 1,Complete,0.909284055233002,Bush,Voinovich,Yes,Male,White,50-59,Republican,Moderate,,"$75,000-$99,999",,,,,Some college/associate degree,No one does,Yes,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,About the same,,,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",,,,,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Suburbs,Suburbs,2.0,45241.0
1477691.0,Ohio,54.0,State,1.0,Call 1,Complete,0.839339137077332,Bush,Voinovich,Yes,Male,White,50-59,Independent,Conservative,No,"$100,000-$149,999",Better today,Protestant,Once a week,Yes,College graduate,No one does,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only John Kerry,Somewhat well,Better today,Not so good,Very confident,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Suburbs,Suburbs,1.0,45241.0
1526297.0,Ohio,47.0,State,1.0,Call 2,Complete,0.336645483970642,Kerry,Fingerhut,No,Female,White,50-59,Independent,Liberal,No,"$30,000-$49,999",Worse today,Protestant,A few times a year,No,Postgraduate study,No one does,No,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Somewhat confident,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Central,Rural,Small cities and Rural,18.0,43725.0
1475313.0,Ohio,119.0,State,1.0,Call 1,Complete,0.992986798286438,Kerry,Fingerhut,,Male,Black,30-39,Democrat,Moderate,Yes,"$15,000-$29,999",Worse today,Other Christian,A few times a year,No,High school graduate,No one does,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Somewhat confident,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,16.0,44691.0
1477674.0,Ohio,118.0,State,1.0,Call 1,Complete,1.50616717338562,Bush,Voinovich,Yes,Female,White,45-49,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,More than once a week,Yes,High school graduate,No one does,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Very confident,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Northeast,Rural,Small cities and Rural,16.0,44270.0
1521414.0,Ohio,33.0,State,1.0,Call 3,Complete,0.909284055233002,Bush,Voinovich,Yes,Male,White,40-44,Republican,Conservative,No,"$15,000-$29,999",Better today,None,Never,No,College graduate,No one does,No,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Worse today,Good,Very confident,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,All others,Never,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Central,"City over 500,000","City over 50,000",15.0,43229.0
1501965.0,Ohio,78.0,State,1.0,Call 2,Complete,1.25389897823334,Bush,Voinovich,Yes,Female,White,65-74,Independent,Moderate,No,"$15,000-$29,999",About the same,Protestant,Once a week,Yes,Some college/associate degree,No one does,No,Before that,Against his opponent,Terrorism,Cares about people like me,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,Somewhat confident,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Northeast,Suburbs,Suburbs,6.0,44512.0
1501964.0,Ohio,11.0,National,3.0,Call 1,Complete,1.09010624885559,Bush,Voinovich,No,Female,White,65-74,Democrat,Liberal,,"Under $15,000",,None,Never,No,,,No,,Against his opponent,,,,,,,,,,,Somewhat confident,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Never,All others,All others,,,,,,,Very/somewhat confident,,,,,,,All others,White,Cuyahoga County,Suburbs,Suburbs,11.0,44146.0
1506821.0,Ohio,105.0,State,1.0,Call 2,Complete,0.686137616634369,Kerry,Fingerhut,No,Male,White,25-29,Democrat,Liberal,Yes,"$30,000-$49,999",About the same,Catholic,A few times a year,No,High school graduate,"Yes, I do and someone else does",No,Before that,Against his opponent,Health care,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Neither of them,Very badly,About the same,Not so good,Somewhat confident,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Northeast,Suburbs,Suburbs,13.0,44333.0
1526264.0,Ohio,74.0,State,1.0,Call 3,Complete,0.615975558757782,Kerry,Voinovich,No,Male,Black,50-59,Democrat,Moderate,No,"$50,000-$74,999",About the same,Protestant,A few times a year,No,High school graduate,"Yes, I do",No,Before that,For your candidate,Health care,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only John Kerry,Somewhat badly,About the same,Not so good,Somewhat confident,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,Protestants/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,Black,Northwest,"City: 50,000 to 500,000","City over 50,000",9.0,43607.0
1494141.0,Ohio,48.0,National,3.0,Call 1,Complete,2.8115119934082,Bush,Voinovich,Yes,Female,White,45-49,Republican,Conservative,,"$30,000-$49,999",,Other Christian,More than once a week,Yes,,,Yes,,For your candidate,,,,,,,,,,,Very confident,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,,,,,,,Very/somewhat confident,,,,,,,Married women,White,Central,Rural,Small cities and Rural,18.0,43723.0
