ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESCT04,SENCT04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,TERRWORR,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,TERWORR2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1474413.0,Connecticut,48.0,State,1.0,Call 1,0.332914024591446,Kerry,Dodd,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",About the same,Protestant,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Very worried,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Connecticut valley,"City: 50,000 to 500,000","City over 50,000",3.0,6460.0
1528071.0,Connecticut,37.0,State,1.0,Call 3,1.07001435756683,Kerry,Orchulli,Female,Hispanic/Latino,40-44,Republican,Conservative,"$100,000-$149,999",Better today,Protestant,Yes,Just today,Against his opponent,Somewhat disapprove,Somewhat disapprove,Somewhat worried,Non-white female,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/Somewhat worried,White,East/West rural,Rural,Small cities and Rural,5.0,6791.0
1472078.0,Connecticut,48.0,State,1.0,Call 1,0.50793319940567,Kerry,Orchulli,Male,Black,30-39,Democrat,Moderate,"$100,000-$149,999",Better today,Other Christian,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Connecticut valley,"City: 50,000 to 500,000","City over 50,000",3.0,6460.0
1497740.0,Connecticut,32.0,State,1.0,Call 2,1.48977982997894,Kerry,Dodd,Female,Other,50-59,Democrat,Moderate,"$15,000-$29,999",Worse today,Protestant,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Not too worried,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Other,"Large cities, not Stamford","City: 50,000 to 500,000","City over 50,000",1.0,6106.0
1472072.0,Connecticut,1.0,State,1.0,Call 1,1.17013907432556,Kerry,Orchulli,Female,White,60-64,Democrat,,,Worse today,Catholic,,Before that,Omit,Strongly approve,Strongly disapprove,Somewhat worried,White female,60 or over,50-64,18-64,Democrat,,,Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Connecticut valley,Suburbs,Suburbs,3.0,6401.0
1525729.0,Connecticut,50.0,State,1.0,Call 3,0.915951251983643,Kerry,Dodd,Female,White,50-59,Independent,Moderate,"$15,000-$29,999",Worse today,Catholic,No,Before that,Against his opponent,Omit,Strongly disapprove,Not too worried,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,White,East/West rural,Suburbs,Suburbs,2.0,6370.0
1497732.0,Connecticut,22.0,State,1.0,Call 2,0.628052353858948,Kerry,Did not vote,Female,White,18-24,Democrat,Moderate,"Under $15,000",Worse today,Catholic,No,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,Somewhat worried,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Coastal/NY suburbs,"City: 50,000 to 500,000","City over 50,000",4.0,6824.0
1497569.0,Connecticut,24.0,State,1.0,Call 2,0.77892678976059,Kerry,Dodd,Female,White,50-59,Republican,Moderate,"$100,000-$149,999",Better today,Catholic,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Not at all worried,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,White,Connecticut valley,Suburbs,Suburbs,1.0,6033.0
1497728.0,Connecticut,42.0,National,3.0,Call 2,0.532949924468994,Kerry,Dodd,Female,White,50-59,Democrat,Moderate,"$15,000-$29,999",,Protestant,No,,For your candidate,,,,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,,White,Connecticut valley,Suburbs,Suburbs,5.0,6450.0
1528055.0,Connecticut,32.0,State,1.0,Call 3,0.83517062664032,,Dodd,Female,Black,45-49,Democrat,Liberal,"$30,000-$49,999",Worse today,Catholic,,During the last month,Omit,Somewhat disapprove,Strongly disapprove,Very worried,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,"Large cities, not Stamford","City: 50,000 to 500,000","City over 50,000",1.0,6106.0
1472059.0,Connecticut,92.0,State,1.0,Call 1,1.62647640705109,Kerry,Dodd,Male,White,60-64,Democrat,Moderate,"Under $15,000",Worse today,Catholic,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,Somewhat worried,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,"Large cities, not Stamford",Suburbs,Suburbs,3.0,6516.0
1474383.0,Connecticut,51.0,National,3.0,Call 1,0.775443196296692,Kerry,Dodd,Female,White,65-74,Democrat,Liberal,"$30,000-$49,999",,Protestant,No,,For your candidate,,,,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,,White,Connecticut valley,Suburbs,Suburbs,3.0,6770.0
1528142.0,Connecticut,48.0,State,1.0,Call 3,0.25671797990799,Kerry,,Female,White,18-24,Republican,Liberal,,Worse today,Catholic,,In the last three days,Omit,Somewhat disapprove,Omit,Somewhat worried,White female,18-29,18-24,18-64,Republican,,,Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Omit,Very/Somewhat worried,White,Connecticut valley,"City: 50,000 to 500,000","City over 50,000",3.0,6460.0
1472044.0,Connecticut,11.0,State,1.0,Call 1,1.27600455284119,Bush,Orchulli,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",About the same,Protestant,,Before that,For your candidate,Somewhat approve,Strongly approve,Somewhat worried,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,White,East/West rural,Rural,Small cities and Rural,2.0,6234.0
1497704.0,Connecticut,48.0,State,1.0,Call 2,0.448800176382065,Bush,Dodd,Female,White,18-24,Independent,Moderate,"$75,000-$99,999",Worse today,None,No,Before that,For your candidate,Somewhat approve,Somewhat approve,Very worried,White female,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,White,Connecticut valley,"City: 50,000 to 500,000","City over 50,000",3.0,6460.0
1472040.0,Connecticut,10.0,State,1.0,Call 1,0.968794584274292,Kerry,Dodd,Female,White,30-39,Independent,Liberal,"$100,000-$149,999",About the same,Catholic,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Somewhat worried,White female,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,East/West rural,Suburbs,Suburbs,5.0,6804.0
1472039.0,Connecticut,32.0,State,1.0,Call 1,1.71569013595581,Kerry,Dodd,Male,Hispanic/Latino,18-24,Democrat,Moderate,"$50,000-$74,999",About the same,Protestant,Yes,Sometime last week,For your candidate,Strongly disapprove,Somewhat disapprove,Very worried,Non-white male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/Somewhat worried,Hispanic/Latino,"Large cities, not Stamford","City: 50,000 to 500,000","City over 50,000",1.0,6106.0
1486035.0,Connecticut,24.0,State,1.0,Call 1,0.77892678976059,Kerry,Dodd,Female,White,45-49,Independent,Liberal,"$100,000-$149,999",Worse today,Catholic,No,Just today,Against his opponent,Strongly disapprove,Strongly disapprove,Somewhat worried,White female,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Connecticut valley,Suburbs,Suburbs,1.0,6033.0
1497697.0,Connecticut,93.0,State,1.0,Call 2,1.00746881961823,Kerry,Dodd,Male,White,18-24,Democrat,Liberal,"$50,000-$74,999",Worse today,Jewish,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Very worried,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Coastal/NY suburbs,Suburbs,Suburbs,4.0,6880.0
1472033.0,Connecticut,48.0,State,1.0,Call 1,0.49270436167717,Kerry,Orchulli,Male,White,45-49,Independent,Moderate,"$50,000-$74,999",About the same,Something else,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Somewhat worried,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Connecticut valley,"City: 50,000 to 500,000","City over 50,000",3.0,6460.0
1474365.0,Connecticut,93.0,State,1.0,Call 1,0.94192910194397,Kerry,Dodd,Male,White,30-39,Independent,Moderate,"$150,000-$199,999",About the same,Protestant,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,Somewhat worried,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Coastal/NY suburbs,Suburbs,Suburbs,4.0,6880.0
1528021.0,Connecticut,48.0,State,1.0,Call 3,0.332914024591446,Kerry,Dodd,Male,White,45-49,Democrat,Conservative,"$100,000-$149,999",About the same,Catholic,,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Very worried,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Connecticut valley,"City: 50,000 to 500,000","City over 50,000",3.0,6460.0
1497380.0,Connecticut,22.0,State,1.0,Call 2,0.899525701999664,Kerry,Dodd,Male,White,18-24,Democrat,Liberal,,About the same,Catholic,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Not too worried,White male,18-29,18-24,18-64,Democrat,,,Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,White,Coastal/NY suburbs,"City: 50,000 to 500,000","City over 50,000",4.0,6824.0
1525685.0,Connecticut,1.0,State,1.0,Call 3,0.794199883937836,Kerry,Dodd,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Worse today,Catholic,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Somewhat worried,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,Connecticut valley,Suburbs,Suburbs,3.0,6401.0
1472019.0,Connecticut,1.0,State,1.0,Call 1,0.815085828304291,Kerry,Dodd,Female,Black,65-74,Democrat,,"Under $15,000",About the same,Protestant,No,Before that,For your candidate,Omit,Strongly disapprove,Very worried,Non-white female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Black,Connecticut valley,Suburbs,Suburbs,3.0,6401.0
1472017.0,Connecticut,92.0,State,1.0,Call 1,1.62647640705109,Kerry,Dodd,Male,White,60-64,Democrat,Liberal,"$50,000-$74,999",Worse today,Other Christian,,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Very worried,White male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,White,"Large cities, not Stamford",Suburbs,Suburbs,3.0,6516.0
1530341.0,Connecticut,42.0,National,3.0,Call 3,0.532949924468994,Kerry,Dodd,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",,Catholic,No,,Against his opponent,,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,,,,,,White,Connecticut valley,Suburbs,Suburbs,5.0,6450.0
1525673.0,Connecticut,50.0,State,1.0,Call 3,1.20640420913696,Bush,Orchulli,Male,Hispanic/Latino,45-49,Republican,Conservative,"$150,000-$199,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,Somewhat worried,Non-white male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Hispanic/Latino,East/West rural,Suburbs,Suburbs,2.0,6370.0
1476675.0,Connecticut,37.0,State,1.0,Call 1,0.797895491123199,Bush,Did not vote,Male,White,45-49,Republican,Conservative,"$200,000 or more",Better today,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,Not too worried,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,White,East/West rural,Rural,Small cities and Rural,5.0,6791.0
1525666.0,Connecticut,77.0,State,1.0,Call 3,0.923459947109222,Kerry,Dodd,Male,White,30-39,Democrat,Moderate,"$100,000-$149,999",Worse today,Catholic,No,Before that,For your candidate,Strongly disapprove,Somewhat approve,Somewhat worried,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,White,Coastal/NY suburbs,Suburbs,Suburbs,2.0,6378.0
1529183.0,Connecticut,51.0,National,4.0,Call 3,0.834936439990997,Kerry,Dodd,Male,White,65-74,Democrat,Liberal,"$50,000-$74,999",,,No,Before that,,,,Somewhat worried,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Very/Somewhat worried,White,Connecticut valley,Suburbs,Suburbs,3.0,6770.0
