ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESMN04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,TERRWORR,STECMN,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,TERWORR2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1492291.0,Minnesota,40.0,State,1.0,Call 1,Complete,1.11795604228973,Bush,Female,White,40-44,Democrat,Moderate,No,"$150,000-$199,999",Better today,Catholic,Once a week,College graduate,No one does,Yes,During the last month,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Very worried,Good,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Minneapolis/St. Paul area,"City: 50,000 to 500,000","City over 50,000",3.0,55441.0
1492290.0,Minnesota,85.0,State,1.0,Call 1,Complete,1.22004675865173,Bush,Male,White,60-64,Republican,Conservative,No,"$75,000-$99,999",About the same,Protestant,More than once a week,Postgraduate study,"Yes, I do",Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Good,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Twin Cities Suburbs,Suburbs,Suburbs,2.0,55016.0
1492286.0,Minnesota,32.0,State,1.0,Call 1,Complete,1.06430518627167,Kerry,Female,White,60-64,Democrat,Moderate,No,"$100,000-$149,999",Worse today,Catholic,Never,Some college/associate degree,No one does,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not too worried,Poor,White female,60 or over,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Never,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Minneapolis/St. Paul area,"City: 50,000 to 500,000","City over 50,000",5.0,55404.0
1492285.0,Minnesota,44.0,State,1.0,Call 1,Complete,1.21509492397308,Bush,Male,White,18-24,Republican,Conservative,,"$50,000-$74,999",Better today,Something else,A few times a year,College graduate,"Yes, someone else does",Yes,Before that,For your candidate,Taxes,Has clear stands on the issues,Somewhat approve,Somewhat approve,Less safe from terrorism,Both of them,Both of them,Somewhat well,Somewhat worried,Good,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Occasionally,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,Twin Cities Suburbs,Suburbs,Suburbs,8.0,55079.0
1492283.0,Minnesota,36.0,State,1.0,Call 1,Complete,1.16179740428925,Bush,Female,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Once a week,Postgraduate study,No one does,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat well,Somewhat worried,Good,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Minneapolis/St. Paul area,"City: 50,000 to 500,000","City over 50,000",5.0,55417.0
1492282.0,Minnesota,16.0,National,3.0,Call 1,Complete,0.950558066368103,Kerry,Female,White,30-39,Democrat,Liberal,,"$75,000-$99,999",,Catholic,A few times a month,,,Yes,,For your candidate,,,,,,,,,,,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,,,,,,,,,,,,,,Married women,White,Twin Cities Suburbs,Suburbs,Suburbs,2.0,55068.0
1536030.0,Minnesota,39.0,National,1.0,Call 3,Complete,0.663064479827881,Kerry,Female,White,18-24,Democrat,Liberal,Yes,,About the same,None,A few times a year,Did not complete high school,"Yes, someone else does",No,Before that,,Moral values,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,White female,18-29,18-24,18-64,Democrat,,,None,White None,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is not union member,All others,White,Minneapolis/St. Paul area,"City: 50,000 to 500,000","City over 50,000",3.0,55345.0
1492279.0,Minnesota,90.0,State,1.0,Call 1,Complete,0.761812150478363,Bush,Female,White,25-29,Republican,Moderate,No,"$100,000-$149,999",Better today,Catholic,Once a week,College graduate,"Yes, someone else does",Yes,During the last month,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Omit,Both of them,Both of them,Somewhat well,Somewhat worried,Good,White female,18-29,25-29,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Twin Cities Suburbs,Suburbs,Suburbs,6.0,55328.0
1540888.0,Minnesota,25.0,State,1.0,Call 3,Complete,1.13945519924164,Bush,Female,White,50-59,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,More than once a week,Postgraduate study,"Yes, I do",No,Before that,For your candidate,Iraq,Has strong religious faith,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not too worried,Good,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,Minneapolis/St. Paul area,"City: 50,000 to 500,000","City over 50,000",3.0,55344.0
1536020.0,Minnesota,63.0,State,1.0,Call 3,Complete,1.06571507453918,Bush,Male,White,18-24,Republican,Conservative,Yes,"Under $15,000",Better today,Jewish,Once a week,Some college/associate degree,No one does,No,Before that,Against his opponent,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Somewhat worried,Excellent,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Minneapolis/St. Paul area,Suburbs,Suburbs,4.0,55109.0
1513030.0,Minnesota,29.0,State,1.0,Call 2,Complete,0.758805990219116,Kerry,Female,White,50-59,Republican,Conservative,No,"$50,000-$74,999",About the same,Protestant,A few times a year,Some college/associate degree,No one does,Yes,Just today,Against his opponent,Iraq,Is intelligent,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Both of them,Somewhat badly,Not too worried,Good,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Minneapolis/St. Paul area,"City: 50,000 to 500,000","City over 50,000",6.0,55369.0
1492267.0,Minnesota,75.0,State,1.0,Call 1,Complete,0.752340197563171,Kerry,Female,White,40-44,Democrat,Moderate,No,"$100,000-$149,999",Better today,Catholic,A few times a month,Postgraduate study,No one does,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Very badly,Very worried,Not so good,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,East,"City: 50,000 to 500,000","City over 50,000",8.0,55808.0
1513027.0,Minnesota,42.0,State,1.0,Call 2,Complete,0.852511465549469,Kerry,Female,White,25-29,Democrat,Moderate,Yes,"$75,000-$99,999",Better today,None,Never,College graduate,No one does,Yes,During the last month,Against his opponent,Education,Will bring about needed change,Somewhat approve,Somewhat approve,Less safe from terrorism,Both of them,Both of them,Somewhat badly,Not too worried,Good,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Not too/Not at all worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Minneapolis/St. Paul area,Suburbs,Suburbs,5.0,55423.0
1513026.0,Minnesota,34.0,National,1.0,Call 2,Complete,0.78817093372345,Kerry,Female,White,25-29,Democrat,Moderate,No,"$50,000-$74,999",Better today,None,Never,College graduate,No one does,Yes,Before that,,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Married women,White,Minneapolis/St. Paul area,"City: 50,000 to 500,000","City over 50,000",5.0,55407.0
1493210.0,Minnesota,12.0,State,1.0,Call 1,Complete,0.785760343074799,Kerry,Female,Black,50-59,Democrat,Moderate,No,"$50,000-$74,999",About the same,Other Christian,Once a week,Some college/associate degree,No one does,Yes,Before that,Against his opponent,Omit,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,Black,Twin Cities Suburbs,Suburbs,Suburbs,2.0,55306.0
1526282.0,Minnesota,50.0,State,1.0,Call 3,Complete,0.770578801631927,Bush,Female,White,45-49,Republican,Moderate,No,"$50,000-$74,999",About the same,Protestant,A few times a year,Some college/associate degree,No one does,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Not too worried,Excellent,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,East,Rural,Small cities and Rural,8.0,55616.0
1497115.0,Minnesota,76.0,National,4.0,Call 1,Complete,0.690617620944977,Bush,Male,White,30-39,Republican,Conservative,,"$50,000-$74,999",,,,College graduate,"Yes, I do",Yes,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,Somewhat worried,,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",,,,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,East,Suburbs,Suburbs,8.0,55732.0
1540861.0,Minnesota,25.0,State,1.0,Call 3,Complete,1.18832468986511,Bush,Male,White,30-39,Republican,Conservative,No,"$200,000 or more",Better today,Catholic,A few times a year,College graduate,No one does,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Very worried,Good,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Minneapolis/St. Paul area,"City: 50,000 to 500,000","City over 50,000",3.0,55344.0
1492247.0,Minnesota,68.0,State,1.0,Call 1,Complete,1.058065533638,Bush,Female,White,50-59,Republican,Moderate,No,"$150,000-$199,999",About the same,,Once a week,Postgraduate study,No one does,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Somewhat worried,Excellent,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",,,All others,Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Minneapolis/St. Paul area,Suburbs,Suburbs,4.0,55126.0
1494146.0,Minnesota,88.0,National,4.0,Call 1,Complete,0.971888363361359,Kerry,Male,White,50-59,Democrat,Moderate,,"$75,000-$99,999",,,,Some college/associate degree,No one does,Yes,In the last three days,,,,,,,Neither of them,Neither of them,,Somewhat worried,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,,No degree,,Just today/In the last three days,Just today/In the last three days/Sometime last week,,,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Twin Cities Suburbs,Suburbs,Suburbs,6.0,55125.0
1492238.0,Minnesota,76.0,National,1.0,Call 1,Complete,0.646542370319366,Kerry,Female,White,50-59,Democrat,Moderate,No,"$50,000-$74,999",About the same,Protestant,A few times a year,Some college/associate degree,"Yes, someone else does",Yes,Before that,,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,Somewhat approve,Less safe from terrorism,,,Somewhat badly,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is not union member,Married women,White,East,Suburbs,Suburbs,8.0,55732.0
1492235.0,Minnesota,72.0,State,1.0,Call 1,Complete,1.01618671417236,Kerry,Female,White,65-74,Independent,Liberal,No,"$15,000-$29,999",Worse today,Protestant,Once a week,Postgraduate study,No one does,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Omit,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,West,Rural,Small cities and Rural,7.0,55332.0
