ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESWI04,SENWI04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,VETVOTER,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECWI,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1492301.0,Wisconsin,15.0,National,1.0,Call 1,Complete,1.02627348899841,Bush,Michels,Female,White,40-44,Something Else,Moderate,No,"$75,000-$99,999",About the same,Catholic,A few times a month,College graduate,No one is,No,Yes,During the last month,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,No one in household is union member,Voter is not union member,Married women,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53711.0
1511744.0,Wisconsin,3.0,State,1.0,Call 2,Complete,0.700905382633209,Other,Michels,Male,White,25-29,Independent,Moderate,No,,Better today,Catholic,More than once a week,Some college/associate degree,No one is,No,No,Before that,For your candidate,Moral values,Will bring about needed change,Somewhat approve,Somewhat disapprove,Safer from terrorism,Neither of them,Neither of them,Very badly,Not so good,White male,18-29,25-29,18-64,Independent,,,Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Northeast,"City: 50,000 to 500,000","City over 50,000",8.0,54303.0
1487437.0,Wisconsin,12.0,State,1.0,Call 1,Complete,1.39293360710144,Kerry,Feingold,Male,White,65-74,Democrat,Moderate,No,"Under $15,000",Better today,Other Christian,A few times a year,Did not complete high school,No one is,No,Yes,Before that,For your candidate,Taxes,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Excellent,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53713.0
1536044.0,Wisconsin,25.0,State,1.0,Call 3,Complete,0.744453728199005,Kerry,Feingold,Female,White,18-24,Democrat,Conservative,Yes,"$15,000-$29,999",Worse today,None,Never,College graduate,No one is,No,No,During the last month,For your candidate,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,54935.0
1492287.0,Wisconsin,88.0,State,1.0,Call 1,Complete,1.09716439247131,Bush,Michels,Female,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Once a week,Some college/associate degree,No one is,No,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Omit,Good,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Omit,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Northeast,"City: 50,000 to 500,000","City over 50,000",6.0,54904.0
1536034.0,Wisconsin,1.0,State,1.0,Call 3,Complete,1.75892376899719,Bush,Michels,Male,White,25-29,Republican,Conservative,No,"$50,000-$74,999",Better today,Other Christian,A few times a year,Some college/associate degree,No one is,No,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Northwest,Rural,Small cities and Rural,7.0,54814.0
1492284.0,Wisconsin,79.0,State,1.0,Call 1,Not complete,0.85424530506134,Bush,Michels,Female,White,45-49,,,,,,,,,,,,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,,,,,,Good,White female,45-59,40-49,18-64,,,,,,All others,,,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,,All others,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53051.0
1537157.0,Wisconsin,60.0,National,1.0,Call 3,Complete,0.760183393955231,Bush,Feingold,Female,White,40-44,Independent,Moderate,No,"$15,000-$29,999",Worse today,Something else,A few times a year,High school graduate,No one is,No,Yes,Before that,,Omit,Omit,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,No one in household is union member,Voter is not union member,Married women,White,Northwest,Rural,Small cities and Rural,7.0,52524.0
1536029.0,Wisconsin,31.0,State,1.0,Call 3,Complete,0.759782016277313,Kerry,Feingold,Male,White,60-64,Independent,Moderate,No,"$50,000-$74,999",About the same,Catholic,A few times a year,Some college/associate degree,"Yes, someone else is",Yes,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Omit,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,South,Suburbs,Suburbs,1.0,53143.0
1513039.0,Wisconsin,7.0,State,1.0,Call 2,Complete,0.78935980796814,Bush,Michels,Male,White,50-59,Republican,Moderate,No,"$50,000-$74,999",Worse today,Protestant,Never,College graduate,No one is,Yes,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Good,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Northwest,Suburbs,Suburbs,7.0,54748.0
1536607.0,Wisconsin,31.0,State,1.0,Call 3,Complete,0.585962176322937,Kerry,Feingold,Female,White,30-39,Democrat,Moderate,No,"$30,000-$49,999",Better today,Something else,A few times a year,College graduate,No one is,No,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,South,Suburbs,Suburbs,1.0,53143.0
1509701.0,Wisconsin,26.0,National,1.0,Call 2,Complete,0.790290713310242,Kerry,Feingold,Female,White,50-59,Independent,Moderate,No,"$15,000-$29,999",Worse today,Protestant,Never,High school graduate,No one is,No,No,Before that,,Health care,Cares about people like me,Strongly approve,Somewhat disapprove,Safer from terrorism,,,Very badly,,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,No one in household is union member,Voter is not union member,All others,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,54935.0
1489468.0,Wisconsin,26.0,National,1.0,Call 1,Complete,0.826721608638763,Kerry,Feingold,Male,White,30-39,Democrat,Moderate,No,"$75,000-$99,999",Better today,Catholic,Once a week,College graduate,"Yes, I am",No,Yes,Just today,,Education,Omit,Somewhat approve,Strongly approve,Safer from terrorism,,,Somewhat well,,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,,,,,Someone in household is union member,Voter is union member,All others,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,54935.0
1487411.0,Wisconsin,26.0,National,3.0,Call 1,Complete,0.875129282474518,Bush,Michels,Male,White,25-29,Republican,Conservative,,"$75,000-$99,999",,Catholic,A few times a year,,,,Yes,,For your candidate,,,,,,,,,,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,,,,,,,,,,,,,All others,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,54935.0
1536019.0,Wisconsin,21.0,State,1.0,Call 3,Complete,0.832415759563446,Bush,Michels,Male,White,45-49,Republican,Conservative,No,"$50,000-$74,999",About the same,Other Christian,Omit,Some college/associate degree,No one is,No,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Omit,Not so good,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Omit,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Omit,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,54751.0
1511713.0,Wisconsin,45.0,State,1.0,Call 2,Complete,0.758958101272583,Kerry,,Female,Black,40-44,Democrat,Conservative,No,"$15,000-$29,999",Better today,Other Christian,A few times a month,Some college/associate degree,No one is,No,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,Black,Milwaukee,"City over 500,000","City over 50,000",4.0,53215.0
1511709.0,Wisconsin,21.0,State,1.0,Call 2,Complete,0.771704316139221,Kerry,Did not vote,Male,White,18-24,Democrat,Moderate,Yes,"$50,000-$74,999",About the same,Other Christian,A few times a year,Some college/associate degree,"Yes, someone else is",No,No,Before that,Against his opponent,Terrorism,Cares about people like me,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Both of them,Somewhat badly,Good,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,54751.0
1536013.0,Wisconsin,9.0,State,1.0,Call 3,Complete,0.756521224975586,Kerry,Feingold,Male,White,45-49,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Catholic,Never,High school graduate,No one is,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,White male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Never,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Northwest,Rural,Small cities and Rural,3.0,54456.0
1487400.0,Wisconsin,76.0,State,1.0,Call 1,Complete,0.911374151706696,Kerry,Feingold,Male,Black,50-59,Democrat,Liberal,No,"$200,000 or more",Better today,None,Never,College graduate,No one is,No,Yes,Before that,Against his opponent,Iraq,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",None,All others,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,Milwaukee vicinity,Suburbs,Suburbs,5.0,53045.0
1511703.0,Wisconsin,64.0,State,1.0,Call 2,Complete,1.97045743465424,Bush,Michels,Female,White,65-74,Republican,,No,"Under $15,000",About the same,Protestant,More than once a week,Did not complete high school,No one is,No,No,During the last month,For your candidate,Moral values,Has strong religious faith,Somewhat disapprove,Somewhat disapprove,Omit,Only George W. Bush,Neither of them,Very badly,Not so good,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,South,Suburbs,Suburbs,1.0,53406.0
1494164.0,Wisconsin,4.0,State,1.0,Call 1,Complete,0.65829861164093,Bush,Michels,Female,White,50-59,Republican,Conservative,No,"$100,000-$149,999",About the same,Catholic,Once a week,Some college/associate degree,No one is,No,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Northeast,"City: 50,000 to 500,000","City over 50,000",8.0,54302.0
1487392.0,Wisconsin,29.0,State,1.0,Call 1,Complete,1.25027883052826,Kerry,Feingold,Male,White,75 or over,Democrat,,No,"Under $15,000",About the same,Other Christian,Omit,Did not complete high school,No one is,Yes,Yes,Just today,For your candidate,Health care,Is a strong leader,Strongly disapprove,Somewhat approve,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Omit,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Northwest,Rural,Small cities and Rural,3.0,54635.0
1536001.0,Wisconsin,32.0,State,1.0,Call 3,Complete,1.17635083198547,Kerry,Feingold,Female,Black,25-29,Democrat,Conservative,No,"Under $15,000",About the same,None,Never,Some college/associate degree,No one is,No,No,Before that,Against his opponent,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Good,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,South,Suburbs,Suburbs,1.0,53144.0
