ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESUT04,SENUT04,GOVUT04,AMEND3UT,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1493011.0,Utah,13.0,State,1.0,Call 1,1.00360357761383,Bush,2.0,Huntsman,Yes,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",About the same,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East/Ogden area,"City: 10,000 to 49,999",Small cities and Rural,1.0,84015.0
1539665.0,Utah,52.0,State,1.0,Call 3,0.881669461727142,Bush,2.0,Huntsman,No,Male,Hispanic/Latino,18-24,Republican,Conservative,"$30,000-$49,999",Better today,Mormon/LDS,Yes,Before that,For your candidate,Strongly approve,Strongly approve,Non-white male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Hispanic/Latino,West/Provo area,"City: 50,000 to 500,000","City over 50,000",3.0,84097.0
1540495.0,Utah,16.0,State,1.0,Call 3,1.53937256336212,Bush,2.0,Huntsman,Yes,Female,White,65-74,Republican,Conservative,"$30,000-$49,999",Better today,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 10,000 to 49,999",Small cities and Rural,2.0,84720.0
1539661.0,Utah,26.0,State,1.0,Call 3,0.528514564037323,Kerry,1.0,Matheson,Yes,Male,White,45-49,Independent,Moderate,"$100,000-$149,999",Better today,Something else,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,2.0,84124.0
1492998.0,Utah,52.0,State,1.0,Call 1,1.11897301673889,Bush,2.0,Matheson,Yes,Female,White,18-24,Republican,Moderate,"$50,000-$74,999",Better today,Mormon/LDS,No,During the last month,Against his opponent,Somewhat approve,Somewhat approve,White female,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",3.0,84097.0
1539648.0,Utah,52.0,State,1.0,Call 3,1.02509903907776,Kerry,1.0,Matheson,No,Male,White,30-39,Republican,Moderate,"$75,000-$99,999",Better today,Mormon/LDS,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",3.0,84097.0
1492987.0,Utah,7.0,State,1.0,Call 1,1.22500276565552,Bush,2.0,Huntsman,Yes,Female,White,18-24,Republican,Moderate,"$30,000-$49,999",Worse today,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Somewhat approve,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East/Ogden area,"City: 10,000 to 49,999",Small cities and Rural,2.0,84501.0
1495318.0,Utah,26.0,State,1.0,Call 1,0.528514564037323,Kerry,1.0,Matheson,Yes,Male,White,30-39,Democrat,Liberal,"Under $15,000",Worse today,Mormon/LDS,No,Before that,For your candidate,Strongly disapprove,Strongly approve,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,2.0,84124.0
1520978.0,Utah,9.0,National,3.0,Call 2,1.45974588394165,Bush,2.0,Huntsman,Yes,Female,White,65-74,Independent,Conservative,"$50,000-$74,999",,Mormon/LDS,No,,For your candidate,,,White female,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,White,East/Ogden area,Suburbs,Suburbs,1.0,84010.0
1540472.0,Utah,16.0,State,1.0,Call 3,1.25141096115112,Bush,2.0,Huntsman,Yes,Male,White,18-24,Republican,Conservative,"$50,000-$74,999",Better today,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 10,000 to 49,999",Small cities and Rural,2.0,84720.0
1539636.0,Utah,36.0,State,1.0,Call 3,1.11749374866486,Bush,1.0,Matheson,No,Female,White,45-49,Democrat,Moderate,"$30,000-$49,999",About the same,None,No,Just today,Against his opponent,Somewhat disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,Salt Lake county,Suburbs,Suburbs,3.0,84118.0
1520971.0,Utah,16.0,State,1.0,Call 2,1.25539469718933,Bush,2.0,Huntsman,Yes,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Mormon/LDS,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 10,000 to 49,999",Small cities and Rural,2.0,84720.0
