ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESAZ04,SENAZ04,PRP200AZ,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,VETVOTER,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECAZ,IMMIG,MCAINGWB,MOVETOAZ,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,QRACEAI,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1466030.0,Arizona,,State,1.0,,Complete,Phone survey,0.669188857078552,Kerry,McCain,No,Female,White,18-24,Democrat,Moderate,Yes,,About the same,,Some college/associate degree,No,No,,For your candidate,Education,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Good,Kept about the same,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White female,18-29,18-24,18-64,Democrat,,,,,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,English,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,,85718.0
1466031.0,Arizona,,State,1.0,,Complete,Phone survey,2.14829850196838,Kerry,McCain,No,Male,Asian,18-24,Independent,Liberal,Yes,"$100,000-$149,999",About the same,Something else,College graduate,No,No,,Against his opponent,Omit,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Both of them,Very badly,Not so good,Kept about the same,Had no effect on your vote for president,I moved to AZ 5-10 years ago,Non-white male,18-29,18-24,18-64,Independent,"$50,000 or more","$100,000 or more",Something else,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Asian,English,Maricopa County,"City over 500,000","City over 50,000",,85044.0
1466032.0,Arizona,,State,1.0,,Complete,Phone survey,0.955719232559204,Bush,McCain,No,Male,White,65-74,Democrat,Moderate,No,"$100,000-$149,999",Better today,Protestant,Postgraduate study,Yes,No,,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very badly,Good,Increased,Had no effect on your vote for president,I moved to AZ in the last 4 years,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Maricopa County,Suburbs,Suburbs,,85340.0
1466033.0,Arizona,,State,1.0,,Complete,Phone survey,1.27163684368134,Kerry,Starky,No,Male,White,40-44,Democrat,,No,"$15,000-$29,999",Worse today,Something else,High school graduate,Yes,No,,Against his opponent,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Somewhat badly,Poor,Increased,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,White,English,Maricopa County,"City over 500,000","City over 50,000",,85016.0
1466034.0,Arizona,,State,1.0,,Complete,Phone survey,2.73497295379639,Kerry,McCain,Yes,Female,Hispanic/Latino,40-44,Independent,Moderate,Yes,"$15,000-$29,999",About the same,Protestant,College graduate,No,Yes,,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Neither of them,Very badly,Good,Decreased,Had no effect on your vote for president,I was born in Arizona,Non-white female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,White,English,Pima/Pinal/Santa Cruz,"City: 50,000 to 500,000","City over 50,000",,85716.0
1466035.0,Arizona,,State,1.0,,Complete,Phone survey,1.4825793504715,Bush,McCain,Yes,Female,White,50-59,Republican,Conservative,No,"Under $15,000",Better today,Other Christian,High school graduate,No,No,,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Increased,Had no effect on your vote for president,I moved to AZ 5-10 years ago,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Maricopa County,Suburbs,Suburbs,,85306.0
1466036.0,Arizona,,State,1.0,,Complete,Phone survey,2.30562686920166,Kerry,McCain,No,Female,White,45-49,Democrat,Moderate,No,"Under $15,000",About the same,Catholic,College graduate,No,No,,For your candidate,Economy/Jobs,Is intelligent,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Not so good,Kept about the same,Had no effect on your vote for president,I moved to AZ 5-10 years ago,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,White,English,Maricopa County,"City: 50,000 to 500,000","City over 50,000",,85283.0
1466037.0,Arizona,,State,1.0,,Complete,Phone survey,2.15608787536621,Other,McCain,No,Male,White,30-39,Republican,Moderate,No,"$50,000-$74,999",About the same,None,Some college/associate degree,Yes,No,,Omit,Taxes,Is honest and trustworthy,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Only George W. Bush,Very badly,Good,Kept about the same,Had no effect on your vote for president,I was born in Arizona,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,White,English,Maricopa County,Suburbs,Suburbs,,85351.0
1466038.0,Arizona,,State,1.0,,Complete,Phone survey,2.08162689208984,Bush,McCain,Yes,Male,White,50-59,Republican,Conservative,No,"$100,000-$149,999",Better today,Other Christian,Some college/associate degree,No,No,,For your candidate,Education,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,Kept about the same,Had no effect on your vote for president,I was born in Arizona,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Rest of state,Rural,Small cities and Rural,,85925.0
1466039.0,Arizona,,State,1.0,,Complete,Phone survey,2.72386813163757,Bush,Did not vote,Did not vote,Female,White,75 or over,Democrat,Moderate,No,"Under $15,000",About the same,Other Christian,High school graduate,No,No,,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Strongly approve,Omit,Only George W. Bush,Omit,Omit,Not so good,Omit,More likely to vote for Bush,I moved to AZ more than 10 years ago,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Omit,Omit,Omit,Only Bush/Both,Only Bush/Neither,White,English,Maricopa County,"City: 50,000 to 500,000","City over 50,000",,85206.0
1466040.0,Arizona,,State,1.0,,Complete,Phone survey,1.73116970062256,,McCain,Yes,Female,White,45-49,Independent,Moderate,No,,About the same,Other Christian,College graduate,No,No,,Omit,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat badly,Good,Decreased,More likely to vote for Bush,I moved to AZ 5-10 years ago,White female,45-59,40-49,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Rest of state,Rural,Small cities and Rural,,86326.0
1466041.0,Arizona,,State,1.0,,Complete,Phone survey,1.78851532936096,Bush,McCain,Yes,Female,White,65-74,Republican,Conservative,No,,About the same,Protestant,High school graduate,Yes,No,,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Decreased,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White female,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Rest of state,Suburbs,Suburbs,,86440.0
1466042.0,Arizona,,State,1.0,,Complete,Phone survey,2.60476350784302,Bush,McCain,No,Female,White,65-74,Independent,Conservative,No,,About the same,Catholic,High school graduate,No,No,,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,Kept about the same,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White female,60 or over,65 or over,65 or over,Independent,,,Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Maricopa County,"City: 50,000 to 500,000","City over 50,000",,85205.0
1466043.0,Arizona,,State,1.0,,Complete,Phone survey,2.30180072784424,Kerry,McCain,No,Female,White,60-64,Independent,Liberal,No,,Worse today,Catholic,College graduate,No,No,,Against his opponent,Iraq,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Omit,Omit,Very badly,Excellent,Increased,Had no effect on your vote for president,I moved to AZ 5-10 years ago,White female,60 or over,50-64,18-64,Independent,,,Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Omit,Omit,Omit,Omit,White,English,Maricopa County,"City over 500,000","City over 50,000",,85048.0
1466044.0,Arizona,,State,1.0,,Complete,Phone survey,2.15930080413818,Kerry,Starky,No,Female,White,50-59,Independent,Moderate,No,,Worse today,None,Postgraduate study,No,No,,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Kept about the same,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White female,45-59,50-64,18-64,Independent,,,None,White None,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,English,Rest of state,Suburbs,Suburbs,,85544.0
1466045.0,Arizona,,State,1.0,,Complete,Phone survey,1.3256219625473,Kerry,Starky,No,Female,Hispanic/Latino,25-29,Something Else,,No,"$50,000-$74,999",Worse today,None,College graduate,No,Yes,,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Kept about the same,Had no effect on your vote for president,I moved to AZ in the last 4 years,Non-white female,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",None,All others,,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,American Indian,English,Pima/Pinal/Santa Cruz,"City: 50,000 to 500,000","City over 50,000",,85716.0
1466046.0,Arizona,,State,1.0,,Complete,Phone survey,1.31613600254059,Bush,McCain,Yes,Male,White,50-59,Republican,Conservative,No,"$50,000-$74,999",About the same,Something else,College graduate,No,No,,Against his opponent,Economy/Jobs,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,Decreased,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Something else,White Something else,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,,85742.0
1466047.0,Arizona,,State,1.0,,Complete,Phone survey,0.696140944957733,Kerry,Starky,Yes,Male,White,65-74,Democrat,Moderate,No,"Under $15,000",About the same,Jewish,College graduate,Yes,No,,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Good,Increased,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,White,English,Pima/Pinal/Santa Cruz,"City: 50,000 to 500,000","City over 50,000",,85716.0
1466048.0,Arizona,,State,1.0,,Complete,Phone survey,2.60476350784302,Bush,McCain,No,Female,Hispanic/Latino,65-74,Democrat,Conservative,No,"$15,000-$29,999",About the same,Catholic,High school graduate,No,Yes,,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Decreased,Had no effect on your vote for president,I was born in Arizona,Non-white female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Hispanic/Latino,English,Maricopa County,"City over 500,000","City over 50,000",,85033.0
1466049.0,Arizona,,State,1.0,,Complete,Phone survey,2.72217130661011,Bush,McCain,No,Female,White,30-39,Republican,Moderate,No,"$50,000-$74,999",About the same,Other Christian,Postgraduate study,No,No,,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Good,Decreased,Had no effect on your vote for president,I was born in Arizona,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,White,English,Maricopa County,Suburbs,Suburbs,,85225.0
1466050.0,Arizona,,State,1.0,,Complete,Phone survey,2.96515870094299,Bush,McCain,Yes,Female,White,50-59,Republican,Conservative,No,"Under $15,000",Better today,Protestant,College graduate,No,No,,For your candidate,Taxes,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Decreased,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Maricopa County,"City over 500,000","City over 50,000",,85032.0
1466051.0,Arizona,,State,1.0,,Complete,Phone survey,3.00208711624146,Bush,McCain,Yes,Male,Hispanic/Latino,40-44,Republican,Conservative,No,,Better today,Protestant,College graduate,No,Yes,,For your candidate,Moral values,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,Increased,Had no effect on your vote for president,I moved to AZ 5-10 years ago,Non-white male,30-44,40-49,18-64,Republican,,,Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Maricopa County,"City over 500,000","City over 50,000",,85023.0
1466052.0,Arizona,,State,1.0,,Complete,Phone survey,3.00208711624146,Bush,McCain,Yes,Male,Hispanic/Latino,50-59,Republican,Conservative,Yes,"$15,000-$29,999",Better today,Protestant,Did not complete high school,No,Yes,,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Omit,Had no effect on your vote for president,I moved to AZ more than 10 years ago,Non-white male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Hispanic/Latino,English,Maricopa County,"City over 500,000","City over 50,000",,85014.0
1466053.0,Arizona,,State,1.0,,Complete,Phone survey,0.863142609596252,,Did not vote,Yes,Female,Hispanic/Latino,30-39,,Moderate,No,"$30,000-$49,999",About the same,Other Christian,High school graduate,No,Yes,,Omit,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,Both of them,Somewhat well,Good,Kept about the same,Had no effect on your vote for president,I moved to AZ more than 10 years ago,Non-white female,30-44,30-39,18-64,,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,White,English,Rest of state,"City: 50,000 to 500,000","City over 50,000",,85364.0
