ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESAR04,SENAR04,AMEND3AR,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1518762.0,Arkansas,48.0,State,1.0,Call 2,Complete,0.751258671283722,Bush,Holt,Yes,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",Better today,Other Christian,Yes,Yes,Before that,Against his opponent,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Little Rock area,Suburbs,Suburbs,1.0,72007.0
1488668.0,Arkansas,30.0,State,1.0,Call 1,Complete,0.695418775081635,Bush,Holt,Yes,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Yes,Just today,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,South,"City: 10,000 to 49,999",Small cities and Rural,4.0,71901.0
1530422.0,Arkansas,62.0,State,1.0,Call 3,Complete,0.657343745231628,Kerry,Lincoln,Yes,Male,White,30-39,Democrat,Moderate,"$15,000-$29,999",About the same,Other Christian,No,Yes,Just today,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Neither of them,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,White,East,Rural,Small cities and Rural,1.0,72040.0
1486091.0,Arkansas,12.0,State,1.0,Call 1,Complete,1.05697631835938,Kerry,Lincoln,No,Male,White,65-74,Independent,Liberal,"$30,000-$49,999",Worse today,None,No,Yes,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Northwest,Rural,Small cities and Rural,3.0,72631.0
1486090.0,Arkansas,52.0,State,1.0,Call 1,Complete,0.664639234542847,Bush,Holt,Yes,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",Better today,Other Christian,Yes,Yes,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,East,Rural,Small cities and Rural,1.0,72438.0
1514084.0,Arkansas,37.0,State,1.0,Call 2,Complete,0.929631590843201,Bush,Holt,Yes,Female,White,45-49,Independent,Moderate,"$75,000-$99,999",Worse today,Protestant,Yes,Yes,During the last month,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Strongly disapprove,Less safe from terrorism,Both of them,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Married women,White,East,Rural,Small cities and Rural,1.0,72556.0
1532742.0,Arkansas,26.0,State,1.0,Call 3,Complete,0.717804968357086,Bush,Holt,Yes,Male,White,30-39,Republican,Conservative,"$200,000 or more",Better today,Other Christian,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,South,Rural,Small cities and Rural,4.0,71655.0
1515000.0,Arkansas,62.0,State,1.0,Call 2,Complete,0.799964129924774,Kerry,Lincoln,No,Female,Black,40-44,Democrat,Liberal,"$15,000-$29,999",Worse today,None,No,No,Before that,Omit,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,Black,East,Rural,Small cities and Rural,1.0,72040.0
1486080.0,Arkansas,2.0,State,1.0,Call 1,Complete,0.789897859096527,Kerry,Lincoln,Yes,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",Worse today,Protestant,,Yes,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,Married women,White,Northwest,Rural,Small cities and Rural,1.0,72658.0
1486078.0,Arkansas,63.0,State,1.0,Call 1,Complete,2.15177536010742,Kerry,Lincoln,Yes,Female,Black,60-64,Democrat,Conservative,"$15,000-$29,999",Worse today,Other Christian,Yes,No,Before that,Against his opponent,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Non-white female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,Black,Little Rock area,"City: 50,000 to 500,000","City over 50,000",2.0,72117.0
1514071.0,Arkansas,52.0,State,1.0,Call 2,Complete,0.504043400287628,Bush,Holt,Yes,Female,White,25-29,Republican,Moderate,"$50,000-$74,999",Better today,Other Christian,Yes,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,East,Rural,Small cities and Rural,1.0,72438.0
1514348.0,Arkansas,25.0,State,1.0,Call 2,Complete,1.48319041728973,Kerry,Lincoln,No,Female,White,65-74,Democrat,Moderate,"$30,000-$49,999",About the same,Something else,No,No,Before that,Omit,Omit,Has clear stands on the issues,Strongly disapprove,Strongly approve,Less safe from terrorism,Neither of them,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,All others,White,South,Rural,Small cities and Rural,4.0,71655.0
1483739.0,Arkansas,37.0,State,1.0,Call 1,Complete,0.761200070381165,Kerry,Lincoln,Yes,Male,White,65-74,Democrat,Conservative,"$15,000-$29,999",Worse today,Protestant,Yes,Yes,Before that,Against his opponent,Education,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,White,East,Rural,Small cities and Rural,1.0,72556.0
1483736.0,Arkansas,26.0,State,1.0,Call 1,Complete,0.950954139232636,Kerry,Lincoln,No,Female,Black,50-59,Democrat,Moderate,,Worse today,None,Yes,Yes,Before that,Against his opponent,Economy/Jobs,Has strong religious faith,Strongly disapprove,Strongly disapprove,Omit,Only John Kerry,Non-white female,45-59,50-64,18-64,Democrat,,,None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,Black,South,Rural,Small cities and Rural,4.0,71655.0
1514063.0,Arkansas,87.0,State,1.0,Call 2,Complete,1.03688371181488,Kerry,Lincoln,Yes,Male,White,30-39,Independent,Moderate,"$30,000-$49,999",Better today,None,No,No,Before that,Against his opponent,Moral values,Will bring about needed change,Somewhat disapprove,Somewhat approve,Safer from terrorism,Only John Kerry,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,All others,White,Little Rock area,"City: 10,000 to 49,999",Small cities and Rural,2.0,72143.0
1516394.0,Arkansas,62.0,State,1.0,Call 2,Complete,0.674304485321045,Kerry,Lincoln,Yes,Female,White,65-74,Democrat,,"Under $15,000",About the same,Other Christian,Yes,Yes,In the last three days,Against his opponent,Health care,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Married women,White,East,Rural,Small cities and Rural,1.0,72040.0
1517928.0,Arkansas,35.0,State,1.0,Call 2,Complete,1.60372459888458,Kerry,Did not vote,No,Female,Hispanic/Latino,18-24,Democrat,Conservative,"$15,000-$29,999",Worse today,Catholic,No,Yes,During the last month,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,Married women,Hispanic/Latino,Northwest,Rural,Small cities and Rural,4.0,71852.0
1539934.0,Arkansas,19.0,State,1.0,Call 3,Complete,2.84845376014709,Bush,Holt,Yes,Male,White,50-59,Republican,Conservative,"$200,000 or more",Better today,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,72401.0
1533761.0,Arkansas,52.0,State,1.0,Call 3,Complete,0.588766634464264,Bush,Holt,Yes,Female,White,30-39,Republican,Conservative,"$15,000-$29,999",About the same,Other Christian,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,East,Rural,Small cities and Rural,1.0,72438.0
1486058.0,Arkansas,26.0,State,1.0,Call 1,Complete,0.752407073974609,Bush,Holt,Yes,Female,Black,40-44,Republican,Moderate,"$50,000-$74,999",Better today,Other Christian,Yes,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Non-white female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,Black,South,Rural,Small cities and Rural,4.0,71655.0
1531396.0,Arkansas,50.0,State,1.0,Call 3,Complete,1.03354930877686,Kerry,Lincoln,Yes,Male,White,50-59,Independent,,"$50,000-$74,999",About the same,Protestant,No,Yes,Before that,Against his opponent,Iraq,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,White,Northwest,Rural,Small cities and Rural,3.0,72634.0
1483723.0,Arkansas,72.0,State,1.0,Call 1,Complete,0.983307182788849,Bush,Holt,No,Female,White,30-39,Republican,Conservative,"$15,000-$29,999",About the same,Catholic,No,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Little Rock area,"City: 50,000 to 500,000","City over 50,000",2.0,72116.0
1476723.0,Arkansas,41.0,State,1.0,Call 1,Complete,1.09694135189056,Bush,Holt,Yes,Female,,40-44,Independent,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Cares about people like me,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,,Northwest,Rural,Small cities and Rural,3.0,72846.0
1535045.0,Arkansas,58.0,State,1.0,Call 3,Complete,0.935113847255707,Kerry,Lincoln,Yes,Female,Black,50-59,Democrat,Conservative,"Under $15,000",About the same,Other Christian,,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,Black,East,Rural,Small cities and Rural,1.0,72342.0
1515652.0,Arkansas,75.0,State,1.0,Call 2,Complete,0.626251459121704,Kerry,Lincoln,Yes,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",Worse today,Other Christian,Yes,Yes,During the last month,For your candidate,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,72335.0
1516377.0,Arkansas,28.0,State,1.0,Call 2,Complete,0.833523571491241,Kerry,Lincoln,Yes,Female,White,18-24,Democrat,Conservative,"$75,000-$99,999",Worse today,Other Christian,Yes,No,During the last month,For your candidate,Terrorism,Will bring about needed change,Somewhat disapprove,Strongly approve,Less safe from terrorism,Both of them,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,All others,White,Little Rock area,Suburbs,Suburbs,2.0,72058.0
1514043.0,Arkansas,79.0,State,1.0,Call 2,Complete,0.682793021202087,Kerry,Lincoln,Yes,Female,White,50-59,Republican,Moderate,"$200,000 or more",About the same,Protestant,No,Yes,Just today,For your candidate,Terrorism,Will bring about needed change,Somewhat approve,Strongly disapprove,Less safe from terrorism,Both of them,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Married women,White,Northwest,"City: 50,000 to 500,000","City over 50,000",3.0,72903.0
1531484.0,Arkansas,50.0,State,1.0,Call 3,Complete,1.02972006797791,Kerry,Holt,Yes,Male,White,30-39,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,No,No,Before that,Against his opponent,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,White,Northwest,Rural,Small cities and Rural,3.0,72634.0
1525704.0,Arkansas,33.0,State,1.0,Call 2,Complete,0.760406911373138,Bush,Lincoln,Yes,Female,White,50-59,Independent,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,South,"City: 10,000 to 49,999",Small cities and Rural,4.0,71901.0
1483973.0,Arkansas,26.0,State,1.0,Call 1,Complete,0.614513218402863,Bush,Holt,Yes,Male,White,25-29,,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,18-29,25-29,18-64,,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,South,Rural,Small cities and Rural,4.0,71655.0
1514036.0,Arkansas,68.0,National,1.0,Call 2,Complete,0.825685799121857,Bush,Holt,Yes,Male,White,18-24,Independent,Conservative,"$15,000-$29,999",Better today,Protestant,Yes,No,Before that,,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,All others,White,Little Rock area,"City: 50,000 to 500,000","City over 50,000",2.0,72207.0
