ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESFL04,SENFL04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,CUBAN3,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECFL,COUNTACC,GOTV,CANERESP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,GOTVBUSH,GOTVKERY,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1466564.0,Florida,,National,1.0,,Complete,Phone survey,1.81984043121338,Kerry,Castor,Male,White,50-59,Democrat,Liberal,No,"$50,000-$74,999",About the same,Protestant,Never,College graduate,No,,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,,White,English,North,"City: 10,000 to 49,999",Small cities and Rural,,32401.0
1466565.0,Florida,,National,1.0,,Complete,Phone survey,0.537499606609344,Kerry,Castor,Female,White,75 or over,Independent,Conservative,No,,About the same,Protestant,A few times a year,College graduate,No,,,Health care,Is a strong leader,Somewhat approve,Somewhat disapprove,Safer from terrorism,,,Somewhat well,,,,,White female,60 or over,65 or over,65 or over,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Very/Somewhat well,,,,,,,,White,English,Tampa Bay Area,"City: 50,000 to 500,000","City over 50,000",,33770.0
1466566.0,Florida,,National,1.0,,Complete,Phone survey,0.648449897766113,Bush,Castor,Female,White,65-74,Independent,Conservative,Yes,,About the same,Other Christian,A few times a year,Did not complete high school,No,,,Health care,Cares about people like me,Somewhat approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,,White female,60 or over,65 or over,65 or over,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,White,English,Central,Suburbs,Suburbs,,33897.0
1466567.0,Florida,,National,1.0,,Complete,Phone survey,0.777557194232941,Kerry,Martinez,Female,White,50-59,Something Else,Moderate,No,"$30,000-$49,999",Worse today,Other Christian,Never,Some college/associate degree,No,,,Terrorism,Cares about people like me,Strongly approve,Strongly approve,Less safe from terrorism,,,Very well,,,,,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,White,English,Central,Suburbs,Suburbs,,32701.0
1466568.0,Florida,,National,1.0,,Complete,Phone survey,0.451063007116318,Bush,Did not vote,Female,White,60-64,Independent,Conservative,No,"$15,000-$29,999",Better today,Other Christian,Once a week,Did not complete high school,No,,,Terrorism,Has strong religious faith,Somewhat approve,Somewhat disapprove,Less safe from terrorism,,,Very well,,,,,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,No degree,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Very/Somewhat well,,,,,,,,White,English,North,Rural,Small cities and Rural,,32433.0
1466569.0,Florida,,National,1.0,,Complete,Phone survey,0.72666722536087,Kerry,Castor,Female,White,50-59,Democrat,Conservative,No,,About the same,Protestant,Never,High school graduate,No,,,Health care,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,,,Very badly,,,,,White female,45-59,50-64,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Never,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,,White,English,Tampa Bay Area,"City: 50,000 to 500,000","City over 50,000",,33705.0
1466570.0,Florida,,National,1.0,,Complete,Phone survey,2.9714891910553,Kerry,Castor,Male,White,18-24,Independent,Moderate,Yes,"$15,000-$29,999",About the same,None,Never,Some college/associate degree,No,,,Economy/Jobs,Is honest and trustworthy,Strongly approve,Somewhat approve,Less safe from terrorism,,,Somewhat badly,,,,,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,,,White,English,North,"City: 50,000 to 500,000","City over 50,000",,32304.0
1466571.0,Florida,,National,1.0,,Complete,Phone survey,1.21489441394806,Kerry,Castor,Male,White,65-74,Democrat,Moderate,No,,About the same,Jewish,A few times a year,High school graduate,No,,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,,White male,60 or over,65 or over,65 or over,Democrat,,,Jewish,White Jewish,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,,White,English,Miami/Gold Coast,Suburbs,Suburbs,,33065.0
1466572.0,Florida,,National,1.0,,Complete,Phone survey,2.62286281585693,Kerry,Castor,Female,White,18-24,Democrat,Liberal,No,"$150,000-$199,999",About the same,Something else,A few times a year,College graduate,No,,,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,,White,English,South,Suburbs,Suburbs,,34243.0
1466573.0,Florida,,National,1.0,,Complete,Phone survey,1.87611997127533,Bush,Martinez,Female,White,45-49,Republican,Conservative,No,"$30,000-$49,999",About the same,Other Christian,Once a week,Some college/associate degree,No,,,Moral values,Has clear stands on the issues,Somewhat approve,Strongly approve,Omit,,,Somewhat well,,,,,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,White,English,Tampa Bay Area,Suburbs,Suburbs,,34652.0
1466574.0,Florida,,National,1.0,,Complete,Phone survey,1.75333070755005,Bush,Castor,Female,White,50-59,Democrat,Conservative,No,"$50,000-$74,999",Worse today,None,A few times a month,Some college/associate degree,No,,,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat badly,,,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,,,White,English,Central,"City: 50,000 to 500,000","City over 50,000",,33810.0
1466575.0,Florida,,National,1.0,,Complete,Phone survey,2.35247421264648,Bush,Martinez,Male,Hispanic/Latino,65-74,Republican,Conservative,No,,About the same,Catholic,Once a week,Postgraduate study,"Yes, other Hispanic",,,Terrorism,Is intelligent,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,,Non-white male,60 or over,65 or over,65 or over,Republican,,,Catholic,All others,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,White,English,Miami/Gold Coast,Suburbs,Suburbs,,33418.0
1466576.0,Florida,,National,1.0,,Complete,Phone survey,2.31670641899109,Bush,Martinez,Male,White,60-64,Republican,Conservative,No,"$30,000-$49,999",About the same,None,A few times a year,College graduate,No,,,Economy/Jobs,Has clear stands on the issues,Strongly approve,Somewhat approve,Less safe from terrorism,,,Somewhat well,,,,,White male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,Occasionally,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,White,English,Central,Suburbs,Suburbs,,33884.0
1466577.0,Florida,,National,1.0,,Complete,Phone survey,1.55036807060242,Kerry,Did not vote,Male,White,25-29,Independent,Moderate,No,"$100,000-$149,999",About the same,Catholic,A few times a month,College graduate,No,,,Moral values,Will bring about needed change,Somewhat disapprove,Somewhat approve,Omit,,,Somewhat well,,,,,White male,18-29,25-29,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,White,English,Tampa Bay Area,"City: 50,000 to 500,000","City over 50,000",,33611.0
1466578.0,Florida,,National,1.0,,Complete,Phone survey,1.49663889408112,Kerry,Castor,Male,White,,Democrat,Liberal,No,"$200,000 or more",Better today,Something else,Never,College graduate,No,,,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,,White male,,,,Democrat,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,,White,English,Central,Suburbs,Suburbs,,32765.0
1466579.0,Florida,,National,1.0,,Complete,Phone survey,3.41977667808533,Bush,Martinez,Female,Other,30-39,Republican,Moderate,No,"$75,000-$99,999",About the same,Protestant,A few times a year,Some college/associate degree,No,,,Taxes,Has clear stands on the issues,Strongly approve,Strongly approve,Less safe from terrorism,,,Somewhat well,,,,,Non-white female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,Other,English,Central,"City: 50,000 to 500,000","City over 50,000",,32907.0
1466580.0,Florida,,National,1.0,,Complete,Phone survey,1.5683159828186,Bush,Martinez,Male,White,65-74,Republican,Conservative,No,"Under $15,000",About the same,Catholic,Once a week,College graduate,No,,,Moral values,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,White,English,Central,"City: 10,000 to 49,999",Small cities and Rural,,32162.0
1466581.0,Florida,,National,1.0,,Complete,Phone survey,2.34924507141113,Bush,Martinez,Male,Hispanic/Latino,50-59,Democrat,Liberal,No,"$30,000-$49,999",About the same,Catholic,A few times a month,Some college/associate degree,"Yes, other Hispanic",,,Terrorism,Omit,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,Hispanic/Latino,English,Miami/Gold Coast,Suburbs,Suburbs,,33032.0
1466582.0,Florida,,National,1.0,,Complete,Phone survey,1.82959306240082,Bush,Did not vote,Female,White,45-49,Republican,Conservative,No,"$100,000-$149,999",About the same,Protestant,A few times a year,College graduate,No,,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,White,English,North,Suburbs,Suburbs,,34431.0
1466583.0,Florida,,National,1.0,,Complete,Phone survey,0.909920215606689,Kerry,Castor,Male,White,50-59,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Protestant,A few times a month,High school graduate,No,,,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,,White,English,Miami/Gold Coast,Suburbs,Suburbs,,33063.0
1466584.0,Florida,,National,1.0,,Complete,Phone survey,2.61171627044678,Bush,Martinez,Female,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Catholic,A few times a month,High school graduate,No,,,Iraq,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,White,English,Central,"City: 50,000 to 500,000","City over 50,000",,32935.0
1466585.0,Florida,,National,1.0,,Complete,Phone survey,1.08242475986481,Kerry,Martinez,Female,White,40-44,Independent,Moderate,No,"$30,000-$49,999",Better today,None,Never,Some college/associate degree,No,,,Health care,Will bring about needed change,Somewhat disapprove,Omit,Safer from terrorism,,,Very badly,,,,,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,,,Omit,Somewhat/Very badly,,,,,,,,White,English,South,"City: 50,000 to 500,000","City over 50,000",,34983.0
1466586.0,Florida,,National,1.0,,Complete,Phone survey,1.61249876022339,Kerry,Castor,Female,White,65-74,Independent,,No,,Worse today,Protestant,A few times a month,College graduate,,,,Taxes,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,,White female,60 or over,65 or over,65 or over,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,,White,,North,"City: 10,000 to 49,999",Small cities and Rural,,32444.0
1466587.0,Florida,,National,1.0,,Complete,Phone survey,0.537499606609344,Kerry,Castor,Female,White,75 or over,Democrat,,No,,Omit,,Omit,Some college/associate degree,No,,,Health care,Cares about people like me,Strongly approve,Strongly disapprove,Omit,,,Very well,,,,,White female,60 or over,65 or over,65 or over,Democrat,,,,,All others,Omit,Omit,No degree,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Very/Somewhat well,,,,,,,,White,English,Miami/Gold Coast,Suburbs,Suburbs,,33063.0
1466588.0,Florida,,National,1.0,,Complete,Phone survey,1.5683159828186,Bush,Martinez,Male,White,65-74,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Once a week,College graduate,No,,,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,White,English,Central,"City: 50,000 to 500,000","City over 50,000",,32907.0
1466589.0,Florida,,National,1.0,,Complete,Phone survey,1.07499921321869,Kerry,Castor,Female,White,75 or over,Democrat,Moderate,No,,About the same,Jewish,A few times a year,High school graduate,No,,,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,,White female,60 or over,65 or over,65 or over,Democrat,,,Jewish,White Jewish,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,,White,English,Miami/Gold Coast,Suburbs,Suburbs,,33321.0
1466590.0,Florida,,National,1.0,,Complete,Phone survey,1.38772428035736,Bush,Martinez,Female,White,75 or over,Independent,Moderate,No,"$30,000-$49,999",About the same,Catholic,A few times a year,College graduate,No,,,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,White,English,Tampa Bay Area,Suburbs,Suburbs,,34667.0
1466591.0,Florida,,National,1.0,,Complete,Phone survey,1.07499921321869,Kerry,Castor,Female,White,65-74,Independent,Moderate,No,"$50,000-$74,999",Worse today,Protestant,A few times a month,Some college/associate degree,No,,,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,,,Somewhat badly,,,,,White female,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,,White,English,South,Rural,Small cities and Rural,,33872.0
1466592.0,Florida,,National,1.0,,Complete,Phone survey,0.537499606609344,Kerry,Castor,Female,White,75 or over,Independent,Moderate,No,"Under $15,000",Worse today,Protestant,More than once a week,Some college/associate degree,No,,,Health care,Omit,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,,,Omit,,,,,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Omit,,,,,,,,White,English,South,Suburbs,Suburbs,,34221.0
1466593.0,Florida,,National,1.0,,Complete,Phone survey,0.648449897766113,Bush,Castor,Female,White,75 or over,Republican,Conservative,No,"$15,000-$29,999",Better today,Protestant,Once a week,College graduate,No,,,Iraq,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,White,English,Tampa Bay Area,Suburbs,Suburbs,,33525.0
1466594.0,Florida,,National,1.0,,Complete,Phone survey,0.764711260795593,Bush,Did not vote,Male,White,65-74,Independent,Moderate,No,"$15,000-$29,999",About the same,Protestant,A few times a year,Did not complete high school,No,,,Taxes,Is honest and trustworthy,Somewhat approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,White,English,Central,Suburbs,Suburbs,,32778.0
1466595.0,Florida,,National,1.0,,Complete,Phone survey,3.35092854499817,Kerry,Castor,Male,Black,25-29,Independent,Liberal,No,"$100,000-$149,999",Worse today,Other Christian,A few times a month,Some college/associate degree,No,,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Somewhat badly,,,,,Non-white male,18-29,25-29,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,,Black,English,Miami/Gold Coast,Suburbs,Suburbs,,33026.0
1466596.0,Florida,,National,1.0,,Complete,Phone survey,1.2453476190567,Kerry,Castor,Female,Black,65-74,Democrat,Moderate,No,"$75,000-$99,999",About the same,Other Christian,More than once a week,Postgraduate study,No,,,Economy/Jobs,Is a strong leader,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Very badly,,,,,Non-white female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,,Black,English,North,"City over 500,000","City over 50,000",,32209.0
1466597.0,Florida,,National,1.0,,Complete,Phone survey,1.91795837879181,Bush,Martinez,Male,White,25-29,Republican,Conservative,Yes,"Under $15,000",About the same,Catholic,Once a week,College graduate,No,,,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,,,White,English,North,"City over 500,000","City over 50,000",,32246.0
