ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESIL04,SENIL04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,UNION4,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,STECIL,OBAMAPRS,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1480206.0,Illinois,95.0,National,4.0,Call 1,Complete,1.24678039550781,Kerry,Obama,Female,Hispanic/Latino,18-24,Democrat,Moderate,"$30,000-$49,999",,,"Yes, someone else does",Yes,Before that,,,,,,Only John Kerry,,,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Hispanic/Latino,Chicago,"City over 500,000","City over 50,000",4.0,60623.0
1480270.0,Illinois,95.0,National,4.0,Call 1,Complete,1.24678039550781,Kerry,Obama,Female,Hispanic/Latino,25-29,Democrat,Liberal,"$50,000-$74,999",,,"Yes, someone else does",Yes,Before that,,,,,,Neither of them,,,Non-white female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,Hispanic/Latino,Chicago,"City over 500,000","City over 50,000",4.0,60623.0
1480348.0,Illinois,95.0,National,4.0,Call 1,Complete,1.24678039550781,Kerry,Obama,Female,Hispanic/Latino,25-29,Something Else,Moderate,"$50,000-$74,999",,,No one does,Yes,Just today,,,,,,Only George W. Bush,,,Non-white female,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",,,,,Just today/In the last three days,Just today/In the last three days/Sometime last week,,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Hispanic/Latino,Chicago,"City over 500,000","City over 50,000",4.0,60623.0
1480360.0,Illinois,20.0,State,1.0,Call 1,Complete,0.748271524906158,Kerry,Obama,Female,White,25-29,Democrat,Liberal,"$50,000-$74,999",Worse today,Catholic,"Yes, I do and someone else does",No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Only John Kerry,Not so good,No,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1480405.0,Illinois,95.0,National,4.0,Call 1,Complete,1.24678039550781,Kerry,Obama,Female,Hispanic/Latino,18-24,Democrat,Moderate,"$50,000-$74,999",,,"Yes, someone else does",Yes,Before that,,,,,,Neither of them,,,Non-white female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,Hispanic/Latino,Chicago,"City over 500,000","City over 50,000",4.0,60623.0
1480426.0,Illinois,20.0,State,1.0,Call 1,Complete,0.822401523590088,Kerry,Keyes,Male,White,25-29,Independent,Moderate,"$30,000-$49,999",About the same,None,"Yes, I do",No,In the last three days,For your candidate,Education,Is a strong leader,Strongly disapprove,Strongly disapprove,Neither of them,Not so good,No,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1480497.0,Illinois,20.0,State,1.0,Call 1,Complete,0.60155189037323,Kerry,,Male,White,18-24,Democrat,Moderate,"$15,000-$29,999",About the same,Other Christian,"Yes, someone else does",No,Just today,For your candidate,Iraq,Is intelligent,Strongly approve,Somewhat approve,Both of them,Poor,No,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1480551.0,Illinois,33.0,National,4.0,Call 1,Complete,1.29549121856689,Kerry,Keyes,Female,White,30-39,Independent,Liberal,"$75,000-$99,999",,,No one does,No,Before that,,,,,,Both of them,,,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,North,Suburbs,Suburbs,11.0,60950.0
1480576.0,Illinois,20.0,State,1.0,Call 1,Complete,1.2078195810318,Bush,Obama,Male,White,60-64,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,"Yes, I do",No,Before that,For your candidate,Omit,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Good,Yes,White male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1480648.0,Illinois,20.0,State,1.0,Call 1,Complete,0.973208248615265,Kerry,Obama,Female,White,65-74,Republican,Moderate,"$15,000-$29,999",Worse today,Protestant,"Yes, someone else does",No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Poor,No,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1480673.0,Illinois,33.0,National,4.0,Call 1,Complete,0.983620524406433,Bush,Obama,Female,White,50-59,Independent,Moderate,"$75,000-$99,999",,,"Yes, I do",No,Before that,,,,,,Only George W. Bush,,,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,North,Suburbs,Suburbs,11.0,60950.0
1480708.0,Illinois,20.0,State,1.0,Call 1,Complete,0.847458720207214,Bush,Keyes,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",About the same,Other Christian,No one does,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Only George W. Bush,Not so good,Omit,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1480772.0,Illinois,20.0,State,1.0,Call 1,Complete,0.847458720207214,Bush,Keyes,Female,White,50-59,Republican,Conservative,"$15,000-$29,999",Worse today,Other Christian,"Yes, I do",No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Good,No,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1480800.0,Illinois,33.0,National,4.0,Call 1,Complete,2.18471169471741,Bush,Other,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",,,No one does,No,Before that,,,,,,Only George W. Bush,,,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,North,Suburbs,Suburbs,11.0,60950.0
1480850.0,Illinois,20.0,State,1.0,Call 1,Complete,1.08328831195831,Kerry,Obama,Male,White,75 or over,Democrat,Moderate,"$30,000-$49,999",About the same,Protestant,"Yes, I do",No,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Poor,Yes,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1480914.0,Illinois,20.0,State,1.0,Call 1,Complete,0.916942059993744,Bush,Keyes,Male,White,18-24,Republican,Conservative,"Under $15,000",Worse today,Other Christian,"Yes, someone else does",No,Before that,Against his opponent,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Not so good,No,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1480936.0,Illinois,33.0,National,4.0,Call 1,Complete,1.0948783159256,Bush,Obama,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",,,"Yes, I do",,Sometime last week,,,,,,Only George W. Bush,,,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,North,Suburbs,Suburbs,11.0,60950.0
1481021.0,Illinois,20.0,State,1.0,Call 1,Complete,1.07372510433197,Did not vote,Obama,Male,White,65-74,Democrat,Liberal,"$15,000-$29,999",Worse today,Protestant,"Yes, I do",No,During the last month,For your candidate,Taxes,Is a strong leader,Somewhat approve,Somewhat approve,Neither of them,Not so good,No,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1481065.0,Illinois,33.0,National,3.0,Call 1,Complete,1.11813795566559,Kerry,Obama,Male,White,50-59,Democrat,Liberal,"$100,000-$149,999",,Protestant,,No,,Against his opponent,,,,,,,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,,,,,White,North,Suburbs,Suburbs,11.0,60950.0
1481099.0,Illinois,20.0,State,1.0,Call 1,Complete,0.993155956268311,Kerry,Obama,Male,,65-74,Democrat,Moderate,"$15,000-$29,999",About the same,Protestant,"Yes, I do",No,During the last month,For your candidate,Iraq,Is a strong leader,Strongly disapprove,Strongly disapprove,Only John Kerry,Not so good,Yes,,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,,South,Rural,Small cities and Rural,19.0,62875.0
1481194.0,Illinois,20.0,State,1.0,Call 1,Complete,1.0713963508606,Bush,Keyes,Female,White,60-64,Republican,Conservative,,Better today,Protestant,No one does,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Poor,No,White female,60 or over,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1481200.0,Illinois,33.0,National,3.0,Call 1,Complete,1.0045166015625,Kerry,Obama,Female,White,40-44,Democrat,Moderate,"$75,000-$99,999",,Other Christian,,No,,For your candidate,,,,,,,,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,,,,,White,North,Suburbs,Suburbs,11.0,60950.0
1481269.0,Illinois,20.0,State,1.0,Call 1,Complete,1.2078195810318,Bush,Obama,Male,White,75 or over,Republican,Moderate,"$15,000-$29,999",About the same,Protestant,No one does,,Before that,Against his opponent,Omit,Cares about people like me,Strongly approve,Strongly approve,Only George W. Bush,Good,No,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1481336.0,Illinois,33.0,National,3.0,Call 1,Complete,0.983620524406433,Bush,Obama,Female,White,40-44,Independent,Conservative,"$50,000-$74,999",,Catholic,,No,,For your candidate,,,,,,,,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,,,,,,,,,White,North,Suburbs,Suburbs,11.0,60950.0
1481351.0,Illinois,20.0,State,1.0,Call 1,Complete,0.973208248615265,Kerry,Obama,Female,White,60-64,Democrat,Moderate,,About the same,None,"Yes, I do",No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Not so good,Omit,White female,60 or over,50-64,18-64,Democrat,,,None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1481428.0,Illinois,20.0,State,1.0,Call 1,Complete,1.08328831195831,Kerry,Obama,Male,White,65-74,Democrat,Moderate,"$15,000-$29,999",About the same,Protestant,No one does,No,Sometime last week,For your candidate,Iraq,Will bring about needed change,Somewhat approve,Strongly disapprove,Only John Kerry,Not so good,Yes,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1481484.0,Illinois,33.0,National,2.0,Call 1,Complete,1.11813795566559,Kerry,Obama,Male,White,30-39,Something Else,Liberal,"$75,000-$99,999",About the same,Protestant,"Yes, someone else does",No,Just today,,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,,,Someone in household is union member,Voter is not union member,White,North,Suburbs,Suburbs,11.0,60950.0
1481498.0,Illinois,20.0,State,1.0,Call 1,Complete,0.856865108013153,Kerry,Obama,Male,White,30-39,Democrat,Moderate,"$50,000-$74,999",Worse today,Something else,"Yes, I do",No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat approve,Only John Kerry,Poor,Yes,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1481592.0,Illinois,20.0,State,1.0,Call 1,Complete,0.856865108013153,Kerry,Obama,Male,White,45-49,Democrat,Moderate,"$50,000-$74,999",About the same,Protestant,"Yes, someone else does",No,In the last three days,For your candidate,Iraq,Cares about people like me,Somewhat disapprove,Somewhat approve,Only George W. Bush,Not so good,No,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1481672.0,Illinois,20.0,State,1.0,Call 1,Complete,0.832908928394318,Kerry,Obama,Male,White,25-29,Democrat,Moderate,"$50,000-$74,999",Worse today,Something else,"Yes, I do",No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Only John Kerry,Not so good,Yes,White male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1481675.0,Illinois,33.0,National,2.0,Call 1,Complete,1.33617699146271,Kerry,Obama,,White,75 or over,Democrat,Moderate,"Under $15,000",About the same,Protestant,"Yes, I do",,Before that,,Moral values,Omit,Strongly disapprove,Strongly disapprove,,,,,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,Someone in household is union member,Voter is union member,White,North,Suburbs,Suburbs,11.0,60950.0
1481751.0,Illinois,20.0,State,1.0,Call 1,Complete,0.769793391227722,Kerry,Obama,Female,White,45-49,Republican,Conservative,"$75,000-$99,999",Worse today,Other Christian,"Yes, I do and someone else does",,Just today,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat approve,Both of them,Poor,No,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1481787.0,Illinois,147.0,National,1.0,Call 1,Complete,1.04112434387207,Kerry,Obama,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",About the same,Catholic,"Yes, I do",No,Before that,,Health care,Is intelligent,Somewhat approve,Strongly approve,,,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,Someone in household is union member,Voter is union member,White,Cook suburbs,Suburbs,Suburbs,3.0,60459.0
1481833.0,Illinois,20.0,State,1.0,Call 1,Complete,1.08508503437042,Bush,Obama,Female,White,60-64,Independent,Moderate,"$30,000-$49,999",Worse today,Protestant,"Yes, someone else does",No,Before that,Against his opponent,Terrorism,Has strong religious faith,Somewhat approve,Somewhat approve,Only George W. Bush,Poor,Yes,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,White,South,Rural,Small cities and Rural,19.0,62875.0
1481842.0,Illinois,33.0,National,2.0,Call 1,Complete,1.0045166015625,Kerry,Obama,Female,White,50-59,Democrat,Liberal,"Under $15,000",About the same,Protestant,No one does,No,Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,No one in household is union member,Voter is not union member,White,North,Suburbs,Suburbs,11.0,60950.0
1481928.0,Illinois,20.0,State,1.0,Call 1,Complete,0.769793391227722,Kerry,Obama,Female,Other,30-39,Democrat,Liberal,"$75,000-$99,999",About the same,Protestant,"Yes, someone else does",No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Both of them,Not so good,Omit,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,Other,South,Rural,Small cities and Rural,19.0,62875.0
