ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESND04,SENND04,HOUND04,GOVND04,MEAS1ND,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACEAI,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1512192.0,North Dakota,15.0,State,1.0,Call 2,Complete,0.881468296051025,Bush,Liffrig,Sand,Hoeven,No,Female,White,18-24,Republican,Moderate,"$30,000-$49,999",About the same,Other Christian,No,During the last month,For your candidate,Somewhat approve,Somewhat approve,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Suburbs,Suburbs,1.0,58078.0
1511671.0,North Dakota,65.0,State,1.0,Call 2,Complete,1.36612212657928,Nader,Liffrig,Sand,Hoeven,Yes,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",Better today,Other Christian,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,58401.0
1532039.0,North Dakota,55.0,State,1.0,Call 3,Complete,0.676283359527588,Bush,Dorgan,Sand,Hoeven,Yes,Male,White,30-39,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,58782.0
1513287.0,North Dakota,53.0,State,1.0,Call 2,Complete,1.00575852394104,Bush,Liffrig,Sand,Hoeven,Yes,Male,White,30-39,Republican,Conservative,"$15,000-$29,999",Better today,Other Christian,No,During the last month,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,58054.0
1510170.0,North Dakota,11.0,State,1.0,Call 2,Not complete,1.02587366104126,Bush,Liffrig,Sand,Hoeven,Yes,Male,White,30-39,,,,,,,Before that,For your candidate,,,White male,30-44,30-39,18-64,,,,,,All others,All others,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,South,"City: 50,000 to 500,000","City over 50,000",1.0,58501.0
1477989.0,North Dakota,10.0,State,1.0,Call 1,Complete,1.02032732963562,Bush,Dorgan,Pomeroy,Hoeven,Yes,Male,White,45-49,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Somewhat approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Rural,Small cities and Rural,1.0,58054.0
1513283.0,North Dakota,65.0,State,1.0,Call 2,Complete,0.644976258277893,Bush,Dorgan,Pomeroy,Hoeven,Yes,Female,White,40-44,Independent,Moderate,"$50,000-$74,999",Better today,Protestant,Yes,Before that,Against his opponent,Somewhat approve,Somewhat approve,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,58401.0
1511074.0,North Dakota,15.0,State,1.0,Call 2,Complete,0.771170437335968,Bush,Dorgan,Pomeroy,Hoeven,No,Male,White,30-39,Independent,Moderate,"$100,000-$149,999",Worse today,Protestant,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Suburbs,Suburbs,1.0,58078.0
1516587.0,North Dakota,33.0,State,1.0,Call 2,Complete,2.21070909500122,Bush,Dorgan,Pomeroy,Hoeven,Yes,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,No,Before that,For your candidate,Somewhat approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Rural,Small cities and Rural,1.0,58621.0
1511231.0,North Dakota,15.0,State,1.0,Call 2,Complete,0.894703090190887,Kerry,Dorgan,Pomeroy,Hoeven,No,Male,White,40-44,Independent,Conservative,"Under $15,000",Worse today,None,No,In the last three days,Against his opponent,Strongly disapprove,Strongly approve,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,East,Suburbs,Suburbs,1.0,58078.0
1493422.0,North Dakota,49.0,State,1.0,Call 1,Complete,1.27575147151947,Bush,Liffrig,Sand,Hoeven,Yes,Female,White,75 or over,Republican,Moderate,"Under $15,000",About the same,Protestant,Yes,During the last month,For your candidate,Somewhat approve,Somewhat approve,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,58769.0
1511066.0,North Dakota,55.0,State,1.0,Call 2,Complete,0.66841334104538,Bush,Dorgan,Sand,Hoeven,No,Male,White,50-59,Independent,Conservative,"$30,000-$49,999",About the same,Protestant,Yes,Before that,Against his opponent,Somewhat approve,Somewhat disapprove,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North,Rural,Small cities and Rural,1.0,58782.0
1532615.0,North Dakota,58.0,State,1.0,Call 3,Complete,0.814239382743835,Kerry,Did not vote,Did not vote,Did not vote,Yes,Female,White,18-24,Independent,Moderate,"$50,000-$74,999",Better today,Other Christian,No,Before that,For your candidate,Somewhat approve,Strongly approve,White female,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,58075.0
1484592.0,North Dakota,48.0,State,1.0,Call 1,Complete,1.0325368642807,Bush,Dorgan,Pomeroy,Hoeven,Yes,Male,White,65-74,Democrat,Moderate,"$30,000-$49,999",About the same,Protestant,No,During the last month,For your candidate,Somewhat approve,Somewhat approve,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,58784.0
1533123.0,North Dakota,48.0,State,1.0,Call 3,Complete,0.884373843669891,Bush,Liffrig,Sand,Hoeven,Yes,Male,White,50-59,Independent,Moderate,"$200,000 or more",Worse today,Protestant,Yes,During the last month,Against his opponent,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,58784.0
1516576.0,North Dakota,49.0,State,1.0,Call 2,Complete,1.28999483585358,Kerry,Dorgan,Sand,Hoeven,Yes,,White,65-74,Independent,Conservative,,Worse today,Protestant,Yes,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,,60 or over,65 or over,65 or over,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North,Rural,Small cities and Rural,1.0,58769.0
1512162.0,North Dakota,22.0,State,1.0,Call 2,Complete,0.643884122371674,Bush,Dorgan,Sand,Hoeven,Yes,Female,White,40-44,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,58104.0
1483479.0,North Dakota,22.0,State,1.0,Call 1,Complete,0.712193965911865,Kerry,Dorgan,Pomeroy,Hoeven,No,Female,White,45-49,Independent,Moderate,"$75,000-$99,999",About the same,Protestant,No,During the last month,Against his opponent,Somewhat disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,58104.0
1509950.0,North Dakota,75.0,State,1.0,Call 2,Complete,1.97486245632172,Kerry,Dorgan,Pomeroy,Satrom,Yes,Female,White,60-64,Democrat,Liberal,"$50,000-$74,999",About the same,Protestant,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White female,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North,"City: 10,000 to 49,999",Small cities and Rural,1.0,58801.0
1539729.0,North Dakota,25.0,State,1.0,Call 3,Complete,0.948324978351593,Kerry,Dorgan,Pomeroy,Satrom,Yes,Male,White,18-24,Democrat,Moderate,"$15,000-$29,999",About the same,Catholic,No,Before that,For your candidate,Somewhat approve,Somewhat disapprove,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,58102.0
1517667.0,North Dakota,33.0,State,1.0,Call 2,Complete,1.96032559871674,Bush,Dorgan,Pomeroy,Hoeven,Yes,Female,White,25-29,Independent,Moderate,"$15,000-$29,999",About the same,Other Christian,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Rural,Small cities and Rural,1.0,58621.0
1530460.0,North Dakota,11.0,State,1.0,Call 3,Complete,0.864642977714539,Bush,Liffrig,Sand,Hoeven,Yes,Female,White,30-39,Independent,Moderate,"$75,000-$99,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 50,000 to 500,000","City over 50,000",1.0,58501.0
1512276.0,North Dakota,58.0,State,1.0,Call 2,Complete,0.831984877586365,Bush,Dorgan,Pomeroy,Satrom,Yes,Male,White,18-24,Democrat,Moderate,"$200,000 or more",Better today,Other Christian,Yes,In the last three days,For your candidate,Strongly approve,Somewhat approve,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,58075.0
1494500.0,North Dakota,49.0,State,1.0,Call 1,Complete,0.780250310897827,Bush,Dorgan,Pomeroy,Hoeven,Yes,Male,White,30-39,Republican,Moderate,"$30,000-$49,999",About the same,Other Christian,No,Just today,For your candidate,Somewhat approve,Somewhat approve,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,58769.0
1532000.0,North Dakota,75.0,State,1.0,Call 3,Complete,1.38272297382355,Kerry,Dorgan,Pomeroy,Hoeven,No,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",Better today,None,No,Just today,Against his opponent,Somewhat disapprove,Somewhat approve,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,North,"City: 10,000 to 49,999",Small cities and Rural,1.0,58801.0
1512143.0,North Dakota,65.0,State,1.0,Call 2,Complete,0.832756459712982,Kerry,Dorgan,Pomeroy,Satrom,Yes,Female,White,40-44,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,No,During the last month,For your candidate,Somewhat disapprove,Somewhat disapprove,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,58401.0
1535305.0,North Dakota,43.0,State,1.0,Call 3,Complete,0.967805325984955,Bush,Liffrig,Sand,Hoeven,Yes,Male,White,45-49,Republican,Conservative,,Better today,Other Christian,Yes,Before that,For your candidate,Somewhat approve,Strongly approve,White male,45-59,40-49,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Rural,Small cities and Rural,1.0,58647.0
1511038.0,North Dakota,58.0,State,1.0,Call 2,Complete,0.747600734233856,Bush,Dorgan,Pomeroy,Hoeven,Yes,Male,White,18-24,Republican,Liberal,"$15,000-$29,999",About the same,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,58075.0
1511037.0,North Dakota,10.0,State,1.0,Call 2,Complete,1.31522262096405,Bush,Liffrig,Sand,Hoeven,Yes,Male,White,45-49,Republican,Conservative,"$150,000-$199,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Rural,Small cities and Rural,1.0,58054.0
1484564.0,North Dakota,55.0,State,1.0,Call 1,Complete,1.25283658504486,Kerry,Dorgan,Pomeroy,Satrom,No,Male,White,75 or over,Democrat,Moderate,,Worse today,Catholic,,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Democrat,,,Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North,Rural,Small cities and Rural,1.0,58782.0
1511035.0,North Dakota,22.0,State,1.0,Call 2,Complete,0.949882984161377,Bush,Liffrig,Sand,Hoeven,Yes,Male,White,30-39,Republican,Conservative,"$100,000-$149,999",Better today,Catholic,No,Before that,For your candidate,Somewhat approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,58104.0
1485665.0,North Dakota,15.0,State,1.0,Call 1,Not complete,1.00575852394104,Bush,Liffrig,Sand,Hoeven,Yes,Male,White,30-39,,,,,,,Before that,For your candidate,,,White male,30-44,30-39,18-64,,,,,,All others,All others,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,East,Suburbs,Suburbs,1.0,58078.0
1485663.0,North Dakota,48.0,State,1.0,Call 1,Complete,0.737920820713043,Kerry,Dorgan,Pomeroy,Satrom,No,Female,White,40-44,Democrat,Moderate,"$50,000-$74,999",About the same,Protestant,,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North,Rural,Small cities and Rural,1.0,58784.0
1511192.0,North Dakota,10.0,State,1.0,Call 2,Complete,1.36763215065002,Bush,Liffrig,Sand,Hoeven,No,Male,White,25-29,Republican,Conservative,"$15,000-$29,999",About the same,Something else,No,Before that,Against his opponent,Somewhat approve,Strongly approve,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Rural,Small cities and Rural,1.0,58054.0
1512132.0,North Dakota,53.0,State,1.0,Call 2,Complete,1.02266943454742,Kerry,Liffrig,Sand,Hoeven,No,Female,White,18-24,Independent,Moderate,"$50,000-$74,999",Worse today,Other Christian,No,Just today,For your candidate,Strongly disapprove,Strongly approve,White female,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,58054.0
1513234.0,North Dakota,25.0,State,1.0,Call 2,Complete,0.797968208789825,Bush,Liffrig,Sand,Hoeven,Yes,Female,White,18-24,Republican,Conservative,"$30,000-$49,999",About the same,Other Christian,Yes,Before that,For your candidate,Strongly approve,Somewhat approve,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,58102.0
1484555.0,North Dakota,58.0,State,1.0,Call 1,Complete,0.906790137290955,Kerry,Dorgan,Pomeroy,Satrom,No,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",Worse today,Protestant,No,Just today,Against his opponent,Somewhat disapprove,Somewhat approve,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,58075.0
1485657.0,North Dakota,25.0,State,1.0,Call 1,Complete,0.758458733558655,Bush,Liffrig,Sand,Hoeven,Yes,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Somewhat approve,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,58102.0
1512127.0,North Dakota,43.0,State,1.0,Call 2,Complete,1.22963130474091,Kerry,Dorgan,Pomeroy,Satrom,Yes,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",Worse today,Protestant,No,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,South,Rural,Small cities and Rural,1.0,58647.0
